Variant,ConfigName,n,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_med,compile_iqr,compile_iqr_ratio,size_med
C,EXP_DBL_0487,10,3.688284,0.054747,0.014843,0.311131,0.006035,0.019397,448472
C,EXP_DBL_1158,10,3.878777,0.057570,0.014842,0.321904,0.011601,0.036039,448440
A,EXP_DBL_1397,10,2.123397,0.031503,0.014836,0.338636,0.006655,0.019652,448440
B,EXP_DBL_0837,10,4.927879,0.073060,0.014826,0.334241,0.006609,0.019773,448440
C,EXP_DBL_1252,10,3.897750,0.057772,0.014822,0.320901,0.014159,0.044123,448440
A,EXP_DBL_1511,10,2.039706,0.030229,0.014820,0.320922,0.012725,0.039651,448376
A,EXP_DBL_0296,10,1.930522,0.028611,0.014820,0.318674,0.009442,0.029629,448424
B,EXP_ABL_054_disable-ssc,10,4.686679,0.069436,0.014816,0.305551,0.025218,0.082533,448440
B,EXP_DBL_0822,10,4.932116,0.073039,0.014809,0.320001,0.006601,0.020628,448440
B,EXP_DBL_1575,10,4.966609,0.073533,0.014805,0.304974,0.021424,0.070249,448440
C,EXP_DBL_1628,10,3.805597,0.056338,0.014804,0.310963,0.007877,0.025331,448440
A,EXP_DBL_0397,10,1.933704,0.028589,0.014785,0.315239,0.002742,0.008698,448440
A,EXP_DBL_1178,10,2.014717,0.029784,0.014783,0.322899,0.004851,0.015023,448440
C,EXP_DBL_1609,10,3.819590,0.056447,0.014778,0.311335,0.015032,0.048282,448440
B,EXP_DBL_0359,10,4.884430,0.072179,0.014777,0.302591,0.009427,0.031154,448440
C,EXP_DBL_1245,10,3.834634,0.056659,0.014776,0.320447,0.014982,0.046753,448440
B,EXP_DBL_0403,10,4.880189,0.072104,0.014775,0.308762,0.013898,0.045012,448440
A,EXP_DBL_0863,10,2.029365,0.029978,0.014772,0.335265,0.013369,0.039876,448440
A,EXP_DBL_1122,10,2.000260,0.029539,0.014768,0.311125,0.016529,0.053127,448440
C,EXP_DBL_0322,10,3.657380,0.053999,0.014764,0.307685,0.012967,0.042144,448440
A,EXP_DBL_0440,10,1.998850,0.029507,0.014762,0.306748,0.014099,0.045963,448440
A,EXP_DBL_0978,10,2.030671,0.029951,0.014749,0.312029,0.009771,0.031314,448440
A,EXP_ABL_009_GVN,10,1.945825,0.028693,0.014746,0.303929,0.016671,0.054852,448440
C,EXP_DBL_0964,10,3.875065,0.057138,0.014745,0.315512,0.018152,0.057532,448440
A,EXP_DBL_1197,10,2.046539,0.030176,0.014745,0.312630,0.012657,0.040486,448440
A,EXP_DBL_0714,10,2.039635,0.030072,0.014744,0.316605,0.016561,0.052308,448440
C,EXP_DBL_0235,10,3.756250,0.055369,0.014740,0.314088,0.017404,0.055411,448440
B,EXP_ABL_078_disable-partial-inlining,10,4.732560,0.069752,0.014739,0.304210,0.011935,0.039233,448440
A,EXP_DBL_1147,10,2.021899,0.029800,0.014739,0.317962,0.010827,0.034051,448440
B,EXP_DBL_1559,10,5.008883,0.073782,0.014730,0.313333,0.009139,0.029167,448440
B,EXP_DBL_0985,10,4.985562,0.073434,0.014729,0.318663,0.012692,0.039829,448472
C,EXP_DBL_0246,10,3.792129,0.055847,0.014727,0.304044,0.014262,0.046908,448616
B,EXP_DBL_0874,10,4.924363,0.072512,0.014725,0.337369,0.018149,0.053796,448440
B,EXP_DBL_0614,10,4.842302,0.071275,0.014719,0.312708,0.010084,0.032247,448440
A,EXP_DBL_0897,10,2.052961,0.030211,0.014716,0.335580,0.005320,0.015853,448440
A,EXP_DBL_0489,10,1.948508,0.028675,0.014716,0.315739,0.007633,0.024175,448440
B,EXP_DBL_1048,10,4.960987,0.072982,0.014711,0.318839,0.007287,0.022855,448440
B,EXP_DBL_0715,10,4.927847,0.072487,0.014710,0.312476,0.018721,0.059912,448440
C,EXP_DBL_0564,10,3.878227,0.057043,0.014709,0.313175,0.021625,0.069051,448440
C,EXP_DBL_1095,10,3.851358,0.056644,0.014708,0.315180,0.011457,0.036351,448440
B,EXP_DBL_0133,10,4.627527,0.068052,0.014706,0.306664,0.006396,0.020857,448440
C,EXP_DBL_1559,10,3.851306,0.056597,0.014696,0.313333,0.009139,0.029167,448440
C,EXP_DBL_1636,10,3.816990,0.056095,0.014696,0.310486,0.010838,0.034907,448440
B,EXP_ABL_051_disable-postra-machine-sink,10,4.656244,0.068398,0.014690,0.309389,0.010637,0.034381,448440
B,EXP_DBL_0799,10,4.961725,0.072864,0.014685,0.321381,0.012655,0.039377,448440
C,EXP_DBL_1403,10,4.000923,0.058749,0.014684,0.334398,0.011171,0.033406,448440
A,EXP_DBL_1243,10,2.028482,0.029779,0.014680,0.321993,0.012693,0.039420,448440
A,EXP_DBL_1656,10,1.996698,0.029291,0.014670,0.304089,0.011964,0.039344,448440
B,EXP_DBL_0140,10,4.602742,0.067519,0.014669,0.314067,0.015238,0.048518,448440
C,EXP_DBL_1205,10,3.880737,0.056914,0.014666,0.314240,0.012475,0.039699,448440
B,EXP_DBL_0683,10,5.105545,0.074855,0.014662,0.320159,0.018756,0.058583,448440
A,EXP_DBL_0934,10,2.015301,0.029549,0.014662,0.315307,0.019338,0.061331,448440
A,EXP_DBL_1611,10,2.010594,0.029463,0.014654,0.306202,0.013486,0.044043,448440
B,EXP_DBL_0384,10,4.830832,0.070767,0.014649,0.308354,0.010419,0.033789,448440
B,EXP_DBL_0778,10,4.913067,0.071961,0.014647,0.322480,0.013003,0.040322,448440
A,EXP_DBL_1061,10,2.005852,0.029377,0.014646,0.318663,0.020015,0.062809,448440
B,EXP_DBL_1234,10,5.127543,0.075077,0.014642,0.314462,0.010371,0.032980,448472
C,EXP_DBL_0851,10,3.833328,0.056129,0.014642,0.331127,0.010613,0.032051,448440
A,EXP_DBL_1553,10,2.031608,0.029732,0.014635,0.314576,0.003461,0.011002,448440
C,EXP_DBL_0875,10,3.848863,0.056295,0.014626,0.330878,0.009474,0.028633,448488
A,EXP_DBL_0246,10,2.019277,0.029531,0.014625,0.304044,0.014262,0.046908,448616
A,EXP_DBL_1252,10,2.050122,0.029975,0.014621,0.320901,0.014159,0.044123,448440
A,EXP_DBL_1077,10,2.009669,0.029362,0.014610,0.316124,0.016020,0.050676,448440
A,EXP_DBL_1212,10,2.028015,0.029628,0.014609,0.316784,0.012617,0.039828,448440
B,EXP_DBL_1141,10,4.946276,0.072252,0.014607,0.318246,0.005254,0.016509,448440
B,EXP_DBL_0270,10,4.863958,0.071016,0.014600,0.314345,0.008112,0.025806,448440
C,EXP_DBL_0334,10,3.688506,0.053846,0.014598,0.317850,0.014081,0.044301,448440
B,EXP_DBL_0543,10,4.902407,0.071526,0.014590,0.308452,0.013045,0.042292,448472
B,EXP_DBL_0116,10,4.632960,0.067578,0.014586,0.310854,0.009197,0.029586,448440
C,EXP_DBL_0491,10,3.684710,0.053747,0.014586,0.315312,0.008239,0.026130,448440
A,EXP_DBL_0279,10,1.932851,0.028185,0.014582,0.308619,0.021618,0.070048,448440
B,EXP_DBL_1608,10,4.993889,0.072810,0.014580,0.317001,0.009587,0.030243,448440
C,EXP_DBL_1248,10,3.893642,0.056769,0.014580,0.307478,0.023804,0.077417,448440
C,EXP_DBL_1130,10,3.817439,0.055651,0.014578,0.318979,0.013204,0.041395,448440
B,EXP_DBL_0598,10,4.909046,0.071555,0.014576,0.303302,0.012858,0.042393,448376
B,EXP_DBL_0519,10,4.873687,0.070999,0.014568,0.307558,0.014987,0.048729,448440
C,EXP_DBL_1100,10,3.851117,0.056080,0.014562,0.321252,0.006735,0.020965,448440
B,EXP_DBL_0783,10,4.907946,0.071459,0.014560,0.310190,0.013815,0.044537,448440
A,EXP_DBL_1266,10,2.064235,0.030056,0.014560,0.330955,0.017145,0.051805,448440
C,EXP_DBL_1442,10,3.981808,0.057966,0.014558,0.334062,0.010647,0.031871,448440
C,EXP_DBL_1356,10,3.897319,0.056734,0.014557,0.341201,0.006828,0.020012,448440
A,EXP_DBL_1134,10,2.032571,0.029585,0.014555,0.314957,0.010989,0.034890,448440
C,EXP_DBL_0541,10,3.834523,0.055808,0.014554,0.312823,0.017661,0.056457,448440
B,EXP_DBL_0886,10,4.994831,0.072636,0.014542,0.329477,0.011664,0.035402,448440
B,EXP_DBL_0339,10,4.917625,0.071488,0.014537,0.313465,0.017593,0.056124,448440
B,EXP_DBL_0398,10,4.875402,0.070858,0.014534,0.313805,0.006222,0.019828,448440
A,EXP_DBL_0699,10,2.008947,0.029193,0.014531,0.322735,0.010352,0.032076,448440
C,EXP_DBL_1478,10,3.969225,0.057669,0.014529,0.309424,0.022204,0.071759,448440
C,EXP_DBL_1314,10,3.551934,0.051586,0.014523,0.320561,0.010190,0.031788,448440
A,EXP_DBL_1520,10,2.016603,0.029277,0.014518,0.314093,0.011843,0.037705,448440
B,EXP_DBL_0073,10,4.623283,0.067117,0.014517,0.307934,0.003666,0.011905,448440
C,EXP_DBL_1638,10,3.805891,0.055220,0.014509,0.310413,0.008818,0.028407,448440
B,EXP_DBL_000_BASELINE,10,4.674017,0.067800,0.014506,0.316904,0.008462,0.026702,448440
B,EXP_DBL_1469,10,5.562731,0.080671,0.014502,0.307798,0.013461,0.043733,448440
C,EXP_DBL_0831,10,3.830087,0.055531,0.014499,0.330694,0.008346,0.025238,448440
A,EXP_DBL_0955,10,2.019068,0.029268,0.014496,0.315438,0.017853,0.056597,448440
C,EXP_DBL_0691,10,3.740425,0.054192,0.014488,0.311504,0.012010,0.038555,448440
B,EXP_DBL_0732,10,4.960137,0.071847,0.014485,0.319638,0.016196,0.050670,448440
A,EXP_DBL_0238,10,1.982061,0.028698,0.014479,0.307231,0.014494,0.047176,448472
A,EXP_DBL_1353,10,2.068814,0.029940,0.014472,0.336682,0.007350,0.021831,448440
B,EXP_DBL_0361,10,4.822079,0.069747,0.014464,0.305467,0.016679,0.054602,448440
C,EXP_DBL_1536,10,3.874200,0.056028,0.014462,0.318603,0.009495,0.029802,448440
A,EXP_DBL_1258,10,2.072255,0.029958,0.014457,0.317776,0.006320,0.019888,448424
A,EXP_DBL_1577,10,2.029725,0.029341,0.014456,0.323089,0.014743,0.045631,448440
A,EXP_DBL_0493,10,1.959912,0.028329,0.014454,0.319791,0.007519,0.023512,448440
A,EXP_DBL_1185,10,2.041873,0.029509,0.014452,0.320088,0.009296,0.029042,448440
A,EXP_DBL_1538,10,2.046310,0.029566,0.014448,0.307802,0.017561,0.057053,448440
B,EXP_DBL_0642,10,4.981853,0.071969,0.014446,0.314200,0.010241,0.032594,448440
A,EXP_DBL_1191,10,2.046883,0.029560,0.014441,0.313839,0.011427,0.036410,448440
C,EXP_DBL_0881,10,3.865143,0.055806,0.014438,0.336106,0.010288,0.030609,448440
B,EXP_DBL_0420,10,4.815038,0.069516,0.014437,0.314758,0.024069,0.076468,448440
A,EXP_DBL_1630,10,2.000725,0.028857,0.014423,0.310220,0.008171,0.026339,448440
A,EXP_DBL_0045,10,1.973996,0.028462,0.014418,0.307497,0.016777,0.054560,448472
B,EXP_DBL_0392,10,4.916361,0.070880,0.014417,0.314465,0.008193,0.026054,448440
B,EXP_DBL_1155,10,4.986847,0.071883,0.014415,0.322692,0.010435,0.032337,448440
A,EXP_DBL_0743,10,2.015667,0.029056,0.014415,0.314809,0.013647,0.043350,448440
B,EXP_DBL_0700,10,4.926336,0.071004,0.014413,0.312441,0.011110,0.035559,448440
B,EXP_DBL_0975,10,4.948681,0.071295,0.014407,0.313781,0.009184,0.029269,448440
B,EXP_DBL_0079,10,4.646593,0.066915,0.014401,0.310711,0.016966,0.054604,448440
C,EXP_DBL_1162,10,3.892755,0.056056,0.014400,0.319461,0.009226,0.028880,448440
C,EXP_DBL_0489,10,3.692009,0.053144,0.014394,0.315739,0.007633,0.024175,448440
C,EXP_DBL_0754,10,3.817992,0.054953,0.014393,0.315638,0.023995,0.076021,448440
C,EXP_DBL_0066,10,3.756939,0.054070,0.014392,0.307512,0.008905,0.028958,448440
C,EXP_DBL_0953,10,3.805978,0.054724,0.014378,0.311418,0.012446,0.039966,448440
B,EXP_DBL_0444,10,4.811089,0.069159,0.014375,0.305411,0.018786,0.061511,448440
B,EXP_DBL_0976,10,4.937243,0.070938,0.014368,0.317982,0.007753,0.024382,448440
B,EXP_DBL_1237,10,5.053098,0.072581,0.014364,0.321065,0.008307,0.025873,448440
C,EXP_DBL_0948,10,3.854941,0.055366,0.014362,0.314650,0.009104,0.028934,448440
B,EXP_DBL_1482,10,5.573097,0.080033,0.014361,0.315343,0.008620,0.027335,448440
A,EXP_DBL_1488,10,2.046703,0.029372,0.014351,0.322023,0.011140,0.034594,448440
C,EXP_DBL_1375,10,3.947560,0.056633,0.014346,0.343238,0.012138,0.035363,448424
B,EXP_ABL_016_ReferencePropagation,10,5.072262,0.072717,0.014336,0.299685,0.012175,0.040626,448440
A,EXP_DBL_1412,10,2.099647,0.030079,0.014326,0.334027,0.008691,0.026019,448440
C,EXP_DBL_0933,10,3.848583,0.055131,0.014325,0.315517,0.018624,0.059027,448440
A,EXP_DBL_1660,10,2.007367,0.028750,0.014322,0.312411,0.012930,0.041388,448440
B,EXP_DBL_0629,10,4.879182,0.069858,0.014318,0.316192,0.012135,0.038379,448440
A,EXP_DBL_0946,10,2.021026,0.028937,0.014318,0.314184,0.015888,0.050569,448440
B,EXP_DBL_1035,10,4.986334,0.071381,0.014315,0.315312,0.018510,0.058704,448440
B,EXP_DBL_0160,10,4.646111,0.066502,0.014313,0.305779,0.009833,0.032157,448440
A,EXP_DBL_1041,10,2.020473,0.028918,0.014312,0.313490,0.012619,0.040253,448472
B,EXP_DBL_0858,10,4.981252,0.071272,0.014308,0.331053,0.010933,0.033025,448440
B,EXP_DBL_0872,10,4.954090,0.070844,0.014300,0.333804,0.006218,0.018628,448440
B,EXP_DBL_0940,10,4.925303,0.070434,0.014300,0.313612,0.018446,0.058818,448440
B,EXP_DBL_1655,10,4.827640,0.068996,0.014292,0.305138,0.010147,0.033254,448440
C,EXP_DBL_0504,10,3.785305,0.054083,0.014288,0.316638,0.005914,0.018677,448440
B,EXP_DBL_1094,10,5.008370,0.071537,0.014283,0.319465,0.007965,0.024932,448440
C,EXP_DBL_1331,10,3.644063,0.052049,0.014283,0.331246,0.014978,0.045217,448440
A,EXP_DBL_1400,10,2.086801,0.029806,0.014283,0.331601,0.005744,0.017322,448472
B,EXP_DBL_1032,10,5.002142,0.071439,0.014282,0.321149,0.013009,0.040508,448440
A,EXP_DBL_0872,10,2.016942,0.028800,0.014279,0.333804,0.006218,0.018628,448440
B,EXP_DBL_0215,10,4.654841,0.066447,0.014275,0.308536,0.011876,0.038491,448440
C,EXP_DBL_0680,10,3.798471,0.054221,0.014274,0.314870,0.012449,0.039537,448440
C,EXP_DBL_0660,10,3.710429,0.052950,0.014271,0.310133,0.018547,0.059803,448440
A,EXP_DBL_0845,10,2.014158,0.028734,0.014266,0.332553,0.006319,0.019001,448440
A,EXP_ABL_019_UnreachableEnumBranching,10,1.943863,0.027725,0.014263,0.315732,0.008820,0.027935,448440
A,EXP_DBL_0417,10,1.994813,0.028447,0.014260,0.317291,0.008680,0.027357,448440
C,EXP_DBL_1358,10,3.861700,0.055054,0.014256,0.337425,0.010211,0.030262,448440
B,EXP_DBL_1151,10,5.035807,0.071753,0.014249,0.323586,0.008349,0.025801,448472
B,EXP_DBL_0364,10,4.824628,0.068733,0.014246,0.310884,0.008744,0.028126,448440
C,EXP_DBL_1307,10,3.822921,0.054437,0.014240,0.331430,0.008667,0.026150,448440
B,EXP_DBL_0580,10,5.014285,0.071378,0.014235,0.308416,0.009959,0.032291,448472
C,EXP_DBL_0844,10,3.902033,0.055546,0.014235,0.328307,0.014137,0.043060,448392
B,EXP_DBL_1532,10,5.049165,0.071841,0.014228,0.321899,0.011865,0.036859,448440
C,EXP_DBL_0752,10,3.819395,0.054337,0.014227,0.318750,0.013715,0.043027,448440
A,EXP_DBL_0744,10,2.016189,0.028683,0.014226,0.320220,0.007358,0.022978,448616
B,EXP_DBL_1568,10,5.005572,0.071203,0.014225,0.318663,0.010054,0.031551,448440
B,EXP_DBL_1184,10,4.963970,0.070567,0.014216,0.314751,0.014272,0.045344,448440
A,EXP_DBL_0651,10,1.957257,0.027810,0.014209,0.314040,0.009322,0.029684,448440
A,EXP_DBL_0991,10,2.019954,0.028698,0.014207,0.316443,0.018173,0.057429,448440
C,EXP_DBL_1124,10,3.823245,0.054298,0.014202,0.316835,0.010649,0.033611,448472
B,EXP_DBL_1071,10,5.031850,0.071439,0.014197,0.323832,0.019362,0.059790,448440
B,EXP_DBL_0708,10,4.959317,0.070408,0.014197,0.312410,0.008354,0.026741,448440
B,EXP_DBL_0058,10,4.591445,0.065182,0.014196,0.307589,0.008216,0.026711,448440
B,EXP_ABL_001_disable-binop-extract-shuffle,10,4.930867,0.069983,0.014193,0.309507,0.009706,0.031360,448440
B,EXP_ABL_007_EnumSizeOpt,10,5.076710,0.072033,0.014189,0.300498,0.013294,0.044240,448440
C,EXP_DBL_0342,10,3.677345,0.052172,0.014187,0.313433,0.009413,0.030032,448440
B,EXP_DBL_1551,10,5.056530,0.071725,0.014185,0.319936,0.004967,0.015525,448440
A,EXP_DBL_1201,10,2.047650,0.029043,0.014184,0.316318,0.011059,0.034962,448440
C,EXP_DBL_1294,10,3.513849,0.049832,0.014182,0.317534,0.010165,0.032012,448440
A,EXP_DBL_0874,10,2.021843,0.028662,0.014176,0.337369,0.018149,0.053796,448440
A,EXP_ABL_027_disable-ifcvt-simple-false,10,1.968757,0.027909,0.014176,0.300067,0.019790,0.065952,448440
B,EXP_DBL_0122,10,4.638838,0.065755,0.014175,0.308682,0.009826,0.031832,448440
B,EXP_DBL_0607,10,4.861948,0.068911,0.014174,0.308879,0.013169,0.042635,448440
A,EXP_DBL_0763,10,2.041192,0.028929,0.014173,0.315671,0.020306,0.064326,448440
C,EXP_DBL_0666,10,3.711810,0.052602,0.014172,0.315689,0.005609,0.017767,448440
A,EXP_DBL_0316,10,1.932892,0.027379,0.014165,0.310416,0.012034,0.038767,448440
B,EXP_DBL_1544,10,5.034854,0.071304,0.014162,0.317041,0.005717,0.018032,448440
C,EXP_DBL_0809,10,3.832892,0.054282,0.014162,0.316110,0.014510,0.045902,448440
B,EXP_DBL_0843,10,4.894309,0.069283,0.014156,0.328303,0.011131,0.033905,448440
A,EXP_DBL_1286,10,1.886157,0.026681,0.014146,0.322947,0.013791,0.042704,448440
B,EXP_DBL_1504,10,5.104750,0.072196,0.014143,0.316541,0.018374,0.058046,448440
C,EXP_DBL_1132,10,3.814141,0.053942,0.014143,0.319337,0.010260,0.032129,448440
C,EXP_DBL_1333,10,3.601962,0.050933,0.014140,0.319455,0.008748,0.027384,448440
A,EXP_DBL_0798,10,2.018167,0.028526,0.014135,0.307887,0.015266,0.049583,448440
B,EXP_DBL_0606,10,4.851515,0.068564,0.014132,0.308561,0.012926,0.041891,448440
B,EXP_DBL_0522,10,4.837172,0.068355,0.014131,0.309600,0.004063,0.013123,448440
B,EXP_DBL_1243,10,5.112825,0.072215,0.014124,0.321993,0.012693,0.039420,448440
B,EXP_DBL_1573,10,5.017564,0.070855,0.014121,0.315248,0.005638,0.017884,448440
B,EXP_DBL_1198,10,5.029889,0.071000,0.014116,0.319043,0.014052,0.044044,448440
A,EXP_DBL_0431,10,1.993473,0.028135,0.014114,0.303109,0.013554,0.044717,448440
C,EXP_DBL_1281,10,3.806115,0.053708,0.014111,0.321072,0.020443,0.063671,448440
A,EXP_DBL_0760,10,2.008999,0.028338,0.014106,0.308911,0.013052,0.042252,448424
C,EXP_DBL_0287,10,3.628303,0.051165,0.014102,0.315099,0.013400,0.042526,448440
A,EXP_DBL_0940,10,2.032306,0.028660,0.014102,0.313612,0.018446,0.058818,448440
A,EXP_DBL_0776,10,1.998772,0.028186,0.014102,0.321466,0.018215,0.056662,448440
A,EXP_DBL_0271,10,1.930725,0.027224,0.014100,0.313350,0.005184,0.016544,448440
B,EXP_DBL_1494,10,5.056698,0.071291,0.014098,0.318835,0.005166,0.016203,448440
B,EXP_DBL_0944,10,4.940780,0.069651,0.014097,0.312838,0.007117,0.022750,448440
A,EXP_DBL_0645,10,1.960262,0.027589,0.014074,0.310240,0.015233,0.049101,448472
A,EXP_DBL_1377,10,2.099604,0.029534,0.014066,0.339240,0.012061,0.035553,448440
A,EXP_DBL_0308,10,1.919436,0.026983,0.014058,0.310462,0.009874,0.031804,448440
A,EXP_DBL_0939,10,2.015447,0.028311,0.014047,0.317609,0.006564,0.020667,448440
C,EXP_DBL_0409,10,3.706386,0.052061,0.014046,0.316494,0.012747,0.040276,448440
A,EXP_DBL_0664,10,1.945114,0.027314,0.014042,0.315204,0.011669,0.037020,448440
B,EXP_DBL_1581,10,5.033772,0.070681,0.014041,0.324521,0.016984,0.052336,448440
B,EXP_DBL_1121,10,4.955999,0.069588,0.014041,0.310890,0.011492,0.036965,448440
C,EXP_DBL_0882,10,3.826961,0.053728,0.014039,0.333033,0.016294,0.048926,448440
C,EXP_DBL_1208,10,3.844237,0.053916,0.014025,0.317052,0.010032,0.031641,448440
C,EXP_DBL_0612,10,3.808348,0.053405,0.014023,0.310625,0.014908,0.047994,448440
A,EXP_DBL_1087,10,2.034880,0.028536,0.014023,0.322848,0.015173,0.046997,448440
A,EXP_DBL_1569,10,2.027977,0.028428,0.014018,0.313193,0.008549,0.027296,448440
A,EXP_DBL_0618,10,2.005002,0.028098,0.014014,0.312582,0.004946,0.015823,448440
B,EXP_DBL_1510,10,5.077965,0.071141,0.014010,0.316125,0.007251,0.022937,448440
B,EXP_DBL_0080,10,4.695346,0.065783,0.014010,0.307871,0.008115,0.026358,448616
A,EXP_DBL_1519,10,2.050648,0.028721,0.014006,0.323067,0.009034,0.027963,448440
C,EXP_DBL_1394,10,3.991814,0.055879,0.013998,0.337647,0.014518,0.042998,448440
C,EXP_DBL_0281,10,3.683948,0.051567,0.013998,0.319654,0.010837,0.033902,448440
A,EXP_DBL_1579,10,2.016178,0.028220,0.013997,0.320274,0.016178,0.050513,448440
B,EXP_DBL_0647,10,4.976598,0.069642,0.013994,0.312451,0.016846,0.053916,448440
C,EXP_DBL_0540,10,3.848688,0.053853,0.013993,0.315321,0.009636,0.030559,448440
C,EXP_DBL_1332,10,3.678822,0.051466,0.013990,0.320958,0.008890,0.027698,448440
C,EXP_DBL_0400,10,3.649868,0.051054,0.013988,0.310943,0.015470,0.049752,448440
A,EXP_DBL_0822,10,2.053781,0.028729,0.013988,0.320001,0.006601,0.020628,448440
B,EXP_DBL_1588,10,5.000909,0.069905,0.013978,0.314624,0.022562,0.071711,448440
B,EXP_DBL_1109,10,4.989027,0.069731,0.013977,0.312300,0.014358,0.045975,448440
A,EXP_DBL_0322,10,1.923452,0.026884,0.013977,0.307685,0.012967,0.042144,448440
C,EXP_DBL_0617,10,3.832276,0.053539,0.013971,0.321012,0.010541,0.032837,448440
B,EXP_DBL_0141,10,4.595040,0.064186,0.013969,0.309630,0.008148,0.026315,448440
A,EXP_DBL_0834,10,2.032849,0.028379,0.013960,0.336403,0.012906,0.038365,448440
A,EXP_DBL_1378,10,2.058394,0.028729,0.013957,0.343025,0.005814,0.016949,448440
B,EXP_DBL_0409,10,4.913826,0.068537,0.013948,0.316494,0.012747,0.040276,448440
C,EXP_DBL_1350,10,3.777699,0.052690,0.013948,0.322661,0.003053,0.009462,448440
B,EXP_DBL_0766,10,4.936713,0.068831,0.013943,0.312717,0.019970,0.063860,448440
B,EXP_DBL_0943,10,4.977073,0.069380,0.013940,0.312060,0.018902,0.060572,448440
B,EXP_DBL_0008,10,4.678145,0.065213,0.013940,0.308424,0.013496,0.043758,448440
B,EXP_DBL_1611,10,4.992644,0.069586,0.013938,0.306202,0.013486,0.044043,448440
A,EXP_DBL_0446,10,1.996036,0.027820,0.013938,0.310672,0.012765,0.041088,448440
B,EXP_DBL_0310,10,4.855406,0.067645,0.013932,0.316229,0.008372,0.026474,448440
A,EXP_DBL_1095,10,2.038816,0.028391,0.013925,0.315180,0.011457,0.036351,448440
A,EXP_DBL_1586,10,2.015451,0.028059,0.013922,0.319518,0.020099,0.062904,448440
A,EXP_DBL_1192,10,2.012846,0.028020,0.013921,0.319580,0.011264,0.035246,448440
C,EXP_DBL_1531,10,3.904899,0.054352,0.013919,0.320700,0.016998,0.053003,448440
A,EXP_DBL_1022,10,2.018946,0.028096,0.013916,0.316941,0.006840,0.021581,448440
B,EXP_DBL_0513,10,4.851912,0.067474,0.013907,0.318349,0.019792,0.062171,448440
C,EXP_DBL_1398,10,3.979971,0.055346,0.013906,0.334613,0.004167,0.012453,448440
B,EXP_DBL_0772,10,4.940748,0.068645,0.013894,0.313439,0.016896,0.053905,448440
A,EXP_DBL_0697,10,1.976163,0.027435,0.013883,0.318326,0.012994,0.040820,448440
A,EXP_DBL_1641,10,2.035745,0.028256,0.013880,0.313984,0.008902,0.028352,448472
A,EXP_DBL_1200,10,2.025561,0.028111,0.013878,0.317970,0.015397,0.048423,448440
C,EXP_DBL_0675,10,3.884820,0.053874,0.013868,0.318168,0.007463,0.023456,448440
A,EXP_DBL_0452,10,1.951272,0.027045,0.013860,0.307996,0.012660,0.041104,448440
B,EXP_DBL_0218,10,4.651418,0.064449,0.013856,0.312929,0.010106,0.032295,448440
C,EXP_DBL_1063,10,3.809038,0.052775,0.013855,0.319068,0.005839,0.018300,448440
C,EXP_DBL_1360,10,3.872836,0.053641,0.013851,0.336263,0.012094,0.035966,448440
C,EXP_DBL_0494,10,3.676281,0.050909,0.013848,0.314040,0.010707,0.034094,448440
B,EXP_DBL_1136,10,4.959353,0.068660,0.013845,0.317496,0.015463,0.048703,448440
B,EXP_ABL_014_JumpThreading,10,5.083614,0.070361,0.013841,0.309041,0.009869,0.031934,448440
C,EXP_DBL_0305,10,3.670529,0.050803,0.013841,0.306329,0.010558,0.034466,448440
A,EXP_DBL_0278,10,1.930687,0.026708,0.013833,0.310280,0.007881,0.025400,448440
A,EXP_DBL_0415,10,1.985421,0.027450,0.013826,0.317828,0.014455,0.045481,448440
C,EXP_DBL_0856,10,3.880106,0.053632,0.013822,0.334709,0.010106,0.030193,448440
C,EXP_DBL_0804,10,3.846151,0.053157,0.013821,0.316511,0.015874,0.050153,448440
A,EXP_DBL_1224,10,2.035277,0.028123,0.013818,0.317635,0.010830,0.034096,448440
B,EXP_DBL_1050,10,4.956072,0.068472,0.013816,0.320076,0.009786,0.030574,448440
B,EXP_DBL_1159,10,5.005108,0.069146,0.013815,0.319274,0.007230,0.022645,448616
B,EXP_DBL_1527,10,5.087848,0.070268,0.013811,0.322527,0.010238,0.031743,448440
C,EXP_DBL_0284,10,3.660458,0.050544,0.013808,0.321277,0.009468,0.029470,448440
B,EXP_DBL_0740,10,4.941692,0.068210,0.013803,0.322138,0.007644,0.023729,448440
B,EXP_DBL_0706,10,4.935326,0.068112,0.013801,0.312925,0.012148,0.038821,448440
A,EXP_DBL_0498,10,1.997951,0.027573,0.013801,0.314595,0.012887,0.040964,448440
C,EXP_DBL_0518,10,3.799617,0.052411,0.013794,0.312758,0.021591,0.069034,448440
B,EXP_DBL_1339,10,6.117250,0.084370,0.013792,0.322408,0.012577,0.039010,448440
C,EXP_DBL_0051,10,3.744760,0.051640,0.013790,0.305696,0.013987,0.045755,448440
C,EXP_DBL_1177,10,3.841616,0.052958,0.013785,0.318454,0.009417,0.029571,448440
B,EXP_DBL_1252,10,5.157962,0.071099,0.013784,0.320901,0.014159,0.044123,448440
A,EXP_DBL_0441,10,2.003089,0.027609,0.013783,0.309507,0.010198,0.032949,448440
C,EXP_DBL_1580,10,3.853225,0.053102,0.013781,0.312018,0.027890,0.089386,448440
A,EXP_DBL_0265,10,1.961547,0.027023,0.013776,0.310181,0.011938,0.038487,448440
