Variant,ConfigName,n,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_med,compile_iqr,compile_iqr_ratio,size_med
A,EXP_DBL_0652,10,1.971680,0.048898,0.024800,0.313300,0.011832,0.037766,448440
C,EXP_DBL_0252,10,3.804169,0.094297,0.024788,0.313184,0.008440,0.026949,448440
A,EXP_DBL_0620,10,1.995010,0.049428,0.024776,0.315856,0.006015,0.019043,448440
B,EXP_DBL_0308,10,4.735990,0.117297,0.024767,0.310462,0.009874,0.031804,448440
A,EXP_DBL_0520,10,1.990963,0.049299,0.024761,0.308984,0.014831,0.047999,448440
A,EXP_DBL_0883,10,2.031102,0.050266,0.024748,0.336825,0.010974,0.032581,448440
B,EXP_DBL_0718,10,4.921756,0.121770,0.024741,0.318284,0.007043,0.022128,448440
A,EXP_DBL_0533,10,1.996539,0.049374,0.024730,0.309141,0.010586,0.034243,448440
B,EXP_DBL_1647,10,4.840005,0.119623,0.024715,0.312295,0.010082,0.032284,448440
C,EXP_DBL_1019,10,3.872338,0.095699,0.024713,0.314848,0.020501,0.065114,448440
A,EXP_DBL_1334,10,1.936168,0.047791,0.024683,0.330244,0.017341,0.052510,448440
A,EXP_DBL_0923,10,2.051396,0.050624,0.024678,0.309751,0.018483,0.059671,448440
A,EXP_DBL_1172,10,2.024151,0.049941,0.024673,0.312152,0.017437,0.055861,448440
A,EXP_DBL_1343,10,1.884106,0.046487,0.024673,0.320151,0.013625,0.042558,448440
A,EXP_DBL_0802,10,2.023365,0.049916,0.024670,0.326328,0.012201,0.037389,448440
B,EXP_DBL_0957,10,4.957374,0.122240,0.024658,0.315712,0.012545,0.039736,448440
B,EXP_DBL_0166,10,4.596839,0.113323,0.024652,0.309843,0.013294,0.042906,448440
C,EXP_DBL_1215,10,3.877825,0.095591,0.024651,0.310619,0.018268,0.058812,448440
A,EXP_DBL_1362,10,2.046741,0.050455,0.024651,0.332781,0.010429,0.031339,448440
C,EXP_DBL_0828,10,3.872462,0.095280,0.024605,0.310885,0.012985,0.041768,448440
B,EXP_DBL_0754,10,4.910324,0.120642,0.024569,0.315638,0.023995,0.076021,448440
B,EXP_DBL_1451,10,5.523242,0.135630,0.024556,0.319446,0.020874,0.065344,448440
B,EXP_ABL_026_disable-ifcvt-simple,10,4.773586,0.117221,0.024556,0.309142,0.012351,0.039953,448440
B,EXP_DBL_0590,10,4.892206,0.120123,0.024554,0.306876,0.008477,0.027624,448440
B,EXP_DBL_1344,10,6.059518,0.148775,0.024552,0.322682,0.008423,0.026103,448440
A,EXP_DBL_0852,10,2.032268,0.049885,0.024546,0.339049,0.007993,0.023575,448440
B,EXP_DBL_0053,10,4.623646,0.113418,0.024530,0.303282,0.017614,0.058078,448440
C,EXP_DBL_1135,10,3.824496,0.093793,0.024524,0.321406,0.008408,0.026160,448440
A,EXP_DBL_0469,10,1.955828,0.047964,0.024524,0.316985,0.008152,0.025717,448440
A,EXP_DBL_0634,10,1.991539,0.048838,0.024523,0.311114,0.012549,0.040336,448440
A,EXP_DBL_1303,10,1.898321,0.046552,0.024523,0.329043,0.010396,0.031595,448440
B,EXP_DBL_0863,10,4.918540,0.120609,0.024521,0.335265,0.013369,0.039876,448440
A,EXP_DBL_0812,10,2.032615,0.049838,0.024519,0.318646,0.010303,0.032334,448440
B,EXP_ABL_022_disable-early-ifcvt,10,4.821967,0.118178,0.024508,0.307554,0.016595,0.053958,448440
A,EXP_DBL_1576,10,2.008248,0.049216,0.024507,0.320939,0.011649,0.036297,448472
C,EXP_DBL_0233,10,3.746779,0.091814,0.024505,0.306206,0.016665,0.054424,448440
A,EXP_DBL_1190,10,2.016659,0.049403,0.024497,0.315604,0.012722,0.040310,448440
C,EXP_DBL_1039,10,3.904565,0.095586,0.024481,0.313675,0.008199,0.026139,448440
A,EXP_DBL_1487,10,2.014478,0.049296,0.024471,0.312645,0.007398,0.023663,448440
C,EXP_DBL_0260,10,3.751527,0.091709,0.024446,0.314991,0.005385,0.017096,448440
B,EXP_DBL_1103,10,4.967693,0.121248,0.024407,0.320830,0.013706,0.042720,448440
C,EXP_DBL_1168,10,3.897365,0.095103,0.024402,0.311138,0.016889,0.054281,448440
B,EXP_DBL_0171,10,4.650270,0.113373,0.024380,0.309577,0.007161,0.023132,448440
B,EXP_DBL_0257,10,4.591157,0.111902,0.024373,0.316578,0.009018,0.028486,448440
B,EXP_DBL_0413,10,4.835204,0.117714,0.024345,0.308756,0.008757,0.028362,448440
B,EXP_DBL_0194,10,4.680417,0.113906,0.024337,0.303677,0.022139,0.072903,448440
C,EXP_DBL_1552,10,3.880572,0.094426,0.024333,0.315860,0.007813,0.024736,448440
C,EXP_DBL_1513,10,3.926500,0.095540,0.024332,0.326051,0.010344,0.031725,448440
B,EXP_DBL_1522,10,5.033570,0.122461,0.024329,0.306450,0.014259,0.046530,448440
B,EXP_DBL_0432,10,4.857682,0.118163,0.024325,0.311517,0.009970,0.032005,448376
A,EXP_DBL_1452,10,2.088171,0.050743,0.024300,0.316968,0.011824,0.037303,448440
C,EXP_DBL_0550,10,3.836450,0.093204,0.024294,0.312888,0.016522,0.052805,448440
B,EXP_DBL_0854,10,4.926205,0.119660,0.024291,0.332210,0.013412,0.040372,448440
B,EXP_DBL_0264,10,4.966318,0.120591,0.024282,0.314925,0.007449,0.023653,448440
B,EXP_DBL_0117,10,4.593468,0.111527,0.024279,0.311629,0.014897,0.047804,448440
C,EXP_DBL_1369,10,3.792713,0.092049,0.024270,0.335909,0.007356,0.021899,448440
A,EXP_DBL_1096,10,2.014551,0.048890,0.024268,0.314875,0.007588,0.024098,448376
B,EXP_DBL_0600,10,4.896441,0.118820,0.024267,0.310438,0.014198,0.045735,448440
B,EXP_DBL_1284,10,5.288334,0.128280,0.024257,0.296825,0.022075,0.074370,448440
B,EXP_DBL_0686,10,5.098616,0.123639,0.024250,0.305941,0.016890,0.055207,448440
C,EXP_DBL_1401,10,4.004172,0.097046,0.024236,0.336554,0.004710,0.013995,448440
B,EXP_DBL_0445,10,4.785923,0.115972,0.024232,0.309816,0.012939,0.041763,448440
B,EXP_DBL_0245,10,4.696513,0.113800,0.024231,0.308804,0.019691,0.063765,448440
B,EXP_DBL_0285,10,4.848809,0.117482,0.024229,0.305883,0.015186,0.049646,448440
C,EXP_DBL_1254,10,3.897636,0.094382,0.024215,0.323008,0.013827,0.042807,448440
A,EXP_DBL_1536,10,2.043445,0.049470,0.024209,0.318603,0.009495,0.029802,448440
A,EXP_DBL_0589,10,2.004342,0.048522,0.024208,0.314138,0.010173,0.032384,448440
B,EXP_DBL_0104,10,4.702371,0.113784,0.024197,0.306371,0.007505,0.024496,448440
A,EXP_DBL_0796,10,2.015703,0.048742,0.024181,0.313902,0.016136,0.051405,448440
C,EXP_DBL_1108,10,3.806202,0.091945,0.024157,0.319628,0.017415,0.054485,448440
C,EXP_DBL_1415,10,4.072838,0.098358,0.024150,0.333256,0.011143,0.033437,448440
B,EXP_ABL_064_disable-nounwind-inference,10,4.824124,0.116482,0.024146,0.305921,0.008349,0.027291,448472
C,EXP_DBL_1321,10,3.593662,0.086769,0.024145,0.322765,0.014242,0.044125,448440
A,EXP_DBL_0574,10,2.000786,0.048266,0.024124,0.306723,0.017023,0.055500,448440
B,EXP_DBL_0528,10,4.905285,0.118284,0.024114,0.310822,0.012517,0.040271,448440
C,EXP_DBL_0860,10,3.844762,0.092703,0.024112,0.334916,0.016866,0.050359,448440
A,EXP_DBL_1301,10,1.904313,0.045915,0.024111,0.329367,0.016587,0.050360,448440
C,EXP_DBL_1288,10,3.489517,0.084131,0.024110,0.321131,0.015207,0.047355,448440
B,EXP_DBL_0322,10,4.773679,0.115041,0.024099,0.307685,0.012967,0.042144,448440
C,EXP_DBL_1434,10,3.988128,0.096041,0.024082,0.333252,0.005219,0.015661,448440
C,EXP_DBL_0248,10,3.776621,0.090950,0.024082,0.311773,0.012293,0.039429,448472
A,EXP_DBL_1464,10,2.073803,0.049941,0.024082,0.302600,0.020907,0.069091,448440
B,EXP_DBL_0836,10,4.901201,0.118020,0.024080,0.334067,0.023589,0.070612,448440
B,EXP_ABL_052_disable-preinline,10,4.663009,0.112164,0.024054,0.310547,0.008271,0.026634,448440
B,EXP_DBL_0588,10,4.834943,0.116232,0.024040,0.317168,0.015504,0.048883,448440
C,EXP_DBL_1326,10,3.888930,0.093462,0.024033,0.339222,0.007955,0.023451,448440
C,EXP_DBL_0816,10,3.893413,0.093487,0.024012,0.315302,0.012550,0.039803,448440
A,EXP_DBL_0732,10,2.017218,0.048428,0.024007,0.319638,0.016196,0.050670,448440
C,EXP_DBL_1309,10,3.596430,0.086326,0.024003,0.315670,0.015621,0.049485,448472
B,EXP_DBL_0989,10,4.915466,0.117975,0.024001,0.319879,0.005310,0.016600,448440
B,EXP_DBL_0914,10,4.950854,0.118807,0.023997,0.320102,0.005812,0.018157,448440
B,EXP_DBL_1026,10,4.973229,0.119330,0.023994,0.320858,0.013746,0.042841,448440
C,EXP_DBL_0874,10,3.842169,0.092166,0.023988,0.337369,0.018149,0.053796,448440
B,EXP_DBL_1213,10,5.125028,0.122920,0.023984,0.316806,0.013226,0.041748,448440
A,EXP_DBL_0613,10,2.032489,0.048690,0.023956,0.313573,0.012826,0.040903,448440
C,EXP_DBL_1372,10,3.813187,0.091346,0.023955,0.339232,0.012416,0.036600,448440
A,EXP_DBL_1169,10,2.014304,0.048226,0.023942,0.317686,0.007505,0.023624,448440
C,EXP_DBL_0803,10,3.873440,0.092704,0.023933,0.314184,0.011933,0.037981,448440
C,EXP_DBL_0508,10,3.777405,0.090390,0.023929,0.311701,0.013324,0.042746,448440
A,EXP_DBL_1559,10,2.030464,0.048551,0.023911,0.313333,0.009139,0.029167,448440
B,EXP_DBL_0646,10,4.947316,0.118229,0.023898,0.318252,0.011628,0.036537,448440
C,EXP_DBL_0791,10,3.902498,0.093228,0.023889,0.310202,0.016923,0.054555,448440
A,EXP_DBL_1263,10,2.018210,0.048196,0.023881,0.322460,0.004339,0.013456,448440
C,EXP_DBL_0239,10,3.785774,0.090377,0.023873,0.311828,0.010242,0.032845,448440
B,EXP_DBL_1537,10,5.074630,0.121085,0.023861,0.312179,0.012451,0.039884,448440
A,EXP_DBL_0974,10,2.041447,0.048698,0.023855,0.320086,0.008831,0.027589,448440
C,EXP_DBL_0465,10,3.696455,0.088145,0.023846,0.314144,0.017339,0.055194,448440
C,EXP_DBL_1386,10,4.092296,0.097570,0.023842,0.345122,0.013224,0.038317,448440
B,EXP_DBL_0742,10,4.899022,0.116751,0.023831,0.319550,0.009925,0.031059,448440
B,EXP_DBL_0128,10,4.712856,0.112289,0.023826,0.305985,0.007413,0.024227,448472
C,EXP_DBL_1588,10,3.851109,0.091744,0.023823,0.314624,0.022562,0.071711,448440
A,EXP_DBL_1382,10,2.061639,0.049115,0.023823,0.338545,0.009689,0.028620,448440
A,EXP_DBL_0952,10,2.019312,0.048091,0.023816,0.316102,0.010358,0.032768,448440
B,EXP_DBL_0582,10,4.901864,0.116724,0.023812,0.308347,0.011404,0.036984,448440
B,EXP_DBL_1591,10,5.110090,0.121672,0.023810,0.312972,0.013011,0.041572,448376
C,EXP_DBL_0780,10,3.781239,0.089940,0.023786,0.314218,0.016537,0.052629,448440
B,EXP_DBL_0212,10,4.605640,0.109527,0.023781,0.305682,0.015799,0.051684,448440
B,EXP_DBL_0425,10,4.787883,0.113771,0.023762,0.310225,0.012530,0.040390,448440
A,EXP_DBL_0775,10,2.044785,0.048551,0.023744,0.312371,0.012689,0.040622,448440
A,EXP_DBL_0681,10,2.013126,0.047800,0.023744,0.323088,0.008662,0.026810,448376
A,EXP_DBL_0710,10,2.037309,0.048371,0.023743,0.316627,0.014390,0.045448,448440
B,EXP_DBL_0753,10,4.932283,0.117086,0.023739,0.317606,0.021521,0.067760,448440
B,EXP_DBL_0227,10,4.662615,0.110549,0.023710,0.313786,0.010360,0.033016,448440
B,EXP_DBL_0636,10,5.001207,0.118565,0.023707,0.315809,0.008153,0.025816,448440
C,EXP_DBL_1048,10,3.828664,0.090762,0.023706,0.318839,0.007287,0.022855,448440
A,EXP_DBL_0945,10,2.021746,0.047891,0.023688,0.311721,0.009682,0.031060,448440
B,EXP_DBL_0376,10,4.876283,0.115480,0.023682,0.311991,0.007605,0.024376,448440
C,EXP_DBL_0578,10,3.790835,0.089703,0.023663,0.310648,0.020062,0.064581,448616
C,EXP_DBL_1444,10,3.997952,0.094598,0.023662,0.335515,0.011207,0.033402,448440
A,EXP_DBL_0324,10,1.929770,0.045656,0.023659,0.305505,0.014377,0.047060,448440
A,EXP_DBL_0624,10,2.035149,0.048138,0.023653,0.319429,0.011954,0.037423,448440
B,EXP_DBL_0458,10,4.785486,0.113113,0.023637,0.318525,0.019415,0.060953,448440
A,EXP_DBL_1165,10,2.006603,0.047399,0.023622,0.318231,0.005374,0.016887,448440
A,EXP_DBL_0048,10,1.969515,0.046511,0.023615,0.306079,0.010579,0.034563,448440
C,EXP_DBL_1336,10,3.666583,0.086545,0.023604,0.323907,0.003651,0.011272,448440
B,EXP_DBL_0474,10,4.978280,0.117469,0.023596,0.308869,0.016743,0.054207,448440
B,EXP_DBL_0587,10,4.880649,0.115118,0.023587,0.308703,0.018330,0.059377,448440
A,EXP_DBL_0667,10,1.989054,0.046914,0.023586,0.313016,0.013527,0.043215,448440
C,EXP_DBL_0667,10,3.767384,0.088851,0.023584,0.313016,0.013527,0.043215,448440
B,EXP_DBL_1461,10,5.486257,0.129369,0.023581,0.314231,0.018208,0.057945,448440
B,EXP_DBL_0045,10,4.716474,0.110967,0.023528,0.307497,0.016777,0.054560,448472
B,EXP_DBL_1485,10,5.575950,0.131171,0.023524,0.313689,0.010900,0.034748,448440
C,EXP_DBL_0572,10,3.823824,0.089924,0.023517,0.305332,0.021024,0.068856,448440
C,EXP_DBL_1484,10,3.975029,0.093326,0.023478,0.308138,0.018599,0.060359,448440
A,EXP_DBL_0482,10,1.976113,0.046390,0.023475,0.305061,0.017537,0.057487,448440
C,EXP_DBL_1195,10,3.881364,0.091027,0.023452,0.312981,0.015442,0.049338,448440
C,EXP_DBL_0576,10,3.812071,0.089384,0.023448,0.308853,0.008519,0.027583,448440
C,EXP_DBL_0530,10,3.860903,0.090518,0.023445,0.312796,0.013583,0.043424,448440
A,EXP_DBL_1009,10,2.040114,0.047816,0.023438,0.317889,0.012390,0.038976,448424
A,EXP_DBL_0277,10,1.924575,0.045039,0.023402,0.309631,0.007441,0.024032,448440
C,EXP_DBL_1598,10,3.900826,0.091274,0.023399,0.317678,0.008918,0.028072,448440
B,EXP_DBL_0651,10,4.983071,0.116551,0.023389,0.314040,0.009322,0.029684,448440
A,EXP_DBL_0468,10,1.948630,0.045574,0.023388,0.316571,0.007969,0.025173,448440
B,EXP_DBL_0492,10,4.980049,0.116395,0.023372,0.316528,0.011779,0.037213,448440
C,EXP_DBL_0757,10,3.819287,0.089195,0.023354,0.322521,0.010810,0.033517,448440
B,EXP_DBL_0593,10,4.806442,0.112221,0.023348,0.312325,0.016323,0.052263,448440
B,EXP_DBL_1367,10,6.194821,0.144629,0.023347,0.335982,0.003156,0.009393,448440
C,EXP_DBL_1474,10,3.970056,0.092600,0.023325,0.304885,0.006455,0.021172,448440
B,EXP_DBL_0546,10,4.819207,0.112379,0.023319,0.312584,0.008892,0.028447,448440
B,EXP_DBL_0164,10,4.627952,0.107865,0.023307,0.313146,0.007016,0.022405,448440
A,EXP_DBL_0850,10,2.025225,0.047199,0.023306,0.337653,0.017883,0.052963,448440
B,EXP_DBL_0466,10,4.654240,0.108393,0.023289,0.310114,0.007618,0.024565,448440
A,EXP_DBL_1635,10,2.025988,0.047158,0.023277,0.320974,0.015343,0.047801,448440
B,EXP_ABL_068_disable-thinlto-funcattrs,10,4.718459,0.109821,0.023275,0.309798,0.011327,0.036563,448440
B,EXP_DBL_1191,10,4.994949,0.116217,0.023267,0.313839,0.011427,0.036410,448440
B,EXP_DBL_0625,10,4.876046,0.113424,0.023261,0.313713,0.013840,0.044117,448440
C,EXP_DBL_0242,10,3.807952,0.088563,0.023257,0.311345,0.007761,0.024927,448440
C,EXP_DBL_1313,10,3.586545,0.083413,0.023257,0.318964,0.015486,0.048551,448440
B,EXP_DBL_0217,10,4.650554,0.108092,0.023243,0.308452,0.008303,0.026918,448440
B,EXP_DBL_0188,10,4.704740,0.109330,0.023238,0.307974,0.018146,0.058921,448440
A,EXP_DBL_1159,10,2.007613,0.046638,0.023231,0.319274,0.007230,0.022645,448616
C,EXP_DBL_0960,10,3.866588,0.089799,0.023224,0.312943,0.026859,0.085827,448424
C,EXP_DBL_0826,10,3.863590,0.089727,0.023224,0.309953,0.008768,0.028288,448440
A,EXP_DBL_0691,10,1.958816,0.045468,0.023212,0.311504,0.012010,0.038555,448440
A,EXP_DBL_1288,10,1.897428,0.044043,0.023212,0.321131,0.015207,0.047355,448440
C,EXP_DBL_0945,10,3.854434,0.089447,0.023206,0.311721,0.009682,0.031060,448440
B,EXP_DBL_0040,10,4.753020,0.110277,0.023201,0.304706,0.008572,0.028132,448440
B,EXP_DBL_0135,10,4.666505,0.108262,0.023200,0.303955,0.011600,0.038164,448440
A,EXP_DBL_1062,10,2.035090,0.047150,0.023169,0.322751,0.010985,0.034036,448440
B,EXP_DBL_0253,10,4.660450,0.107965,0.023166,0.303422,0.016555,0.054561,448440
B,EXP_DBL_0317,10,4.746472,0.109909,0.023156,0.311170,0.016794,0.053970,448440
C,EXP_DBL_1544,10,3.922571,0.090820,0.023153,0.317041,0.005717,0.018032,448440
A,EXP_DBL_1345,10,1.986959,0.045997,0.023149,0.330428,0.016300,0.049330,448376
B,EXP_DBL_0149,10,4.672771,0.108162,0.023147,0.307111,0.007374,0.024011,448440
C,EXP_DBL_0747,10,3.837880,0.088830,0.023146,0.306989,0.010762,0.035057,448440
C,EXP_DBL_1198,10,3.829580,0.088623,0.023142,0.319043,0.014052,0.044044,448440
A,EXP_DBL_0554,10,2.013599,0.046581,0.023133,0.316976,0.013348,0.042110,448440
A,EXP_DBL_0858,10,2.048081,0.047320,0.023105,0.331053,0.010933,0.033025,448440
C,EXP_DBL_1590,10,3.810204,0.088022,0.023102,0.307599,0.012706,0.041307,448424
C,EXP_DBL_1400,10,3.970407,0.091695,0.023095,0.331601,0.005744,0.017322,448472
A,EXP_DBL_1138,10,2.021425,0.046656,0.023081,0.315926,0.016548,0.052379,448440
C,EXP_DBL_1220,10,3.862777,0.089141,0.023077,0.315452,0.015055,0.047725,448440
B,EXP_ABL_024_disable-ifcvt-diamond,10,4.838894,0.111641,0.023072,0.316052,0.011889,0.037617,448440
C,EXP_DBL_0880,10,3.818675,0.088096,0.023070,0.337924,0.008815,0.026086,448456
C,EXP_DBL_0741,10,3.835329,0.088438,0.023059,0.318477,0.008530,0.026784,448440
A,EXP_DBL_1434,10,2.106278,0.048563,0.023056,0.333252,0.005219,0.015661,448440
C,EXP_DBL_0915,10,3.884721,0.089544,0.023050,0.322020,0.006204,0.019266,448440
A,EXP_DBL_0818,10,2.043412,0.047100,0.023050,0.315215,0.013045,0.041384,448440
A,EXP_DBL_0993,10,2.003884,0.046187,0.023049,0.315679,0.009064,0.028713,448616
B,EXP_DBL_0167,10,4.693060,0.108156,0.023046,0.311563,0.009978,0.032026,448440
B,EXP_DBL_0150,10,4.591460,0.105808,0.023045,0.308279,0.016740,0.054301,448440
B,EXP_ABL_011_disable-licm-promotion,10,4.792741,0.110405,0.023036,0.312759,0.014290,0.045690,448440
C,EXP_DBL_1005,10,3.891474,0.089632,0.023033,0.319034,0.009840,0.030843,448440
A,EXP_DBL_0565,10,1.993114,0.045907,0.023033,0.316744,0.005769,0.018213,448440
C,EXP_DBL_1057,10,3.820546,0.087996,0.023032,0.317866,0.010056,0.031636,448440
A,EXP_DBL_0859,10,2.017321,0.046442,0.023022,0.330978,0.008750,0.026437,448440
B,EXP_DBL_1623,10,5.023105,0.115614,0.023016,0.315397,0.010300,0.032657,448440
A,EXP_DBL_0650,10,1.954480,0.044965,0.023006,0.311145,0.009163,0.029449,448440
A,EXP_DBL_1410,10,2.114963,0.048655,0.023005,0.333601,0.005647,0.016927,448472
B,EXP_DBL_0605,10,4.899570,0.112709,0.023004,0.307770,0.016089,0.052276,448440
C,EXP_DBL_1534,10,3.870173,0.088984,0.022992,0.320223,0.009938,0.031035,448440
C,EXP_DBL_1283,10,3.487736,0.080179,0.022989,0.296497,0.012038,0.040601,448440
C,EXP_DBL_0987,10,3.829097,0.088018,0.022987,0.304362,0.021049,0.069158,448440
B,EXP_DBL_1011,10,4.975611,0.114349,0.022982,0.319255,0.020084,0.062909,448440
C,EXP_DBL_1556,10,3.830766,0.087954,0.022960,0.319590,0.014790,0.046278,448440
A,EXP_DBL_0262,10,1.973768,0.045306,0.022954,0.314491,0.009260,0.029444,448424
B,EXP_DBL_0689,10,4.997206,0.114702,0.022953,0.313321,0.014291,0.045611,448440
B,EXP_DBL_0739,10,4.915508,0.112828,0.022953,0.319769,0.009977,0.031201,448440
A,EXP_DBL_1612,10,2.047843,0.047003,0.022952,0.317248,0.005738,0.018087,448440
C,EXP_DBL_0883,10,3.876762,0.088958,0.022946,0.336825,0.010974,0.032581,448440
A,EXP_DBL_1654,10,2.002318,0.045930,0.022938,0.314640,0.013687,0.043501,448440
C,EXP_DBL_0597,10,3.826669,0.087758,0.022933,0.316022,0.006134,0.019410,448440
B,EXP_DBL_0892,10,4.906731,0.112495,0.022927,0.334795,0.014591,0.043582,448440
B,EXP_DBL_0083,10,4.582628,0.105065,0.022927,0.301696,0.009135,0.030279,448440
A,EXP_DBL_1051,10,2.018551,0.046274,0.022924,0.314585,0.008513,0.027061,448440
C,EXP_DBL_1269,10,3.828916,0.087767,0.022922,0.318975,0.008819,0.027648,448440
B,EXP_DBL_0782,10,4.937056,0.113155,0.022920,0.320466,0.010388,0.032415,448440
B,EXP_DBL_0726,10,4.917179,0.112629,0.022905,0.310177,0.009308,0.030009,448440
B,EXP_DBL_0456,10,4.677722,0.107028,0.022880,0.315389,0.005461,0.017315,448440
B,EXP_DBL_0814,10,4.932349,0.112802,0.022870,0.315638,0.012252,0.038817,448440
C,EXP_DBL_0556,10,3.855793,0.088167,0.022866,0.312434,0.008082,0.025868,448440
B,EXP_DBL_1061,10,4.983049,0.113905,0.022858,0.318663,0.020015,0.062809,448440
A,EXP_DBL_1649,10,2.050098,0.046849,0.022852,0.312227,0.010276,0.032912,448472
A,EXP_DBL_1643,10,2.031356,0.046384,0.022834,0.315420,0.009623,0.030509,448440
B,EXP_DBL_0048,10,4.616416,0.105362,0.022823,0.306079,0.010579,0.034563,448440
B,EXP_DBL_0469,10,4.785923,0.109223,0.022822,0.316985,0.008152,0.025717,448440
A,EXP_DBL_1209,10,2.061891,0.047036,0.022812,0.314545,0.006377,0.020274,448424
C,EXP_DBL_1637,10,3.832848,0.087403,0.022804,0.313500,0.014265,0.045502,448440
A,EXP_DBL_1194,10,2.006026,0.045718,0.022790,0.310483,0.015756,0.050747,448440
A,EXP_DBL_0847,10,2.000796,0.045556,0.022769,0.335802,0.005182,0.015432,448392
C,EXP_DBL_0440,10,3.775170,0.085925,0.022761,0.306748,0.014099,0.045963,448440
C,EXP_DBL_0685,10,3.845693,0.087527,0.022760,0.315694,0.022598,0.071582,448440
B,EXP_DBL_0491,10,4.995335,0.113688,0.022759,0.315312,0.008239,0.026130,448440
B,EXP_DBL_1613,10,5.006236,0.113895,0.022751,0.321200,0.015179,0.047257,448440
C,EXP_DBL_1567,10,3.895729,0.088630,0.022751,0.320856,0.007959,0.024806,448440
A,EXP_DBL_1391,10,2.092849,0.047613,0.022750,0.337328,0.006575,0.019491,448440
C,EXP_DBL_1072,10,3.911998,0.088984,0.022746,0.323142,0.009329,0.028870,448440
C,EXP_DBL_0795,10,3.877902,0.088146,0.022730,0.321198,0.006768,0.021071,448440
C,EXP_DBL_1084,10,3.872853,0.087996,0.022721,0.321051,0.027986,0.087170,448440
B,EXP_DBL_1119,10,4.965368,0.112739,0.022705,0.308075,0.009078,0.029467,448440
B,EXP_DBL_0203,10,4.655474,0.105500,0.022661,0.310179,0.010767,0.034712,448440
C,EXP_DBL_0459,10,3.698697,0.083813,0.022660,0.319310,0.012352,0.038683,448440
A,EXP_DBL_0867,10,2.031849,0.046037,0.022658,0.331063,0.013204,0.039884,448440
B,EXP_DBL_1031,10,5.020195,0.113726,0.022654,0.318023,0.014974,0.047085,448440
A,EXP_DBL_1489,10,2.012195,0.045571,0.022647,0.318808,0.010813,0.033917,448440
C,EXP_DBL_1296,10,3.514559,0.079488,0.022617,0.318461,0.007651,0.024025,448440
A,EXP_DBL_1337,10,1.898367,0.042903,0.022600,0.320199,0.023095,0.072127,448440
C,EXP_DBL_1071,10,3.834557,0.086641,0.022595,0.323832,0.019362,0.059790,448440
C,EXP_DBL_1142,10,3.837127,0.086672,0.022588,0.317952,0.010718,0.033709,448440
B,EXP_DBL_0660,10,5.007777,0.113103,0.022585,0.310133,0.018547,0.059803,448440
C,EXP_DBL_1456,10,3.886132,0.087688,0.022564,0.308710,0.018369,0.059502,448472
B,EXP_DBL_0324,10,4.794531,0.108142,0.022555,0.305505,0.014377,0.047060,448440
C,EXP_DBL_1297,10,3.587643,0.080884,0.022545,0.320790,0.022192,0.069179,448440
B,EXP_DBL_0719,10,4.928049,0.111072,0.022539,0.315343,0.011232,0.035618,448440
B,EXP_ABL_067_disable-sample-loader-inlining,10,4.693837,0.105772,0.022534,0.308024,0.008729,0.028339,448440
B,EXP_DBL_0530,10,4.810961,0.108378,0.022527,0.312796,0.013583,0.043424,448440
B,EXP_DBL_1317,10,6.343113,0.142811,0.022514,0.324489,0.004748,0.014632,448472
B,EXP_DBL_0832,10,4.935561,0.111062,0.022502,0.333919,0.008309,0.024883,448440
A,EXP_DBL_0577,10,2.028618,0.045634,0.022495,0.309029,0.013817,0.044711,448440
C,EXP_DBL_1327,10,3.793459,0.085329,0.022494,0.331373,0.015879,0.047919,448472
B,EXP_DBL_0465,10,4.671705,0.105065,0.022490,0.314144,0.017339,0.055194,448440
B,EXP_DBL_0501,10,4.871431,0.109496,0.022477,0.309416,0.018454,0.059641,448440
A,EXP_DBL_0726,10,2.032723,0.045687,0.022476,0.310177,0.009308,0.030009,448440
A,EXP_DBL_0873,10,2.025592,0.045511,0.022468,0.328837,0.009971,0.030322,448440
B,EXP_DBL_0397,10,4.858519,0.109146,0.022465,0.315239,0.002742,0.008698,448440
A,EXP_DBL_0878,10,2.021605,0.045409,0.022462,0.334434,0.010792,0.032269,448440
B,EXP_DBL_0086,10,4.592387,0.103082,0.022446,0.308847,0.013670,0.044261,448440
A,EXP_DBL_0548,10,2.015639,0.045234,0.022442,0.308339,0.009922,0.032179,448440
A,EXP_DBL_1189,10,2.013226,0.045180,0.022442,0.317456,0.011520,0.036288,448440
C,EXP_DBL_0461,10,3.719581,0.083344,0.022407,0.316548,0.012628,0.039893,448440
B,EXP_DBL_0172,10,4.661081,0.104364,0.022391,0.306808,0.013086,0.042652,448440
C,EXP_DBL_0786,10,3.816744,0.085462,0.022391,0.317337,0.010377,0.032700,448440
A,EXP_DBL_0788,10,2.021913,0.045252,0.022381,0.319276,0.009275,0.029050,448440
B,EXP_DBL_0360,10,4.839970,0.108316,0.022379,0.311266,0.007444,0.023915,448440
A,EXP_DBL_0805,10,2.020185,0.045183,0.022366,0.309084,0.014161,0.045816,448440
B,EXP_DBL_0216,10,4.689795,0.104872,0.022362,0.318906,0.012750,0.039980,448440
C,EXP_DBL_1383,10,4.027022,0.090015,0.022353,0.345415,0.013078,0.037862,448440
C,EXP_DBL_0982,10,3.875050,0.086596,0.022347,0.314466,0.010996,0.034967,448440
