Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,compile_mean,compile_med,compile_iqr,size_mean,size_med,alloca_mean,alloca_med,load_mean,load_med,store_mean,store_med,gep_mean,gep_med,phi_mean,phi_med,bb_mean,bb_med
words5000_superhaystack:default_standard,EXP_DBL_1085,10,11.517257,11.518223,0.030013,35.080677,35.080677,0.000000,18602880.000000,18602880,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1086,10,11.527014,11.529739,0.066679,35.087591,35.087591,0.000000,18602880.000000,18602880,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1087,10,11.520023,11.519185,0.037260,35.177256,35.177256,0.000000,18604904.000000,18604904,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1088,10,11.333778,11.329614,0.033536,34.750533,34.750533,0.000000,18569432.000000,18569432,5401.000000,5401,36935.000000,36935,23241.000000,23241,45106.000000,45106,22766.000000,22766,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1089,10,11.236278,11.236115,0.040547,35.039159,35.039159,0.000000,18611264.000000,18611264,5401.000000,5401,36806.000000,36806,23292.000000,23292,45096.000000,45096,22889.000000,22889,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1090,10,11.077645,11.065898,0.020434,35.014465,35.014465,0.000000,18584952.000000,18584952,5402.000000,5402,36956.000000,36956,23238.000000,23238,45101.000000,45101,22463.000000,22463,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1091,10,11.527459,11.526848,0.022325,35.441018,35.441018,0.000000,18602880.000000,18602880,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1092,10,11.294670,11.285996,0.019202,34.412321,34.412321,0.000000,18658176.000000,18658176,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1093,10,11.161966,11.151807,0.033046,35.132868,35.132868,0.000000,18637448.000000,18637448,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1094,10,11.089529,11.088920,0.048690,35.437646,35.437646,0.000000,18603304.000000,18603304,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1095,10,11.208839,11.208209,0.024575,34.690109,34.690109,0.000000,18623296.000000,18623296,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1096,10,11.191272,11.182280,0.049946,34.451480,34.451480,0.000000,18158896.000000,18158896,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1097,10,11.226406,11.218135,0.042749,34.618607,34.618607,0.000000,18826224.000000,18826224,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1098,10,11.084339,11.080441,0.027111,34.505005,34.505005,0.000000,18602840.000000,18602840,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1099,10,11.337063,11.324245,0.033076,34.703190,34.703190,0.000000,18601856.000000,18601856,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1100,10,11.083015,11.079661,0.036812,34.687174,34.687174,0.000000,18602512.000000,18602512,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1101,10,11.078139,11.079824,0.030506,34.411393,34.411393,0.000000,18602512.000000,18602512,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1102,10,11.483175,11.476226,0.024714,34.662394,34.662394,0.000000,18593488.000000,18593488,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1103,10,11.073840,11.062383,0.039343,34.256042,34.256042,0.000000,18602512.000000,18602512,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1104,10,11.523384,11.508119,0.024693,34.372501,34.372501,0.000000,18602880.000000,18602880,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1105,10,11.505119,11.499610,0.046560,34.579492,34.579492,0.000000,18602880.000000,18602880,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1106,10,11.081120,11.074058,0.034330,34.529822,34.529822,0.000000,18602496.000000,18602496,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1107,10,11.090574,11.083863,0.042994,34.596798,34.596798,0.000000,18602496.000000,18602496,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1108,10,11.522320,11.526540,0.044384,34.372511,34.372511,0.000000,18602880.000000,18602880,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1109,10,11.526409,11.521664,0.032922,34.487071,34.487071,0.000000,18602864.000000,18602864,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1110,10,11.509233,11.508474,0.034505,34.790392,34.790392,0.000000,18602880.000000,18602880,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1111,10,11.228287,11.210681,0.071466,34.574196,34.574196,0.000000,18599752.000000,18599752,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1112,10,11.226306,11.237181,0.039929,34.637914,34.637914,0.000000,18619712.000000,18619712,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1113,10,11.525736,11.508256,0.066223,34.571016,34.571016,0.000000,18602880.000000,18602880,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1114,10,11.524084,11.524224,0.044628,34.500277,34.500277,0.000000,18602880.000000,18602880,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1115,10,11.085858,11.092762,0.033259,34.509659,34.509659,0.000000,18602512.000000,18602512,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1116,10,11.312691,11.305451,0.036780,34.785737,34.785737,0.000000,18601944.000000,18601944,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1117,10,11.095086,11.079536,0.040306,34.909965,34.909965,0.000000,18602512.000000,18602512,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1118,10,11.524916,11.517746,0.033474,35.205323,35.205323,0.000000,18602880.000000,18602880,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1119,10,11.065176,11.054150,0.052088,35.022139,35.022139,0.000000,18606048.000000,18606048,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1120,10,11.109695,11.104762,0.014960,34.865030,34.865030,0.000000,18599064.000000,18599064,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1121,10,11.513800,11.515272,0.043169,34.985363,34.985363,0.000000,18602864.000000,18602864,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
words5000_superhaystack:default_standard,EXP_DBL_1122,10,11.080175,11.078572,0.042241,35.234035,35.234035,0.000000,18602512.000000,18602512,5401.000000,5401,37042.000000,37042,23284.000000,23284,45210.000000,45210,22819.000000,22819,1552.000000,1552
