Variant,ConfigName,n,wall_mean,wall_med,wall_iqr,wall_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med
rustls,EXP_DBL_0050,10,10.840090,10.832629,0.045448,0.004195,70.442894,70.442894,0.000000,0.000000,4310984.000000,4310984
rustls,EXP_DBL_1320,10,10.841521,10.823481,0.045378,0.004193,70.005055,70.005055,0.000000,0.000000,4294408.000000,4294408
rustls,EXP_DBL_0310,10,10.852166,10.841935,0.045412,0.004189,70.302330,70.302330,0.000000,0.000000,4317408.000000,4317408
rustls,EXP_DBL_0795,10,10.846400,10.829998,0.045310,0.004184,70.771720,70.771720,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1539,10,10.820798,10.813860,0.045231,0.004183,69.553380,69.553380,0.000000,0.000000,4312776.000000,4312776
rustls,EXP_DBL_1020,10,10.835463,10.829325,0.045278,0.004181,70.714168,70.714168,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_1480,10,10.846363,10.840113,0.045310,0.004180,70.210698,70.210698,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_DBL_0897,10,10.869842,10.854256,0.045297,0.004173,71.104117,71.104117,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_0988,10,10.823289,10.811153,0.045052,0.004167,69.663720,69.663720,0.000000,0.000000,4309168.000000,4309168
rustls,EXP_DBL_0878,10,10.872255,10.860535,0.045232,0.004165,72.540582,72.540582,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_1557,10,10.841540,10.827195,0.044998,0.004156,69.979093,69.979093,0.000000,0.000000,4309080.000000,4309080
rustls,EXP_DBL_1230,10,10.850641,10.839092,0.044840,0.004137,70.689255,70.689255,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_0476,10,10.844315,10.838529,0.044786,0.004132,70.318535,70.318535,0.000000,0.000000,4310056.000000,4310056
rustls,EXP_DBL_1212,10,10.856212,10.840684,0.044726,0.004126,70.426258,70.426258,0.000000,0.000000,4303216.000000,4303216
rustls,EXP_DBL_0443,10,10.837971,10.826483,0.044637,0.004123,69.553345,69.553345,0.000000,0.000000,4310056.000000,4310056
rustls,EXP_DBL_1193,10,10.858294,10.843274,0.044688,0.004121,71.045069,71.045069,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_0097,10,10.837157,10.827829,0.044574,0.004117,69.865685,69.865685,0.000000,0.000000,4291936.000000,4291936
rustls,EXP_DBL_0678,10,10.805661,10.787624,0.044386,0.004115,69.157098,69.157098,0.000000,0.000000,4294824.000000,4294824
rustls,EXP_DBL_0645,10,10.838941,10.836285,0.044572,0.004113,69.411771,69.411771,0.000000,0.000000,4364560.000000,4364560
rustls,EXP_DBL_0842,10,10.873864,10.862984,0.044526,0.004099,71.345411,71.345411,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_1427,10,10.834622,10.822233,0.044357,0.004099,69.818542,69.818542,0.000000,0.000000,4308616.000000,4308616
rustls,EXP_DBL_0544,10,10.832225,10.813154,0.044307,0.004098,69.412855,69.412855,0.000000,0.000000,4309536.000000,4309536
rustls,EXP_DBL_1267,10,10.843394,10.829616,0.044363,0.004096,70.951587,70.951587,0.000000,0.000000,4294408.000000,4294408
rustls,EXP_DBL_0004,10,10.857099,10.844871,0.044350,0.004089,70.289716,70.289716,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_0952,10,10.828366,10.814330,0.044170,0.004084,69.635425,69.635425,0.000000,0.000000,4309168.000000,4309168
rustls,EXP_DBL_1547,10,10.864104,10.864422,0.044243,0.004072,70.008812,70.008812,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_1634,10,10.840100,10.822482,0.044018,0.004067,69.742780,69.742780,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_1513,10,10.841048,10.825305,0.043914,0.004057,70.900566,70.900566,0.000000,0.000000,4309224.000000,4309224
rustls,EXP_DBL_0306,10,10.851960,10.835803,0.043934,0.004055,70.652265,70.652265,0.000000,0.000000,4317408.000000,4317408
rustls,EXP_DBL_1256,10,10.844982,10.834092,0.043933,0.004055,71.645799,71.645799,0.000000,0.000000,4291288.000000,4291288
rustls,EXP_DBL_0096,10,10.818931,10.818034,0.043863,0.004055,69.377259,69.377259,0.000000,0.000000,4311168.000000,4311168
rustls,EXP_DBL_1033,10,10.837138,10.825446,0.043719,0.004039,69.646258,69.646258,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_0346,10,10.834153,10.822323,0.043686,0.004037,69.215691,69.215691,0.000000,0.000000,4295616.000000,4295616
rustls,EXP_DBL_0212,10,10.825629,10.804365,0.043450,0.004022,69.502570,69.502570,0.000000,0.000000,4311848.000000,4311848
rustls,EXP_DBL_1229,10,10.862707,10.851632,0.043639,0.004021,71.074493,71.074493,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_1129,10,10.836700,10.819066,0.043461,0.004017,69.858235,69.858235,0.000000,0.000000,4317056.000000,4317056
rustls,EXP_DBL_0413,10,10.825572,10.813195,0.043417,0.004015,70.750723,70.750723,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_1299,10,10.838245,10.832459,0.043402,0.004007,70.463347,70.463347,0.000000,0.000000,4297864.000000,4297864
rustls,EXP_DBL_1293,10,10.861107,10.854950,0.043477,0.004005,69.959046,69.959046,0.000000,0.000000,4294408.000000,4294408
rustls,EXP_DBL_1404,10,10.845296,10.828170,0.043345,0.004003,69.612122,69.612122,0.000000,0.000000,4311168.000000,4311168
rustls,EXP_ABL_039_disable-cleanups,10,10.828792,10.819577,0.043314,0.004003,70.328072,70.328072,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0549,10,10.822010,10.819786,0.043292,0.004001,69.746119,69.746119,0.000000,0.000000,4309632.000000,4309632
rustls,EXP_DBL_0240,10,10.836535,10.818949,0.043255,0.003998,69.587019,69.587019,0.000000,0.000000,4311624.000000,4311624
rustls,EXP_DBL_0726,10,10.819651,10.817431,0.043244,0.003998,70.299884,70.299884,0.000000,0.000000,4311656.000000,4311656
rustls,EXP_ABL_008_ForceInline,10,10.838174,10.827371,0.043257,0.003995,69.868014,69.868014,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0567,10,10.838569,10.829749,0.043248,0.003993,69.454504,69.454504,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0414,10,10.846878,10.824075,0.043203,0.003991,69.554282,69.554282,0.000000,0.000000,4326432.000000,4326432
rustls,EXP_DBL_0539,10,10.827614,10.820645,0.043141,0.003987,69.166469,69.166469,0.000000,0.000000,4310656.000000,4310656
rustls,EXP_DBL_1595,10,10.827805,10.826621,0.043120,0.003983,69.721578,69.721578,0.000000,0.000000,4318432.000000,4318432
rustls,EXP_DBL_0214,10,10.839568,10.810900,0.043056,0.003983,70.248686,70.248686,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_0393,10,10.830204,10.815458,0.043063,0.003982,69.659306,69.659306,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_1004,10,10.841870,10.825658,0.043089,0.003980,69.516541,69.516541,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_1447,10,10.839600,10.829543,0.043095,0.003979,71.074587,71.074587,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_DBL_1560,10,10.840919,10.828940,0.043082,0.003978,69.674737,69.674737,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_0776,10,10.838441,10.834948,0.043096,0.003977,69.732714,69.732714,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_ABL_062_disable-layout-fsprofile-loader,10,10.830297,10.820728,0.043024,0.003976,70.320823,70.320823,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0325,10,10.853510,10.838926,0.043050,0.003972,70.034765,70.034765,0.000000,0.000000,4317680.000000,4317680
rustls,EXP_DBL_0533,10,10.835563,10.823502,0.042985,0.003971,69.393602,69.393602,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0786,10,10.836381,10.815925,0.042909,0.003967,69.509117,69.509117,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0518,10,10.830542,10.821242,0.042913,0.003966,69.434238,69.434238,0.000000,0.000000,4309408.000000,4309408
rustls,EXP_DBL_0832,10,10.888373,10.881938,0.043146,0.003965,71.138973,71.138973,0.000000,0.000000,4392888.000000,4392888
rustls,EXP_DBL_0345,10,10.839365,10.824955,0.042822,0.003956,68.306203,68.306203,0.000000,0.000000,4314464.000000,4314464
rustls,EXP_ABL_001_disable-binop-extract-shuffle,10,10.830720,10.827492,0.042798,0.003953,70.018773,70.018773,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0209,10,10.813676,10.799484,0.042616,0.003946,69.541366,69.541366,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_1222,10,10.857209,10.840809,0.042768,0.003945,70.699310,70.699310,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_0588,10,10.836512,10.820796,0.042666,0.003943,69.283201,69.283201,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0715,10,10.834810,10.821658,0.042656,0.003942,70.514709,70.514709,0.000000,0.000000,4311816.000000,4311816
rustls,EXP_DBL_0820,10,10.844969,10.831370,0.042648,0.003937,70.080606,70.080606,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1273,10,10.851909,10.839547,0.042663,0.003936,71.236138,71.236138,0.000000,0.000000,4294408.000000,4294408
rustls,EXP_ABL_033_disable-cgp-ext-ld-promotion,10,10.827383,10.815787,0.042518,0.003931,70.481634,70.481634,0.000000,0.000000,4309568.000000,4309568
rustls,EXP_DBL_1240,10,10.866878,10.846529,0.042618,0.003929,71.014709,71.014709,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_0821,10,10.840713,10.833346,0.042538,0.003927,69.638480,69.638480,0.000000,0.000000,4309696.000000,4309696
rustls,EXP_DBL_1403,10,10.830642,10.817980,0.042454,0.003924,69.392074,69.392074,0.000000,0.000000,4310856.000000,4310856
rustls,EXP_ABL_011_disable-licm-promotion,10,10.830013,10.825544,0.042466,0.003923,70.181334,70.181334,0.000000,0.000000,4306976.000000,4306976
rustls,EXP_DBL_0034,10,10.852449,10.847256,0.042519,0.003920,70.318436,70.318436,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_1105,10,10.841519,10.829563,0.042336,0.003909,69.870256,69.870256,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_1259,10,10.844561,10.838016,0.042351,0.003908,70.574715,70.574715,0.000000,0.000000,4277416.000000,4277416
rustls,EXP_DBL_1149,10,10.835940,10.823484,0.042284,0.003907,69.837158,69.837158,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_0585,10,10.833508,10.817141,0.042248,0.003906,69.391018,69.391018,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0945,10,10.837382,10.827011,0.042253,0.003903,69.607867,69.607867,0.000000,0.000000,4307216.000000,4307216
rustls,EXP_DBL_1155,10,10.841807,10.823434,0.042238,0.003902,70.921703,70.921703,0.000000,0.000000,4318416.000000,4318416
rustls,EXP_DBL_0247,10,10.823326,10.807764,0.042143,0.003899,69.629722,69.629722,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_1207,10,10.862741,10.857824,0.042286,0.003895,70.866551,70.866551,0.000000,0.000000,4308016.000000,4308016
rustls,EXP_DBL_0481,10,10.834752,10.822881,0.042096,0.003890,69.372542,69.372542,0.000000,0.000000,4310056.000000,4310056
rustls,EXP_DBL_1171,10,10.841760,10.818577,0.042069,0.003889,69.344713,69.344713,0.000000,0.000000,4299480.000000,4299480
rustls,EXP_DBL_0052,10,10.851287,10.833903,0.042123,0.003888,70.347967,70.347967,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_1450,10,10.837582,10.835802,0.042121,0.003887,70.391591,70.391591,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_DBL_1548,10,10.845229,10.830264,0.042069,0.003884,70.798463,70.798463,0.000000,0.000000,4312296.000000,4312296
rustls,EXP_ABL_044_disable-icp,10,10.845933,10.840378,0.042015,0.003876,70.413875,70.413875,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0906,10,10.886344,10.872965,0.042125,0.003874,71.747763,71.747763,0.000000,0.000000,4393312.000000,4393312
rustls,EXP_DBL_0526,10,10.828109,10.826961,0.041921,0.003872,69.328097,69.328097,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0399,10,10.839386,10.829255,0.041917,0.003871,70.534245,70.534245,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_1110,10,10.820507,10.817077,0.041870,0.003871,71.444099,71.444099,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_1055,10,10.835576,10.822858,0.041838,0.003866,70.356160,70.356160,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_0111,10,10.846480,10.841857,0.041887,0.003863,70.360022,70.360022,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0687,10,10.825151,10.816791,0.041790,0.003863,70.395064,70.395064,0.000000,0.000000,4309544.000000,4309544
rustls,EXP_DBL_0626,10,10.822763,10.809139,0.041743,0.003862,69.416656,69.416656,0.000000,0.000000,4313088.000000,4313088
rustls,EXP_DBL_0321,10,10.856421,10.840214,0.041851,0.003861,69.468885,69.468885,0.000000,0.000000,4330016.000000,4330016
rustls,EXP_DBL_0754,10,10.837231,10.818327,0.041757,0.003860,69.983169,69.983169,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0886,10,10.871929,10.859994,0.041913,0.003859,71.326962,71.326962,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_0639,10,10.822921,10.804960,0.041692,0.003859,70.264157,70.264157,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_ABL_055_disable-type-promotion,10,10.824547,10.812976,0.041685,0.003855,70.367074,70.367074,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1104,10,10.821543,10.805745,0.041609,0.003851,69.978088,69.978088,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_0711,10,10.821941,10.818999,0.041650,0.003850,69.806086,69.806086,0.000000,0.000000,4311400.000000,4311400
rustls,EXP_DBL_0706,10,10.803969,10.795390,0.041557,0.003850,69.593795,69.593795,0.000000,0.000000,4311656.000000,4311656
rustls,EXP_DBL_0607,10,10.833821,10.827476,0.041664,0.003848,70.077775,70.077775,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0738,10,10.817781,10.810265,0.041603,0.003848,69.624570,69.624570,0.000000,0.000000,4311848.000000,4311848
rustls,EXP_DBL_0944,10,10.820877,10.797767,0.041510,0.003844,70.084641,70.084641,0.000000,0.000000,4309168.000000,4309168
rustls,EXP_DBL_0082,10,10.865325,10.856488,0.041693,0.003840,70.451523,70.451523,0.000000,0.000000,4326408.000000,4326408
rustls,EXP_DBL_1580,10,10.868111,10.868560,0.041687,0.003836,69.644695,69.644695,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_0058,10,10.855706,10.847332,0.041526,0.003828,70.608118,70.608118,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_1566,10,10.861520,10.845342,0.041413,0.003819,69.638392,69.638392,0.000000,0.000000,4317128.000000,4317128
rustls,EXP_DBL_1434,10,10.842747,10.835080,0.041373,0.003818,69.746145,69.746145,0.000000,0.000000,4305992.000000,4305992
rustls,EXP_DBL_1561,10,10.844208,10.832163,0.041231,0.003806,69.647104,69.647104,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_1464,10,10.825825,10.807838,0.041120,0.003805,70.379763,70.379763,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_DBL_0261,10,10.846532,10.820161,0.041153,0.003803,70.256492,70.256492,0.000000,0.000000,4317408.000000,4317408
rustls,EXP_DBL_0205,10,10.816605,10.805135,0.040943,0.003789,69.595193,69.595193,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_ABL_051_disable-postra-machine-sink,10,10.828926,10.813440,0.040851,0.003778,69.884452,69.884452,0.000000,0.000000,4309632.000000,4309632
rustls,EXP_DBL_0161,10,10.836480,10.833582,0.040914,0.003777,71.296715,71.296715,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1388,10,10.833903,10.829504,0.040900,0.003777,70.663772,70.663772,0.000000,0.000000,4310856.000000,4310856
rustls,EXP_DBL_0566,10,10.834591,10.813484,0.040834,0.003776,70.224800,70.224800,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1643,10,10.850720,10.836913,0.040862,0.003771,70.049558,70.049558,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_0436,10,10.833946,10.828018,0.040815,0.003769,69.439846,69.439846,0.000000,0.000000,4310056.000000,4310056
rustls,EXP_DBL_1368,10,10.845639,10.827356,0.040716,0.003760,69.389570,69.389570,0.000000,0.000000,4310344.000000,4310344
rustls,EXP_ABL_082_disable-spill-fusing,10,10.825638,10.815891,0.040664,0.003760,70.670248,70.670248,0.000000,0.000000,4323072.000000,4323072
rustls,EXP_DBL_0750,10,10.841582,10.826688,0.040677,0.003757,70.653924,70.653924,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0735,10,10.815858,10.802926,0.040522,0.003751,69.543431,69.543431,0.000000,0.000000,4311656.000000,4311656
rustls,EXP_DBL_1177,10,10.859200,10.832007,0.040622,0.003750,70.287357,70.287357,0.000000,0.000000,4304656.000000,4304656
rustls,EXP_DBL_0494,10,10.834605,10.826252,0.040593,0.003749,69.727265,69.727265,0.000000,0.000000,4310056.000000,4310056
rustls,EXP_DBL_0614,10,10.828404,10.823016,0.040492,0.003741,69.770832,69.770832,0.000000,0.000000,4309568.000000,4309568
rustls,EXP_DBL_1505,10,10.821819,10.811799,0.040426,0.003739,70.000512,70.000512,0.000000,0.000000,4306752.000000,4306752
rustls,EXP_DBL_0001,10,10.845625,10.843996,0.040514,0.003736,70.087299,70.087299,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_0053,10,10.849196,10.834212,0.040395,0.003728,69.989989,69.989989,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_0066,10,10.856196,10.842695,0.040395,0.003726,70.352972,70.352972,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_1123,10,10.829783,10.818138,0.040286,0.003724,69.808803,69.808803,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_0319,10,10.841010,10.830232,0.040257,0.003717,70.663820,70.663820,0.000000,0.000000,4317408.000000,4317408
rustls,EXP_DBL_1281,10,10.844649,10.828488,0.040224,0.003715,70.162448,70.162448,0.000000,0.000000,4294408.000000,4294408
rustls,EXP_DBL_0922,10,10.846045,10.824765,0.040166,0.003711,69.397446,69.397446,0.000000,0.000000,4304256.000000,4304256
rustls,EXP_DBL_0769,10,10.827945,10.827069,0.040173,0.003710,69.630075,69.630075,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0640,10,10.824156,10.819115,0.040136,0.003710,69.473830,69.473830,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1538,10,10.843852,10.815974,0.040083,0.003706,70.300853,70.300853,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_0113,10,10.853763,10.835930,0.040067,0.003698,69.624301,69.624301,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1069,10,10.850955,10.846111,0.040001,0.003688,70.174695,70.174695,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_1317,10,10.824558,10.812788,0.039879,0.003688,69.480730,69.480730,0.000000,0.000000,4302376.000000,4302376
rustls,EXP_DBL_1572,10,10.841383,10.833226,0.039927,0.003686,70.664012,70.664012,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_0249,10,10.822561,10.814043,0.039828,0.003683,70.392390,70.392390,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_0574,10,10.831089,10.821382,0.039841,0.003682,69.362147,69.362147,0.000000,0.000000,4309720.000000,4309720
rustls,EXP_DBL_0684,10,10.806074,10.798386,0.039722,0.003679,70.524844,70.524844,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_0469,10,10.843738,10.837568,0.039864,0.003678,70.370238,70.370238,0.000000,0.000000,4313224.000000,4313224
rustls,EXP_DBL_1072,10,10.838540,10.827202,0.039793,0.003675,70.971291,70.971291,0.000000,0.000000,4309592.000000,4309592
rustls,EXP_DBL_1492,10,10.839531,10.836465,0.039817,0.003674,70.967670,70.967670,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_DBL_0023,10,10.821638,10.825024,0.039727,0.003670,70.023896,70.023896,0.000000,0.000000,4310600.000000,4310600
rustls,EXP_DBL_1081,10,10.840213,10.834125,0.039745,0.003669,69.840829,69.840829,0.000000,0.000000,4317952.000000,4317952
rustls,EXP_DBL_0411,10,10.825851,10.823791,0.039707,0.003668,69.699016,69.699016,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_0888,10,10.869915,10.854793,0.039733,0.003660,72.590317,72.590317,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_1637,10,10.842327,10.828628,0.039630,0.003660,70.030244,70.030244,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_0787,10,10.842031,10.828488,0.039548,0.003652,69.771979,69.771979,0.000000,0.000000,4308928.000000,4308928
rustls,EXP_DBL_1254,10,10.840534,10.821207,0.039524,0.003652,70.884429,70.884429,0.000000,0.000000,4289112.000000,4289112
rustls,EXP_DBL_1465,10,10.830021,10.819495,0.039377,0.003639,70.292834,70.292834,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_0913,10,10.859761,10.849100,0.039412,0.003633,71.518982,71.518982,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_1552,10,10.835452,10.819439,0.039309,0.003633,69.949012,69.949012,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_0990,10,10.834521,10.830058,0.039320,0.003631,69.720879,69.720879,0.000000,0.000000,4309168.000000,4309168
rustls,EXP_DBL_0578,10,10.838943,10.838978,0.039342,0.003630,69.528341,69.528341,0.000000,0.000000,4342624.000000,4342624
rustls,EXP_DBL_0176,10,10.838869,10.824416,0.039291,0.003630,69.408988,69.408988,0.000000,0.000000,4311856.000000,4311856
rustls,EXP_DBL_0833,10,10.875577,10.862507,0.039303,0.003618,72.726208,72.726208,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_1600,10,10.837592,10.834895,0.039189,0.003617,70.951766,70.951766,0.000000,0.000000,4307104.000000,4307104
rustls,EXP_DBL_1585,10,10.841164,10.824918,0.039084,0.003611,69.564224,69.564224,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_0086,10,10.825773,10.815447,0.039048,0.003610,70.338371,70.338371,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1631,10,10.843975,10.833159,0.039099,0.003609,70.811564,70.811564,0.000000,0.000000,4312608.000000,4312608
rustls,EXP_DBL_0802,10,10.828040,10.834826,0.039077,0.003607,70.747683,70.747683,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0387,10,10.828687,10.827642,0.039043,0.003606,69.450378,69.450378,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_1433,10,10.846861,10.833775,0.039030,0.003603,71.247434,71.247434,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_DBL_1495,10,10.835445,10.820371,0.038885,0.003594,70.220798,70.220798,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_0202,10,10.820946,10.808460,0.038835,0.003593,69.590745,69.590745,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_1530,10,10.849260,10.852176,0.038908,0.003585,70.431297,70.431297,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_1640,10,10.832877,10.828788,0.038819,0.003585,69.925335,69.925335,0.000000,0.000000,4309472.000000,4309472
rustls,EXP_ABL_058_disable-cfi-fixup,10,10.828941,10.815395,0.038737,0.003582,69.923306,69.923306,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0365,10,10.820889,10.813709,0.038697,0.003579,69.800507,69.800507,0.000000,0.000000,4313056.000000,4313056
rustls,EXP_DBL_0853,10,10.882591,10.880218,0.038932,0.003578,71.678733,71.678733,0.000000,0.000000,4390712.000000,4390712
rustls,EXP_DBL_0045,10,10.828412,10.821773,0.038722,0.003578,69.925988,69.925988,0.000000,0.000000,4316616.000000,4316616
rustls,EXP_DBL_0902,10,10.881422,10.883589,0.038897,0.003574,72.118055,72.118055,0.000000,0.000000,4397144.000000,4397144
rustls,EXP_DBL_0893,10,10.883535,10.862543,0.038828,0.003574,71.349234,71.349234,0.000000,0.000000,4392712.000000,4392712
rustls,EXP_DBL_0360,10,10.830087,10.832144,0.038629,0.003566,69.294652,69.294652,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_1601,10,10.835372,10.829414,0.038614,0.003566,69.916400,69.916400,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_0580,10,10.825617,10.821835,0.038593,0.003566,70.293813,70.293813,0.000000,0.000000,4323072.000000,4323072
rustls,EXP_DBL_1571,10,10.842251,10.836101,0.038636,0.003565,69.932676,69.932676,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_1232,10,10.857365,10.845322,0.038655,0.003564,71.597611,71.597611,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_ABL_052_disable-preinline,10,10.828561,10.818210,0.038553,0.003564,69.894670,69.894670,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0318,10,10.843237,10.829465,0.038590,0.003563,69.514794,69.514794,0.000000,0.000000,4317408.000000,4317408
rustls,EXP_DBL_1124,10,10.842143,10.834210,0.038532,0.003557,70.946524,70.946524,0.000000,0.000000,4322368.000000,4322368
rustls,EXP_DBL_0655,10,10.833701,10.818819,0.038486,0.003557,69.528820,69.528820,0.000000,0.000000,4309696.000000,4309696
rustls,EXP_DBL_0056,10,10.839554,10.832499,0.038500,0.003554,70.268730,70.268730,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_0692,10,10.815742,10.806873,0.038410,0.003554,69.431216,69.431216,0.000000,0.000000,4311656.000000,4311656
rustls,EXP_DBL_1224,10,10.860156,10.855968,0.038556,0.003552,70.466052,70.466052,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_1061,10,10.835581,10.833900,0.038445,0.003549,69.823605,69.823605,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_0577,10,10.831047,10.826082,0.038407,0.003548,69.374583,69.374583,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0556,10,10.821669,10.819156,0.038389,0.003548,69.596901,69.596901,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1244,10,10.866610,10.860933,0.038471,0.003542,70.650549,70.650549,0.000000,0.000000,4318288.000000,4318288
rustls,EXP_DBL_0931,10,10.850440,10.842917,0.038398,0.003541,69.618919,69.618919,0.000000,0.000000,4318224.000000,4318224
rustls,EXP_DBL_1651,10,10.842127,10.826484,0.038322,0.003540,70.295793,70.295793,0.000000,0.000000,4309632.000000,4309632
rustls,EXP_DBL_1503,10,10.829313,10.816685,0.038279,0.003539,70.811490,70.811490,0.000000,0.000000,4304528.000000,4304528
rustls,EXP_DBL_0129,10,10.817176,10.794930,0.038139,0.003533,70.705257,70.705257,0.000000,0.000000,4309536.000000,4309536
rustls,EXP_DBL_0698,10,10.807075,10.792870,0.038108,0.003531,70.560539,70.560539,0.000000,0.000000,4311656.000000,4311656
