Variant,ConfigName,n,wall_mean,wall_med,wall_iqr,wall_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med
rustls,EXP_DBL_0028,10,10.854311,10.841266,0.031520,0.002907,70.332142,70.332142,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_ABL_035_disable-memop-opt,10,10.840489,10.830946,0.031484,0.002907,70.231563,70.231563,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1361,10,10.826432,10.814538,0.031415,0.002905,69.910594,69.910594,0.000000,0.000000,4310888.000000,4310888
rustls,EXP_DBL_0218,10,10.827299,10.826814,0.031442,0.002904,70.847657,70.847657,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_1481,10,10.834180,10.820693,0.031404,0.002902,70.206556,70.206556,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_DBL_1524,10,10.835080,10.814335,0.031378,0.002902,69.969149,69.969149,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_0366,10,10.819116,10.812260,0.031332,0.002898,69.442080,69.442080,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_0119,10,10.828642,10.820815,0.031250,0.002888,70.069310,70.069310,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1163,10,10.852028,10.845488,0.031308,0.002887,69.554272,69.554272,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_1453,10,10.837975,10.833216,0.031269,0.002886,69.613026,69.613026,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_DBL_0392,10,10.820629,10.806874,0.031164,0.002884,70.971974,70.971974,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_1608,10,10.840629,10.823711,0.031209,0.002883,70.647763,70.647763,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_1194,10,10.842845,10.825765,0.031090,0.002872,71.064239,71.064239,0.000000,0.000000,4302832.000000,4302832
rustls,EXP_DBL_0531,10,10.825224,10.817902,0.031046,0.002870,70.460460,70.460460,0.000000,0.000000,4309568.000000,4309568
rustls,EXP_DBL_1536,10,10.849262,10.824637,0.031057,0.002869,69.719892,69.719892,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_1343,10,10.843090,10.839475,0.031061,0.002866,70.296259,70.296259,0.000000,0.000000,4310792.000000,4310792
rustls,EXP_DBL_0167,10,10.822268,10.820563,0.031016,0.002866,70.435795,70.435795,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_1100,10,10.818967,10.815684,0.030984,0.002865,71.140808,71.140808,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_1218,10,10.855147,10.840492,0.031000,0.002860,71.539820,71.539820,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_1367,10,10.829040,10.819705,0.030949,0.002860,70.865355,70.865355,0.000000,0.000000,4310856.000000,4310856
rustls,EXP_DBL_0038,10,10.844910,10.837567,0.030964,0.002857,69.795662,69.795662,0.000000,0.000000,4312904.000000,4312904
rustls,EXP_DBL_0955,10,10.818568,10.804939,0.030870,0.002857,69.609412,69.609412,0.000000,0.000000,4309168.000000,4309168
rustls,EXP_DBL_1567,10,10.843655,10.823355,0.030902,0.002855,69.839426,69.839426,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_0782,10,10.823619,10.813420,0.030861,0.002854,69.706313,69.706313,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0600,10,10.832683,10.814622,0.030812,0.002849,69.687015,69.687015,0.000000,0.000000,4309536.000000,4309536
rustls,EXP_DBL_1348,10,10.837666,10.831567,0.030792,0.002843,69.632091,69.632091,0.000000,0.000000,4310600.000000,4310600
rustls,EXP_DBL_1521,10,10.838015,10.820348,0.030767,0.002843,69.891462,69.891462,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_1602,10,10.829604,10.821646,0.030750,0.002842,70.150686,70.150686,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_1067,10,10.831609,10.824934,0.030706,0.002837,69.611320,69.611320,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_0271,10,10.848464,10.831741,0.030715,0.002836,70.497158,70.497158,0.000000,0.000000,4317408.000000,4317408
rustls,EXP_DBL_0177,10,10.826466,10.820422,0.030686,0.002836,69.696435,69.696435,0.000000,0.000000,4308928.000000,4308928
rustls,EXP_DBL_0401,10,10.830055,10.822457,0.030633,0.002831,69.395812,69.395812,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_0279,10,10.847851,10.831197,0.030649,0.002830,69.699936,69.699936,0.000000,0.000000,4317408.000000,4317408
rustls,EXP_DBL_0426,10,10.837819,10.823967,0.030628,0.002830,69.235358,69.235358,0.000000,0.000000,4307616.000000,4307616
rustls,EXP_ABL_042_disable-demotion,10,10.815755,10.813506,0.030604,0.002830,70.473779,70.473779,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0460,10,10.839781,10.827564,0.030635,0.002829,69.282224,69.282224,0.000000,0.000000,4313640.000000,4313640
rustls,EXP_DBL_0540,10,10.826995,10.814940,0.030598,0.002829,69.254603,69.254603,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1379,10,10.841600,10.841840,0.030644,0.002826,69.584744,69.584744,0.000000,0.000000,4310920.000000,4310920
rustls,EXP_DBL_1435,10,10.840357,10.829487,0.030583,0.002824,69.513318,69.513318,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_DBL_1245,10,10.861627,10.853865,0.030618,0.002821,70.999130,70.999130,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_0560,10,10.818918,10.812666,0.030501,0.002821,69.487889,69.487889,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0720,10,10.817724,10.808666,0.030489,0.002821,69.636625,69.636625,0.000000,0.000000,4311656.000000,4311656
rustls,EXP_DBL_1184,10,10.867842,10.848145,0.030470,0.002809,71.048168,71.048168,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_0784,10,10.836024,10.828086,0.030401,0.002808,70.005808,70.005808,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_ABL_024_disable-ifcvt-diamond,10,10.828618,10.823075,0.030394,0.002808,70.222547,70.222547,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0958,10,10.845031,10.832278,0.030405,0.002807,69.834160,69.834160,0.000000,0.000000,4312496.000000,4312496
rustls,EXP_DBL_0883,10,10.870326,10.851904,0.030414,0.002803,71.150096,71.150096,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_0790,10,10.838248,10.830046,0.030337,0.002801,70.045208,70.045208,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1285,10,10.855009,10.845444,0.030363,0.002800,69.794218,69.794218,0.000000,0.000000,4293896.000000,4293896
rustls,EXP_ABL_007_EnumSizeOpt,10,10.837521,10.831910,0.030265,0.002794,69.832753,69.832753,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_ABL_021_disable-chr,10,10.824579,10.816444,0.030185,0.002791,70.052616,70.052616,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0724,10,10.811538,10.801674,0.030099,0.002787,70.499760,70.499760,0.000000,0.000000,4311656.000000,4311656
rustls,EXP_DBL_1641,10,10.845598,10.836150,0.030116,0.002779,69.867046,69.867046,0.000000,0.000000,4364600.000000,4364600
rustls,EXP_DBL_1157,10,10.819428,10.799931,0.030008,0.002779,69.828829,69.828829,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_1532,10,10.833697,10.819952,0.030052,0.002777,70.078654,70.078654,0.000000,0.000000,4309224.000000,4309224
rustls,EXP_DBL_0344,10,10.822227,10.803995,0.030004,0.002777,70.035661,70.035661,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_1221,10,10.860647,10.843511,0.030101,0.002776,71.184692,71.184692,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_0468,10,10.834468,10.833234,0.030026,0.002772,69.462618,69.462618,0.000000,0.000000,4310056.000000,4310056
rustls,EXP_DBL_0800,10,10.835417,10.826028,0.029983,0.002770,69.753457,69.753457,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_ABL_001_CopyProp,10,10.855631,10.836982,0.030003,0.002769,71.795206,71.795206,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_1302,10,10.829055,10.812315,0.029929,0.002768,69.889572,69.889572,0.000000,0.000000,4294408.000000,4294408
rustls,EXP_DBL_1276,10,10.852269,10.830549,0.029960,0.002766,70.861423,70.861423,0.000000,0.000000,4294408.000000,4294408
rustls,EXP_DBL_0435,10,10.829183,10.826220,0.029932,0.002765,69.336796,69.336796,0.000000,0.000000,4309960.000000,4309960
rustls,EXP_DBL_0340,10,10.832554,10.819994,0.029922,0.002765,70.931438,70.931438,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_0547,10,10.814469,10.805168,0.029872,0.002765,69.302971,69.302971,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1312,10,10.837818,10.821880,0.029852,0.002758,70.770502,70.770502,0.000000,0.000000,4294408.000000,4294408
rustls,EXP_DBL_0482,10,10.838248,10.817718,0.029815,0.002756,69.715279,69.715279,0.000000,0.000000,4310056.000000,4310056
rustls,EXP_DBL_1497,10,10.841297,10.831463,0.029775,0.002749,70.161191,70.161191,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_0961,10,10.823098,10.814243,0.029728,0.002749,70.901150,70.901150,0.000000,0.000000,4309168.000000,4309168
rustls,EXP_ABL_009_GVN,10,10.808788,10.802931,0.029688,0.002748,70.126758,70.126758,0.000000,0.000000,4311656.000000,4311656
rustls,EXP_DBL_0149,10,10.828416,10.818888,0.029707,0.002746,70.445798,70.445798,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0872,10,10.875670,10.872260,0.029830,0.002744,72.038241,72.038241,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_0326,10,10.845154,10.830667,0.029720,0.002744,70.920272,70.920272,0.000000,0.000000,4317408.000000,4317408
rustls,EXP_DBL_0970,10,10.827667,10.817070,0.029682,0.002744,69.717879,69.717879,0.000000,0.000000,4309168.000000,4309168
rustls,EXP_DBL_0623,10,10.820985,10.811868,0.029673,0.002744,69.418135,69.418135,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0134,10,10.823462,10.811290,0.029649,0.002742,70.772455,70.772455,0.000000,0.000000,4309632.000000,4309632
rustls,EXP_DBL_0014,10,10.833101,10.823222,0.029634,0.002738,70.358968,70.358968,0.000000,0.000000,4295208.000000,4295208
rustls,EXP_DBL_1094,10,10.828273,10.818078,0.029610,0.002737,69.836620,69.836620,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_1065,10,10.840038,10.828463,0.029627,0.002736,71.109271,71.109271,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_1393,10,10.843592,10.824905,0.029619,0.002736,69.958573,69.958573,0.000000,0.000000,4310856.000000,4310856
rustls,EXP_DBL_1217,10,10.856172,10.847610,0.029657,0.002734,70.866824,70.866824,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_0089,10,10.832133,10.822707,0.029587,0.002734,70.364079,70.364079,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0979,10,10.815096,10.799025,0.029508,0.002732,69.888480,69.888480,0.000000,0.000000,4309168.000000,4309168
rustls,EXP_DBL_0509,10,10.828224,10.823110,0.029460,0.002722,69.261499,69.261499,0.000000,0.000000,4306976.000000,4306976
rustls,EXP_ABL_006_EarlyOtherwiseBranch,10,10.858791,10.845975,0.029480,0.002718,70.322128,70.322128,0.000000,0.000000,4310056.000000,4310056
rustls,EXP_DBL_0591,10,10.839945,10.830925,0.029438,0.002718,69.430848,69.430848,0.000000,0.000000,4310112.000000,4310112
rustls,EXP_DBL_1093,10,10.840487,10.820078,0.029410,0.002718,70.688130,70.688130,0.000000,0.000000,4301248.000000,4301248
rustls,EXP_DBL_0046,10,10.848168,10.841232,0.029441,0.002716,69.840501,69.840501,0.000000,0.000000,4312808.000000,4312808
rustls,EXP_DBL_0891,10,10.867932,10.860037,0.029463,0.002713,71.669968,71.669968,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_1517,10,10.832145,10.807335,0.029317,0.002713,70.272423,70.272423,0.000000,0.000000,4306728.000000,4306728
rustls,EXP_DBL_1598,10,10.845783,10.839536,0.029388,0.002711,69.822245,69.822245,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_1213,10,10.832922,10.835866,0.029370,0.002710,70.576160,70.576160,0.000000,0.000000,4304752.000000,4304752
rustls,EXP_DBL_1146,10,10.820925,10.808257,0.029279,0.002709,69.811351,69.811351,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_0948,10,10.828077,10.818319,0.029257,0.002704,69.688223,69.688223,0.000000,0.000000,4309168.000000,4309168
rustls,EXP_DBL_1019,10,10.826606,10.811486,0.029235,0.002704,69.832087,69.832087,0.000000,0.000000,4307112.000000,4307112
rustls,EXP_DBL_0703,10,10.798790,10.792609,0.029181,0.002704,69.588450,69.588450,0.000000,0.000000,4311656.000000,4311656
rustls,EXP_DBL_0635,10,10.850668,10.820483,0.029250,0.002703,72.410299,72.410299,0.000000,0.000000,4312704.000000,4312704
rustls,EXP_ABL_059_disable-cgdata-for-merging,10,10.821595,10.815202,0.029207,0.002701,69.965540,69.965540,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1649,10,10.856702,10.842668,0.029206,0.002694,70.525714,70.525714,0.000000,0.000000,4317408.000000,4317408
rustls,EXP_DBL_0851,10,10.873738,10.860194,0.029228,0.002691,72.025043,72.025043,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_0189,10,10.856152,10.855044,0.029213,0.002691,69.843114,69.843114,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_0142,10,10.829043,10.818894,0.029113,0.002691,69.732360,69.732360,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0783,10,10.824152,10.813333,0.029097,0.002691,69.534954,69.534954,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0283,10,10.853734,10.851958,0.029166,0.002688,70.135990,70.135990,0.000000,0.000000,4317408.000000,4317408
rustls,EXP_DBL_0777,10,10.831589,10.822432,0.029090,0.002688,69.608262,69.608262,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0146,10,10.818780,10.818513,0.029063,0.002686,70.649360,70.649360,0.000000,0.000000,4309528.000000,4309528
rustls,EXP_ABL_045_disable-machine-cse,10,10.817055,10.812352,0.029023,0.002684,70.002882,70.002882,0.000000,0.000000,4313088.000000,4313088
rustls,EXP_DBL_1493,10,10.850716,10.848411,0.029093,0.002682,69.720224,69.720224,0.000000,0.000000,4321928.000000,4321928
rustls,EXP_DBL_0924,10,10.848634,10.832263,0.029052,0.002682,69.461176,69.461176,0.000000,0.000000,4306560.000000,4306560
rustls,EXP_ABL_043_disable-gep-const-evaluation,10,10.829921,10.821939,0.029021,0.002682,69.861986,69.861986,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0388,10,10.824380,10.814511,0.029008,0.002682,69.410959,69.410959,0.000000,0.000000,4312992.000000,4312992
rustls,EXP_DBL_0598,10,10.840000,10.838847,0.029063,0.002681,69.349272,69.349272,0.000000,0.000000,4261664.000000,4261664
rustls,EXP_DBL_0378,10,10.842780,10.823598,0.029022,0.002681,70.198895,70.198895,0.000000,0.000000,4313152.000000,4313152
rustls,EXP_DBL_0047,10,10.852582,10.846262,0.029056,0.002679,69.712841,69.712841,0.000000,0.000000,4311080.000000,4311080
rustls,EXP_DBL_0237,10,10.823394,10.812470,0.028932,0.002676,69.614706,69.614706,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_0118,10,10.833128,10.829746,0.028972,0.002675,70.407068,70.407068,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_ABL_040_disable-constant-hoisting,10,10.843126,10.838064,0.028966,0.002673,70.932960,70.932960,0.000000,0.000000,4308928.000000,4308928
rustls,EXP_DBL_0076,10,10.843760,10.835498,0.028953,0.002672,69.918947,69.918947,0.000000,0.000000,4313024.000000,4313024
rustls,EXP_ABL_054_disable-ssc,10,10.834835,10.826581,0.028898,0.002669,70.564066,70.564066,0.000000,0.000000,4312704.000000,4312704
rustls,EXP_DBL_0568,10,10.826638,10.814868,0.028855,0.002668,69.238564,69.238564,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0953,10,10.809222,10.802727,0.028797,0.002666,69.575206,69.575206,0.000000,0.000000,4308144.000000,4308144
rustls,EXP_DBL_1356,10,10.826962,10.817480,0.028783,0.002661,69.534807,69.534807,0.000000,0.000000,4310856.000000,4310856
rustls,EXP_DBL_0586,10,10.831151,10.823003,0.028771,0.002658,69.564029,69.564029,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1304,10,10.850657,10.831188,0.028777,0.002657,69.625050,69.625050,0.000000,0.000000,4294408.000000,4294408
rustls,EXP_DBL_1648,10,10.839857,10.834779,0.028774,0.002656,69.831827,69.831827,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_1469,10,10.824114,10.819296,0.028723,0.002655,70.323487,70.323487,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_ABL_028_disable-ifcvt-triangle,10,10.830355,10.837156,0.028731,0.002651,70.517053,70.517053,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_ABL_011_Inline,10,10.868523,10.851349,0.028728,0.002647,72.321335,72.321335,0.000000,0.000000,4392728.000000,4392728
rustls,EXP_DBL_1053,10,10.832652,10.822010,0.028637,0.002646,69.599241,69.599241,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_0943,10,10.825781,10.811944,0.028579,0.002643,69.881387,69.881387,0.000000,0.000000,4309168.000000,4309168
rustls,EXP_DBL_1037,10,10.844451,10.833302,0.028618,0.002642,70.152872,70.152872,0.000000,0.000000,4310568.000000,4310568
rustls,EXP_DBL_1064,10,10.837455,10.824100,0.028564,0.002639,69.747571,69.747571,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_1467,10,10.830179,10.814400,0.028471,0.002633,70.338811,70.338811,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_ABL_010_ImpossiblePredicates,10,10.827233,10.827178,0.028475,0.002630,70.382100,70.382100,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0503,10,10.833444,10.818911,0.028358,0.002621,70.577950,70.577950,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1135,10,10.814084,10.807272,0.028289,0.002618,70.263329,70.263329,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_0744,10,10.818477,10.801483,0.028277,0.002618,69.592673,69.592673,0.000000,0.000000,4345448.000000,4345448
rustls,EXP_DBL_0166,10,10.835995,10.833650,0.028333,0.002615,70.538778,70.538778,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1546,10,10.836519,10.824464,0.028300,0.002614,69.770525,69.770525,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_1321,10,10.832498,10.831174,0.028304,0.002613,69.771656,69.771656,0.000000,0.000000,4294840.000000,4294840
rustls,EXP_DBL_1239,10,10.854092,10.836817,0.028296,0.002611,71.316933,71.316933,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_1346,10,10.836302,10.834363,0.028229,0.002606,70.685088,70.685088,0.000000,0.000000,4319784.000000,4319784
rustls,EXP_DBL_1288,10,10.842058,10.825620,0.028208,0.002606,70.055084,70.055084,0.000000,0.000000,4294408.000000,4294408
rustls,EXP_DBL_0124,10,10.822454,10.816700,0.028190,0.002606,70.245970,70.245970,0.000000,0.000000,4310656.000000,4310656
rustls,EXP_ABL_079_disable-partial-libcall-inlining,10,10.824606,10.818243,0.028178,0.002605,69.992850,69.992850,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1511,10,10.841656,10.830517,0.028208,0.002604,69.855980,69.855980,0.000000,0.000000,4261416.000000,4261416
rustls,EXP_DBL_0171,10,10.820605,10.809414,0.028122,0.002602,69.562802,69.562802,0.000000,0.000000,4311496.000000,4311496
rustls,EXP_DBL_0080,10,10.852182,10.845403,0.028183,0.002599,70.461632,70.461632,0.000000,0.000000,4345928.000000,4345928
rustls,EXP_DBL_0418,10,10.839160,10.832418,0.028141,0.002598,69.269385,69.269385,0.000000,0.000000,4310056.000000,4310056
rustls,EXP_DBL_1166,10,10.843613,10.841847,0.028150,0.002596,70.662644,70.662644,0.000000,0.000000,4304624.000000,4304624
rustls,EXP_DBL_0477,10,10.847668,10.825976,0.028106,0.002596,69.775391,69.775391,0.000000,0.000000,4310056.000000,4310056
rustls,EXP_DBL_1565,10,10.838542,10.828156,0.028087,0.002594,70.904729,70.904729,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_1540,10,10.825383,10.804668,0.028031,0.002594,70.004950,70.004950,0.000000,0.000000,4309064.000000,4309064
rustls,EXP_ABL_020_UnreachablePropagation,10,10.836007,10.821811,0.028025,0.002590,70.408809,70.408809,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_0845,10,10.862894,10.859998,0.028121,0.002589,71.284395,71.284395,0.000000,0.000000,4392632.000000,4392632
rustls,EXP_DBL_0622,10,10.836012,10.826449,0.028007,0.002587,70.791302,70.791302,0.000000,0.000000,4310656.000000,4310656
rustls,EXP_DBL_0697,10,10.810870,10.800099,0.027866,0.002580,69.749025,69.749025,0.000000,0.000000,4311720.000000,4311720
rustls,EXP_DBL_0323,10,10.843731,10.819153,0.027863,0.002575,70.553360,70.553360,0.000000,0.000000,4321760.000000,4321760
rustls,EXP_DBL_1588,10,10.818403,10.805393,0.027820,0.002575,69.478321,69.478321,0.000000,0.000000,4306936.000000,4306936
rustls,EXP_DBL_1339,10,10.837484,10.821507,0.027859,0.002574,70.736133,70.736133,0.000000,0.000000,4308168.000000,4308168
rustls,EXP_DBL_1008,10,10.828075,10.816635,0.027840,0.002574,69.635832,69.635832,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_0041,10,10.842014,10.843925,0.027893,0.002572,69.815154,69.815154,0.000000,0.000000,4313992.000000,4313992
rustls,EXP_DBL_0690,10,10.810513,10.807536,0.027798,0.002572,69.476193,69.476193,0.000000,0.000000,4311656.000000,4311656
rustls,EXP_DBL_1596,10,10.839021,10.829384,0.027844,0.002571,70.207883,70.207883,0.000000,0.000000,4309472.000000,4309472
rustls,EXP_DBL_0644,10,10.827017,10.810361,0.027794,0.002571,69.542855,69.542855,0.000000,0.000000,4309528.000000,4309528
rustls,EXP_ABL_036_disable-separate-const-offset-from-gep,10,10.844119,10.839917,0.027857,0.002570,69.713699,69.713699,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0083,10,10.841006,10.832554,0.027838,0.002570,69.881779,69.881779,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_0815,10,10.845479,10.828654,0.027786,0.002566,69.555305,69.555305,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0976,10,10.824143,10.813311,0.027750,0.002566,69.760911,69.760911,0.000000,0.000000,4309080.000000,4309080
rustls,EXP_DBL_1041,10,10.830610,10.819283,0.027722,0.002562,70.637627,70.637627,0.000000,0.000000,4313000.000000,4313000
rustls,EXP_DBL_0155,10,10.856539,10.848641,0.027723,0.002555,70.716936,70.716936,0.000000,0.000000,4317440.000000,4317440
rustls,EXP_DBL_0115,10,10.837052,10.832739,0.027683,0.002555,70.054905,70.054905,0.000000,0.000000,4307712.000000,4307712
rustls,EXP_ABL_061_disable-last-run-tracking,10,10.833824,10.815384,0.027612,0.002553,70.774111,70.774111,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0676,10,10.791723,10.778449,0.027492,0.002551,69.401941,69.401941,0.000000,0.000000,4311656.000000,4311656
rustls,EXP_DBL_0565,10,10.830903,10.818207,0.027560,0.002548,69.274067,69.274067,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0542,10,10.828334,10.818126,0.027552,0.002547,69.867719,69.867719,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0808,10,10.839833,10.829785,0.027562,0.002545,70.179320,70.179320,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0029,10,10.846562,10.832428,0.027525,0.002541,70.295643,70.295643,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_0042,10,10.834920,10.824943,0.027510,0.002541,70.299557,70.299557,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_ABL_002_DataflowConstProp,10,10.835897,10.829016,0.027510,0.002540,70.009756,70.009756,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_1423,10,10.828968,10.824334,0.027474,0.002538,70.329672,70.329672,0.000000,0.000000,4308232.000000,4308232
rustls,EXP_DBL_1216,10,10.832390,10.814571,0.027443,0.002538,70.425574,70.425574,0.000000,0.000000,4307792.000000,4307792
rustls,EXP_DBL_1000,10,10.826934,10.809337,0.027429,0.002538,69.704897,69.704897,0.000000,0.000000,4309416.000000,4309416
rustls,EXP_DBL_1593,10,10.844070,10.830265,0.027475,0.002537,70.708755,70.708755,0.000000,0.000000,4309792.000000,4309792
rustls,EXP_DBL_0157,10,10.824352,10.812037,0.027399,0.002534,70.084407,70.084407,0.000000,0.000000,4309696.000000,4309696
rustls,EXP_DBL_0523,10,10.821752,10.823643,0.027399,0.002531,69.227853,69.227853,0.000000,0.000000,4309504.000000,4309504
rustls,EXP_DBL_0352,10,10.822994,10.809385,0.027357,0.002531,69.454647,69.454647,0.000000,0.000000,4312832.000000,4312832
rustls,EXP_DBL_0043,10,10.851129,10.842864,0.027409,0.002528,70.429054,70.429054,0.000000,0.000000,4312872.000000,4312872
rustls,EXP_DBL_1451,10,10.835153,10.824110,0.027351,0.002527,70.327038,70.327038,0.000000,0.000000,4307496.000000,4307496
rustls,EXP_DBL_0592,10,10.841207,10.829362,0.027355,0.002526,69.281783,69.281783,0.000000,0.000000,4306976.000000,4306976
rustls,EXP_DBL_1261,10,10.826943,10.808743,0.027303,0.002526,71.125431,71.125431,0.000000,0.000000,4294792.000000,4294792
rustls,EXP_DBL_0425,10,10.834235,10.826587,0.027331,0.002524,69.430021,69.430021,0.000000,0.000000,4310520.000000,4310520
rustls,EXP_DBL_1034,10,10.827866,10.818523,0.027280,0.002522,70.596410,70.596410,0.000000,0.000000,4309512.000000,4309512
rustls,EXP_DBL_0370,10,10.832100,10.815496,0.027272,0.002522,69.685238,69.685238,0.000000,0.000000,4313024.000000,4313024
rustls,EXP_DBL_1116,10,10.813296,10.805733,0.027233,0.002520,69.953573,69.953573,0.000000,0.000000,4317760.000000,4317760
rustls,EXP_DBL_1397,10,10.833322,10.819441,0.027251,0.002519,69.443944,69.443944,0.000000,0.000000,4310856.000000,4310856
rustls,EXP_DBL_1604,10,10.839432,10.830429,0.027180,0.002510,70.248299,70.248299,0.000000,0.000000,4309440.000000,4309440
rustls,EXP_DBL_0666,10,10.827682,10.818459,0.027152,0.002510,70.135019,70.135019,0.000000,0.000000,4311912.000000,4311912
rustls,EXP_DBL_1007,10,10.843498,10.828606,0.027143,0.002507,69.471754,69.471754,0.000000,0.000000,4306960.000000,4306960
rustls,EXP_DBL_1575,10,10.829031,10.817024,0.027118,0.002507,69.912695,69.912695,0.000000,0.000000,4309192.000000,4309192
rustls,EXP_DBL_1170,10,10.848330,10.834164,0.027124,0.002504,69.455697,69.455697,0.000000,0.000000,4304624.000000,4304624
