Variant,ConfigName,n,wall_mean,wall_med,wall_iqr,compile_mean,compile_med,compile_iqr,size_mean,size_med
rustls,EXP_DBL_0314,10,10.853117,10.818353,0.047648,77.645153,77.645153,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0315,10,10.838226,10.819480,0.041100,78.017644,78.017644,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0316,10,10.853430,10.839182,0.051354,77.685288,77.685288,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0317,10,10.863926,10.842814,0.022835,78.719109,78.719109,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0318,10,10.862514,10.826932,0.039824,78.195019,78.195019,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0319,10,10.853971,10.848163,0.041592,77.123069,77.123069,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0320,10,10.843891,10.824623,0.041549,76.391125,76.391125,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0321,10,10.849172,10.823348,0.041542,77.208533,77.208533,0.000000,4330616.000000,4330616
rustls,EXP_DBL_0322,10,10.844189,10.830871,0.042699,77.609830,77.609830,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0323,10,10.840337,10.824813,0.067402,78.004146,78.004146,0.000000,4322392.000000,4322392
rustls,EXP_DBL_0324,10,10.860606,10.844756,0.018892,78.421741,78.421741,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0325,10,10.845686,10.811514,0.074232,77.127219,77.127219,0.000000,4318240.000000,4318240
rustls,EXP_DBL_0326,10,10.858493,10.837722,0.065687,79.298872,79.298872,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0327,10,10.830142,10.823004,0.019828,77.282882,77.282882,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0328,10,10.855640,10.840161,0.038732,78.312332,78.312332,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0329,10,10.824858,10.802103,0.024486,77.323728,77.323728,0.000000,4351224.000000,4351224
rustls,EXP_DBL_0330,10,10.849758,10.837582,0.056307,76.301458,76.301458,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0331,10,10.829072,10.815862,0.035321,77.534304,77.534304,0.000000,4331800.000000,4331800
rustls,EXP_DBL_0332,10,10.855960,10.837850,0.062428,76.516529,76.516529,0.000000,4318040.000000,4318040
rustls,EXP_DBL_0333,10,10.867750,10.839014,0.085422,77.295371,77.295371,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0334,10,10.820841,10.808100,0.040597,76.420810,76.420810,0.000000,4312088.000000,4312088
rustls,EXP_DBL_0335,10,10.841084,10.830164,0.033913,78.045541,78.045541,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0336,10,10.840647,10.824820,0.037815,77.625721,77.625721,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0337,10,10.840252,10.831516,0.037554,76.536357,76.536357,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0338,10,10.829489,10.818632,0.033957,76.491262,76.491262,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0339,10,10.843135,10.823971,0.031944,76.521451,76.521451,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0340,10,10.839767,10.827220,0.045490,76.765191,76.765191,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0341,10,10.830530,10.815810,0.039499,75.719815,75.719815,0.000000,4307008.000000,4307008
rustls,EXP_DBL_0342,10,10.835729,10.820684,0.039327,76.232754,76.232754,0.000000,4312296.000000,4312296
rustls,EXP_DBL_0343,10,10.829959,10.814228,0.045597,76.403647,76.403647,0.000000,4309472.000000,4309472
rustls,EXP_DBL_0344,10,10.841637,10.811851,0.021076,76.190452,76.190452,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0345,10,10.829666,10.807680,0.083944,75.198758,75.198758,0.000000,4313464.000000,4313464
rustls,EXP_DBL_0346,10,10.810865,10.791371,0.022508,75.834809,75.834809,0.000000,4294584.000000,4294584
rustls,EXP_DBL_0347,10,10.842252,10.811581,0.062142,75.604067,75.604067,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0348,10,10.832704,10.822681,0.049804,75.259115,75.259115,0.000000,4312312.000000,4312312
rustls,EXP_DBL_0349,10,10.837898,10.811785,0.023936,75.756881,75.756881,0.000000,4264056.000000,4264056
rustls,EXP_DBL_0350,10,10.830049,10.810944,0.025224,76.646338,76.646338,0.000000,4321560.000000,4321560
rustls,EXP_DBL_0351,10,10.835289,10.809983,0.021215,76.686106,76.686106,0.000000,4311896.000000,4311896
rustls,EXP_DBL_0352,10,10.845682,10.828242,0.034026,76.340999,76.340999,0.000000,4311672.000000,4311672
rustls,EXP_DBL_0353,10,10.842369,10.830207,0.030321,76.204718,76.204718,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0354,10,10.836493,10.812869,0.044808,76.528711,76.528711,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0355,10,10.837804,10.827934,0.050489,76.448383,76.448383,0.000000,4310104.000000,4310104
rustls,EXP_DBL_0356,10,10.853350,10.841670,0.053176,76.440230,76.440230,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0357,10,10.827250,10.811966,0.028777,77.183819,77.183819,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0358,10,10.828754,10.815546,0.036393,76.285347,76.285347,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0359,10,10.833686,10.819152,0.025981,75.975883,75.975883,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0360,10,10.845492,10.834777,0.041517,75.623379,75.623379,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0361,10,10.822532,10.808862,0.013858,76.627948,76.627948,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0362,10,10.835266,10.810869,0.030578,77.244977,77.244977,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0363,10,10.838566,10.815597,0.055024,76.099994,76.099994,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0364,10,10.826351,10.798305,0.036617,76.807540,76.807540,0.000000,4310200.000000,4310200
rustls,EXP_DBL_0365,10,10.818879,10.813677,0.021554,76.392857,76.392857,0.000000,4311896.000000,4311896
rustls,EXP_DBL_0366,10,10.842812,10.831515,0.045219,76.919318,76.919318,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0367,10,10.840689,10.821477,0.033862,76.650091,76.650091,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0368,10,10.835787,10.813014,0.035708,76.484278,76.484278,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0369,10,10.826719,10.811323,0.031915,76.114359,76.114359,0.000000,4311832.000000,4311832
rustls,EXP_DBL_0370,10,10.847770,10.815365,0.039525,76.821702,76.821702,0.000000,4311896.000000,4311896
rustls,EXP_DBL_0371,10,10.832556,10.815367,0.023229,75.861415,75.861415,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0372,10,10.815944,10.793451,0.051454,75.213532,75.213532,0.000000,4311192.000000,4311192
rustls,EXP_DBL_0373,10,10.829225,10.816516,0.023009,75.345132,75.345132,0.000000,4312952.000000,4312952
rustls,EXP_DBL_0374,10,10.840920,10.819367,0.022950,75.846927,75.846927,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0375,10,10.832673,10.814809,0.011105,75.926415,75.926415,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0376,10,10.835019,10.817273,0.024082,76.507433,76.507433,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0377,10,10.818601,10.799921,0.016971,76.565346,76.565346,0.000000,4315352.000000,4315352
rustls,EXP_DBL_0378,10,10.860043,10.826218,0.081020,77.063087,77.063087,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0379,10,10.827229,10.806014,0.038652,76.811470,76.811470,0.000000,4310264.000000,4310264
rustls,EXP_DBL_0380,10,10.838043,10.814996,0.049305,76.929865,76.929865,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0381,10,10.839450,10.816866,0.023312,76.869513,76.869513,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0382,10,10.833737,10.814208,0.011696,76.655125,76.655125,0.000000,4309784.000000,4309784
rustls,EXP_DBL_0383,10,10.839200,10.816301,0.021904,77.003018,77.003018,0.000000,4312024.000000,4312024
rustls,EXP_DBL_0384,10,10.826884,10.813752,0.014889,75.614337,75.614337,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0385,10,10.841290,10.810150,0.032390,76.687867,76.687867,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0386,10,10.828466,10.816140,0.046243,75.742335,75.742335,0.000000,4315480.000000,4315480
rustls,EXP_DBL_0387,10,10.846517,10.830308,0.070053,75.708826,75.708826,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0388,10,10.825458,10.812065,0.031339,76.414309,76.414309,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0389,10,10.843968,10.814944,0.016278,76.489227,76.489227,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0390,10,10.837438,10.808410,0.040334,75.856719,75.856719,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0391,10,10.837212,10.811568,0.034748,75.990099,75.990099,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0392,10,10.847438,10.833186,0.024012,77.289287,77.289287,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0393,10,10.839029,10.820782,0.051517,77.519394,77.519394,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0394,10,10.842512,10.829531,0.044639,76.228924,76.228924,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0395,10,10.844436,10.816258,0.060839,77.674172,77.674172,0.000000,4312136.000000,4312136
rustls,EXP_DBL_0396,10,10.825452,10.802121,0.029810,78.122158,78.122158,0.000000,4368144.000000,4368144
rustls,EXP_DBL_0397,10,10.840938,10.809551,0.038036,77.927492,77.927492,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0398,10,10.848632,10.836467,0.021753,77.091983,77.091983,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0399,10,10.843665,10.828877,0.062826,76.777249,76.777249,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0400,10,10.850449,10.841356,0.070180,78.319764,78.319764,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0401,10,10.849030,10.824265,0.053465,77.911487,77.911487,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0402,10,10.846035,10.822855,0.017559,77.551453,77.551453,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0403,10,10.836573,10.812404,0.015317,77.744510,77.744510,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0404,10,10.829421,10.820287,0.027297,76.807754,76.807754,0.000000,4319640.000000,4319640
rustls,EXP_DBL_0405,10,10.852733,10.816050,0.030651,78.028749,78.028749,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0406,10,10.823815,10.811699,0.023720,75.729368,75.729368,0.000000,4311928.000000,4311928
rustls,EXP_DBL_0407,10,10.836629,10.827577,0.046092,76.152079,76.152079,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0408,10,10.838849,10.823531,0.038283,76.551548,76.551548,0.000000,4312384.000000,4312384
rustls,EXP_DBL_0409,10,10.851152,10.820924,0.062806,76.817035,76.817035,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0410,10,10.821768,10.803811,0.016526,75.416916,75.416916,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0411,10,10.837589,10.819469,0.038482,76.466341,76.466341,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0412,10,10.849939,10.824278,0.025735,76.611384,76.611384,0.000000,4345336.000000,4345336
rustls,EXP_DBL_0413,10,10.835162,10.815907,0.015795,75.687152,75.687152,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0414,10,10.814710,10.806407,0.030862,74.546757,74.546757,0.000000,4325528.000000,4325528
rustls,EXP_DBL_0415,10,10.839176,10.817087,0.033595,76.353296,76.353296,0.000000,4311864.000000,4311864
rustls,EXP_DBL_0416,10,10.822542,10.795924,0.025873,76.178568,76.178568,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0417,10,10.830691,10.808343,0.066051,75.409800,75.409800,0.000000,4311328.000000,4311328
rustls,EXP_DBL_0418,10,10.818654,10.807794,0.025396,76.471987,76.471987,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0419,10,10.828373,10.804573,0.037352,76.599525,76.599525,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0420,10,10.831026,10.803598,0.049043,75.678827,75.678827,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0421,10,10.832763,10.812865,0.016218,76.082613,76.082613,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0422,10,10.815192,10.802022,0.023505,77.032433,77.032433,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0423,10,10.832671,10.802925,0.035941,76.437965,76.437965,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0424,10,10.828853,10.800891,0.039617,75.636087,75.636087,0.000000,4306152.000000,4306152
rustls,EXP_DBL_0425,10,10.844379,10.817768,0.022269,75.770939,75.770939,0.000000,4311672.000000,4311672
rustls,EXP_DBL_0426,10,10.833591,10.814635,0.014843,74.990440,74.990440,0.000000,4308448.000000,4308448
rustls,EXP_DBL_0427,10,10.835237,10.811693,0.043697,75.394071,75.394071,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0428,10,10.818122,10.791076,0.024522,74.148167,74.148167,0.000000,4312672.000000,4312672
rustls,EXP_DBL_0429,10,10.823409,10.798805,0.056630,74.690893,74.690893,0.000000,4293472.000000,4293472
rustls,EXP_DBL_0430,10,10.809999,10.798518,0.022965,74.942819,74.942819,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0431,10,10.831342,10.813444,0.016677,75.727215,75.727215,0.000000,4311520.000000,4311520
rustls,EXP_DBL_0432,10,10.840869,10.827468,0.044135,75.276478,75.276478,0.000000,4263296.000000,4263296
rustls,EXP_DBL_0433,10,10.847223,10.836564,0.027665,76.632700,76.632700,0.000000,4320288.000000,4320288
rustls,EXP_DBL_0434,10,10.817894,10.812164,0.023127,76.084279,76.084279,0.000000,4311136.000000,4311136
rustls,EXP_DBL_0435,10,10.837880,10.816738,0.046298,77.237064,77.237064,0.000000,4311008.000000,4311008
rustls,EXP_DBL_0436,10,10.833130,10.807517,0.043237,75.749821,75.749821,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0437,10,10.831693,10.814882,0.011801,76.385686,76.385686,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0438,10,10.819536,10.813481,0.023022,76.464146,76.464146,0.000000,4308800.000000,4308800
rustls,EXP_DBL_0439,10,10.823827,10.813818,0.005978,77.133786,77.133786,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0440,10,10.839789,10.832778,0.067029,75.292200,75.292200,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0441,10,10.828786,10.801762,0.022987,75.825445,75.825445,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0442,10,10.816383,10.796600,0.020374,75.520871,75.520871,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0443,10,10.840584,10.826918,0.072829,75.513993,75.513993,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0444,10,10.849035,10.819605,0.057567,75.732941,75.732941,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0445,10,10.829101,10.808673,0.019896,75.100061,75.100061,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0446,10,10.825303,10.811203,0.036551,75.715664,75.715664,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0447,10,10.842304,10.814360,0.065049,76.463799,76.463799,0.000000,4309312.000000,4309312
rustls,EXP_DBL_0448,10,10.837294,10.809719,0.009680,75.502605,75.502605,0.000000,4311168.000000,4311168
rustls,EXP_DBL_0449,10,10.828624,10.806605,0.013581,75.591829,75.591829,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0450,10,10.812634,10.798224,0.014470,76.964397,76.964397,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0451,10,10.836454,10.810772,0.084359,77.045308,77.045308,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0452,10,10.832623,10.810706,0.009569,76.984038,76.984038,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0453,10,10.819821,10.799329,0.024249,76.061575,76.061575,0.000000,4311200.000000,4311200
rustls,EXP_DBL_0454,10,10.830590,10.815411,0.020717,76.382736,76.382736,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0455,10,10.837640,10.819407,0.033742,77.010084,77.010084,0.000000,4310528.000000,4310528
rustls,EXP_DBL_0456,10,10.834106,10.817408,0.066816,77.122640,77.122640,0.000000,4312288.000000,4312288
rustls,EXP_DBL_0457,10,10.812806,10.799270,0.026082,76.175088,76.175088,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0458,10,10.840402,10.810811,0.042600,76.736691,76.736691,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0459,10,10.828641,10.801443,0.024872,75.527840,75.527840,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0460,10,10.827662,10.802061,0.033529,75.516209,75.516209,0.000000,4314720.000000,4314720
rustls,EXP_DBL_0461,10,10.816832,10.792043,0.022764,76.637902,76.637902,0.000000,4311168.000000,4311168
rustls,EXP_DBL_0462,10,10.827861,10.810691,0.025982,76.603451,76.603451,0.000000,4309216.000000,4309216
rustls,EXP_DBL_0463,10,10.820158,10.805995,0.041934,77.377380,77.377380,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0464,10,10.828315,10.814263,0.056591,76.901046,76.901046,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0465,10,10.828405,10.808981,0.044036,77.484334,77.484334,0.000000,4309440.000000,4309440
rustls,EXP_DBL_0466,10,10.827591,10.811262,0.025861,76.021846,76.021846,0.000000,4311264.000000,4311264
rustls,EXP_DBL_0467,10,10.825221,10.804206,0.019778,75.755772,75.755772,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0468,10,10.828560,10.804392,0.048515,75.614897,75.614897,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0469,10,10.808043,10.796422,0.022816,76.304792,76.304792,0.000000,4314272.000000,4314272
rustls,EXP_DBL_0470,10,10.828064,10.803683,0.031232,76.297346,76.297346,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0471,10,10.825991,10.799833,0.025558,76.689974,76.689974,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0472,10,10.841667,10.814869,0.029345,75.770809,75.770809,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0473,10,10.822077,10.805898,0.027774,76.169318,76.169318,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0474,10,10.829252,10.814179,0.052335,76.187514,76.187514,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0475,10,10.835703,10.813198,0.049827,76.776101,76.776101,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0476,10,10.830173,10.811673,0.017172,77.126669,77.126669,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0477,10,10.817755,10.801986,0.022469,76.548724,76.548724,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0478,10,10.841012,10.822071,0.041568,76.878242,76.878242,0.000000,4311088.000000,4311088
rustls,EXP_DBL_0479,10,10.830152,10.816848,0.023752,77.096704,77.096704,0.000000,4365752.000000,4365752
rustls,EXP_DBL_0480,10,10.829033,10.811610,0.015724,77.065188,77.065188,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0481,10,10.828040,10.809518,0.058952,77.963937,77.963937,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0482,10,10.822011,10.810196,0.036857,76.917387,76.917387,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0483,10,10.832192,10.815272,0.038502,76.583195,76.583195,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0484,10,10.811099,10.797192,0.017460,76.487455,76.487455,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0485,10,10.828992,10.808908,0.021102,77.014152,77.014152,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0486,10,10.824863,10.804506,0.024111,76.812845,76.812845,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0487,10,10.836415,10.803676,0.044287,75.897344,75.897344,0.000000,4318848.000000,4318848
rustls,EXP_DBL_0488,10,10.818386,10.809508,0.016851,75.815957,75.815957,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0489,10,10.832929,10.810211,0.020860,74.964891,74.964891,0.000000,4311296.000000,4311296
rustls,EXP_DBL_0490,10,10.832401,10.812565,0.026880,74.774131,74.774131,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0491,10,10.829615,10.803735,0.042373,75.408217,75.408217,0.000000,4311384.000000,4311384
rustls,EXP_DBL_0492,10,10.814145,10.810082,0.019948,75.603362,75.603362,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0493,10,10.833522,10.802698,0.035856,76.681395,76.681395,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0494,10,10.826755,10.802706,0.042133,76.172460,76.172460,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0495,10,10.838699,10.812964,0.077343,76.200063,76.200063,0.000000,4344288.000000,4344288
rustls,EXP_DBL_0496,10,10.820405,10.810768,0.027526,76.230854,76.230854,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0497,10,10.843617,10.828584,0.069039,77.381782,77.381782,0.000000,4324768.000000,4324768
rustls,EXP_DBL_0498,10,10.836500,10.813800,0.024931,77.192535,77.192535,0.000000,4311104.000000,4311104
rustls,EXP_DBL_0499,10,10.824530,10.803292,0.041684,76.215796,76.215796,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0500,10,10.809748,10.792402,0.022218,76.788652,76.788652,0.000000,4310712.000000,4310712
rustls,EXP_DBL_0501,10,10.824998,10.809525,0.016430,75.347705,75.347705,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0502,10,10.831973,10.806586,0.027909,75.557498,75.557498,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0503,10,10.828647,10.805007,0.029044,76.779283,76.779283,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0504,10,10.819300,10.795638,0.030487,76.498590,76.498590,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0505,10,10.826466,10.810899,0.068340,76.787618,76.787618,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0506,10,10.822425,10.804363,0.027613,76.617890,76.617890,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0507,10,10.810493,10.791246,0.034476,76.655423,76.655423,0.000000,4305392.000000,4305392
rustls,EXP_DBL_0508,10,10.841018,10.815276,0.085473,76.476070,76.476070,0.000000,4311088.000000,4311088
rustls,EXP_DBL_0509,10,10.823903,10.796771,0.019544,76.598026,76.598026,0.000000,4308000.000000,4308000
rustls,EXP_DBL_0510,10,10.818820,10.794926,0.030485,77.150238,77.150238,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0511,10,10.804112,10.799091,0.014125,75.610992,75.610992,0.000000,4312152.000000,4312152
rustls,EXP_DBL_0512,10,10.827972,10.806353,0.056136,77.598987,77.598987,0.000000,4292856.000000,4292856
rustls,EXP_DBL_0513,10,10.815212,10.794393,0.041999,77.104768,77.104768,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0514,10,10.822768,10.805853,0.045450,77.082882,77.082882,0.000000,4310840.000000,4310840
rustls,EXP_DBL_0515,10,10.832312,10.819447,0.025908,76.412479,76.412479,0.000000,4262616.000000,4262616
rustls,EXP_DBL_0516,10,10.834856,10.819046,0.039444,77.372809,77.372809,0.000000,4319512.000000,4319512
rustls,EXP_DBL_0517,10,10.825580,10.805082,0.047940,76.342274,76.342274,0.000000,4310520.000000,4310520
rustls,EXP_DBL_0518,10,10.818977,10.802889,0.030626,75.542681,75.542681,0.000000,4310392.000000,4310392
rustls,EXP_DBL_0519,10,10.812813,10.802191,0.013879,75.601687,75.601687,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0520,10,10.837806,10.811251,0.048246,75.130052,75.130052,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0521,10,10.843654,10.826712,0.027710,75.941561,75.941561,0.000000,4308184.000000,4308184
rustls,EXP_DBL_0522,10,10.831686,10.805663,0.021284,76.028006,76.028006,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0523,10,10.819226,10.806126,0.013422,75.385062,75.385062,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0524,10,10.820673,10.806643,0.037161,76.611062,76.611062,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0525,10,10.828259,10.812149,0.043110,76.974068,76.974068,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0526,10,10.824870,10.791431,0.019724,75.064428,75.064428,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0527,10,10.813385,10.801122,0.038762,75.607908,75.607908,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0528,10,10.836299,10.801611,0.099452,74.815688,74.815688,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0529,10,10.823983,10.797153,0.022265,74.908764,74.908764,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0530,10,10.835915,10.803304,0.013133,76.207369,76.207369,0.000000,4308696.000000,4308696
rustls,EXP_DBL_0531,10,10.819881,10.802951,0.025113,76.126228,76.126228,0.000000,4310552.000000,4310552
rustls,EXP_DBL_0532,10,10.832043,10.808163,0.067623,77.311927,77.311927,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0533,10,10.836553,10.817602,0.055543,76.336377,76.336377,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0534,10,10.828513,10.815878,0.048007,76.562148,76.562148,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0535,10,10.820480,10.812721,0.012051,75.982719,75.982719,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0536,10,10.818265,10.797120,0.028608,77.005858,77.005858,0.000000,4310584.000000,4310584
rustls,EXP_DBL_0537,10,10.827678,10.807941,0.029548,76.361909,76.361909,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0538,10,10.824328,10.801465,0.025869,75.881589,75.881589,0.000000,4309912.000000,4309912
rustls,EXP_DBL_0539,10,10.809140,10.786488,0.015974,76.278390,76.278390,0.000000,4311608.000000,4311608
rustls,EXP_DBL_0540,10,10.829470,10.796502,0.052800,75.943652,75.943652,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0541,10,10.828176,10.796836,0.048665,75.906943,75.906943,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0542,10,10.823745,10.801721,0.042622,76.356774,76.356774,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0543,10,10.812533,10.797738,0.013125,76.188331,76.188331,0.000000,4314136.000000,4314136
rustls,EXP_DBL_0544,10,10.823116,10.813382,0.059582,76.140461,76.140461,0.000000,4310520.000000,4310520
rustls,EXP_DBL_0545,10,10.823712,10.805169,0.027853,75.708483,75.708483,0.000000,4308536.000000,4308536
rustls,EXP_DBL_0546,10,10.817929,10.796393,0.028787,75.828625,75.828625,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0547,10,10.831348,10.805539,0.028044,76.199109,76.199109,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0548,10,10.811239,10.791587,0.021836,76.407970,76.407970,0.000000,4308824.000000,4308824
rustls,EXP_DBL_0549,10,10.824660,10.805358,0.025591,75.288160,75.288160,0.000000,4310616.000000,4310616
rustls,EXP_DBL_0550,10,10.829600,10.803827,0.014125,75.962045,75.962045,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0551,10,10.828427,10.811248,0.042606,75.959008,75.959008,0.000000,4310488.000000,4310488
rustls,EXP_DBL_0552,10,10.829087,10.802163,0.047875,75.694166,75.694166,0.000000,4313688.000000,4313688
rustls,EXP_DBL_0553,10,10.824052,10.804078,0.008423,75.034639,75.034639,0.000000,4310488.000000,4310488
