Source,Target,Type,Weight,Stability
DeadStoreElimination-initial,early-ifcvt,Interaction,0.013502463664425398,0.86
DeadStoreElimination-initial,gep-const-evaluation,Interaction,-0.0019334197657188907,0.56
DeadStoreElimination-initial,i2p-p2i-opt,Interaction,-0.0025383177066625757,0.6
DeadStoreElimination-initial,ifcvt-forked-diamond,Interaction,0.0034483623696932738,0.68
DeadStoreElimination-initial,ifcvt-simple,Interaction,0.004566884140601104,0.7
DeadStoreElimination-initial,ifcvt-simple-false,Interaction,0.0015856849821482165,0.48
DeadStoreElimination-initial,ifcvt-triangle,Interaction,0.009360336385388128,0.86
DeadStoreElimination-initial,ifcvt-triangle-false,Interaction,0.008996880922746545,0.84
DeadStoreElimination-initial,layout-fsprofile-loader,Interaction,0.0009052293051662697,0.46
DeadStoreElimination-initial,licm-promotion,Interaction,0.0026558868432525664,0.5
DeadStoreElimination-initial,lsr,Interaction,0.0034160593282980805,0.66
DeadStoreElimination-initial,machine-dce,Interaction,0.004427330353823514,0.74
DeadStoreElimination-initial,machine-licm,Interaction,-0.001554448652001892,0.48
DeadStoreElimination-initial,machine-sink,Interaction,-0.008532716969179628,0.82
DeadStoreElimination-initial,peephole,Interaction,-0.004573618136803494,0.7
DeadStoreElimination-initial,post-ra,Interaction,-0.0031077882711498606,0.7
DeadStoreElimination-initial,preheader-prot,Interaction,0.004739624316424503,0.66
DeadStoreElimination-initial,preinline,Interaction,0.0019612782236839823,0.46
DeadStoreElimination-initial,promote-alloca-to-vector,Interaction,-0.0030555501786642754,0.56
DeadStoreElimination-initial,sample-loader-inlining,Interaction,-0.0018763660741563338,0.54
DeadStoreElimination-initial,tail-duplicate,Interaction,0.004703012177504185,0.58
DestinationPropagation,advanced-peeling,Interaction,0.011074824478911838,0.82
DestinationPropagation,auto-upgrade-debug-info,Interaction,-0.003388460011667539,0.54
DestinationPropagation,cfi-fixup,Interaction,0.003139208216738649,0.48
DestinationPropagation,cgdata-for-merging,Interaction,-0.0012049808209649143,0.42
DestinationPropagation,cgp,Interaction,0.005353322601824821,0.8
DestinationPropagation,chr,Interaction,0.0012964076423022215,0.5
DestinationPropagation,cleanups,Interaction,0.004642216419480855,0.54
DestinationPropagation,copyprop,Interaction,0.002693561155139166,0.6
DestinationPropagation,early-ifcvt,Interaction,0.030546263155030652,0.52
DestinationPropagation,early-taildup,Interaction,0.006559078002689819,0.82
DestinationPropagation,expand-reductions,Interaction,-0.0018064449739552588,0.56
DestinationPropagation,gep-const-evaluation,Interaction,-0.002410386300614914,0.42
DestinationPropagation,global-outlining,Interaction,-0.0028258301390496963,0.62
DestinationPropagation,i2p-p2i-opt,Interaction,0.005131842576816231,0.88
DestinationPropagation,ifcvt-diamond,Interaction,0.0038899167502414998,0.5
DestinationPropagation,ifcvt-triangle-false,Interaction,0.0022102266460933377,0.58
DestinationPropagation,interleaved-load-combine,Interaction,-0.00163138199312774,0.42
DestinationPropagation,last-run-tracking,Interaction,-0.002075260013161426,0.46
DestinationPropagation,machine-cse,Interaction,0.0022976258374710224,0.4
DestinationPropagation,machine-dce,Interaction,0.004262175306746719,0.68
DestinationPropagation,machine-licm,Interaction,0.00295504475367012,0.64
DestinationPropagation,mergeicmps,Interaction,-0.001597570849951224,0.5
DestinationPropagation,mr-partial-inlining,Interaction,-0.002652491874013843,0.74
DestinationPropagation,partial-libcall-inlining,Interaction,-0.0030467549924245666,0.52
DestinationPropagation,post-ra,Interaction,-0.002257629485828845,0.56
DestinationPropagation,postra-machine-licm,Interaction,0.003042045408851472,0.66
DestinationPropagation,postra-machine-sink,Interaction,-0.006182838012309059,0.74
DestinationPropagation,preheader-prot,Interaction,0.007759230027187317,0.7
DestinationPropagation,preinline,Interaction,0.0008735849871898959,0.42
DestinationPropagation,promote-alloca-to-vector,Interaction,0.0004234544851954113,0.52
DestinationPropagation,ra-fsprofile-loader,Interaction,0.0018623140773553885,0.5
DestinationPropagation,sample-loader-inlining,Interaction,-0.0013956853310558117,0.4
DestinationPropagation,spill-fusing,Interaction,-0.003605844223208714,0.68
DestinationPropagation,tail-calls,Interaction,0.0030254987642972324,0.58
DestinationPropagation,tail-duplicate,Interaction,0.013038211473845143,0.82
DestinationPropagation,type-promotion,Interaction,-0.002257804019631064,0.42
EarlyOtherwiseBranch,adv-copy-opt,Interaction,0.0019359801497048715,0.58
EarlyOtherwiseBranch,auto-upgrade-debug-info,Interaction,0.0032277004969483085,0.64
EarlyOtherwiseBranch,block-placement,Interaction,-0.006749440536949238,0.82
EarlyOtherwiseBranch,cgp-branch-opts,Interaction,0.00783136629729772,0.72
EarlyOtherwiseBranch,cgp-delete-phis,Interaction,0.0019416972088928599,0.44
EarlyOtherwiseBranch,cgp-gc-opts,Interaction,-0.002875930655318436,0.68
EarlyOtherwiseBranch,cgp-select2branch,Interaction,-0.0014416271747579143,0.5
EarlyOtherwiseBranch,chr,Interaction,0.0014008949931577114,0.48
EarlyOtherwiseBranch,complex-addr-modes,Interaction,-0.006004848391286613,0.82
EarlyOtherwiseBranch,constant-hoisting,Interaction,-0.0034090506261796583,0.6
EarlyOtherwiseBranch,copyprop,Interaction,-0.004135865610791371,0.68
EarlyOtherwiseBranch,early-taildup,Interaction,0.00573699956314984,0.7
EarlyOtherwiseBranch,expand-reductions,Interaction,-0.001476513677929239,0.56
EarlyOtherwiseBranch,gep-const-evaluation,Interaction,0.019468226662779912,0.9
EarlyOtherwiseBranch,ifcvt-diamond,Interaction,0.005151246699788985,0.7
EarlyOtherwiseBranch,ifcvt-simple,Interaction,0.001978459183392254,0.6
EarlyOtherwiseBranch,ifcvt-triangle,Interaction,0.0033638670941505437,0.54
EarlyOtherwiseBranch,ifcvt-triangle-false,Interaction,0.004853710662355914,0.72
EarlyOtherwiseBranch,last-run-tracking,Interaction,0.000983363488048749,0.4
EarlyOtherwiseBranch,licm-promotion,Interaction,-0.005031517950586753,0.7
EarlyOtherwiseBranch,loop-idiom-vectorize-all,Interaction,0.0008983567785613889,0.58
EarlyOtherwiseBranch,loop-idiom-vectorize-bytecmp,Interaction,0.004294484138590496,0.52
EarlyOtherwiseBranch,machine-licm,Interaction,-0.0049670510423292305,0.72
EarlyOtherwiseBranch,partial-inlining,Interaction,-0.002683623997371808,0.56
EarlyOtherwiseBranch,partial-libcall-inlining,Interaction,-0.007493978089577618,0.76
EarlyOtherwiseBranch,phi-elim-edge-splitting,Interaction,0.007223106682534956,0.82
EarlyOtherwiseBranch,post-ra,Interaction,0.0026290756677661603,0.58
EarlyOtherwiseBranch,preheader-prot,Interaction,-0.001491545983883199,0.44
EarlyOtherwiseBranch,ra-fsprofile-loader,Interaction,0.005975570646403704,0.6
EarlyOtherwiseBranch,select-optimize,Interaction,0.005287802301069686,0.68
EarlyOtherwiseBranch,spill-fusing,Interaction,-0.008647194321219374,0.9
EarlyOtherwiseBranch,vp,Interaction,-0.002298239225380107,0.72
EarlyOtherwiseBranch,whole-program-visibility,Interaction,-0.002603206793833116,0.6
EnumSizeOpt,2addr-hack,Interaction,0.0007871826241303223,0.44
EnumSizeOpt,advanced-peeling,Interaction,-0.002367311184707798,0.54
EnumSizeOpt,branch-fold,Interaction,0.0018273709514309662,0.54
EnumSizeOpt,cgp-select2branch,Interaction,-0.000138798387965809,0.46
EnumSizeOpt,chr,Interaction,0.005659650752155182,0.74
EnumSizeOpt,complex-addr-modes,Interaction,0.0015595754696275282,0.48
EnumSizeOpt,copyprop,Interaction,-0.0014474710576699496,0.48
EnumSizeOpt,expand-reductions,Interaction,-0.0038431191916241747,0.66
EnumSizeOpt,i2p-p2i-opt,Interaction,-0.0021037194323936504,0.5
EnumSizeOpt,ifcvt-diamond,Interaction,0.0028374542464123746,0.68
EnumSizeOpt,ifcvt-simple,Interaction,-0.0015435335006603063,0.58
EnumSizeOpt,ifcvt-simple-false,Interaction,0.001176642601469583,0.42
EnumSizeOpt,ifcvt-triangle-false,Interaction,0.0034409030625435983,0.66
EnumSizeOpt,ifcvt-triangle-rev,Interaction,0.0017010915146631036,0.44
EnumSizeOpt,interleaved-load-combine,Interaction,-0.002958850924243125,0.72
EnumSizeOpt,licm-promotion,Interaction,-0.005217080505745441,0.86
EnumSizeOpt,loop-idiom-vectorize-all,Interaction,0.0333921554842707,0.72
EnumSizeOpt,machine-cse,Interaction,-0.003596453506094161,0.62
