t,disabled_mir,disabled_llvm,runtime_n,compile_time_n,size_n,hv
1,,,1.0,1.0,1.0000000000000002,0.9999999999999998
2,ImpossiblePredicates;JumpThreading,,1.0280415630138586,1.2188958398111094,1.000025016031923,0.9999999999999998
3,UnreachableEnumBranching,,0.9826294520819303,1.0538780787976478,0.9993240399454125,1.0170853059651648
4,,spill-fusing,0.9963095756903448,1.0176967634040814,1.0005356664583513,1.017218758846503
5,InstSimplify-before-inline,spill-fusing,1.0508756212393382,1.0754390486241736,0.9998465835194713,1.017218758846503
6,InstSimplify-after-simplifycfg,spill-fusing,1.092523733734485,1.1452611059376125,1.000127321013088,1.017218758846503
7,Inline;ScalarReplacementOfAggregates,,1.001849042089768,1.2176355708754831,1.003289117116547,1.017218758846503
8,InstSimplify-after-simplifycfg,,1.001513410720653,1.125346121871158,0.9995918731745881,1.017218758846503
9,Inline;InstSimplify-after-simplifycfg,,1.0159820080511583,1.2033908557769275,1.0032635154957354,1.017218758846503
10,InstSimplify-before-inline,,0.9950952814864706,1.056738202671443,0.9993112859821192,1.0172308481782064
11,ReferencePropagation,spill-fusing,0.9773298016509009,1.1001146057274933,0.9994892812548669,1.0220023618533804
12,JumpThreading;MatchBranchSimplification,spill-fusing,0.9737523239740327,1.2403567363809507,1.0006245454365443,1.0247182714024243
13,JumpThreading,,1.0378273443999841,1.11858788668592,1.0007142219444691,1.0247182714024243
14,Inline;MatchBranchSimplification,,1.0004624721319462,1.1651415578380744,1.0030459017188498,1.0247182714024243
15,ImpossiblePredicates;UnreachableEnumBranching,,0.9733641373322967,1.1483832617930554,0.9986357914706965,1.0259734376901921
16,Inline,,1.0144467334891647,1.069351759773252,1.0036731414286981,1.0259734376901921
17,ImpossiblePredicates,,0.9905708965571886,1.089673734463883,0.9993112859821192,1.0259734410779573
18,ImpossiblePredicates;Inline;ReferencePropagation;ScalarReplacementOfAggregates,,0.974330406421355,1.434278032509801,1.0015495956500067,1.0259734410779573
19,MatchBranchSimplification,,0.9862148884751002,1.0895774446428497,0.9993750557985887,1.0259734410779573
20,ScalarReplacementOfAggregates,spill-fusing,0.9839371167346725,1.1588177306113188,1.0001528426034183,1.0259734410779573
21,ScalarReplacementOfAggregates,,0.9875817122934912,1.1386670099403715,0.9996173811011776,1.0259734410779573
22,MatchBranchSimplification;UnreachableEnumBranching,,0.9690837954973297,1.148281784061457,0.9986995181813174,1.029624293828591
23,InstSimplify-before-inline;UnreachableEnumBranching,,0.9778099312163648,1.11367322682346,0.9986357914706965,1.0296482302807344
24,ImpossiblePredicates;Inline,,1.0048814103018733,1.165244525527645,1.0029818976668254,1.0296482302807344
25,InstSimplify-before-inline;ScalarReplacementOfAggregates,,0.9827379019855822,1.2032729295256541,0.9989289305982957,1.0296482302807344
26,ImpossiblePredicates;ScalarReplacementOfAggregates,,0.9782697021700472,1.240775533032548,0.9989289305982957,1.0296482302807344
27,ReferencePropagation,,0.9817895487500496,1.080984675678572,0.9989541750098841,1.0296762004966322
28,InstSimplify-after-simplifycfg;ReferencePropagation,,0.9832753995785531,1.2164819125770325,0.9985464750137053,1.0297473519614473
29,InstSimplify-before-inline;JumpThreading,,1.0327370934100586,1.182054552906527,1.000025016031923,1.0297473519614473
30,ReferencePropagation;ScalarReplacementOfAggregates,,0.9695974036664282,1.2308815884462816,0.9985719562634677,1.0297482081281037
31,InstSimplify-after-simplifycfg;MatchBranchSimplification;ScalarReplacementOfAggregates,,0.9754418015418815,1.3961785489633587,0.9985849603057563,1.0297482081281037
32,ImpossiblePredicates;ReferencePropagation,,0.9725321535358143,1.177920608444899,0.9982661812663339,1.0299887270196242
33,MatchBranchSimplification;ReferencePropagation;UnreachableEnumBranching,,0.951436342282309,1.2412750119312859,0.9976550532675866,1.0438885515386984
34,InstSimplify-after-simplifycfg;InstSimplify-before-inline,,0.9966012693535432,1.1891962382094063,0.9989034402393726,1.0438885515386984
35,ImpossiblePredicates,spill-fusing,1.0077328936953678,1.1089574327303322,0.9998465835194713,1.0438885515386984
36,JumpThreading;MatchBranchSimplification,,1.0235207787138398,1.2187881311836906,1.000088831394195,1.0438885515386984
37,JumpThreading;ReferencePropagation,,1.018928040138923,1.2091763639071587,0.999667650003195,1.0438885515386984
38,ImpossiblePredicates;MatchBranchSimplification,,0.9769157662748279,1.1872839230915886,0.9986867721885394,1.0438885515386984
39,ImpossiblePredicates;ScalarReplacementOfAggregates,spill-fusing,0.9952185766901462,1.2627332440781978,0.9994640233206936,1.0438885515386984
40,InstSimplify-after-simplifycfg;JumpThreading,,1.0393980034291859,1.258798540254055,1.000305803625922,1.0438885515386984
41,MatchBranchSimplification,spill-fusing,0.9535811157665716,1.1088594388911177,0.9999103874952929,1.046266637746934
42,ImpossiblePredicates;ReferencePropagation;UnreachableEnumBranching,,0.9556387371609572,1.2413847078040663,0.9975913932039521,1.0463170736052576
43,InstSimplify-after-simplifycfg;ReferencePropagation;UnreachableEnumBranching,,0.9661953671335146,1.2820236209187712,0.9978714974839465,1.0463170736052576
44,InstSimplify-before-inline;MatchBranchSimplification,,0.9813777820532781,1.1513981105232285,0.9986867721885394,1.0463170736052576
45,JumpThreading;UnreachableEnumBranching,,1.0197997147834013,1.1788552529868785,1.0000377791043766,1.0463170736052576
46,ScalarReplacementOfAggregates;UnreachableEnumBranching,,0.970426876837088,1.200016200826221,0.9989416796816817,1.0463170736052576
47,MatchBranchSimplification;ScalarReplacementOfAggregates,,0.973967788249574,1.2406658909899444,0.9989926760152283,1.0463170736052576
48,MatchBranchSimplification;ReferencePropagation,spill-fusing,0.9354153221747659,1.1986600609228382,0.9988646562241736,1.0592621267920317
49,ReferencePropagation;UnreachableEnumBranching,,0.9647353263480271,1.1392260532138319,0.9982789218912138,1.0592770878095772
50,ImpossiblePredicates;MatchBranchSimplification;ReferencePropagation;UnreachableEnumBranching,,0.942465150591679,1.3525847777478655,0.9969679542473914,1.0597115025395945
51,ImpossiblePredicates;MatchBranchSimplification;UnreachableEnumBranching,,0.9599462041448332,1.2512524998550978,0.9980116998234948,1.0597115025395945
52,ImpossiblePredicates;InstSimplify-before-inline;MatchBranchSimplification;ScalarReplacementOfAggregates,,0.9600521505655619,1.4286266043171274,0.9976171093449612,1.0597115025395945
53,InstSimplify-after-simplifycfg;InstSimplify-before-inline;ScalarReplacementOfAggregates,,0.9842251880620391,1.3540985247942423,0.9985212409050381,1.0597115025395945
54,ImpossiblePredicates;MatchBranchSimplification;ScalarReplacementOfAggregates;UnreachableEnumBranching,,0.9480253159989918,1.4247599426904192,0.9976298416858963,1.0597115025395945
55,MatchBranchSimplification;ScalarReplacementOfAggregates,spill-fusing,0.9417392711194887,1.262621661726307,0.9995278028839082,1.0597115025395945
56,InstSimplify-before-inline;ScalarReplacementOfAggregates;UnreachableEnumBranching,spill-fusing,1.0989849309585382,1.2905442813501462,0.9987884255649313,1.0597115025395945
57,Inline;InstSimplify-before-inline;ScalarReplacementOfAggregates;UnreachableEnumBranching,,0.9796179429349773,1.356048135311925,1.001920421545619,1.0597115025395945
58,ImpossiblePredicates;ReferencePropagation;ScalarReplacementOfAggregates,,0.9604549694493761,1.341259337165096,0.997884225759326,1.0597115025395945
59,MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates,spill-fusing,0.9237990655789231,1.3648746675059515,0.9984824717293364,1.0671021886008025
60,InstSimplify-before-inline;ReferencePropagation,spill-fusing,1.03085635983571,1.1625331311890745,0.9988009189761446,1.0671021886008025
61,JumpThreading,spill-fusing,1.017384623799054,1.1383832718632723,1.0012502709875597,1.0671021886008025
62,MatchBranchSimplification;UnreachableEnumBranching,spill-fusing,1.0097759505802548,1.1686026551152089,0.9992344880151786,1.0671021886008025
63,InstSimplify-after-simplifycfg;JumpThreading;MatchBranchSimplification,,1.0250697860331566,1.3715584968101622,0.9996806683143078,1.0671021886008025
64,InstSimplify-after-simplifycfg;ReferencePropagation;ScalarReplacementOfAggregates,,0.9710648027718541,1.3851678220406338,0.9981644122610123,1.0671021886008025
65,Inline;ScalarReplacementOfAggregates,spill-fusing,1.0136482933587618,1.2391837794856602,1.003826545444615,1.0671021886008025
66,ImpossiblePredicates;Inline;UnreachableEnumBranching,,0.9874260696122472,1.228025661892551,1.0023039219685281,1.0671021886008025
67,ImpossiblePredicates;InstSimplify-before-inline;ReferencePropagation,spill-fusing,1.0426757785216583,1.26678181850079,0.9981130307821732,1.0671021886008025
68,Inline;InstSimplify-before-inline;ReferencePropagation,,0.9910882325068203,1.221539553170559,1.0019329541336115,1.0671021886008025
69,MatchBranchSimplification;ReferencePropagation,,0.9682554703265492,1.1778165206239382,0.9983298843907359,1.0671021886008025
70,InstSimplify-before-inline;MatchBranchSimplification;UnreachableEnumBranching,,0.9643307122643926,1.213433228649462,0.9980116998234948,1.067109536050264
71,ImpossiblePredicates;JumpThreading;UnreachableEnumBranching,spill-fusing,1.0896917956880774,1.307300294912995,0.9998843568279107,1.067109536050264
72,InstSimplify-before-inline;ReferencePropagation,,0.9769741473739056,1.1423178032919468,0.9982661812663339,1.0671100000968219
73,Inline;UnreachableEnumBranching,,0.996825237894762,1.1269663781487187,1.00299469847723,1.0671100000968219
74,Inline;InstSimplify-before-inline,,1.0094711578144309,1.130024856646331,1.0029818976668254,1.0671100000968219
75,MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates,,0.9562313953226333,1.3411408157972313,0.9979479045097087,1.0671100000968219
76,ImpossiblePredicates;InstSimplify-after-simplifycfg;MatchBranchSimplification;ScalarReplacementOfAggregates,spill-fusing,1.0445239136656337,1.5483025792915666,0.9984317609156371,1.0671100000968219
77,Inline;InstSimplify-after-simplifycfg;InstSimplify-before-inline;ReferencePropagation,,0.9925881560630091,1.3746547988727158,1.0015240384177653,1.0671100000968219
78,InstSimplify-after-simplifycfg;ReferencePropagation,spill-fusing,1.0717110725848198,1.2380097051692527,0.9990813628674747,1.0671100000968219
79,ImpossiblePredicates;InstSimplify-before-inline;ReferencePropagation;UnreachableEnumBranching,,0.9509515981545579,1.3118186449486837,0.9969043380273349,1.0671826247447704
80,JumpThreading;MatchBranchSimplification;UnreachableEnumBranching,spill-fusing,1.0311358544261562,1.3071847743608767,0.9999481632141891,1.0671826247447704
81,MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates;UnreachableEnumBranching,,0.9396211320494189,1.4133989063494963,0.9972733315897006,1.06718464195857
82,ImpossiblePredicates;MatchBranchSimplification;ReferencePropagation,,0.9591256893377723,1.2834357265415437,0.9976423206048862,1.06718464195857
83,ScalarReplacementOfAggregates;UnreachableEnumBranching,spill-fusing,1.0419208402247373,1.2212526036133071,0.9994767792333361,1.06718464195857
84,Inline;MatchBranchSimplification;ReferencePropagation;UnreachableEnumBranching,,0.9651814895511672,1.3273596183712852,1.0013195813752938,1.06718464195857
85,InstSimplify-after-simplifycfg;JumpThreading;MatchBranchSimplification,spill-fusing,1.0677881159413731,1.3958306430230694,1.0002161637173859,1.06718464195857
86,InstSimplify-after-simplifycfg;MatchBranchSimplification,,0.9877074366601859,1.2261517518071172,0.9989671840296697,1.06718464195857
87,ImpossiblePredicates;InstSimplify-before-inline;MatchBranchSimplification,,0.9721242694298209,1.2546482789485052,0.9979989626090607,1.06718464195857
88,InstSimplify-after-simplifycfg;InstSimplify-before-inline;UnreachableEnumBranching,spill-fusing,1.2202681448519115,1.2754466314049453,0.9987629387913722,1.06718464195857
89,InstSimplify-before-inline;ReferencePropagation;UnreachableEnumBranching,,0.960003571132232,1.2038636919096664,0.9975913932039521,1.0672036658412103
90,ImpossiblePredicates;ScalarReplacementOfAggregates;UnreachableEnumBranching,spill-fusing,1.0538671201605707,1.3307668853030525,0.9987884255649313,1.0672036658412103
91,JumpThreading;ReferencePropagation;UnreachableEnumBranching,,1.0012287017926251,1.2743244633220017,0.9989919146039293,1.0672036658412103
92,ImpossiblePredicates;InstSimplify-after-simplifycfg;ReferencePropagation,spill-fusing,1.083998916333745,1.3490266587343103,0.9983932815278642,1.0672036658412103
93,ImpossiblePredicates;InstSimplify-before-inline,,0.9857124251418811,1.151499863655643,0.9986230462912364,1.0672036658412103
94,InstSimplify-after-simplifycfg;InstSimplify-before-inline;ReferencePropagation,,0.9784527105223421,1.2855029098789728,0.9978587620588575,1.0672036658412103
95,InstSimplify-before-inline;UnreachableEnumBranching,spill-fusing,1.1128040518351965,1.1333816384280144,0.9991707271682962,1.0672036658412103
96,ImpossiblePredicates;ReferencePropagation,spill-fusing,0.9885355045694024,1.19876599076134,0.9988009189761446,1.0672036658412103
97,ImpossiblePredicates;InstSimplify-before-inline;MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates,,0.9425691676802778,1.5443234665335297,0.9965737764414407,1.0673631887500616
98,MatchBranchSimplification;ScalarReplacementOfAggregates;UnreachableEnumBranching,spill-fusing,0.9972362623068358,1.330649291108414,0.9988521620157087,1.0673631887500616
99,ImpossiblePredicates;InstSimplify-after-simplifycfg,,0.992070037171605,1.226260111183793,0.9989034402393726,1.0673631887500616
100,ImpossiblePredicates;MatchBranchSimplification;ReferencePropagation,spill-fusing,0.9461404491360013,1.3061483849384947,0.998176724133466,1.0673633443334924
101,InstSimplify-before-inline;ScalarReplacementOfAggregates;UnreachableEnumBranching,,0.9656672061682385,1.2681029632377139,0.9982536945438392,1.0673633443334924
102,ImpossiblePredicates;MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates;UnreachableEnumBranching,,0.9307613471982734,1.5401436645690236,0.9965864954665756,1.0673733925372662
103,InstSimplify-before-inline;ReferencePropagation;UnreachableEnumBranching,spill-fusing,1.091605049066027,1.2251681828361558,0.9981257694524313,1.0673733925372662
104,ReferencePropagation;ScalarReplacementOfAggregates;UnreachableEnumBranching,,0.9527549655048045,1.2971991236591642,0.997896961509402,1.0673733925372662
105,Inline;InstSimplify-before-inline;ReferencePropagation;UnreachableEnumBranching,,0.9738724868730257,1.287353757470726,1.0012556874792422,1.0673733925372662
106,ImpossiblePredicates;InstSimplify-before-inline;ReferencePropagation,,0.9677621570773648,1.244753706657715,0.9975786613537192,1.0673742739246452
107,ImpossiblePredicates;UnreachableEnumBranching,spill-fusing,1.067118909799517,1.1687059286742143,0.9991707271682962,1.0673742739246452
108,InstSimplify-before-inline;ReferencePropagation;ScalarReplacementOfAggregates,,0.9648418013299953,1.3007195974760946,0.997884225759326,1.0673742739246452
109,MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates;UnreachableEnumBranching,spill-fusing,0.9782388348160795,1.4384114923907507,0.9978075374632411,1.0673742739246452
110,Inline;InstSimplify-after-simplifycfg;InstSimplify-before-inline;ReferencePropagation;UnreachableEnumBranching,,0.9753463559352082,1.4487185584459448,1.0008470481740854,1.0673742739246452
111,Inline;InstSimplify-before-inline,spill-fusing,1.0826080873304726,1.150022639175132,1.003519161427739,1.0673742739246452
112,InstSimplify-before-inline;MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates,spill-fusing,0.974393843668423,1.4423152030120228,0.9977948028544475,1.0673742739246452
