Variant,ConfigName,n,wall_mean,wall_med,wall_iqr,ns_mean,ns_med,ns_iqr,mbps_mean,mbps_med,mbps_iqr,compile_mean,compile_med,compile_iqr,size_mean,size_med
hyper,EXP_DBL_0848,10,13.472974,13.467307,0.182271,44551630.390000,44529685.500000,646165.300000,4707.000000,4709.000000,68.250000,51.360442,51.360442,0.000000,173091584.000000,173091584
hyper,EXP_DBL_0849,10,13.440554,13.470562,0.240937,44471315.610000,44622684.300000,956825.650000,4715.600000,4699.000000,102.000000,51.558724,51.558724,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0850,10,13.363962,13.411352,0.152540,44171480.990000,44341238.350000,653010.325000,4747.600000,4729.000000,70.500000,52.032168,52.032168,0.000000,173078656.000000,173078656
hyper,EXP_DBL_0851,10,13.321557,13.360726,0.181239,44041457.080000,44237683.050000,673078.675000,4761.600000,4740.000000,73.250000,51.909944,51.909944,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0852,10,13.374617,13.337270,0.155676,44190680.910000,44177057.550000,444884.550000,4745.700000,4747.000000,48.250000,51.747849,51.747849,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0853,10,13.419763,13.452965,0.306440,44374670.200000,44597017.500000,1169434.200000,4726.300000,4702.000000,124.750000,51.580090,51.580090,0.000000,173077808.000000,173077808
hyper,EXP_DBL_0854,10,13.504022,13.496498,0.185117,44656339.450000,44673616.600000,481967.325000,4695.800000,4694.000000,51.000000,51.397929,51.397929,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0855,10,13.455766,13.499140,0.256252,44486866.240000,44598849.700000,875206.325000,4714.300000,4702.000000,92.250000,51.498713,51.498713,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0856,10,13.382488,13.340916,0.316206,44236962.980000,44136103.950000,1226786.750000,4741.000000,4751.000000,131.250000,51.577971,51.577971,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0857,10,13.407902,13.396149,0.035746,44357657.210000,44339541.050000,110856.750000,4727.600000,4729.500000,11.750000,51.838941,51.838941,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0858,10,13.333019,13.315250,0.246157,44071031.850000,44124154.600000,771957.500000,4758.500000,4752.500000,83.000000,51.919834,51.919834,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0859,10,13.394279,13.406130,0.195661,44291237.030000,44331560.400000,526093.850000,4734.800000,4730.000000,56.250000,51.691292,51.691292,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0860,10,13.370123,13.346694,0.136289,44215022.670000,44230689.350000,330070.250000,4743.300000,4741.000000,35.500000,51.406254,51.406254,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0861,10,13.499946,13.487264,0.184977,44651156.640000,44652877.000000,651131.500000,4696.600000,4696.500000,68.250000,51.457474,51.457474,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0862,10,13.455170,13.483200,0.232247,44480711.110000,44477879.550000,773508.250000,4714.600000,4714.500000,81.750000,51.671638,51.671638,0.000000,173078304.000000,173078304
hyper,EXP_DBL_0863,10,13.399321,13.414410,0.281823,44292720.750000,44357909.000000,1132428.200000,4735.100000,4727.000000,121.500000,51.472939,51.472939,0.000000,173079360.000000,173079360
hyper,EXP_DBL_0864,10,13.419942,13.422889,0.170832,44424008.370000,44413482.600000,451892.125000,4720.800000,4721.500000,48.000000,51.782126,51.782126,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0865,10,13.371753,13.392273,0.066760,44225371.560000,44366859.950000,169041.175000,4741.900000,4726.500000,18.250000,52.038325,52.038325,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0866,10,13.345384,13.357169,0.210398,44173096.850000,44158750.250000,593110.375000,4747.700000,4749.000000,63.750000,51.939991,51.939991,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0867,10,13.466325,13.458712,0.148902,44549623.470000,44421228.950000,552495.300000,4707.200000,4720.500000,58.250000,51.588693,51.588693,0.000000,173078976.000000,173078976
hyper,EXP_DBL_0868,10,13.370124,13.332019,0.207506,44225631.730000,44149753.400000,628378.100000,4742.000000,4749.500000,67.000000,51.351385,51.351385,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0869,10,13.454169,13.402620,0.204300,44530766.630000,44322876.200000,604121.900000,4709.300000,4731.000000,63.500000,51.341356,51.341356,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0870,10,13.446330,13.441826,0.138808,44497423.450000,44519471.550000,473021.350000,4712.700000,4710.500000,50.500000,51.123287,51.123287,0.000000,173076896.000000,173076896
hyper,EXP_DBL_0871,10,13.375576,13.380559,0.120893,44242767.210000,44224367.900000,305919.325000,4740.100000,4742.000000,32.500000,51.402849,51.402849,0.000000,173081264.000000,173081264
hyper,EXP_DBL_0872,10,13.363185,13.423004,0.207819,44204484.660000,44477749.850000,773977.050000,4744.300000,4714.500000,83.500000,51.928465,51.928465,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0873,10,13.378528,13.402332,0.122035,44224626.610000,44367585.100000,310346.475000,4741.900000,4726.000000,33.750000,51.856378,51.856378,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0874,10,13.400063,13.398941,0.219436,44357943.940000,44398878.850000,786810.875000,4727.900000,4723.000000,84.000000,51.634842,51.634842,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0875,10,13.459860,13.443333,0.122263,44506589.240000,44406797.300000,384688.750000,4711.800000,4722.000000,40.500000,51.171776,51.171776,0.000000,173080624.000000,173080624
hyper,EXP_DBL_0876,10,13.505626,13.526107,0.203162,44674951.100000,44663852.050000,767047.600000,4694.300000,4695.000000,80.250000,51.244651,51.244651,0.000000,173079376.000000,173079376
hyper,EXP_DBL_0877,10,13.343367,13.417538,0.173718,44116837.110000,44356813.250000,571365.025000,4753.700000,4727.500000,62.000000,51.298158,51.298158,0.000000,173080112.000000,173080112
hyper,EXP_DBL_0878,10,13.318124,13.303294,0.126150,44046292.200000,43934907.800000,402656.300000,4761.000000,4772.500000,43.750000,51.365527,51.365527,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0879,10,13.152045,13.121820,0.254703,43489511.640000,43444773.550000,769487.825000,4822.100000,4827.000000,85.000000,51.548158,51.548158,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0880,10,13.150156,13.101591,0.285536,43472877.680000,43340563.350000,754192.075000,4824.100000,4838.500000,83.500000,51.515745,51.515745,0.000000,173077824.000000,173077824
hyper,EXP_DBL_0881,10,13.304245,13.261122,0.135860,43991074.210000,43874030.500000,420865.825000,4767.000000,4779.500000,45.000000,51.351089,51.351089,0.000000,173079136.000000,173079136
hyper,EXP_DBL_0882,10,13.372532,13.397425,0.041315,44255817.070000,44377330.700000,372603.675000,4738.500000,4725.500000,40.000000,50.834551,50.834551,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0883,10,13.298212,13.335837,0.164769,43948465.670000,44052250.500000,549379.650000,4771.900000,4760.500000,59.500000,50.908092,50.908092,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0884,10,13.268346,13.256989,0.215236,43896362.030000,43889100.400000,878598.275000,4777.600000,4778.000000,95.250000,51.153260,51.153260,0.000000,173082320.000000,173082320
hyper,EXP_DBL_0885,10,13.228022,13.237655,0.098972,43740986.130000,43786947.200000,350242.250000,4794.300000,4789.000000,39.000000,51.241910,51.241910,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0886,10,13.200932,13.240994,0.061029,43692867.630000,43814701.400000,123989.225000,4799.600000,4786.000000,13.000000,51.322356,51.322356,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0887,10,13.135108,13.119305,0.268600,43449365.840000,43376047.500000,809095.225000,4826.600000,4834.500000,90.000000,51.368204,51.368204,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0888,10,13.200581,13.202865,0.078184,43673545.760000,43626472.450000,164335.300000,4801.400000,4806.500000,17.750000,51.422288,51.422288,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0889,10,13.372335,13.390802,0.056482,44202784.810000,44295543.700000,381740.975000,4744.000000,4734.000000,40.500000,50.915259,50.915259,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0890,10,13.349238,13.345318,0.072334,44202719.560000,44247315.150000,169437.175000,4744.200000,4739.500000,17.750000,50.786137,50.786137,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0891,10,13.170682,13.208535,0.268896,43587709.560000,43631049.400000,853928.650000,4811.400000,4806.000000,95.250000,51.475578,51.475578,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0892,10,13.152453,13.130371,0.214730,43479096.600000,43497573.200000,583931.450000,4823.200000,4820.500000,65.000000,51.244230,51.244230,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0893,10,13.010302,13.038939,0.264233,43039040.200000,43030664.500000,643124.475000,4872.900000,4873.000000,72.500000,51.284441,51.284441,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0894,10,13.118359,13.088043,0.155579,43404167.830000,43237863.600000,405972.575000,4831.600000,4850.000000,45.000000,51.159143,51.159143,0.000000,173100152.000000,173100152
hyper,EXP_DBL_0895,10,13.179024,13.190758,0.283560,43601099.420000,43637402.500000,765505.000000,4810.000000,4805.500000,84.750000,51.222104,51.222104,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0896,10,13.171654,13.211603,0.183694,43567554.500000,43567537.200000,365459.400000,4813.600000,4813.000000,40.250000,50.905935,50.905935,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0897,10,13.141850,13.164839,0.104764,43484962.630000,43490867.200000,202330.050000,4822.500000,4821.500000,22.500000,50.743373,50.743373,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0898,10,13.236038,13.226207,0.101144,43818607.490000,43795822.000000,399793.950000,4785.500000,4788.000000,43.250000,51.350810,51.350810,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0899,10,13.171992,13.146045,0.246280,43577502.820000,43471376.650000,575695.975000,4812.500000,4824.000000,64.000000,51.289194,51.289194,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0900,10,13.105090,13.123289,0.185212,43322047.840000,43355745.850000,743125.650000,4840.600000,4836.500000,82.250000,51.368459,51.368459,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0901,10,13.101703,13.105149,0.313143,43308708.440000,43210558.800000,938685.075000,4843.400000,4853.000000,105.000000,51.451093,51.451093,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0902,10,13.174482,13.178155,0.272367,43554234.240000,43589346.050000,1126137.125000,4815.600000,4810.500000,124.500000,51.132371,51.132371,0.000000,173115584.000000,173115584
hyper,EXP_DBL_0903,10,13.265597,13.255845,0.225675,43856306.790000,43920454.800000,782583.475000,4781.800000,4774.500000,85.500000,50.974331,50.974331,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0904,10,13.278981,13.321226,0.282478,43906351.500000,44082965.650000,1110438.500000,4776.900000,4757.000000,120.500000,50.870079,50.870079,0.000000,173079008.000000,173079008
hyper,EXP_DBL_0905,10,13.216978,13.211775,0.117097,43683061.990000,43697855.050000,301949.750000,4800.700000,4798.500000,33.250000,51.166595,51.166595,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0906,10,13.292621,13.279260,0.124962,44005274.080000,43889061.900000,253537.700000,4765.300000,4778.000000,27.750000,51.346099,51.346099,0.000000,173079912.000000,173079912
hyper,EXP_DBL_0907,10,13.152624,13.168258,0.140734,43483096.650000,43690219.400000,784214.075000,4822.700000,4799.500000,87.500000,51.361776,51.361776,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0908,10,13.205274,13.255542,0.291867,43695856.970000,43822400.250000,956276.200000,4799.600000,4785.000000,105.250000,51.376146,51.376146,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0909,10,13.275381,13.231524,0.154777,43900689.780000,43746911.350000,496079.300000,4776.700000,4793.500000,54.250000,51.076415,51.076415,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0910,10,13.219995,13.180105,0.174585,43752556.970000,43650518.900000,602032.875000,4793.100000,4804.000000,65.750000,50.954187,50.954187,0.000000,173120784.000000,173120784
hyper,EXP_DBL_0911,10,13.295886,13.279394,0.134800,43983733.290000,43957306.850000,476170.350000,4767.700000,4770.500000,51.750000,50.943001,50.943001,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0912,10,13.306638,13.250570,0.124402,44043900.400000,43921461.000000,516405.075000,4761.300000,4774.500000,56.000000,51.096287,51.096287,0.000000,173100192.000000,173100192
hyper,EXP_DBL_0913,10,13.200057,13.193467,0.096015,43693670.270000,43665778.750000,140429.950000,4799.500000,4802.500000,15.250000,51.639904,51.639904,0.000000,173078960.000000,173078960
hyper,EXP_DBL_0914,10,13.278722,13.303783,0.063764,43931424.420000,44012479.700000,161309.575000,4773.500000,4764.500000,18.000000,50.299359,50.299359,0.000000,173008144.000000,173008144
hyper,EXP_DBL_0915,10,13.186935,13.182347,0.183367,43648975.880000,43591402.750000,712544.400000,4804.500000,4810.500000,79.250000,48.951906,48.951906,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0916,10,13.319029,13.300956,0.164354,44080740.380000,43994130.150000,518439.025000,4757.200000,4766.000000,56.250000,48.633684,48.633684,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0917,10,13.233480,13.255785,0.118354,43797659.700000,43713908.500000,347408.250000,4788.000000,4797.000000,38.000000,48.347385,48.347385,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0918,10,13.337116,13.326272,0.188200,44146265.870000,44066548.050000,687370.975000,4750.200000,4758.500000,74.250000,48.631674,48.631674,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0919,10,13.312519,13.326663,0.157216,44002235.460000,44115419.500000,474011.100000,4766.000000,4753.500000,51.500000,48.756807,48.756807,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0920,10,13.237602,13.247285,0.085828,43811380.790000,43940936.350000,328747.725000,4786.400000,4772.000000,35.500000,48.950877,48.950877,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0921,10,13.275784,13.266860,0.034227,43910930.380000,43942101.950000,120115.225000,4775.600000,4772.000000,13.250000,50.182838,50.182838,0.000000,173008144.000000,173008144
hyper,EXP_DBL_0922,10,13.304002,13.275488,0.219873,44010525.400000,43965943.650000,740131.050000,4765.300000,4769.500000,79.750000,51.900492,51.900492,0.000000,173006000.000000,173006000
hyper,EXP_DBL_0923,10,13.240017,13.183891,0.200653,43804208.040000,43652040.200000,709394.550000,4787.600000,4804.000000,77.500000,49.869841,49.869841,0.000000,173006520.000000,173006520
hyper,EXP_DBL_0924,10,13.315093,13.320589,0.140780,44092964.530000,44205936.650000,667322.150000,4756.000000,4743.500000,71.750000,48.500720,48.500720,0.000000,173005544.000000,173005544
hyper,EXP_DBL_0925,10,13.346302,13.320116,0.141573,44165472.170000,44071032.200000,411913.500000,4748.200000,4758.000000,44.250000,49.879854,49.879854,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0926,10,13.263154,13.269296,0.099742,43842201.000000,43940643.150000,338893.600000,4783.100000,4772.000000,37.000000,47.372481,47.372481,0.000000,173005232.000000,173005232
hyper,EXP_DBL_0927,10,13.269966,13.284646,0.072199,43956167.800000,44021671.250000,164371.900000,4770.700000,4763.500000,18.000000,48.618379,48.618379,0.000000,172996016.000000,172996016
hyper,EXP_DBL_0928,10,13.257119,13.264596,0.109278,43853411.670000,43894674.300000,257099.350000,4782.100000,4777.000000,27.500000,48.822193,48.822193,0.000000,173008144.000000,173008144
hyper,EXP_DBL_0929,10,13.260188,13.240033,0.050002,43863175.130000,43849537.350000,167318.150000,4781.000000,4782.000000,18.500000,49.825293,49.825293,0.000000,173008352.000000,173008352
hyper,EXP_DBL_0930,10,13.304804,13.299844,0.182015,44002801.040000,43964016.550000,284705.950000,4765.700000,4769.500000,31.000000,49.455256,49.455256,0.000000,172950192.000000,172950192
hyper,EXP_DBL_0931,10,13.317196,13.304561,0.225729,44038204.460000,43974423.200000,869376.725000,4762.300000,4768.500000,94.500000,53.456760,53.456760,0.000000,173018848.000000,173018848
hyper,EXP_DBL_0932,10,13.238153,13.245503,0.224616,43817720.030000,43822813.900000,690190.850000,4786.000000,4785.000000,75.000000,48.826987,48.826987,0.000000,173008144.000000,173008144
hyper,EXP_DBL_0933,10,13.211235,13.240607,0.130214,43723428.020000,43891888.800000,570947.400000,4796.200000,4777.500000,63.500000,49.067378,49.067378,0.000000,173007920.000000,173007920
hyper,EXP_DBL_0934,10,13.349708,13.326244,0.098289,44150559.110000,44110667.650000,168413.175000,4749.600000,4753.500000,18.250000,48.866220,48.866220,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0935,10,13.215409,13.238155,0.224623,43710920.320000,43736434.850000,520812.975000,4797.600000,4794.500000,57.250000,50.074520,50.074520,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0936,10,13.280113,13.281690,0.089977,43949825.740000,43899422.700000,441228.925000,4771.500000,4777.000000,48.000000,49.736581,49.736581,0.000000,173006752.000000,173006752
hyper,EXP_DBL_0937,10,13.246193,13.195476,0.158194,43824747.230000,43722493.100000,337636.600000,4785.300000,4796.000000,36.750000,49.758221,49.758221,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0938,10,13.197849,13.190796,0.224521,43659960.540000,43572344.950000,652016.875000,4803.400000,4812.500000,72.000000,48.301652,48.301652,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0939,10,13.224528,13.213086,0.163221,43764611.270000,43845146.750000,765583.400000,4791.800000,4783.000000,84.000000,48.775944,48.775944,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0940,10,13.181227,13.186518,0.191199,43655123.180000,43607559.500000,737929.650000,4803.700000,4808.500000,80.750000,50.227789,50.227789,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0941,10,13.178586,13.238488,0.198855,43610600.660000,43891356.650000,750265.725000,4808.800000,4777.500000,83.000000,49.073011,49.073011,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0942,10,13.339888,13.356337,0.152249,44130791.740000,44215548.250000,495456.575000,4752.000000,4742.500000,53.000000,48.644741,48.644741,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0943,10,13.242497,13.182190,0.273612,43780062.340000,43676222.250000,658403.050000,4790.200000,4801.500000,72.000000,48.443294,48.443294,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0944,10,13.275573,13.282228,0.158176,43970030.090000,43951147.800000,327646.550000,4769.100000,4771.000000,35.750000,49.715272,49.715272,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0945,10,13.329565,13.353376,0.194839,44090505.130000,44115907.800000,574257.675000,4756.300000,4753.500000,62.000000,49.798699,49.798699,0.000000,173007056.000000,173007056
hyper,EXP_DBL_0946,10,13.215817,13.239632,0.208165,43786050.200000,43875968.650000,779138.375000,4789.700000,4779.000000,85.000000,52.263321,52.263321,0.000000,173008496.000000,173008496
hyper,EXP_DBL_0947,10,13.140186,13.060443,0.286328,43476666.810000,43227293.150000,878031.225000,4823.500000,4851.000000,97.000000,49.049366,49.049366,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0948,10,13.226969,13.216784,0.186307,43780246.900000,43801596.850000,462185.300000,4790.000000,4787.500000,51.250000,52.419009,52.419009,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0949,10,13.319998,13.288419,0.224706,44053586.980000,43957321.600000,658333.100000,4760.500000,4770.500000,71.000000,48.592444,48.592444,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0950,10,13.286577,13.359295,0.236184,43958034.360000,44174450.800000,530207.000000,4771.000000,4747.000000,57.500000,48.218419,48.218419,0.000000,173008112.000000,173008112
hyper,EXP_DBL_0951,10,13.202613,13.180671,0.095591,43721462.180000,43714266.350000,505541.400000,4796.700000,4797.000000,56.000000,49.823933,49.823933,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0952,10,13.139889,13.061686,0.270801,43490825.890000,43183823.300000,901226.475000,4822.800000,4855.500000,100.250000,49.868461,49.868461,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0953,10,13.148606,13.129618,0.275239,43486117.420000,43412397.850000,879506.325000,4822.600000,4830.500000,97.750000,48.787134,48.787134,0.000000,173005904.000000,173005904
hyper,EXP_DBL_0954,10,13.269722,13.320680,0.234631,43893220.600000,44068546.550000,591221.825000,4777.900000,4758.500000,64.750000,52.018438,52.018438,0.000000,173010560.000000,173010560
hyper,EXP_DBL_0955,10,13.268165,13.290505,0.305080,43892878.720000,44049936.700000,1151538.850000,4778.100000,4760.000000,125.000000,48.929533,48.929533,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0956,10,13.279320,13.215056,0.190597,43978231.530000,43852525.950000,509617.225000,4768.300000,4781.500000,55.000000,49.635700,49.635700,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0957,10,13.323020,13.322513,0.253358,44103068.760000,44033711.000000,777586.125000,4754.800000,4762.000000,83.500000,48.428426,48.428426,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0958,10,13.364323,13.359639,0.171025,44237293.620000,44261548.700000,642493.550000,4740.500000,4737.500000,69.000000,48.432395,48.432395,0.000000,173011200.000000,173011200
hyper,EXP_DBL_0959,10,13.228088,13.211309,0.180040,43768733.580000,43755021.400000,688291.500000,4791.400000,4792.500000,75.250000,48.839346,48.839346,0.000000,173008208.000000,173008208
hyper,EXP_DBL_0960,10,13.195569,13.231997,0.232757,43664574.240000,43860112.300000,774344.025000,4802.700000,4780.500000,85.500000,49.126320,49.126320,0.000000,173009136.000000,173009136
hyper,EXP_DBL_0961,10,13.250514,13.279426,0.249287,43817990.480000,43900858.200000,792654.925000,4786.100000,4776.500000,87.250000,48.969370,48.969370,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0962,10,13.228561,13.229758,0.060942,43775162.680000,43791575.700000,144426.925000,4790.600000,4788.500000,15.500000,48.558494,48.558494,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0963,10,13.262638,13.307347,0.189574,43896406.210000,44136774.150000,654735.525000,4777.600000,4751.000000,71.500000,49.589487,49.589487,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0964,10,13.331755,13.356138,0.146219,44120519.620000,44088345.200000,426766.200000,4752.800000,4756.000000,45.750000,48.533169,48.533169,0.000000,173008512.000000,173008512
hyper,EXP_DBL_0965,10,13.187755,13.192702,0.281583,43670723.560000,43627873.800000,962425.025000,4802.400000,4806.500000,105.750000,49.941805,49.941805,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0966,10,13.180578,13.206339,0.238464,43636382.810000,43776244.400000,860166.800000,4806.100000,4790.000000,95.750000,52.264353,52.264353,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0967,10,12.990350,13.002588,0.130101,42951146.130000,42970416.700000,171177.725000,4882.700000,4880.000000,19.000000,50.268895,50.268895,0.000000,173011232.000000,173011232
hyper,EXP_DBL_0968,10,13.321270,13.291539,0.152947,44066488.100000,43912401.200000,409659.925000,4758.700000,4775.000000,44.250000,49.000553,49.000553,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0969,10,13.280304,13.318365,0.192319,43943336.000000,43982663.150000,655346.200000,4772.400000,4768.000000,70.750000,51.996605,51.996605,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0970,10,13.301538,13.307668,0.188724,43989656.110000,44079000.150000,695018.450000,4767.500000,4757.500000,75.000000,48.357828,48.357828,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0971,10,13.267838,13.365850,0.287528,43935393.370000,44312180.250000,1049986.175000,4773.500000,4732.000000,114.750000,48.519141,48.519141,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0972,10,13.274261,13.268617,0.130282,43932209.340000,43857470.650000,381543.750000,4773.300000,4781.500000,41.500000,48.663440,48.663440,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0973,10,13.238261,13.232850,0.211021,43779806.550000,43827482.450000,435978.350000,4790.100000,4784.500000,48.250000,49.054494,49.054494,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0974,10,13.188736,13.169596,0.295268,43585238.380000,43650325.850000,853744.125000,4811.700000,4804.000000,94.250000,50.560743,50.560743,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0975,10,13.267123,13.288813,0.242764,43893153.310000,43977564.700000,970238.325000,4778.100000,4768.500000,106.000000,48.958651,48.958651,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0976,10,13.258544,13.246713,0.142501,43896184.750000,43834913.150000,519881.725000,4777.600000,4784.000000,56.500000,48.332497,48.332497,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0977,10,13.298267,13.312804,0.086691,43982758.940000,44026556.950000,417972.825000,4767.700000,4762.500000,45.500000,48.479276,48.479276,0.000000,173029232.000000,173029232
hyper,EXP_DBL_0978,10,13.306282,13.271491,0.164755,44036276.120000,44058051.450000,559553.450000,4762.200000,4759.500000,60.000000,48.576492,48.576492,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0979,10,13.220536,13.216577,0.087112,43774614.200000,43821178.450000,218982.875000,4790.500000,4785.500000,23.500000,48.786668,48.786668,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0980,10,13.120422,13.129617,0.184009,43397372.850000,43345572.600000,609792.200000,4832.500000,4838.000000,67.500000,48.999348,48.999348,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0981,10,13.262283,13.266641,0.073811,43861579.130000,43854624.450000,246706.650000,4781.500000,4782.000000,26.750000,49.001916,49.001916,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0982,10,13.262737,13.237696,0.224910,43891699.580000,43823811.450000,706085.900000,4778.200000,4785.000000,76.500000,48.517735,48.517735,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0983,10,13.296602,13.268122,0.141948,43980065.430000,43831336.800000,497853.025000,4768.100000,4784.000000,53.750000,48.406294,48.406294,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0984,10,13.213069,13.271026,0.476987,43699105.660000,44052454.400000,1613398.350000,4800.200000,4760.000000,178.250000,49.818330,49.818330,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0985,10,13.181840,13.247920,0.245898,43621211.680000,43804308.800000,639530.650000,4807.500000,4787.000000,70.250000,48.712313,48.712313,0.000000,173042176.000000,173042176
hyper,EXP_DBL_0986,10,13.183324,13.224100,0.227251,43638545.530000,43855108.450000,779943.425000,4805.600000,4781.500000,86.000000,48.834942,48.834942,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0987,10,13.187609,13.182848,0.258325,43663459.440000,43714007.400000,955726.975000,4803.400000,4797.000000,105.500000,50.127899,50.127899,0.000000,173009360.000000,173009360
hyper,EXP_DBL_0988,10,13.221171,13.218780,0.072319,43760355.120000,43722900.450000,232258.600000,4792.200000,4796.000000,25.000000,48.464781,48.464781,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0989,10,13.210060,13.130714,0.228240,43678998.250000,43483530.650000,707234.425000,4801.300000,4822.000000,77.000000,49.742288,49.742288,0.000000,173008424.000000,173008424
hyper,EXP_DBL_0990,10,13.241798,13.236835,0.254690,43818233.790000,43905140.850000,925790.425000,4786.200000,4776.500000,101.250000,48.734544,48.734544,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0991,10,13.119691,13.087872,0.159206,43380278.930000,43173730.400000,607155.700000,4834.100000,4857.000000,68.000000,49.008420,49.008420,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0992,10,13.235257,13.226816,0.089566,43811762.010000,43837832.600000,172232.550000,4786.400000,4783.500000,18.500000,50.337299,50.337299,0.000000,173008128.000000,173008128
hyper,EXP_DBL_0993,10,13.255443,13.273737,0.213206,43815309.070000,43982302.700000,822378.225000,4786.600000,4767.500000,90.500000,48.752646,48.752646,0.000000,173048192.000000,173048192
