Variant,ConfigName,n,wall_mean,wall_med,wall_iqr,ns_mean,ns_med,ns_iqr,mbps_mean,mbps_med,mbps_iqr,compile_mean,compile_med,compile_iqr,size_mean,size_med
hyper,EXP_DBL_0279,10,12.811169,12.804439,0.095057,42341585.560000,42369072.450000,247644.500000,4952.900000,4949.500000,29.250000,48.983992,48.983992,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0280,10,12.850858,12.833606,0.090941,42452978.200000,42503299.650000,146629.050000,4939.800000,4934.000000,17.250000,49.368624,49.368624,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0281,10,12.910858,12.893224,0.112378,42661396.760000,42648885.550000,225916.350000,4915.600000,4917.000000,26.000000,49.340313,49.340313,0.000000,173008272.000000,173008272
hyper,EXP_DBL_0282,10,12.974277,12.955979,0.206211,42867241.730000,42834425.000000,610223.425000,4892.200000,4895.500000,69.750000,49.184066,49.184066,0.000000,173009728.000000,173009728
hyper,EXP_DBL_0283,10,12.873432,12.856254,0.138135,42551548.620000,42452869.900000,541177.200000,4928.400000,4939.500000,62.500000,49.055579,49.055579,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0284,10,12.783403,12.761478,0.096980,42299203.990000,42347454.850000,149101.150000,4957.800000,4952.000000,17.750000,48.924769,48.924769,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0285,10,12.757857,12.714728,0.210850,42217176.110000,42029467.450000,624210.150000,4968.200000,4989.500000,73.750000,49.195929,49.195929,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0286,10,12.761046,12.788338,0.318868,42150185.680000,42364958.850000,837890.200000,4975.600000,4950.000000,99.500000,49.389768,49.389768,0.000000,173009392.000000,173009392
hyper,EXP_DBL_0287,10,12.858362,12.839222,0.120551,42452496.860000,42500672.700000,226768.850000,4939.700000,4934.000000,26.500000,49.302434,49.302434,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0288,10,12.931335,13.011480,0.250530,42780210.240000,42914023.450000,814444.625000,4902.500000,4886.500000,92.750000,48.857701,48.857701,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0289,10,12.968355,13.014490,0.190260,42907115.470000,43211367.150000,712547.450000,4887.800000,4852.500000,81.500000,48.560159,48.560159,0.000000,173007168.000000,173007168
hyper,EXP_DBL_0290,10,12.937591,12.975898,0.140953,42807048.470000,42902187.500000,603433.050000,4899.200000,4888.000000,68.250000,48.698176,48.698176,0.000000,173011632.000000,173011632
hyper,EXP_DBL_0291,10,12.927733,12.988422,0.127090,42753237.820000,42685390.150000,534380.700000,4905.300000,4912.500000,61.000000,49.235875,49.235875,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0292,10,12.962546,12.940933,0.120840,42813057.290000,42828085.000000,194625.425000,4897.900000,4896.000000,22.000000,49.218476,49.218476,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0293,10,12.953623,12.972735,0.196530,42830955.260000,42803948.450000,502876.175000,4896.400000,4899.000000,57.000000,49.408677,49.408677,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0294,10,12.951130,12.924376,0.138253,42839844.990000,42758517.750000,321248.650000,4895.000000,4904.000000,36.500000,48.578267,48.578267,0.000000,173011824.000000,173011824
hyper,EXP_DBL_0295,10,12.907437,12.899451,0.078773,42714498.500000,42612963.200000,357236.700000,4909.600000,4921.000000,41.250000,48.744793,48.744793,0.000000,173009872.000000,173009872
hyper,EXP_DBL_0296,10,13.083249,13.079310,0.187176,43244825.090000,43311991.300000,540575.300000,4849.500000,4841.500000,60.500000,48.717973,48.717973,0.000000,173010640.000000,173010640
hyper,EXP_DBL_0297,10,12.822025,12.811072,0.212969,42337655.550000,42316750.150000,655995.775000,4953.800000,4955.500000,77.500000,49.380521,49.380521,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0298,10,12.986037,13.024570,0.199245,42898738.860000,43052144.000000,610533.150000,4888.600000,4870.500000,69.500000,49.261501,49.261501,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0299,10,13.056782,13.035421,0.169586,43118375.410000,43083827.250000,684208.600000,4863.800000,4867.000000,76.750000,49.353995,49.353995,0.000000,173009456.000000,173009456
hyper,EXP_DBL_0300,10,13.111534,13.123880,0.192363,43341355.400000,43459000.800000,557586.025000,4838.500000,4825.500000,62.250000,48.768429,48.768429,0.000000,173009680.000000,173009680
hyper,EXP_DBL_0301,10,13.053375,13.052357,0.127162,43132559.900000,43259444.250000,326551.050000,4862.200000,4847.500000,36.000000,48.798436,48.798436,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0302,10,13.142099,13.131191,0.231611,43443945.410000,43403717.800000,552691.075000,4827.400000,4831.500000,61.000000,49.313097,49.313097,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0303,10,12.727357,12.682825,0.107218,42072617.950000,41969103.900000,252249.250000,4984.400000,4996.500000,30.250000,48.937166,48.937166,0.000000,173012896.000000,173012896
hyper,EXP_DBL_0304,10,12.936710,12.956653,0.209565,42720421.700000,42877038.250000,656936.700000,4909.000000,4890.500000,76.000000,49.410650,49.410650,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0305,10,12.973015,12.999575,0.149691,42897534.700000,42883748.950000,582678.425000,4888.600000,4889.500000,66.000000,49.048441,49.048441,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0306,10,13.098876,13.103567,0.132272,43341905.930000,43361961.400000,575449.200000,4838.300000,4835.500000,64.500000,49.118909,49.118909,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0307,10,13.171445,13.176147,0.116218,43509494.790000,43625052.350000,397252.075000,4820.400000,4806.500000,44.000000,49.046317,49.046317,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0308,10,13.024292,13.062045,0.139109,43028664.340000,43012881.750000,158007.125000,4873.600000,4875.000000,18.000000,50.319624,50.319624,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0309,10,13.016870,13.016205,0.146206,43029243.030000,43084493.700000,708624.350000,4873.800000,4867.000000,80.000000,50.582532,50.582532,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0310,10,13.040426,13.058153,0.099614,43137284.090000,43242557.750000,282020.450000,4861.400000,4849.500000,31.500000,50.672309,50.672309,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0311,10,13.428338,13.244476,0.318307,44503486.640000,43896489.250000,2035722.000000,4716.400000,4777.000000,214.500000,50.411074,50.411074,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0312,10,14.376845,14.404948,0.201310,47522718.140000,47680843.100000,1049114.925000,4413.100000,4398.000000,98.000000,52.822501,52.822501,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0313,10,14.447572,14.448200,0.083726,47809455.610000,47825128.200000,621251.625000,4386.300000,4384.500000,56.750000,52.707448,52.707448,0.000000,173030544.000000,173030544
hyper,EXP_DBL_0314,10,14.522986,14.535545,0.328613,48040678.330000,48163614.850000,1142775.550000,4365.900000,4353.500000,103.750000,53.053364,53.053364,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0315,10,14.398617,14.302891,0.409937,47557081.700000,47089820.250000,1227880.675000,4410.200000,4453.000000,114.250000,53.338075,53.338075,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0316,10,14.381947,14.330766,0.173416,47610143.640000,47445479.950000,502995.200000,4405.300000,4420.000000,46.500000,54.991021,54.991021,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0317,10,14.168074,14.175540,0.209814,46836213.380000,46936177.700000,540091.925000,4477.500000,4467.500000,51.500000,53.544210,53.544210,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0318,10,14.207631,14.198419,0.162171,46981452.960000,46834721.200000,469471.275000,4463.600000,4477.000000,45.000000,53.335130,53.335130,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0319,10,14.491990,14.568427,0.217052,47931311.010000,48125392.000000,808205.950000,4375.100000,4357.000000,74.000000,52.951917,52.951917,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0320,10,14.511123,14.538035,0.193990,47969453.340000,48024657.550000,593692.150000,4371.800000,4366.500000,54.000000,52.951626,52.951626,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0321,10,13.766996,13.805424,1.033695,45593270.740000,45635020.150000,3470155.550000,4607.500000,4597.500000,353.250000,52.638920,52.638920,0.000000,173043408.000000,173043408
hyper,EXP_DBL_0322,10,13.114476,13.114724,0.081341,43303277.350000,43256681.850000,369768.925000,4842.500000,4847.500000,41.000000,49.633829,49.633829,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0323,10,13.043202,13.061353,0.109100,43120689.770000,43246874.600000,599241.875000,4863.300000,4849.000000,67.500000,49.502835,49.502835,0.000000,173010704.000000,173010704
hyper,EXP_DBL_0324,10,13.067122,13.078236,0.164099,43179102.090000,43274801.250000,614201.475000,4856.600000,4845.500000,69.000000,49.812649,49.812649,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0325,10,13.033771,13.007531,0.268112,43160400.410000,43076599.650000,973260.100000,4859.200000,4868.500000,109.000000,49.085608,49.085608,0.000000,173009704.000000,173009704
hyper,EXP_DBL_0326,10,13.155536,13.237172,0.343375,43522444.730000,43725889.500000,996415.500000,4819.200000,4795.500000,109.750000,48.963874,48.963874,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0327,10,13.099930,13.046664,0.189704,43355605.190000,43166129.150000,617271.025000,4837.100000,4858.000000,69.250000,49.253503,49.253503,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0328,10,13.093977,13.152754,0.290924,43263090.690000,43422669.800000,827005.375000,4847.700000,4829.500000,92.500000,49.306222,49.306222,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0329,10,13.138623,13.119264,0.126437,43418740.120000,43471300.200000,458033.800000,4830.100000,4824.000000,51.000000,49.698229,49.698229,0.000000,173049520.000000,173049520
hyper,EXP_DBL_0330,10,12.953494,12.861643,0.202217,42840226.390000,42489029.150000,644034.625000,4895.700000,4935.000000,73.750000,49.188321,49.188321,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0331,10,13.027863,13.010746,0.278901,43092692.060000,43009283.150000,882828.975000,4867.100000,4876.000000,100.750000,49.323334,49.323334,0.000000,173029536.000000,173029536
hyper,EXP_DBL_0332,10,13.205413,13.293100,0.303680,43694023.900000,43910482.500000,967707.975000,4800.200000,4775.500000,106.750000,48.990766,48.990766,0.000000,173009376.000000,173009376
hyper,EXP_DBL_0333,10,13.144725,13.157839,0.196815,43453371.250000,43411574.600000,557417.325000,4826.000000,4830.500000,61.750000,49.267048,49.267048,0.000000,173009208.000000,173009208
hyper,EXP_DBL_0334,10,13.111189,12.998034,0.458793,43358518.240000,43166551.900000,1391558.900000,4838.600000,4857.500000,157.000000,49.545980,49.545980,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0335,10,13.064463,13.068618,0.334133,43186482.080000,43148043.000000,917853.850000,4856.600000,4860.000000,104.000000,49.665172,49.665172,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0336,10,13.076001,13.059300,0.128811,43274085.550000,43178361.500000,390469.225000,4846.700000,4856.500000,43.250000,49.617174,49.617174,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0337,10,13.098877,13.121820,0.187946,43322557.980000,43327170.600000,595374.400000,4840.900000,4840.000000,66.250000,49.398155,49.398155,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0338,10,13.283401,13.273862,0.149478,43890279.210000,43871817.300000,682550.950000,4777.900000,4779.500000,74.750000,48.886398,48.886398,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0339,10,13.276069,13.305607,0.204917,43927238.260000,44056840.800000,562242.300000,4774.300000,4759.500000,60.750000,48.989424,48.989424,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0340,10,13.178697,13.188512,0.125800,43523072.620000,43544307.350000,425531.775000,4818.100000,4815.500000,46.750000,49.224183,49.224183,0.000000,173009208.000000,173009208
hyper,EXP_DBL_0341,10,13.104260,13.060454,0.163599,43328694.660000,43199303.300000,402138.375000,4840.000000,4854.500000,45.000000,49.231308,49.231308,0.000000,173006840.000000,173006840
hyper,EXP_DBL_0342,10,13.206164,13.184923,0.124313,43633889.230000,43564331.150000,539186.975000,4806.000000,4813.000000,59.750000,49.428113,49.428113,0.000000,173007632.000000,173007632
hyper,EXP_DBL_0343,10,13.211862,13.163263,0.226724,43707874.790000,43568358.100000,633692.325000,4798.000000,4813.000000,69.500000,48.987594,48.987594,0.000000,173006960.000000,173006960
hyper,EXP_DBL_0344,10,13.268980,13.278678,0.199794,43895271.050000,44006890.150000,744514.200000,4777.700000,4765.000000,81.000000,49.484774,49.484774,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0345,10,13.164046,13.163424,0.119525,43529942.460000,43566375.700000,414742.575000,4817.300000,4813.000000,45.500000,47.463522,47.463522,0.000000,173005832.000000,173005832
hyper,EXP_DBL_0346,10,13.126977,13.156194,0.086491,43421024.440000,43507520.450000,364944.400000,4830.000000,4820.000000,40.000000,48.633630,48.633630,0.000000,172997928.000000,172997928
hyper,EXP_DBL_0347,10,13.068682,13.037851,0.052201,43234416.610000,43146209.250000,184720.500000,4850.300000,4860.500000,21.000000,49.263660,49.263660,0.000000,173009208.000000,173009208
hyper,EXP_DBL_0348,10,13.121041,13.118653,0.108127,43367179.710000,43210063.950000,395138.550000,4835.700000,4853.000000,43.750000,49.191837,49.191837,0.000000,173009304.000000,173009304
hyper,EXP_DBL_0349,10,13.290308,13.266750,0.130372,43939759.840000,43907988.150000,513672.975000,4772.400000,4775.500000,55.250000,48.846283,48.846283,0.000000,172951480.000000,172951480
hyper,EXP_DBL_0350,10,13.263422,13.303351,0.206781,43826287.200000,43958609.250000,587258.675000,4785.400000,4770.500000,64.000000,48.958987,48.958987,0.000000,173019704.000000,173019704
hyper,EXP_DBL_0351,10,13.114667,13.196828,0.275146,43375450.850000,43545904.950000,823518.550000,4835.200000,4815.500000,91.750000,48.892440,48.892440,0.000000,173009224.000000,173009224
hyper,EXP_DBL_0352,10,13.203188,13.160523,0.206370,43644827.030000,43603491.200000,719198.025000,4804.800000,4809.500000,79.250000,49.071160,49.071160,0.000000,173008664.000000,173008664
hyper,EXP_DBL_0353,10,13.046184,13.115037,0.194623,43116533.850000,43274059.650000,570484.400000,4864.000000,4846.000000,64.500000,49.366266,49.366266,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0354,10,13.098590,13.090289,0.098409,43276483.270000,43229693.650000,429287.450000,4845.700000,4850.500000,48.000000,49.575025,49.575025,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0355,10,13.201684,13.206176,0.085600,43622613.050000,43586228.600000,447602.600000,4807.200000,4811.000000,49.500000,49.574140,49.574140,0.000000,173006648.000000,173006648
hyper,EXP_DBL_0356,10,13.240820,13.245231,0.259056,43762294.090000,43709806.950000,951685.775000,4792.400000,4797.500000,104.000000,48.857581,48.857581,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0357,10,13.187052,13.149294,0.192732,43586826.120000,43291335.800000,639044.875000,4811.700000,4843.500000,70.500000,48.968592,48.968592,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0358,10,13.139209,13.195536,0.258320,43443877.110000,43651161.450000,994464.575000,4827.900000,4803.500000,110.750000,48.880737,48.880737,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0359,10,13.124707,13.105742,0.191271,43360939.200000,43218678.700000,593965.575000,4836.700000,4852.000000,65.500000,49.289417,49.289417,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0360,10,13.017843,13.035642,0.192898,43025967.350000,43031718.750000,656717.600000,4874.300000,4873.000000,74.500000,49.307507,49.307507,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0361,10,13.009315,12.978543,0.176912,43021653.720000,42875162.550000,567375.850000,4874.400000,4891.000000,65.000000,49.262301,49.262301,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0362,10,13.021992,12.936809,0.297998,43051018.750000,42801369.100000,936257.800000,4871.700000,4899.500000,105.500000,49.100865,49.100865,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0363,10,13.299553,13.264457,0.133847,43971196.370000,43917919.550000,333776.300000,4769.200000,4774.500000,35.500000,49.082742,49.082742,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0364,10,13.185763,13.222039,0.131135,43592287.950000,43848952.800000,540820.800000,4810.800000,4782.500000,60.000000,49.138934,49.138934,0.000000,173008120.000000,173008120
hyper,EXP_DBL_0365,10,13.152202,13.193611,0.068731,43458201.990000,43690393.100000,323689.300000,4825.800000,4799.500000,35.500000,49.388469,49.388469,0.000000,173009544.000000,173009544
hyper,EXP_DBL_0366,10,13.162198,13.201054,0.074263,43533364.520000,43604664.800000,417120.125000,4817.500000,4809.000000,46.250000,49.512523,49.512523,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0367,10,13.156934,13.152883,0.201809,43468430.200000,43431561.600000,675269.225000,4825.000000,4828.500000,75.000000,49.235788,49.235788,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0368,10,13.281673,13.250733,0.166553,43863049.520000,43847985.450000,381801.300000,4780.900000,4782.000000,41.250000,48.734658,48.734658,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0369,10,13.107046,13.177174,0.240157,43357592.420000,43702763.550000,764413.200000,4836.900000,4798.000000,85.000000,48.820342,48.820342,0.000000,173009224.000000,173009224
hyper,EXP_DBL_0370,10,13.239363,13.263249,0.097145,43759315.220000,43819281.050000,196207.150000,4792.400000,4785.500000,21.000000,48.922329,48.922329,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0371,10,13.138259,13.169894,0.201176,43406924.220000,43350157.550000,504434.600000,4831.500000,4837.500000,56.250000,49.492485,49.492485,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0372,10,12.986707,12.894557,0.337448,42866196.510000,42516006.750000,720462.750000,4892.700000,4932.500000,82.500000,49.262608,49.262608,0.000000,173007096.000000,173007096
hyper,EXP_DBL_0373,10,13.130622,13.143450,0.117588,43406270.290000,43359117.950000,583547.075000,4831.200000,4836.500000,64.750000,48.759658,48.759658,0.000000,173011640.000000,173011640
hyper,EXP_DBL_0374,10,13.163089,13.116808,0.279908,43592796.170000,43463667.350000,1107182.850000,4811.100000,4824.500000,122.000000,48.796274,48.796274,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0375,10,13.179915,13.167451,0.096238,43561700.250000,43500070.850000,195514.075000,4814.000000,4820.500000,22.000000,48.875341,48.875341,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0376,10,13.144620,13.117864,0.147094,43415806.350000,43393747.650000,619138.150000,4830.200000,4832.000000,68.750000,49.030061,49.030061,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0377,10,13.075943,13.014007,0.240532,43213215.740000,43059363.350000,631146.700000,4853.400000,4869.500000,70.750000,49.044424,49.044424,0.000000,173012648.000000,173012648
hyper,EXP_DBL_0378,10,13.108554,13.140265,0.133143,43293639.220000,43191176.050000,508104.825000,4843.800000,4855.000000,57.250000,49.145517,49.145517,0.000000,173009512.000000,173009512
hyper,EXP_DBL_0379,10,13.050060,13.051602,0.178718,43122500.340000,43134774.150000,405688.750000,4862.900000,4861.500000,45.500000,49.077916,49.077916,0.000000,173010776.000000,173010776
hyper,EXP_DBL_0380,10,13.082134,13.070855,0.213951,43244305.790000,43156875.250000,758844.875000,4850.200000,4858.500000,85.500000,48.999704,48.999704,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0381,10,13.085099,13.086471,0.096722,43219883.150000,43045387.700000,503073.925000,4852.100000,4871.500000,56.250000,48.758474,48.758474,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0382,10,13.089879,13.063776,0.175982,43290376.830000,43331129.700000,508343.375000,4844.300000,4839.500000,57.000000,48.475404,48.475404,0.000000,173009304.000000,173009304
hyper,EXP_DBL_0383,10,13.020371,13.007209,0.289910,43013378.970000,43013958.650000,1047397.275000,4876.000000,4875.000000,119.500000,49.106132,49.106132,0.000000,173009480.000000,173009480
hyper,EXP_DBL_0384,10,12.998750,13.040617,0.176858,42953366.940000,43035732.300000,542248.600000,4882.500000,4873.000000,61.500000,49.192642,49.192642,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0385,10,13.101722,13.081282,0.195006,43353070.270000,43378903.400000,602626.700000,4837.300000,4834.000000,66.750000,49.334929,49.334929,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0386,10,12.985728,12.961392,0.198504,42895358.760000,42797983.650000,626717.225000,4889.100000,4899.500000,72.000000,48.917956,48.917956,0.000000,173013272.000000,173013272
hyper,EXP_DBL_0387,10,13.134545,13.215849,0.287958,43425318.370000,43652923.500000,1060446.900000,4829.800000,4804.000000,118.000000,48.686439,48.686439,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0388,10,13.116769,13.155552,0.127092,43388518.790000,43535724.600000,480508.575000,4833.200000,4816.500000,53.500000,48.878404,48.878404,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0389,10,13.098270,13.098878,0.120072,43346864.360000,43251844.900000,471773.225000,4837.900000,4848.000000,53.000000,49.025031,49.025031,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0390,10,13.023962,13.041563,0.095810,43025081.730000,43112537.800000,166408.075000,4874.100000,4864.000000,18.250000,49.251646,49.251646,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0391,10,13.021060,13.044407,0.238573,43079732.360000,43112110.400000,634746.825000,4868.200000,4864.000000,71.500000,49.554150,49.554150,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0392,10,13.122416,13.154683,0.161357,43408108.620000,43554356.000000,492168.525000,4831.100000,4814.500000,55.250000,49.285304,49.285304,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0393,10,13.221753,13.270491,0.128801,43679936.260000,43810530.350000,661594.600000,4801.500000,4786.500000,72.500000,49.279131,49.279131,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0394,10,13.232682,13.277814,0.093336,43765157.500000,43846804.550000,347449.775000,4791.600000,4782.000000,38.000000,48.993841,48.993841,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0395,10,13.087678,13.172678,0.339906,43231136.330000,43461285.400000,1236158.475000,4851.600000,4825.000000,139.500000,49.298051,49.298051,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0396,10,12.982789,12.905128,0.308508,42911278.380000,42656643.250000,833865.700000,4887.300000,4916.000000,94.500000,49.023654,49.023654,0.000000,173030440.000000,173030440
hyper,EXP_DBL_0397,10,13.063695,13.042033,0.292349,43208725.620000,43204116.750000,1114387.400000,4854.100000,4854.000000,126.000000,49.302803,49.302803,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0398,10,13.021935,12.966733,0.237378,43075676.760000,42903270.350000,782020.025000,4869.000000,4887.500000,88.500000,48.785677,48.785677,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0399,10,13.076837,13.030739,0.330240,43297915.920000,43062556.900000,1046268.775000,4843.600000,4869.500000,116.500000,48.835880,48.835880,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0400,10,12.975505,12.986747,0.181340,42895328.740000,42875231.700000,559498.225000,4889.000000,4891.000000,64.250000,49.022750,49.022750,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0401,10,12.822189,12.850695,0.113667,42387606.310000,42294807.300000,197826.350000,4947.200000,4958.000000,23.250000,49.264850,49.264850,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0402,10,12.892674,12.866805,0.126421,42670050.360000,42625429.950000,452082.950000,4914.500000,4919.500000,52.250000,49.162886,49.162886,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0403,10,12.917994,12.891752,0.220027,42746851.740000,42582965.000000,684384.525000,4906.200000,4924.500000,78.500000,49.131058,49.131058,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0404,10,13.188219,13.218048,0.236800,43634553.250000,43775029.150000,953710.875000,4806.500000,4790.500000,104.500000,48.598318,48.598318,0.000000,173042968.000000,173042968
hyper,EXP_DBL_0405,10,13.088809,13.119950,0.252824,43265148.630000,43330732.300000,727231.550000,4847.300000,4839.500000,81.250000,48.953650,48.953650,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0406,10,13.134208,13.163976,0.188408,43446752.710000,43536752.750000,472338.850000,4826.700000,4816.500000,52.500000,48.986404,48.986404,0.000000,173010648.000000,173010648
hyper,EXP_DBL_0407,10,12.905508,12.861684,0.320292,42634036.110000,42495104.250000,928644.450000,4919.100000,4934.500000,107.750000,49.501991,49.501991,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0408,10,13.062644,13.037755,0.127476,43159423.660000,43032638.650000,417552.300000,4858.900000,4873.000000,46.750000,49.236878,49.236878,0.000000,173009488.000000,173009488
hyper,EXP_DBL_0409,10,13.104155,13.116181,0.394511,43321349.560000,43315623.750000,1384028.200000,4841.700000,4841.000000,154.250000,49.007856,49.007856,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0410,10,13.158608,13.172217,0.184592,43502165.160000,43487724.800000,493463.700000,4820.400000,4821.500000,55.000000,48.688916,48.688916,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0411,10,13.098468,13.079042,0.222754,43301165.420000,43044548.000000,911413.275000,4843.500000,4871.500000,101.250000,48.975765,48.975765,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0412,10,13.037850,13.047878,0.055048,43133426.460000,43209668.250000,219193.975000,4861.900000,4853.000000,25.000000,49.369895,49.369895,0.000000,173049320.000000,173049320
hyper,EXP_DBL_0413,10,12.858446,12.780934,0.211663,42495442.850000,42168842.550000,650105.550000,4935.500000,4972.500000,75.250000,49.311461,49.311461,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0414,10,13.102868,13.094514,0.179310,43306937.010000,43290650.050000,583428.800000,4842.800000,4844.000000,65.500000,49.178952,49.178952,0.000000,173029608.000000,173029608
hyper,EXP_DBL_0415,10,13.040835,13.041320,0.279587,43131867.940000,42976341.800000,680598.450000,4862.100000,4879.500000,77.250000,48.702976,48.702976,0.000000,173009192.000000,173009192
hyper,EXP_DBL_0416,10,13.156907,13.262053,0.212981,43541541.030000,43774259.800000,750259.650000,4817.100000,4790.500000,82.500000,48.770634,48.770634,0.000000,173009296.000000,173009296
hyper,EXP_DBL_0417,10,13.019527,13.006649,0.130565,43053538.090000,42900839.250000,355297.025000,4870.700000,4887.500000,40.250000,49.325857,49.325857,0.000000,173009280.000000,173009280
hyper,EXP_DBL_0418,10,13.072567,13.084628,0.092740,43179844.530000,43311492.600000,436419.900000,4856.700000,4841.500000,49.250000,49.260204,49.260204,0.000000,173009280.000000,173009280
hyper,EXP_DBL_0419,10,13.068431,13.066093,0.194555,43193430.150000,43130426.550000,567859.675000,4855.100000,4862.000000,64.000000,49.293458,49.293458,0.000000,173009280.000000,173009280
hyper,EXP_DBL_0420,10,13.166435,13.182363,0.085921,43535173.310000,43470343.750000,215286.575000,4816.700000,4824.000000,23.250000,48.764007,48.764007,0.000000,173009280.000000,173009280
hyper,EXP_DBL_0421,10,13.066112,13.041428,0.267276,43220668.150000,43137908.150000,774584.875000,4852.200000,4861.000000,86.750000,48.769046,48.769046,0.000000,173009280.000000,173009280
hyper,EXP_DBL_0422,10,13.091612,13.084979,0.139015,43307724.580000,43357408.850000,494348.650000,4842.200000,4836.500000,55.250000,48.967815,48.967815,0.000000,173009280.000000,173009280
hyper,EXP_DBL_0423,10,13.027744,13.047666,0.168094,43043043.380000,43156031.900000,556296.400000,4872.200000,4859.000000,62.500000,49.201432,49.201432,0.000000,173009296.000000,173009296
hyper,EXP_DBL_0424,10,13.076704,13.075200,0.232649,43240863.370000,43209691.700000,834126.225000,4849.900000,4853.000000,94.000000,48.963813,48.963813,0.000000,173007200.000000,173007200
