Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med
eza,EXP_DBL_0681,10,8.993791,9.111740,0.497478,0.054597,136.997086,136.997086,0.000000,0.000000,2411872.000000,2411872
eza,EXP_ABL_016_disable-preheader-prot,10,8.861208,8.865679,0.483668,0.054555,136.151215,136.151215,0.000000,0.000000,2475200.000000,2475200
eza,EXP_DBL_1478,10,8.732815,8.733079,0.472946,0.054156,134.351254,134.351254,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_0905,10,9.078254,9.250953,0.499218,0.053964,143.651177,143.651177,0.000000,0.000000,2491392.000000,2491392
eza,EXP_DBL_1435,10,8.683836,8.623534,0.461601,0.053528,134.384119,134.384119,0.000000,0.000000,2475680.000000,2475680
eza,EXP_ABL_013_InstSimplify-before-inline,10,8.592811,8.525406,0.455578,0.053438,134.001656,134.001656,0.000000,0.000000,2475872.000000,2475872
eza,EXP_DBL_1222,10,8.982378,9.037929,0.480075,0.053118,136.397627,136.397627,0.000000,0.000000,2476352.000000,2476352
eza,EXP_DBL_1402,10,9.304534,9.399499,0.497552,0.052934,140.193524,140.193524,0.000000,0.000000,2475808.000000,2475808
eza,EXP_DBL_0188,10,9.012878,8.948645,0.471242,0.052661,137.022548,137.022548,0.000000,0.000000,2475136.000000,2475136
eza,EXP_DBL_0490,10,8.965892,9.097869,0.476128,0.052334,137.047007,137.047007,0.000000,0.000000,2474688.000000,2474688
eza,EXP_DBL_1645,10,8.478628,8.356946,0.436284,0.052206,134.377630,134.377630,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1218,10,8.918907,8.948763,0.464182,0.051871,136.704195,136.704195,0.000000,0.000000,2476352.000000,2476352
eza,EXP_DBL_1480,10,8.629639,8.573241,0.443969,0.051785,133.408810,133.408810,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1219,10,8.961569,9.182460,0.467990,0.050966,136.430290,136.430290,0.000000,0.000000,2476352.000000,2476352
eza,EXP_DBL_1553,10,8.616711,8.595257,0.437214,0.050867,133.915886,133.915886,0.000000,0.000000,2478400.000000,2478400
eza,EXP_DBL_1581,10,8.438519,8.520020,0.429464,0.050406,133.529237,133.529237,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1277,10,9.096186,9.180851,0.462614,0.050389,139.454337,139.454337,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1043,10,9.334124,9.363999,0.471128,0.050313,137.341624,137.341624,0.000000,0.000000,2470528.000000,2470528
eza,EXP_DBL_1598,10,8.552939,8.462005,0.425716,0.050309,134.031356,134.031356,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1613,10,8.609775,8.745919,0.439338,0.050233,133.426234,133.426234,0.000000,0.000000,2475680.000000,2475680
