Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,compile_mean,compile_med,compile_iqr,size_mean,size_med
eza,EXP_DBL_0803,10,9.056426,9.208790,0.304613,137.464923,137.464923,0.000000,2475680.000000,2475680
eza,EXP_DBL_0804,10,9.155774,9.197703,0.409219,137.330132,137.330132,0.000000,2475680.000000,2475680
eza,EXP_DBL_0805,10,9.343189,9.347402,0.112378,137.116704,137.116704,0.000000,2475680.000000,2475680
eza,EXP_DBL_0806,10,9.269170,9.377745,0.169814,137.281753,137.281753,0.000000,2475680.000000,2475680
eza,EXP_DBL_0807,10,9.260983,9.342249,0.244717,137.069768,137.069768,0.000000,2475680.000000,2475680
eza,EXP_DBL_0808,10,9.110867,9.105596,0.341309,138.025532,138.025532,0.000000,2475680.000000,2475680
eza,EXP_DBL_0809,10,9.104887,9.164434,0.298116,138.491570,138.491570,0.000000,2475680.000000,2475680
eza,EXP_DBL_0810,10,9.104105,9.205504,0.057843,137.679302,137.679302,0.000000,2475680.000000,2475680
eza,EXP_DBL_0811,10,9.339168,9.371274,0.078039,135.990143,135.990143,0.000000,2475840.000000,2475840
eza,EXP_DBL_0812,10,9.306037,9.407522,0.156268,137.483453,137.483453,0.000000,2475680.000000,2475680
eza,EXP_DBL_0813,10,9.224913,9.293788,0.300707,137.808192,137.808192,0.000000,2475680.000000,2475680
eza,EXP_DBL_0814,10,9.198036,9.218117,0.241116,137.497314,137.497314,0.000000,2475680.000000,2475680
eza,EXP_DBL_0815,10,9.133523,9.090524,0.222887,138.192370,138.192370,0.000000,2475680.000000,2475680
eza,EXP_DBL_0816,10,9.298296,9.305913,0.074324,136.783139,136.783139,0.000000,2475680.000000,2475680
eza,EXP_DBL_0817,10,9.333466,9.302453,0.104706,136.737787,136.737787,0.000000,2475680.000000,2475680
eza,EXP_DBL_0818,10,9.287144,9.300512,0.069512,137.022018,137.022018,0.000000,2475680.000000,2475680
eza,EXP_DBL_0819,10,9.068248,9.143812,0.265793,136.934727,136.934727,0.000000,2501344.000000,2501344
eza,EXP_DBL_0820,10,9.065150,9.072427,0.171078,137.320754,137.320754,0.000000,2475680.000000,2475680
eza,EXP_DBL_0821,10,9.234310,9.338467,0.319284,138.247601,138.247601,0.000000,2475680.000000,2475680
eza,EXP_DBL_0822,10,9.310546,9.358881,0.139047,136.899186,136.899186,0.000000,2475680.000000,2475680
eza,EXP_DBL_0823,10,9.289255,9.302032,0.134818,137.519878,137.519878,0.000000,2474848.000000,2474848
eza,EXP_DBL_0824,10,9.346431,9.334812,0.141164,137.058816,137.058816,0.000000,2475680.000000,2475680
eza,EXP_DBL_0825,10,9.183508,9.190254,0.321749,137.099926,137.099926,0.000000,2475680.000000,2475680
eza,EXP_DBL_0826,10,9.225394,9.283060,0.226985,137.587847,137.587847,0.000000,2475680.000000,2475680
eza,EXP_DBL_0827,10,9.226186,9.225375,0.159355,137.470375,137.470375,0.000000,2511584.000000,2511584
eza,EXP_DBL_0828,10,9.331874,9.356632,0.088019,137.357236,137.357236,0.000000,2475680.000000,2475680
eza,EXP_DBL_0829,10,9.278326,9.283061,0.101256,137.854076,137.854076,0.000000,2490272.000000,2490272
eza,EXP_DBL_0830,10,9.248171,9.274864,0.062091,136.790733,136.790733,0.000000,2475680.000000,2475680
eza,EXP_DBL_0831,10,9.189940,9.185730,0.191786,145.076879,145.076879,0.000000,2491392.000000,2491392
eza,EXP_DBL_0832,10,9.235075,9.263787,0.306678,144.502163,144.502163,0.000000,2491424.000000,2491424
eza,EXP_DBL_0833,10,9.304092,9.296432,0.110786,144.144800,144.144800,0.000000,2491392.000000,2491392
eza,EXP_DBL_0834,10,9.245455,9.288356,0.115739,144.487991,144.487991,0.000000,2491392.000000,2491392
eza,EXP_DBL_0835,10,9.150631,9.181048,0.291518,143.861340,143.861340,0.000000,2491392.000000,2491392
eza,EXP_DBL_0836,10,9.117749,9.106979,0.239288,145.014474,145.014474,0.000000,2491392.000000,2491392
eza,EXP_DBL_0837,10,9.202019,9.236548,0.365851,143.943611,143.943611,0.000000,2491392.000000,2491392
eza,EXP_DBL_0838,10,9.170001,9.261077,0.271997,143.982312,143.982312,0.000000,2491424.000000,2491424
eza,EXP_DBL_0839,10,9.285024,9.310747,0.212570,144.150300,144.150300,0.000000,2492160.000000,2492160
eza,EXP_DBL_0840,10,9.109530,9.151021,0.100790,144.308098,144.308098,0.000000,2491456.000000,2491456
eza,EXP_DBL_0841,10,9.141241,9.147920,0.206019,144.338968,144.338968,0.000000,2489056.000000,2489056
eza,EXP_DBL_0842,10,9.254828,9.236683,0.137534,143.863111,143.863111,0.000000,2491392.000000,2491392
eza,EXP_DBL_0843,10,9.140595,9.251377,0.171794,140.133650,140.133650,0.000000,2485472.000000,2485472
eza,EXP_DBL_0844,10,9.222150,9.210698,0.270848,143.171658,143.171658,0.000000,2480608.000000,2480608
eza,EXP_DBL_0845,10,9.063108,9.061471,0.207636,144.463945,144.463945,0.000000,2491424.000000,2491424
eza,EXP_DBL_0846,10,9.187725,9.270971,0.137557,144.654448,144.654448,0.000000,2490368.000000,2490368
eza,EXP_DBL_0847,10,9.239565,9.258883,0.120461,143.517668,143.517668,0.000000,2437568.000000,2437568
eza,EXP_DBL_0848,10,9.235067,9.246886,0.126305,144.745229,144.745229,0.000000,2502816.000000,2502816
eza,EXP_DBL_0849,10,9.182494,9.170393,0.204170,144.082485,144.082485,0.000000,2491488.000000,2491488
eza,EXP_DBL_0850,10,9.099491,9.078409,0.187237,144.966813,144.966813,0.000000,2491264.000000,2491264
eza,EXP_DBL_0851,10,9.232121,9.258279,0.159033,144.053441,144.053441,0.000000,2491392.000000,2491392
eza,EXP_DBL_0852,10,9.153250,9.245957,0.141622,145.218739,145.218739,0.000000,2491392.000000,2491392
eza,EXP_DBL_0853,10,9.269705,9.333927,0.161463,144.535758,144.535758,0.000000,2487936.000000,2487936
eza,EXP_DBL_0854,10,9.090727,9.051555,0.293301,144.138481,144.138481,0.000000,2491392.000000,2491392
eza,EXP_DBL_0855,10,9.099981,9.119271,0.135320,144.529513,144.529513,0.000000,2491392.000000,2491392
eza,EXP_DBL_0856,10,9.189374,9.251057,0.092933,144.052684,144.052684,0.000000,2491392.000000,2491392
eza,EXP_DBL_0857,10,9.313650,9.333327,0.076035,143.557152,143.557152,0.000000,2491392.000000,2491392
eza,EXP_DBL_0858,10,9.224687,9.196732,0.229270,143.867444,143.867444,0.000000,2491392.000000,2491392
eza,EXP_DBL_0859,10,9.084638,9.141493,0.308077,144.908800,144.908800,0.000000,2491392.000000,2491392
eza,EXP_DBL_0860,10,9.245002,9.365229,0.394479,144.646932,144.646932,0.000000,2491392.000000,2491392
eza,EXP_DBL_0861,10,9.324159,9.358265,0.447208,144.112326,144.112326,0.000000,2491392.000000,2491392
eza,EXP_DBL_0862,10,9.257798,9.230465,0.241952,144.887644,144.887644,0.000000,2490784.000000,2490784
eza,EXP_DBL_0863,10,9.223033,9.277761,0.184575,144.822043,144.822043,0.000000,2491776.000000,2491776
eza,EXP_DBL_0864,10,9.314784,9.312724,0.388424,145.468301,145.468301,0.000000,2491392.000000,2491392
eza,EXP_DBL_0865,10,9.257738,9.340876,0.137988,144.985645,144.985645,0.000000,2491392.000000,2491392
eza,EXP_DBL_0866,10,9.262308,9.293862,0.161175,144.642128,144.642128,0.000000,2491392.000000,2491392
eza,EXP_DBL_0867,10,9.221961,9.322666,0.293221,143.788593,143.788593,0.000000,2491392.000000,2491392
eza,EXP_DBL_0868,10,9.209751,9.245231,0.226430,145.602732,145.602732,0.000000,2491456.000000,2491456
