Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med,run_repeats_med
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0503,10,6.536100,6.519673,0.181881,0.027897,117.272132,117.272132,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1419,10,6.657990,6.668858,0.186021,0.027894,119.757302,119.757302,0.000000,0.000000,2620128.000000,2620128,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1045,10,6.576637,6.560618,0.182980,0.027891,123.116826,123.116826,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0996,10,6.552160,6.546040,0.182540,0.027886,122.791259,122.791259,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1014,10,6.603512,6.568932,0.182941,0.027849,119.094011,119.094011,0.000000,0.000000,2630736.000000,2630736,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1287,10,6.745708,6.794791,0.189087,0.027828,127.339168,127.339168,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0202,10,6.418347,6.382402,0.177445,0.027802,120.739373,120.739373,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0848,10,7.094364,7.062762,0.196350,0.027801,127.397567,127.397567,0.000000,0.000000,2661376.000000,2661376,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0694,10,6.661982,6.668324,0.185230,0.027778,125.244804,125.244804,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0736,10,6.697466,6.677774,0.185328,0.027753,126.181446,126.181446,0.000000,0.000000,2661040.000000,2661040,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0908,10,7.114866,7.037462,0.195252,0.027745,124.202927,124.202927,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0408,10,6.427257,6.457927,0.179157,0.027742,117.301121,117.301121,0.000000,0.000000,2633328.000000,2633328,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1393,10,6.779903,6.746202,0.187110,0.027736,117.525596,117.525596,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0243,10,6.306393,6.311229,0.174968,0.027723,129.319632,129.319632,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0133,10,6.585605,6.581432,0.182441,0.027721,116.426582,116.426582,0.000000,0.000000,2621776.000000,2621776,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0495,10,6.656985,6.676877,0.184976,0.027704,122.979631,122.979631,0.000000,0.000000,2658864.000000,2658864,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1528,10,6.664223,6.641113,0.183978,0.027703,122.237049,122.237049,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0518,10,6.587476,6.550051,0.181320,0.027682,117.326829,117.326829,0.000000,0.000000,2621088.000000,2621088,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0409,10,6.515042,6.510173,0.180134,0.027670,125.617736,125.617736,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1311,10,6.612593,6.622953,0.183246,0.027668,117.195839,117.195839,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1634,10,6.781462,6.808252,0.188276,0.027654,128.352037,128.352037,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0853,10,7.184687,7.181485,0.198350,0.027620,124.401571,124.401571,0.000000,0.000000,2649744.000000,2649744,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0637,10,6.718080,6.748551,0.186311,0.027608,121.004952,121.004952,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0593,10,6.595116,6.593385,0.181994,0.027603,120.694794,120.694794,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1446,10,6.757766,6.767003,0.186751,0.027597,119.000913,119.000913,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1583,10,6.959917,7.006585,0.193229,0.027578,134.731385,134.731385,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1551,10,7.034460,7.097914,0.195691,0.027570,131.144776,131.144776,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0758,10,6.489106,6.549093,0.180532,0.027566,123.597571,123.597571,0.000000,0.000000,2627928.000000,2627928,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0314,10,6.478947,6.528948,0.179946,0.027561,121.427900,121.427900,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0603,10,6.486488,6.464935,0.178178,0.027561,115.619949,115.619949,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_003_disable-interleaved-load-combine,10,6.469280,6.474315,0.178372,0.027551,122.850211,122.850211,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1389,10,6.660650,6.678113,0.183825,0.027526,118.328568,118.328568,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0065,10,6.609840,6.608766,0.181717,0.027496,120.840923,120.840923,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0158,10,6.506171,6.469706,0.177882,0.027495,118.810141,118.810141,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0230,10,6.346081,6.407815,0.176130,0.027487,127.308632,127.308632,0.000000,0.000000,2647160.000000,2647160,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0982,10,6.510013,6.467582,0.177675,0.027472,117.608048,117.608048,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0331,10,6.507157,6.508958,0.178647,0.027446,119.618309,119.618309,0.000000,0.000000,2637360.000000,2637360,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1654,10,6.803911,6.803015,0.186687,0.027442,132.106501,132.106501,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1144,10,5.765319,5.770238,0.158307,0.027435,122.577426,122.577426,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0756,10,6.865552,6.795652,0.186244,0.027406,120.692823,120.692823,0.000000,0.000000,2614992.000000,2614992,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0298,10,6.598808,6.586609,0.180515,0.027406,117.359244,117.359244,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0680,10,6.733297,6.769470,0.185233,0.027363,125.999786,125.999786,0.000000,0.000000,2625504.000000,2625504,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0479,10,6.399504,6.409643,0.175377,0.027361,119.760104,119.760104,0.000000,0.000000,2645312.000000,2645312,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1385,10,6.675440,6.712570,0.183651,0.027359,118.678639,118.678639,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0551,10,6.589659,6.574305,0.179796,0.027348,118.132232,118.132232,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0251,10,6.492802,6.518754,0.178010,0.027307,119.029784,119.029784,0.000000,0.000000,2622192.000000,2622192,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0425,10,6.555372,6.511640,0.177787,0.027303,117.308616,117.308616,0.000000,0.000000,2619360.000000,2619360,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0630,10,6.646822,6.651432,0.181494,0.027286,114.864165,114.864165,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1147,10,5.782152,5.773109,0.157469,0.027276,118.694908,118.694908,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_050_disable-phi-elim-edge-splitting,10,6.493409,6.459278,0.176152,0.027271,118.851872,118.851872,0.000000,0.000000,2621776.000000,2621776,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0784,10,6.454087,6.425923,0.175234,0.027270,119.646738,119.646738,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0358,10,6.494116,6.442422,0.175568,0.027252,119.376596,119.376596,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0069,10,6.523709,6.522255,0.177631,0.027235,117.355434,117.355434,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0595,10,6.574329,6.542385,0.178046,0.027214,119.842362,119.842362,0.000000,0.000000,2612304.000000,2612304,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0629,10,6.567484,6.581976,0.179083,0.027208,125.217466,125.217466,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1429,10,6.625237,6.612769,0.179763,0.027184,116.100105,116.100105,0.000000,0.000000,2630784.000000,2630784,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1108,10,5.802506,5.757758,0.156515,0.027183,124.656324,124.656324,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0755,10,6.557839,6.567338,0.178453,0.027173,123.441535,123.441535,0.000000,0.000000,2620128.000000,2620128,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0029,10,6.619332,6.575679,0.178638,0.027166,121.240261,121.240261,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0180,10,6.330732,6.310866,0.171236,0.027134,118.595406,118.595406,0.000000,0.000000,2614776.000000,2614776,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0543,10,6.587613,6.629422,0.179756,0.027115,120.747463,120.747463,0.000000,0.000000,2624832.000000,2624832,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1374,10,6.566676,6.574858,0.178119,0.027091,123.905040,123.905040,0.000000,0.000000,2621016.000000,2621016,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0270,10,6.475511,6.445997,0.174516,0.027074,119.985546,119.985546,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0609,10,6.666478,6.701542,0.181301,0.027054,117.427551,117.427551,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0096,10,6.640618,6.635870,0.179475,0.027046,118.114774,118.114774,0.000000,0.000000,2606864.000000,2606864,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1608,10,6.942902,6.888587,0.186172,0.027026,129.466806,129.466806,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_021_disable-chr,10,6.424181,6.420283,0.173068,0.026956,122.436717,122.436717,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0514,10,6.600837,6.586826,0.177514,0.026950,120.051503,120.051503,0.000000,0.000000,2620832.000000,2620832,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_083_disable-strictnode-mutation,10,6.549694,6.533387,0.176031,0.026943,123.531510,123.531510,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1119,10,5.729384,5.740864,0.154294,0.026876,125.680190,125.680190,0.000000,0.000000,2619984.000000,2619984,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0181,10,6.242769,6.194747,0.166387,0.026859,121.983973,121.983973,0.000000,0.000000,2623192.000000,2623192,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1239,10,6.648842,6.685792,0.179343,0.026824,130.542728,130.542728,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1619,10,6.737142,6.768050,0.181536,0.026822,122.876011,122.876011,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1357,10,6.519203,6.527009,0.174953,0.026804,123.437983,123.437983,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1569,10,7.028376,7.045001,0.188782,0.026797,123.481690,123.481690,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0247,10,6.370724,6.385558,0.171054,0.026788,125.220591,125.220591,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0950,10,6.577217,6.575086,0.176050,0.026775,124.264213,124.264213,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_054_disable-ssc,10,6.513740,6.585270,0.176200,0.026757,128.234736,128.234736,0.000000,0.000000,2630528.000000,2630528,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0122,10,6.470659,6.441068,0.172244,0.026742,121.874543,121.874543,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1399,10,6.759144,6.730887,0.179942,0.026734,121.212741,121.212741,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0935,10,6.513911,6.543326,0.174905,0.026730,118.848955,118.848955,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0910,10,7.088473,7.037340,0.187912,0.026702,123.227705,123.227705,0.000000,0.000000,2688464.000000,2688464,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0465,10,6.514882,6.560631,0.175159,0.026698,118.298366,118.298366,0.000000,0.000000,2621984.000000,2621984,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1288,10,6.751670,6.786755,0.181139,0.026690,129.244441,129.244441,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0683,10,6.640381,6.634207,0.176729,0.026639,126.004498,126.004498,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0783,10,6.506383,6.473394,0.172052,0.026578,124.556271,124.556271,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0089,10,6.469360,6.441580,0.171200,0.026577,123.605292,123.605292,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0138,10,6.472090,6.464128,0.171753,0.026570,118.793733,118.793733,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0538,10,6.518477,6.516711,0.173081,0.026560,115.113236,115.113236,0.000000,0.000000,2620064.000000,2620064,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0797,10,6.675342,6.710523,0.178146,0.026547,115.745324,115.745324,0.000000,0.000000,2621776.000000,2621776,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0764,10,6.470899,6.442600,0.170891,0.026525,122.957495,122.957495,0.000000,0.000000,2574512.000000,2574512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0562,10,6.534741,6.534468,0.173276,0.026517,118.979882,118.979882,0.000000,0.000000,2645104.000000,2645104,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1484,10,6.705675,6.754004,0.178824,0.026477,116.526165,116.526165,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0977,10,6.301229,6.287502,0.166351,0.026457,116.611743,116.611743,0.000000,0.000000,2645128.000000,2645128,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1566,10,7.119979,7.120425,0.188092,0.026416,126.684047,126.684047,0.000000,0.000000,2657680.000000,2657680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1336,10,6.607141,6.562394,0.173233,0.026398,119.871449,119.871449,0.000000,0.000000,2619240.000000,2619240,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0914,10,6.453497,6.486292,0.171173,0.026390,116.629970,116.629970,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0156,10,6.569212,6.558780,0.173069,0.026387,126.824618,126.824618,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0154,10,6.550043,6.577005,0.173510,0.026381,117.174654,117.174654,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_023_disable-early-taildup,10,6.365147,6.331411,0.166993,0.026375,123.979153,123.979153,0.000000,0.000000,2619824.000000,2619824,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1305,10,6.559706,6.536647,0.172389,0.026373,122.298501,122.298501,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0461,10,6.455189,6.391352,0.168503,0.026364,118.423609,118.423609,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0222,10,6.303870,6.302560,0.166060,0.026348,125.245569,125.245569,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_055_disable-type-promotion,10,6.528881,6.495801,0.170972,0.026320,123.904509,123.904509,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1183,10,6.777334,6.821373,0.179530,0.026319,130.351586,130.351586,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0773,10,6.538567,6.548462,0.172156,0.026290,120.672673,120.672673,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_017_ScalarReplacementOfAggregates,10,6.402246,6.386054,0.167866,0.026286,126.515977,126.515977,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0888,10,7.206953,7.197959,0.189177,0.026282,124.833835,124.833835,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1454,10,6.639023,6.665795,0.175111,0.026270,115.452177,115.452177,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_046_disable-machine-dce,10,6.770093,6.754601,0.177433,0.026268,135.095778,135.095778,0.000000,0.000000,2621808.000000,2621808,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0223,10,6.407452,6.423542,0.168525,0.026236,123.102281,123.102281,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1317,10,6.606676,6.595650,0.172988,0.026228,117.918896,117.918896,0.000000,0.000000,2658504.000000,2658504,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0404,10,6.351996,6.373493,0.167074,0.026214,124.390048,124.390048,0.000000,0.000000,2659696.000000,2659696,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1073,10,6.511823,6.541511,0.171440,0.026208,116.331684,116.331684,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1125,10,5.750804,5.785554,0.151573,0.026199,119.515856,119.515856,0.000000,0.000000,2620864.000000,2620864,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0176,10,6.410562,6.437498,0.168579,0.026187,118.448575,118.448575,0.000000,0.000000,2621704.000000,2621704,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0708,10,6.613272,6.612964,0.173167,0.026186,126.976622,126.976622,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0581,10,6.590901,6.529891,0.170887,0.026170,116.591849,116.591849,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0361,10,6.573137,6.543817,0.171155,0.026155,117.979210,117.979210,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1222,10,6.976633,6.983455,0.182637,0.026153,143.864773,143.864773,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0333,10,6.719729,6.747998,0.176440,0.026147,121.235465,121.235465,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1057,10,6.539702,6.517959,0.170345,0.026135,120.241918,120.241918,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0094,10,6.549377,6.549323,0.171121,0.026128,116.721288,116.721288,0.000000,0.000000,2627928.000000,2627928,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1021,10,6.451007,6.407180,0.167363,0.026121,115.934091,115.934091,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0840,10,7.080757,7.031487,0.183563,0.026106,123.016903,123.016903,0.000000,0.000000,2647536.000000,2647536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1640,10,6.824482,6.799330,0.177422,0.026094,127.010612,127.010612,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1649,10,6.933211,6.906915,0.180203,0.026090,127.484615,127.484615,0.000000,0.000000,2658240.000000,2658240,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1094,10,5.737960,5.749994,0.149702,0.026035,121.543713,121.543713,0.000000,0.000000,2620656.000000,2620656,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0652,10,6.527985,6.518401,0.169582,0.026016,124.500998,124.500998,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0625,10,6.567227,6.584283,0.171148,0.025993,117.824392,117.824392,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0780,10,6.464821,6.396660,0.166271,0.025993,119.873546,119.873546,0.000000,0.000000,2622208.000000,2622208,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0823,10,6.418193,6.429410,0.167070,0.025985,115.821558,115.821558,0.000000,0.000000,2631616.000000,2631616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0374,10,6.588106,6.603875,0.171497,0.025969,121.209498,121.209498,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0978,10,6.611414,6.660315,0.172880,0.025957,119.136139,119.136139,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0980,10,6.491529,6.558888,0.170154,0.025943,115.914402,115.914402,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_059_disable-cgdata-for-merging,10,6.597069,6.603836,0.171256,0.025933,120.755328,120.755328,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1426,10,6.749697,6.722278,0.174199,0.025914,119.631462,119.631462,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1474,10,6.721724,6.709795,0.173697,0.025887,116.157564,116.157564,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1178,10,6.642843,6.594250,0.170601,0.025871,120.483366,120.483366,0.000000,0.000000,2621856.000000,2621856,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1095,10,6.461298,6.381995,0.164875,0.025834,120.111084,120.111084,0.000000,0.000000,2619744.000000,2619744,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0030,10,6.434009,6.425171,0.165849,0.025812,120.990995,120.990995,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1008,10,6.518492,6.485845,0.167348,0.025802,120.978811,120.978811,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1350,10,6.602306,6.562915,0.169295,0.025796,119.592010,119.592010,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0053,10,6.567869,6.618317,0.170514,0.025764,122.434703,122.434703,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_079_disable-partial-libcall-inlining,10,6.484498,6.532052,0.168293,0.025764,122.179699,122.179699,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1316,10,6.633918,6.615138,0.170418,0.025762,124.353080,124.353080,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0770,10,6.580218,6.553879,0.168831,0.025760,119.716779,119.716779,0.000000,0.000000,2619824.000000,2619824,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0506,10,6.534411,6.522692,0.167923,0.025744,118.809693,118.809693,0.000000,0.000000,2620128.000000,2620128,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1171,10,6.626270,6.575024,0.169260,0.025743,119.179383,119.179383,0.000000,0.000000,2616032.000000,2616032,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0303,10,6.484566,6.436174,0.165442,0.025705,125.440112,125.440112,0.000000,0.000000,2630832.000000,2630832,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1580,10,7.074606,7.130570,0.183217,0.025695,133.128077,133.128077,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1213,10,6.955030,6.948248,0.178478,0.025687,146.662269,146.662269,0.000000,0.000000,2622528.000000,2622528,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0451,10,6.590916,6.571608,0.168787,0.025684,117.379474,117.379474,0.000000,0.000000,2621680.000000,2621680,75
