Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med,run_repeats_med
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1540,10,7.219892,7.145656,0.569249,0.079664,145.836902,145.836902,0.000000,0.000000,2621472.000000,2621472,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_001_CopyProp,10,6.447995,6.312055,0.454713,0.072039,138.456167,138.456167,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0852,10,7.248263,7.232830,0.487185,0.067357,129.138665,129.138665,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0623,10,6.567078,6.559741,0.440587,0.067165,116.020482,116.020482,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1481,10,6.661629,6.663680,0.441058,0.066188,119.799958,119.799958,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0932,10,6.572985,6.670578,0.431700,0.064717,115.731877,115.731877,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0366,10,6.535544,6.504523,0.408229,0.062761,119.085782,119.085782,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1049,10,6.562958,6.490100,0.407039,0.062717,123.544349,123.544349,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0132,10,6.595787,6.623562,0.410486,0.061974,117.926450,117.926450,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0955,10,6.560162,6.483683,0.400103,0.061709,119.387154,119.387154,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1498,10,6.669963,6.706831,0.413467,0.061649,117.717157,117.717157,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0084,10,6.589823,6.589905,0.404006,0.061307,117.226357,117.226357,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0417,10,6.488813,6.404347,0.384477,0.060034,122.205470,122.205470,0.000000,0.000000,2621904.000000,2621904,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_048_disable-mergeicmps,10,6.769678,6.697098,0.398109,0.059445,131.515039,131.515039,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0706,10,6.559712,6.456470,0.382966,0.059315,124.455977,124.455977,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0477,10,6.519450,6.575332,0.387949,0.059001,118.938331,118.938331,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0918,10,6.485578,6.445630,0.377430,0.058556,119.328894,119.328894,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1089,10,6.765335,6.659738,0.388757,0.058374,122.138748,122.138748,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1026,10,6.495275,6.506492,0.379470,0.058322,119.333832,119.333832,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1593,10,6.944963,6.837387,0.398674,0.058308,128.055694,128.055694,0.000000,0.000000,2620832.000000,2620832,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0821,10,6.574840,6.563161,0.382089,0.058217,120.074642,120.074642,0.000000,0.000000,2621808.000000,2621808,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1507,10,6.854527,6.808508,0.395518,0.058092,113.668544,113.668544,0.000000,0.000000,2606896.000000,2606896,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0616,10,6.552622,6.559627,0.381009,0.058084,120.146443,120.146443,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0965,10,6.578976,6.532224,0.375533,0.057489,120.693777,120.693777,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1499,10,6.721803,6.754900,0.386812,0.057264,118.553372,118.553372,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1175,10,6.753367,6.813135,0.388613,0.057039,120.122613,120.122613,0.000000,0.000000,2607936.000000,2607936,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1321,10,6.661816,6.576990,0.373197,0.056743,124.883255,124.883255,0.000000,0.000000,2632744.000000,2632744,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1019,10,6.632535,6.616020,0.374852,0.056658,118.786181,118.786181,0.000000,0.000000,2619776.000000,2619776,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1056,10,6.528876,6.480023,0.364674,0.056277,124.369472,124.369472,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0540,10,6.588627,6.492453,0.364880,0.056201,124.455767,124.455767,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1027,10,6.449597,6.457482,0.360829,0.055878,115.359957,115.359957,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0371,10,6.537050,6.604114,0.368863,0.055854,117.129940,117.129940,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0878,10,7.077208,7.029514,0.390593,0.055565,126.284544,126.284544,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0867,10,7.204996,7.259938,0.397825,0.054797,122.141378,122.141378,0.000000,0.000000,2650256.000000,2650256,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0484,10,6.598761,6.631644,0.362301,0.054632,117.296665,117.296665,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0589,10,6.655490,6.522830,0.356125,0.054597,117.455571,117.455571,0.000000,0.000000,2620128.000000,2620128,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0732,10,6.608737,6.550412,0.357590,0.054590,120.824508,120.824508,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1053,10,6.496528,6.496923,0.354521,0.054568,122.651142,122.651142,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0631,10,6.741602,6.747034,0.368076,0.054554,121.052423,121.052423,0.000000,0.000000,2621776.000000,2621776,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1595,10,7.128410,7.219442,0.393825,0.054551,131.389224,131.389224,0.000000,0.000000,2630784.000000,2630784,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0650,10,6.655334,6.616887,0.360344,0.054458,116.162036,116.162036,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0362,10,6.591602,6.652126,0.360005,0.054119,118.850443,118.850443,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0297,10,6.558180,6.553946,0.353097,0.053875,119.671087,119.671087,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0911,10,7.028147,7.041491,0.376982,0.053537,126.412137,126.412137,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0638,10,6.583256,6.556301,0.350968,0.053531,118.054476,118.054476,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0854,10,7.285879,7.378413,0.393948,0.053392,125.026263,125.026263,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0701,10,6.638934,6.708291,0.358139,0.053388,121.729573,121.729573,0.000000,0.000000,2626032.000000,2626032,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0027,10,6.523508,6.536115,0.348555,0.053328,120.189670,120.189670,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0510,10,6.532802,6.479996,0.344583,0.053176,120.284590,120.284590,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0738,10,6.635969,6.631299,0.349881,0.052762,124.808702,124.808702,0.000000,0.000000,2626240.000000,2626240,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1327,10,6.709017,6.708970,0.353387,0.052674,120.196009,120.196009,0.000000,0.000000,2638552.000000,2638552,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0580,10,6.527440,6.466191,0.340535,0.052664,115.964243,115.964243,0.000000,0.000000,2636976.000000,2636976,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0804,10,6.720096,6.803106,0.356305,0.052374,121.408809,121.408809,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0281,10,6.547148,6.491478,0.339953,0.052369,118.190676,118.190676,0.000000,0.000000,2621152.000000,2621152,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0746,10,6.619230,6.739351,0.351440,0.052147,120.820302,120.820302,0.000000,0.000000,2641344.000000,2641344,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0872,10,7.186795,7.232043,0.376737,0.052093,125.123768,125.123768,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1015,10,6.545522,6.599565,0.343526,0.052053,119.990536,119.990536,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0205,10,6.481474,6.536197,0.338585,0.051802,122.708697,122.708697,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1047,10,6.609085,6.633813,0.343137,0.051725,119.191134,119.191134,0.000000,0.000000,2621424.000000,2621424,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1565,10,7.141494,7.097527,0.365335,0.051474,129.439812,129.439812,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1172,10,6.753466,6.786876,0.348154,0.051298,118.258349,118.258349,0.000000,0.000000,2620304.000000,2620304,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1652,10,7.007796,7.038534,0.360917,0.051277,129.024396,129.024396,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0592,10,6.584936,6.589932,0.337212,0.051171,114.897435,114.897435,0.000000,0.000000,2627928.000000,2627928,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0868,10,7.207775,7.192098,0.365857,0.050869,122.598421,122.598421,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1151,10,6.913908,6.861400,0.347311,0.050618,123.318636,123.318636,0.000000,0.000000,2653392.000000,2653392,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0808,10,6.676274,6.675681,0.337912,0.050618,126.184488,126.184488,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0725,10,6.663314,6.617901,0.334516,0.050547,123.542643,123.542643,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_074_disable-complex-addr-modes,10,6.523351,6.536559,0.329322,0.050382,123.034310,123.034310,0.000000,0.000000,2621808.000000,2621808,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0737,10,6.693205,6.684783,0.336683,0.050366,125.530675,125.530675,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0032,10,6.423811,6.409628,0.322678,0.050343,121.516199,121.516199,0.000000,0.000000,2620768.000000,2620768,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1574,10,7.191960,7.178930,0.361385,0.050340,131.754628,131.754628,0.000000,0.000000,2658384.000000,2658384,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0983,10,6.514715,6.576075,0.330699,0.050288,116.464479,116.464479,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0757,10,6.480547,6.485754,0.324716,0.050066,120.626590,120.626590,0.000000,0.000000,2619248.000000,2619248,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1066,10,6.525543,6.545113,0.325944,0.049800,116.814702,116.814702,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0304,10,6.580949,6.618335,0.329436,0.049776,120.835074,120.835074,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1291,10,6.620276,6.664913,0.331237,0.049699,123.698421,123.698421,0.000000,0.000000,2622808.000000,2622808,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0397,10,6.557116,6.552651,0.325205,0.049630,119.402613,119.402613,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0262,10,6.593720,6.548355,0.324301,0.049524,117.247623,117.247623,0.000000,0.000000,2606896.000000,2606896,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0597,10,6.691464,6.653392,0.329242,0.049485,121.719242,121.719242,0.000000,0.000000,2620832.000000,2620832,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1505,10,6.637622,6.618149,0.327339,0.049461,117.485083,117.485083,0.000000,0.000000,2627992.000000,2627992,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0812,10,6.584416,6.502747,0.321503,0.049441,123.857243,123.857243,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1423,10,6.732966,6.682213,0.329986,0.049383,117.076229,117.076229,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1025,10,6.605510,6.559115,0.323420,0.049308,116.571140,116.571140,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0760,10,6.689233,6.602890,0.325424,0.049285,117.443735,117.443735,0.000000,0.000000,2606864.000000,2606864,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0104,10,6.426894,6.368974,0.313095,0.049159,116.153022,116.153022,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0795,10,6.564661,6.507813,0.319857,0.049150,120.415106,120.415106,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0552,10,6.556712,6.524229,0.319974,0.049044,118.571956,118.571956,0.000000,0.000000,2630528.000000,2630528,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0422,10,6.448332,6.428176,0.313270,0.048734,121.124825,121.124825,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1532,10,6.857817,6.873261,0.334913,0.048727,125.059538,125.059538,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1541,10,6.498279,6.501829,0.316021,0.048605,126.897172,126.897172,0.000000,0.000000,2624848.000000,2624848,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0197,10,6.356261,6.363333,0.309065,0.048570,120.568875,120.568875,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0555,10,6.674714,6.715709,0.325986,0.048541,121.917178,121.917178,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1421,10,6.704422,6.780304,0.328995,0.048522,117.995724,117.995724,0.000000,0.000000,2619248.000000,2619248,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0851,10,7.264735,7.338721,0.355466,0.048437,126.390572,126.390572,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1314,10,6.648665,6.620529,0.319605,0.048275,123.475581,123.475581,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0405,10,6.506892,6.468459,0.311787,0.048201,123.994549,123.994549,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1500,10,6.733773,6.776372,0.326622,0.048200,120.001680,120.001680,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0437,10,6.542929,6.484747,0.311500,0.048036,124.767451,124.767451,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1570,10,7.114822,7.175614,0.343203,0.047829,130.070623,130.070623,0.000000,0.000000,2631136.000000,2631136,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1016,10,6.531123,6.571401,0.314008,0.047784,122.382786,122.382786,0.000000,0.000000,2621040.000000,2621040,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1497,10,6.754474,6.780321,0.323063,0.047647,116.947215,116.947215,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1457,10,6.706176,6.680725,0.317944,0.047591,124.289264,124.289264,0.000000,0.000000,2621808.000000,2621808,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1401,10,6.808060,6.860959,0.326254,0.047552,115.399353,115.399353,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0718,10,6.719694,6.741256,0.319426,0.047384,119.636396,119.636396,0.000000,0.000000,2634464.000000,2634464,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0861,10,7.217656,7.326506,0.346861,0.047343,123.104337,123.104337,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1404,10,6.538061,6.538709,0.309086,0.047270,119.629987,119.629987,0.000000,0.000000,2630712.000000,2630712,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0511,10,6.705363,6.736088,0.318203,0.047239,112.612070,112.612070,0.000000,0.000000,2606864.000000,2606864,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0992,10,6.648100,6.660979,0.314557,0.047224,119.784188,119.784188,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1022,10,6.613405,6.565501,0.309968,0.047212,118.981920,118.981920,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0072,10,6.618499,6.603833,0.310633,0.047038,120.691779,120.691779,0.000000,0.000000,2658240.000000,2658240,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0367,10,6.551812,6.464672,0.303695,0.046978,117.822424,117.822424,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0621,10,6.661390,6.580978,0.308871,0.046934,115.033360,115.033360,0.000000,0.000000,2620064.000000,2620064,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1397,10,6.734282,6.691973,0.313885,0.046905,121.654635,121.654635,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0373,10,6.521571,6.516231,0.305647,0.046905,118.223250,118.223250,0.000000,0.000000,2624752.000000,2624752,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0507,10,6.594709,6.544258,0.306680,0.046862,116.857020,116.857020,0.000000,0.000000,2614992.000000,2614992,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0648,10,6.759714,6.781876,0.317063,0.046752,121.379045,121.379045,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1644,10,6.709622,6.689290,0.312418,0.046704,127.622648,127.622648,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0844,10,6.852502,6.932780,0.321377,0.046356,124.243881,124.243881,0.000000,0.000000,2644064.000000,2644064,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1294,10,6.591258,6.602061,0.305487,0.046271,121.053734,121.053734,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0999,10,6.598365,6.559164,0.303452,0.046264,121.943373,121.943373,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0619,10,6.690548,6.644227,0.306742,0.046167,118.197359,118.197359,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0897,10,7.123653,7.178218,0.331320,0.046156,125.047865,125.047865,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0265,10,6.516080,6.524022,0.300987,0.046135,118.594848,118.594848,0.000000,0.000000,2621072.000000,2621072,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0863,10,7.065887,7.009740,0.323018,0.046081,123.546908,123.546908,0.000000,0.000000,2650992.000000,2650992,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0649,10,6.656817,6.697814,0.308436,0.046050,118.220779,118.220779,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0930,10,6.588666,6.509568,0.299467,0.046004,118.885864,118.885864,0.000000,0.000000,2574488.000000,2574488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0839,10,7.152145,7.133809,0.328077,0.045989,121.766303,121.766303,0.000000,0.000000,2644464.000000,2644464,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0250,10,6.451811,6.485693,0.297064,0.045803,119.030791,119.030791,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0858,10,7.330007,7.348230,0.336557,0.045801,121.034772,121.034772,0.000000,0.000000,2650288.000000,2650288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0439,10,6.500218,6.457352,0.294719,0.045641,119.927797,119.927797,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1624,10,6.304846,6.260347,0.285258,0.045566,123.353298,123.353298,0.000000,0.000000,2625008.000000,2625008,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0658,10,6.552294,6.574121,0.299414,0.045544,117.614405,117.614405,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1563,10,7.046306,6.961457,0.317030,0.045541,128.879528,128.879528,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0241,10,6.332092,6.304832,0.287064,0.045531,119.769797,119.769797,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1062,10,6.592609,6.579856,0.298782,0.045409,118.034401,118.034401,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1521,10,6.693183,6.710662,0.304646,0.045397,118.231048,118.231048,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1592,10,7.076524,7.060753,0.319581,0.045262,132.435559,132.435559,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0527,10,6.710261,6.760740,0.305998,0.045261,117.448708,117.448708,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1517,10,6.700528,6.701072,0.302948,0.045209,120.808171,120.808171,0.000000,0.000000,2619408.000000,2619408,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0488,10,6.501022,6.527709,0.295034,0.045197,120.704753,120.704753,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0690,10,6.546503,6.541637,0.295329,0.045146,122.610641,122.610641,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1468,10,6.677510,6.672087,0.300973,0.045109,119.599749,119.599749,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0824,10,6.554225,6.524537,0.294030,0.045065,118.444861,118.444861,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1072,10,6.517508,6.541557,0.294499,0.045020,118.283822,118.283822,0.000000,0.000000,2631568.000000,2631568,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0380,10,6.471110,6.475801,0.291470,0.045009,120.476172,120.476172,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1510,10,6.794014,6.855514,0.308411,0.044987,122.522646,122.522646,0.000000,0.000000,2620816.000000,2620816,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0537,10,6.535369,6.565119,0.294914,0.044921,116.391701,116.391701,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0512,10,6.735283,6.783327,0.304515,0.044892,119.829501,119.829501,0.000000,0.000000,2612304.000000,2612304,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0459,10,6.511923,6.477802,0.290272,0.044810,116.354015,116.354015,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0862,10,7.158121,7.087752,0.317558,0.044804,121.925411,121.925411,0.000000,0.000000,2649504.000000,2649504,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0810,10,6.654385,6.636990,0.297353,0.044802,125.434567,125.434567,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_075_disable-dfa-sched,10,6.665706,6.691148,0.299567,0.044771,122.428558,122.428558,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1618,10,6.898928,6.838398,0.306103,0.044762,131.264387,131.264387,0.000000,0.000000,2623104.000000,2623104,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1646,10,6.911511,6.847850,0.306449,0.044751,125.391616,125.391616,0.000000,0.000000,2621536.000000,2621536,75
