t,disabled_mir,disabled_llvm,runtime_n,compile_time_n,size_n,hv
1,InstSimplify-after-simplifycfg,,1.001513410720653,1.125346121871158,0.9995918731745881,0.0
2,,ifcvt-simple-false,0.9970088348322178,1.0277637242964697,1.0000000000000002,0.0
3,JumpThreading;SingleUseConsts,loop-idiom-vectorize-all,1.0500498639313014,1.2949940401548798,1.000025016031923,0.0
4,UnreachableEnumBranching,,0.9826294520819303,1.0538780787976478,0.9993240399454125,0.0
5,DeadStoreElimination-initial;JumpThreading;ReferencePropagation,ifcvt-simple-false,1.0061380346048956,1.4133491781424232,0.9989791648794154,0.0
6,JumpThreading,loop-idiom-vectorize-all,1.0361425046231851,1.1394507908225746,1.0007142219444691,0.0
7,,,1.0,1.0,1.0000000000000002,0.0
8,ImpossiblePredicates;JumpThreading,,1.0280415630138586,1.2188958398111094,1.000025016031923,0.0
9,DataflowConstProp,,0.9818965175706194,1.0566575175792614,0.9993112859821192,0.0
10,ForceInline,,0.9789509131967828,1.1071055586887597,0.9993112859821192,1.0266666666666666
11,,loop-idiom-vectorize-all,1.0095737094409887,1.0186511085851875,1.0000000000000002,1.0266666666666666
12,JumpThreading,ifcvt-simple-false,1.0452166154792075,1.1496440523732387,1.0007142219444691,1.0266666666666666
13,DataflowConstProp;InstSimplify-after-simplifycfg,,0.9833825302868824,1.189105439553827,0.9989034402393726,1.0266666666666666
14,ReferencePropagation,,0.9817895487500496,1.080984675678572,0.9989541750098841,1.0266666666666666
15,JumpThreading,,1.0378273443999841,1.11858788668592,1.0007142219444691,1.0266666666666666
16,DeadStoreElimination-initial,,0.9849728616140409,1.1372777341242188,0.9993112859821192,1.0266666666666666
17,ImpossiblePredicates;UnreachableEnumBranching,ifcvt-simple-false,0.9661087871966579,1.1802666580601584,0.9986357914706965,1.0266666666666666
18,ImpossiblePredicates,loop-idiom-vectorize-all,0.9690002544361553,1.1099973576077955,0.9993112859821192,1.0266666666666666
19,ImpossiblePredicates,,0.9905708965571886,1.089673734463883,0.9993112859821192,1.0266666666666666
20,ForceInline;GVN;UnreachableEnumBranching,,0.9947914952551233,1.3667935278476944,0.9980881192088664,1.0373333333333334
21,InstSimplify-after-simplifycfg,loop-idiom-vectorize-all,1.0127489516174002,1.1463350745860965,0.9995918731745881,1.0373333333333334
22,InstSimplify-after-simplifycfg;JumpThreading,ifcvt-simple-false,1.0486796682666237,1.293747475870467,1.000305803625922,1.0373333333333334
23,GVN;UnreachableEnumBranching,,1.0161811811448367,1.2345647776048612,0.9987759902340637,1.0373333333333334
