t,disabled_mir,disabled_llvm,runtime_n,compile_time_n,size_n,hv
1,,,1.0,1.0,1.0000000000000002,0.0
2,DeadStoreElimination-initial;EarlyOtherwiseBranch,,0.9686633093969503,1.2844640660772482,0.9986230462912364,0.0
3,DestinationPropagation,,0.9980131532031218,1.0784151273242375,0.9994133176884711,0.0
4,DeadStoreElimination-initial,,0.9849728616140409,1.1372777341242188,0.9993112859821192,0.0
5,SingleUseConsts,,0.9896656233905154,1.1365072108291907,0.9993112859821192,0.0
6,EnumSizeOpt,,0.9857612614397215,1.1062601508931786,0.9993112859821192,0.0
7,DeadStoreElimination-final;SingleUseConsts,,0.9796144850617586,1.3347335831020681,0.9987377529063829,0.0
8,CopyProp;DestinationPropagation,,0.9768635459907158,1.1572044782215625,0.9987887401307682,0.0
9,ForceInline,cgp-gc-opts,0.9828370857534294,1.0541859728553866,0.9993112859821192,0.0
10,DeadStoreElimination-final,,0.9898439047581321,1.1744171707703046,0.9994260716517654,0.0
11,DestinationPropagation;ForceInline;GVN,,1.0103656010469697,1.3986160695565886,0.998177286537075,0.0
12,CopyProp;DeadStoreElimination-initial;EarlyOtherwiseBranch;GVN,,0.9805096200754326,1.6146173118789617,0.9974516395971835,0.0
13,,nofree-inference,0.9996117427994139,0.9971333021223592,1.0000000000000002,0.0
14,ForceInline,,0.9789509131967828,1.1071055586887597,0.9993112859821192,0.0
15,EarlyOtherwiseBranch,,0.9834416227566262,1.129419865998144,0.9993112859821192,0.0
16,DataflowConstProp,,0.9818965175706194,1.0566575175792614,0.9993112859821192,0.0
17,,cgp-gc-opts,1.0039697317855867,0.9522000540797118,1.0000000000000002,0.0
18,EarlyOtherwiseBranch;ForceInline,,0.9627410746733255,1.2503870117400595,0.9986230462912364,0.0
19,GVN,,1.0341448437066678,1.1714493378715645,0.9994515795783534,0.0
20,CopyProp;SingleUseConsts,,0.9686929146249522,1.2195407877538202,0.9986867721885394,1.069
