Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,compile_mean,compile_med,compile_iqr,size_mean,size_med,alloca_mean,alloca_med,load_mean,load_med,store_mean,store_med,gep_mean,gep_med,phi_mean,phi_med,bb_mean,bb_med
rg,EXP_DBL_0212,10,9.375893,9.350383,0.060040,43.872176,43.872176,0.000000,24211792.000000,24211792,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0213,10,9.959038,9.928774,0.030197,43.799009,43.799009,0.000000,24396088.000000,24396088,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0214,10,9.402627,9.367990,0.065087,43.771194,43.771194,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0215,10,9.414487,9.381515,0.056959,43.830910,43.830910,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0216,10,9.563151,9.537239,0.068202,43.627752,43.627752,0.000000,24192584.000000,24192584,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0217,10,9.318465,9.282146,0.110067,43.961670,43.961670,0.000000,24211192.000000,24211192,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0218,10,9.371754,9.348814,0.039872,43.768653,43.768653,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0219,10,9.377915,9.369864,0.038248,43.713998,43.713998,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0220,10,9.407953,9.395042,0.091189,43.828641,43.828641,0.000000,24237184.000000,24237184,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0221,10,9.387331,9.380581,0.031104,43.996272,43.996272,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0222,10,9.402981,9.378552,0.063851,43.718847,43.718847,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0223,10,9.404646,9.384412,0.106860,43.970288,43.970288,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0224,10,9.453017,9.441102,0.055033,43.824095,43.824095,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0225,10,11.647624,11.919650,0.943526,49.491173,49.491173,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0226,10,11.486010,11.454296,1.152807,51.670040,51.670040,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0227,10,11.861511,12.046380,0.704558,50.283436,50.283436,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0228,10,11.570196,11.738128,1.045691,52.659336,52.659336,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0229,10,11.677957,11.858111,0.749315,50.813871,50.813871,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0230,10,12.191868,12.367013,1.124157,52.445413,52.445413,0.000000,24255160.000000,24255160,3846.000000,3846,21893.000000,21893,15167.000000,15167,26125.000000,26125,9290.000000,9290,1536.000000,1536
rg,EXP_DBL_0231,10,11.521889,11.749246,1.446041,51.202257,51.202257,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0232,10,12.145300,12.120246,0.752809,52.725354,52.725354,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0233,10,11.734407,11.986727,0.987749,49.570806,49.570806,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0234,10,11.706398,11.685054,0.573154,53.317499,53.317499,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0235,10,11.475958,11.579944,0.979649,51.719245,51.719245,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0236,10,12.547521,12.364152,0.719531,50.451280,50.451280,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0237,10,11.991969,12.201256,0.639445,51.969521,51.969521,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0238,10,13.840553,13.668822,0.297720,50.125476,50.125476,0.000000,24369016.000000,24369016,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0239,10,11.792589,12.134021,1.408395,49.570101,49.570101,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
