Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med
rg,EXP_DBL_1135,10,10.793064,10.834649,1.051320,0.097033,51.880227,51.880227,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_1180,10,11.508681,11.476670,1.108036,0.096547,51.854591,51.854591,0.000000,0.000000,24413448.000000,24413448
rg,EXP_DBL_0492,10,13.535864,14.009126,1.348871,0.096285,53.548783,53.548783,0.000000,0.000000,24233080.000000,24233080
rg,EXP_DBL_0284,10,12.408645,12.238332,1.170272,0.095623,51.686927,51.686927,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_0334,10,13.147419,13.598709,1.297887,0.095442,54.216179,54.216179,0.000000,0.000000,24216672.000000,24216672
rg,EXP_DBL_1147,10,11.155271,11.233840,1.071231,0.095358,53.336774,53.336774,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0259,10,12.084134,11.932753,1.137407,0.095318,51.338003,51.338003,0.000000,0.000000,24217488.000000,24217488
rg,EXP_DBL_1184,10,11.478155,11.701128,1.111665,0.095005,52.774579,52.774579,0.000000,0.000000,24256768.000000,24256768
rg,EXP_DBL_1175,10,11.257040,11.269684,1.065368,0.094534,51.501916,51.501916,0.000000,0.000000,24292272.000000,24292272
rg,EXP_DBL_0554,10,13.258902,13.361228,1.254617,0.093900,56.456508,56.456508,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_0330,10,12.096074,12.094031,1.133849,0.093753,53.884708,53.884708,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_1170,10,11.240282,11.300821,1.059438,0.093749,51.000388,51.000388,0.000000,0.000000,24257440.000000,24257440
rg,EXP_DBL_1139,10,11.337834,11.256989,1.053028,0.093544,52.071609,52.071609,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_1167,10,11.132604,11.374443,1.051311,0.092427,52.933222,52.933222,0.000000,0.000000,24256768.000000,24256768
rg,EXP_DBL_0385,10,13.422427,13.597175,1.252232,0.092095,53.010618,53.010618,0.000000,0.000000,24215992.000000,24215992
rg,EXP_DBL_1196,10,11.033387,10.961770,1.006173,0.091789,51.701682,51.701682,0.000000,0.000000,24256768.000000,24256768
rg,EXP_DBL_1161,10,11.737853,11.833869,1.084483,0.091642,52.540607,52.540607,0.000000,0.000000,24259176.000000,24259176
rg,EXP_DBL_1158,10,11.522035,11.546710,1.055628,0.091422,52.585666,52.585666,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_1340,10,10.495707,10.481282,0.957734,0.091376,48.041371,48.041371,0.000000,0.000000,24207776.000000,24207776
rg,EXP_DBL_1131,10,11.066860,11.046133,1.005081,0.090989,52.115274,52.115274,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0230,10,12.191868,12.367013,1.124157,0.090900,52.445413,52.445413,0.000000,0.000000,24255160.000000,24255160
rg,EXP_DBL_1124,10,11.379236,11.637123,1.057688,0.090889,51.969788,51.969788,0.000000,0.000000,24206448.000000,24206448
rg,EXP_DBL_1154,10,11.702795,11.627672,1.054689,0.090705,52.723492,52.723492,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0513,10,13.254292,13.369643,1.211128,0.090588,56.085567,56.085567,0.000000,0.000000,24233120.000000,24233120
rg,EXP_DBL_0279,10,12.038173,12.150845,1.099045,0.090450,52.609956,52.609956,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_0493,10,13.132195,13.432360,1.213675,0.090355,54.014266,54.014266,0.000000,0.000000,24233080.000000,24233080
rg,EXP_DBL_0534,10,13.455821,13.781569,1.243393,0.090221,56.312804,56.312804,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_1190,10,11.578277,11.577276,1.035279,0.089423,52.599902,52.599902,0.000000,0.000000,24256768.000000,24256768
rg,EXP_DBL_0228,10,11.570196,11.738128,1.045691,0.089085,52.659336,52.659336,0.000000,0.000000,24221624.000000,24221624
rg,EXP_DBL_1206,10,11.361536,11.524889,1.025214,0.088957,53.958008,53.958008,0.000000,0.000000,24256768.000000,24256768
rg,EXP_ABL_039_disable-cleanups,10,12.968894,12.565455,1.115758,0.088796,52.415549,52.415549,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_0271,10,11.690350,11.701121,1.034325,0.088395,50.918064,50.918064,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_0267,10,11.793229,11.651657,1.023042,0.087802,53.293594,53.293594,0.000000,0.000000,24382272.000000,24382272
rg,EXP_DBL_0522,10,12.908322,13.431321,1.178800,0.087765,55.762993,55.762993,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_1129,10,11.483518,11.491450,1.005952,0.087539,51.645144,51.645144,0.000000,0.000000,24144088.000000,24144088
rg,EXP_DBL_0498,10,12.917121,13.171279,1.151504,0.087425,54.485591,54.485591,0.000000,0.000000,24233080.000000,24233080
rg,EXP_DBL_0339,10,12.877463,13.033576,1.139366,0.087418,52.969279,52.969279,0.000000,0.000000,24215992.000000,24215992
