t,disabled_mir,disabled_llvm,runtime_n,compile_time_n,size_n,hv
1,EarlyOtherwiseBranch,,0.9834416227566262,1.129419865998144,0.9993112859821192,0.0
2,EarlyOtherwiseBranch;GVN,postra-machine-licm,1.0100827277855626,1.3252159583760872,0.9987887196447927,0.0
3,GVN;UnreachablePropagation,,1.01781591745734,1.2571457450394607,0.9987632432653043,0.0
4,,,1.0,1.0,1.0000000000000002,0.0
5,EnumSizeOpt,,0.9857612614397215,1.1062601508931786,0.9993112859821192,0.0
6,ForceInline;GVN,machine-licm,1.0147042586595505,1.2537906312176288,0.9977951408447528,0.0
7,EnumSizeOpt;ScalarReplacementOfAggregates,,0.9735197944852321,1.2596619382337197,0.9989289305982957,0.0
8,InstSimplify-before-inline,machine-licm,0.995014035444712,1.021597651422852,0.9983426523430988,0.0
9,,postra-machine-licm,0.9931777663325543,1.0016309216391706,1.0000255079265885,0.0
10,UnreachablePropagation,,0.9842102135414605,1.0731541726965337,0.9993112859821192,0.0
11,DataflowConstProp;EnumSizeOpt;InstSimplify-before-inline,postra-machine-licm,0.9519316500273118,1.2372761667375076,0.997960735860554,0.0
12,CopyProp;UnreachablePropagation,,0.9633531142497003,1.151559156581829,0.9986867721885394,0.0
13,DataflowConstProp;ForceInline;UnreachablePropagation,,0.9460508999054207,1.2554094604334278,0.9979352806006764,0.0
14,EarlyOtherwiseBranch;ForceInline;GVN;UnreachableEnumBranching,,0.9783193623981893,1.5436837630688738,0.9974007219300867,0.0
15,,machine-licm,1.005524741492017,0.9667462090802099,0.9990306987896489,0.0
16,CopyProp,machine-licm,0.9914566940957334,1.037376993428414,0.9984063603474083,0.0
17,ForceInline,,0.9789509131967828,1.1071055586887597,0.9993112859821192,0.0
18,EarlyOtherwiseBranch;ForceInline;InstSimplify-before-inline;ScalarReplacementOfAggregates,,0.9461221438798086,1.5045568426572902,0.9975534517025167,0.0
19,GVN;ScalarReplacementOfAggregates,,1.021302535507316,1.3338907148508425,0.9990691705155486,0.0
20,ScalarReplacementOfAggregates,,0.9875817122934912,1.1386670099403715,0.9996173811011776,1.067
21,EarlyOtherwiseBranch;ForceInline;UnreachablePropagation,,0.947539598689369,1.3418580391343944,0.9979352806006764,1.067
22,GVN,,1.0341448437066678,1.1714493378715645,0.9994515795783534,1.067
23,ForceInline;GVN;UnreachablePropagation,,0.9963918218610845,1.3917930424151095,0.998075381019123,1.067
24,GVN;ScalarReplacementOfAggregates;UnreachablePropagation,,1.0051763865620906,1.4314703865633436,0.9983810975729817,1.067
25,UnreachableEnumBranching,,0.9826294520819303,1.0538780787976478,0.9993240399454125,1.067
26,GVN;InstSimplify-before-inline,,1.0290726543460689,1.2379152678230492,0.9987632432653043,1.067
27,,machine-licm;postra-machine-licm,0.9986648167471605,0.9683228963921849,0.9990561819913731,1.067
28,DataflowConstProp,machine-licm,0.9849352320171014,1.021519649415856,0.9983426523430988,1.067
29,EnumSizeOpt;ForceInline,,0.9650118870804281,1.2247467624097041,0.9986230462912364,1.067
30,DataflowConstProp,,0.9818965175706194,1.0566575175792614,0.9993112859821192,1.067
31,CopyProp;InstSimplify-before-inline,machine-licm,0.9810930407312123,1.0962358995282475,0.9977187438914953,1.067
