Variant,ConfigName,n,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_med,compile_iqr,compile_iqr_ratio,size_med
A,EXP_ABL_073_disable-cgp-gc-opts,10,10.911359,0.044409,0.004070,7.225296,0.000000,0.000000,417488
A,EXP_DBL_0844,10,11.510278,0.046784,0.004065,6.896839,0.000000,0.000000,415136
A,EXP_DBL_0119,10,10.908797,0.044320,0.004063,7.000620,0.000000,0.000000,417488
A,EXP_DBL_1121,10,11.177630,0.045390,0.004061,7.251155,0.000000,0.000000,417616
A,EXP_DBL_0111,10,10.913115,0.044266,0.004056,7.019837,0.000000,0.000000,417488
A,EXP_ABL_065_disable-ondemand-mds-loading,10,10.910749,0.044249,0.004056,7.142545,0.000000,0.000000,417488
A,EXP_DBL_0907,10,10.793841,0.043774,0.004055,7.106863,0.000000,0.000000,417648
A,EXP_DBL_1446,10,10.896126,0.044173,0.004054,6.967192,0.000000,0.000000,417488
A,EXP_DBL_1073,10,10.938292,0.044284,0.004049,7.192495,0.000000,0.000000,417488
A,EXP_DBL_1219,10,10.924459,0.044231,0.004049,7.386203,0.000000,0.000000,417488
A,EXP_DBL_0181,10,10.906311,0.044067,0.004041,7.136927,0.000000,0.000000,417504
A,EXP_DBL_0438,10,10.896282,0.044005,0.004039,7.054434,0.000000,0.000000,417264
A,EXP_DBL_0836,10,10.799687,0.043606,0.004038,7.053997,0.000000,0.000000,417648
A,EXP_DBL_0503,10,10.900315,0.044004,0.004037,7.042554,0.000000,0.000000,417488
A,EXP_DBL_1222,10,10.887273,0.043942,0.004036,7.577103,0.000000,0.000000,417488
A,EXP_DBL_1203,10,10.903903,0.043976,0.004033,7.200683,0.000000,0.000000,417792
A,EXP_DBL_1459,10,10.900243,0.043947,0.004032,6.997288,0.000000,0.000000,417488
A,EXP_DBL_0428,10,10.512121,0.042363,0.004030,6.552450,0.000000,0.000000,416112
A,EXP_DBL_0381,10,10.901581,0.043911,0.004028,7.060156,0.000000,0.000000,417488
A,EXP_DBL_0911,10,10.775523,0.043398,0.004027,7.087477,0.000000,0.000000,417648
A,EXP_DBL_0352,10,10.894416,0.043859,0.004026,7.176897,0.000000,0.000000,417424
A,EXP_DBL_0884,10,11.484209,0.046223,0.004025,7.261859,0.000000,0.000000,418960
B,EXP_DBL_1363,10,16.509451,0.066368,0.004020,7.087384,0.000000,0.000000,417488
A,EXP_ABL_068_disable-thinlto-funcattrs,10,10.910177,0.043851,0.004019,7.061352,0.000000,0.000000,417488
A,EXP_DBL_0505,10,10.909282,0.043828,0.004017,7.142256,0.000000,0.000000,417488
A,EXP_DBL_0370,10,10.906284,0.043796,0.004016,7.140324,0.000000,0.000000,417488
A,EXP_DBL_0242,10,10.910145,0.043798,0.004014,7.114387,0.000000,0.000000,417488
B,EXP_DBL_0895,10,9.422772,0.037784,0.004010,7.101019,0.000000,0.000000,417648
A,EXP_DBL_0931,10,11.564520,0.046356,0.004008,7.222970,0.000000,0.000000,419232
A,EXP_DBL_0880,10,11.474837,0.045979,0.004007,7.113379,0.000000,0.000000,416592
A,EXP_DBL_0322,10,10.922453,0.043771,0.004007,7.232203,0.000000,0.000000,417488
A,EXP_DBL_1210,10,10.922789,0.043770,0.004007,7.270139,0.000000,0.000000,417488
A,EXP_DBL_0624,10,10.899504,0.043669,0.004007,7.141598,0.000000,0.000000,417488
A,EXP_DBL_0920,10,10.899010,0.043665,0.004006,7.062771,0.000000,0.000000,417488
A,EXP_DBL_0986,10,10.883153,0.043564,0.004003,6.988847,0.000000,0.000000,417488
A,EXP_DBL_1169,10,10.945581,0.043766,0.003999,7.316927,0.000000,0.000000,417488
A,EXP_DBL_0808,10,10.912761,0.043630,0.003998,7.107359,0.000000,0.000000,417488
A,EXP_DBL_0254,10,10.920590,0.043631,0.003995,7.088601,0.000000,0.000000,417488
A,EXP_DBL_0587,10,10.931332,0.043660,0.003994,7.425885,0.000000,0.000000,417488
A,EXP_DBL_0588,10,10.924963,0.043610,0.003992,7.075887,0.000000,0.000000,417488
A,EXP_DBL_0442,10,10.908234,0.043544,0.003992,7.155344,0.000000,0.000000,417488
A,EXP_DBL_0829,10,10.857485,0.043341,0.003992,7.123139,0.000000,0.000000,419888
A,EXP_DBL_1593,10,10.918547,0.043544,0.003988,7.179824,0.000000,0.000000,417488
A,EXP_DBL_0042,10,10.899013,0.043435,0.003985,7.024512,0.000000,0.000000,417488
A,EXP_DBL_0767,10,10.894567,0.043407,0.003984,7.128160,0.000000,0.000000,417424
A,EXP_DBL_0815,10,10.887805,0.043316,0.003978,7.094703,0.000000,0.000000,417488
A,EXP_DBL_1041,10,10.777164,0.042807,0.003972,7.141172,0.000000,0.000000,417952
A,EXP_DBL_0866,10,10.812026,0.042933,0.003971,7.151728,0.000000,0.000000,417648
A,EXP_DBL_1151,10,11.186098,0.044390,0.003968,7.264176,0.000000,0.000000,425312
A,EXP_DBL_0431,10,10.895719,0.043231,0.003968,7.131990,0.000000,0.000000,417488
B,EXP_DBL_1370,10,16.503930,0.065440,0.003965,7.007155,0.000000,0.000000,417488
A,EXP_DBL_0228,10,10.924913,0.043261,0.003960,7.141527,0.000000,0.000000,417488
A,EXP_DBL_1018,10,10.923681,0.043200,0.003955,7.167550,0.000000,0.000000,417488
A,EXP_DBL_1338,10,10.891970,0.043014,0.003949,7.110805,0.000000,0.000000,417488
A,EXP_DBL_0769,10,10.880859,0.042972,0.003949,7.144001,0.000000,0.000000,417488
A,EXP_DBL_0192,10,10.905759,0.043057,0.003948,7.161843,0.000000,0.000000,417488
A,EXP_DBL_0919,10,10.899427,0.043025,0.003947,7.148577,0.000000,0.000000,417488
A,EXP_DBL_0239,10,10.894951,0.042973,0.003944,7.050692,0.000000,0.000000,417488
A,EXP_DBL_0600,10,10.903679,0.042989,0.003943,7.027047,0.000000,0.000000,417488
A,EXP_DBL_0098,10,10.899886,0.042973,0.003943,7.006344,0.000000,0.000000,417504
A,EXP_DBL_1061,10,10.900882,0.042966,0.003942,7.069078,0.000000,0.000000,417488
A,EXP_DBL_1512,10,11.574147,0.045619,0.003941,6.968715,0.000000,0.000000,419232
A,EXP_DBL_0557,10,10.883617,0.042871,0.003939,7.120121,0.000000,0.000000,417488
A,EXP_DBL_1291,10,10.938899,0.043072,0.003938,7.562061,0.000000,0.000000,417584
B,EXP_DBL_1486,10,16.487214,0.064905,0.003937,7.231718,0.000000,0.000000,417488
A,EXP_DBL_0082,10,10.836034,0.042510,0.003923,7.065032,0.000000,0.000000,419888
B,EXP_DBL_1605,10,16.505220,0.064645,0.003917,6.953447,0.000000,0.000000,417488
B,EXP_DBL_1639,10,16.531320,0.064615,0.003909,7.185241,0.000000,0.000000,417488
A,EXP_DBL_0205,10,10.924088,0.042685,0.003907,7.118230,0.000000,0.000000,417488
A,EXP_DBL_0250,10,10.912809,0.042618,0.003905,7.061300,0.000000,0.000000,417488
A,EXP_DBL_0853,10,10.789829,0.041975,0.003890,7.163594,0.000000,0.000000,417424
A,EXP_DBL_0754,10,10.909444,0.042428,0.003889,7.064400,0.000000,0.000000,417488
A,EXP_DBL_0677,10,10.493806,0.040796,0.003888,6.520269,0.000000,0.000000,416112
A,EXP_ABL_060_disable-global-outlining,10,10.901352,0.042369,0.003887,7.159194,0.000000,0.000000,417488
A,EXP_DBL_0612,10,10.890930,0.042327,0.003886,7.019341,0.000000,0.000000,417488
A,EXP_DBL_1562,10,10.892860,0.042281,0.003882,6.966042,0.000000,0.000000,417488
B,EXP_DBL_1626,10,16.511597,0.064052,0.003879,7.339646,0.000000,0.000000,417488
A,EXP_DBL_1247,10,10.877968,0.042200,0.003879,7.602017,0.000000,0.000000,417520
A,EXP_DBL_0790,10,10.934037,0.042403,0.003878,7.167640,0.000000,0.000000,417488
A,EXP_DBL_1537,10,10.910545,0.042311,0.003878,7.096038,0.000000,0.000000,417488
A,EXP_ABL_013_InstSimplify-before-inline,10,10.882984,0.042209,0.003878,7.014307,0.000000,0.000000,417488
A,EXP_DBL_0283,10,10.936428,0.042356,0.003873,7.165559,0.000000,0.000000,417488
A,EXP_DBL_0296,10,11.507801,0.044543,0.003871,6.988720,0.000000,0.000000,418288
A,EXP_DBL_0346,10,11.480927,0.044314,0.003860,7.022504,0.000000,0.000000,415008
B,EXP_DBL_1588,10,16.503429,0.063544,0.003850,7.104680,0.000000,0.000000,417488
A,EXP_DBL_0272,10,10.904348,0.041987,0.003850,7.106062,0.000000,0.000000,417264
A,EXP_DBL_0015,10,10.916272,0.041974,0.003845,7.041263,0.000000,0.000000,417504
A,EXP_DBL_1163,10,10.925251,0.041944,0.003839,7.199122,0.000000,0.000000,417488
A,EXP_DBL_1259,10,11.527273,0.044206,0.003835,7.508229,0.000000,0.000000,415008
A,EXP_DBL_1468,10,10.891336,0.041763,0.003835,7.126480,0.000000,0.000000,417488
A,EXP_DBL_0131,10,10.904462,0.041781,0.003832,6.985567,0.000000,0.000000,417488
A,EXP_DBL_0460,10,10.746302,0.041160,0.003830,6.989155,0.000000,0.000000,417952
A,EXP_DBL_0058,10,10.895784,0.041715,0.003829,6.972039,0.000000,0.000000,417488
A,EXP_DBL_1313,10,10.884239,0.041647,0.003826,7.668105,0.000000,0.000000,417488
A,EXP_DBL_0168,10,10.884819,0.041640,0.003826,7.003632,0.000000,0.000000,417520
A,EXP_DBL_1328,10,10.899214,0.041670,0.003823,6.954436,0.000000,0.000000,417488
A,EXP_DBL_0432,10,10.743917,0.041063,0.003822,6.960150,0.000000,0.000000,409520
A,EXP_DBL_0842,10,10.813955,0.041274,0.003817,7.400580,0.000000,0.000000,417648
A,EXP_DBL_0409,10,10.909546,0.041610,0.003814,7.105574,0.000000,0.000000,417488
A,EXP_DBL_0208,10,10.926433,0.041652,0.003812,7.161135,0.000000,0.000000,417488
A,EXP_DBL_0987,10,10.885794,0.041440,0.003807,7.246502,0.000000,0.000000,417472
A,EXP_ABL_051_disable-postra-machine-sink,10,11.553648,0.043890,0.003799,7.097325,0.000000,0.000000,417552
A,EXP_DBL_0229,10,10.924107,0.041496,0.003799,7.112916,0.000000,0.000000,417488
A,EXP_DBL_1532,10,10.889705,0.041361,0.003798,6.999476,0.000000,0.000000,417488
A,EXP_ABL_043_disable-gep-const-evaluation,10,10.881280,0.041277,0.003793,7.070548,0.000000,0.000000,417488
A,EXP_DBL_1250,10,10.889138,0.041267,0.003790,7.623025,0.000000,0.000000,417488
A,EXP_DBL_0024,10,10.882870,0.041244,0.003790,7.132086,0.000000,0.000000,417488
A,EXP_DBL_0635,10,10.905724,0.041256,0.003783,7.171115,0.000000,0.000000,418784
A,EXP_DBL_1576,10,10.856675,0.041073,0.003783,7.054681,0.000000,0.000000,419888
A,EXP_DBL_0720,10,10.902471,0.041222,0.003781,7.129610,0.000000,0.000000,417488
A,EXP_DBL_0945,10,10.825237,0.040926,0.003781,7.165604,0.000000,0.000000,417184
A,EXP_DBL_0463,10,10.906915,0.041230,0.003780,7.158540,0.000000,0.000000,417488
A,EXP_DBL_0562,10,10.758332,0.040638,0.003777,7.123716,0.000000,0.000000,417504
A,EXP_DBL_1034,10,10.884204,0.041093,0.003775,7.209193,0.000000,0.000000,417488
A,EXP_DBL_1373,10,10.745159,0.040551,0.003774,7.099898,0.000000,0.000000,417952
A,EXP_ABL_046_disable-machine-dce,10,10.905832,0.041149,0.003773,7.029962,0.000000,0.000000,417584
A,EXP_DBL_0979,10,10.865863,0.040995,0.003773,7.004745,0.000000,0.000000,417488
A,EXP_DBL_1284,10,10.862740,0.040981,0.003773,7.669224,0.000000,0.000000,417488
B,EXP_DBL_0285,10,16.517986,0.062278,0.003770,7.145456,0.000000,0.000000,417488
A,EXP_DBL_1290,10,10.777238,0.040628,0.003770,7.533916,0.000000,0.000000,417952
A,EXP_DBL_0216,10,10.701272,0.040313,0.003767,7.047269,0.000000,0.000000,416448
B,EXP_DBL_1601,10,16.505434,0.062137,0.003765,6.999020,0.000000,0.000000,417488
A,EXP_DBL_0252,10,10.895597,0.041023,0.003765,7.072313,0.000000,0.000000,417488
A,EXP_DBL_0279,10,10.903865,0.041047,0.003764,7.190825,0.000000,0.000000,417488
A,EXP_DBL_1364,10,10.914856,0.041036,0.003760,7.000886,0.000000,0.000000,417488
A,EXP_DBL_0369,10,10.888618,0.040940,0.003760,7.027183,0.000000,0.000000,417488
A,EXP_DBL_0256,10,10.898551,0.040966,0.003759,7.028068,0.000000,0.000000,417488
A,EXP_ABL_055_disable-type-promotion,10,10.919925,0.041040,0.003758,7.211359,0.000000,0.000000,417488
A,EXP_DBL_0777,10,10.918266,0.041031,0.003758,7.242176,0.000000,0.000000,417488
A,EXP_DBL_0739,10,10.916293,0.040986,0.003755,7.021787,0.000000,0.000000,417488
A,EXP_DBL_0988,10,10.867756,0.040790,0.003753,7.026610,0.000000,0.000000,417488
A,EXP_DBL_0556,10,10.904837,0.040842,0.003745,6.970656,0.000000,0.000000,417488
A,EXP_DBL_0376,10,10.893849,0.040755,0.003741,7.114668,0.000000,0.000000,417488
A,EXP_DBL_0520,10,10.908019,0.040786,0.003739,7.023807,0.000000,0.000000,417488
A,EXP_DBL_0363,10,10.894821,0.040726,0.003738,7.151369,0.000000,0.000000,417488
A,EXP_DBL_1657,10,11.426517,0.042643,0.003732,7.235117,0.000000,0.000000,426000
A,EXP_DBL_0721,10,10.906261,0.040704,0.003732,7.028256,0.000000,0.000000,417488
A,EXP_DBL_1460,10,10.919541,0.040742,0.003731,6.954442,0.000000,0.000000,417488
A,EXP_DBL_1590,10,10.532985,0.039290,0.003730,6.518915,0.000000,0.000000,416112
A,EXP_DBL_0348,10,10.916759,0.040649,0.003724,7.173541,0.000000,0.000000,417488
A,EXP_DBL_0840,10,10.906466,0.040597,0.003722,7.002037,0.000000,0.000000,417680
A,EXP_DBL_0537,10,10.887671,0.040525,0.003722,7.049280,0.000000,0.000000,417488
A,EXP_DBL_0464,10,10.898619,0.040529,0.003719,7.148704,0.000000,0.000000,417488
A,EXP_DBL_0961,10,10.885838,0.040483,0.003719,7.066785,0.000000,0.000000,417488
A,EXP_DBL_1355,10,10.919585,0.040594,0.003718,7.274588,0.000000,0.000000,417488
A,EXP_DBL_1531,10,10.902886,0.040496,0.003714,6.998093,0.000000,0.000000,417488
A,EXP_DBL_1555,10,10.887561,0.040429,0.003713,6.988146,0.000000,0.000000,417488
A,EXP_DBL_0717,10,10.880648,0.040367,0.003710,7.011079,0.000000,0.000000,417488
A,EXP_DBL_1378,10,10.734590,0.039811,0.003709,7.085323,0.000000,0.000000,416448
A,EXP_DBL_1026,10,10.907823,0.040444,0.003708,7.122402,0.000000,0.000000,417488
A,EXP_ABL_041_disable-copyprop,10,10.916086,0.040430,0.003704,6.926960,0.000000,0.000000,417792
A,EXP_DBL_0347,10,10.920553,0.040436,0.003703,7.060889,0.000000,0.000000,417504
A,EXP_DBL_0127,10,10.900821,0.040367,0.003703,6.975540,0.000000,0.000000,417488
A,EXP_DBL_0313,10,10.766587,0.039872,0.003703,7.122283,0.000000,0.000000,417504
A,EXP_DBL_0311,10,10.941643,0.040503,0.003702,7.134343,0.000000,0.000000,417488
A,EXP_DBL_0780,10,10.913044,0.040314,0.003694,7.187414,0.000000,0.000000,417664
A,EXP_DBL_0926,10,10.534603,0.038918,0.003694,6.549771,0.000000,0.000000,416112
A,EXP_DBL_0881,10,10.768867,0.039770,0.003693,7.165750,0.000000,0.000000,417712
A,EXP_DBL_1568,10,10.885033,0.040191,0.003692,6.998710,0.000000,0.000000,417472
A,EXP_DBL_0773,10,10.910857,0.040271,0.003691,7.021460,0.000000,0.000000,417488
B,EXP_DBL_1366,10,16.520708,0.060945,0.003689,7.082020,0.000000,0.000000,417488
A,EXP_DBL_0896,10,10.786316,0.039794,0.003689,7.185454,0.000000,0.000000,417648
A,EXP_DBL_0645,10,10.745734,0.039613,0.003686,7.038707,0.000000,0.000000,417504
A,EXP_ABL_045_disable-machine-cse,10,10.751210,0.039618,0.003685,7.046769,0.000000,0.000000,417952
A,EXP_DBL_0877,10,11.456041,0.042199,0.003684,7.116991,0.000000,0.000000,418400
A,EXP_DBL_0476,10,10.921390,0.040230,0.003684,7.133080,0.000000,0.000000,417488
A,EXP_ABL_015_disable-postra-machine-licm,10,10.898045,0.040112,0.003681,6.945295,0.000000,0.000000,417504
A,EXP_DBL_1526,10,10.800183,0.039754,0.003681,7.088907,0.000000,0.000000,417184
A,EXP_DBL_0839,10,10.783145,0.039663,0.003678,7.102122,0.000000,0.000000,417424
B,EXP_DBL_1371,10,16.505080,0.060673,0.003676,7.063025,0.000000,0.000000,417488
A,EXP_ABL_022_disable-early-ifcvt,10,10.912893,0.040107,0.003675,7.087096,0.000000,0.000000,417488
B,EXP_DBL_1609,10,16.459480,0.060334,0.003666,6.992644,0.000000,0.000000,417184
A,EXP_DBL_0859,10,10.788870,0.039556,0.003666,7.200030,0.000000,0.000000,417648
A,EXP_DBL_0725,10,10.894762,0.039886,0.003661,7.204074,0.000000,0.000000,417488
A,EXP_DBL_0683,10,10.905302,0.039875,0.003656,7.043582,0.000000,0.000000,417488
A,EXP_DBL_1122,10,11.196344,0.040903,0.003653,7.187253,0.000000,0.000000,417616
A,EXP_DBL_1035,10,10.874551,0.039722,0.003653,7.181415,0.000000,0.000000,417488
A,EXP_DBL_0803,10,10.922099,0.039875,0.003651,7.167238,0.000000,0.000000,417488
A,EXP_DBL_0615,10,10.904567,0.039813,0.003651,7.003812,0.000000,0.000000,417488
A,EXP_DBL_0561,10,10.908074,0.039779,0.003647,7.077812,0.000000,0.000000,417488
A,EXP_DBL_1545,10,11.497131,0.041917,0.003646,7.107255,0.000000,0.000000,417552
A,EXP_DBL_1480,10,10.887947,0.039697,0.003646,7.075685,0.000000,0.000000,417488
A,EXP_ABL_034_disable-cgp-store-extract,10,10.905205,0.039698,0.003640,6.981670,0.000000,0.000000,417488
A,EXP_DBL_0446,10,10.905696,0.039618,0.003633,7.167185,0.000000,0.000000,417488
B,EXP_DBL_1203,10,16.554509,0.060126,0.003632,7.200683,0.000000,0.000000,417792
B,EXP_DBL_1475,10,16.576002,0.060138,0.003628,7.006127,0.000000,0.000000,417504
A,EXP_ABL_030_disable-ifcvt-triangle-rev,10,10.898494,0.039544,0.003628,6.943094,0.000000,0.000000,417488
A,EXP_DBL_0113,10,10.879452,0.039401,0.003622,6.974292,0.000000,0.000000,417488
A,EXP_DBL_1577,10,10.887349,0.039374,0.003616,6.998939,0.000000,0.000000,417488
A,EXP_DBL_0944,10,10.909752,0.039426,0.003614,7.110460,0.000000,0.000000,417488
A,EXP_DBL_0482,10,10.902456,0.039386,0.003613,7.192522,0.000000,0.000000,417488
B,EXP_DBL_1655,10,16.532207,0.059691,0.003611,7.242773,0.000000,0.000000,417488
A,EXP_DBL_0189,10,10.908908,0.039344,0.003607,7.053423,0.000000,0.000000,417264
A,EXP_DBL_0604,10,10.894093,0.039299,0.003607,6.989848,0.000000,0.000000,417264
B,EXP_DBL_1541,10,16.608554,0.059822,0.003602,6.994352,0.000000,0.000000,418288
A,EXP_DBL_0326,10,10.919311,0.039335,0.003602,7.122099,0.000000,0.000000,417488
B,EXP_DBL_1461,10,16.595641,0.059761,0.003601,7.006193,0.000000,0.000000,416448
A,EXP_DBL_1021,10,10.908832,0.039278,0.003601,7.199746,0.000000,0.000000,417488
A,EXP_DBL_0589,10,10.901190,0.039254,0.003601,7.070295,0.000000,0.000000,417520
A,EXP_DBL_1143,10,11.203462,0.040329,0.003600,7.236971,0.000000,0.000000,417632
A,EXP_ABL_048_disable-mergeicmps,10,10.890529,0.039161,0.003596,7.055774,0.000000,0.000000,417488
A,EXP_DBL_0289,10,10.931057,0.039297,0.003595,7.098607,0.000000,0.000000,417392
B,EXP_DBL_1440,10,16.487504,0.059253,0.003594,7.020326,0.000000,0.000000,417488
A,EXP_DBL_1618,10,10.927840,0.039253,0.003592,7.107362,0.000000,0.000000,417792
A,EXP_DBL_0364,10,10.806990,0.038819,0.003592,7.077509,0.000000,0.000000,417184
A,EXP_DBL_0522,10,10.885532,0.039081,0.003590,7.072493,0.000000,0.000000,417488
A,EXP_DBL_0440,10,10.906080,0.039137,0.003589,7.217793,0.000000,0.000000,417488
A,EXP_DBL_1500,10,10.895932,0.039110,0.003589,6.993942,0.000000,0.000000,417488
A,EXP_DBL_0521,10,10.886333,0.039075,0.003589,7.068555,0.000000,0.000000,417264
A,EXP_DBL_1540,10,10.909042,0.039143,0.003588,7.114504,0.000000,0.000000,417584
A,EXP_DBL_0059,10,10.897417,0.039104,0.003588,7.013254,0.000000,0.000000,417488
A,EXP_DBL_0761,10,11.464201,0.041119,0.003587,7.023630,0.000000,0.000000,415008
A,EXP_DBL_0387,10,10.890023,0.039045,0.003585,7.090874,0.000000,0.000000,417488
A,EXP_DBL_0636,10,10.898899,0.039037,0.003582,7.146676,0.000000,0.000000,417488
A,EXP_ABL_044_disable-icp,10,10.903918,0.039043,0.003581,7.061176,0.000000,0.000000,417488
B,EXP_DBL_0880,10,9.267770,0.033135,0.003575,7.113379,0.000000,0.000000,416592
B,EXP_DBL_1633,10,16.534892,0.059082,0.003573,7.275046,0.000000,0.000000,417488
A,EXP_DBL_1283,10,10.869522,0.038842,0.003573,7.495181,0.000000,0.000000,417488
A,EXP_DBL_0204,10,10.901565,0.038932,0.003571,7.084574,0.000000,0.000000,417488
A,EXP_ABL_009_disable-advanced-peeling,10,10.913495,0.038966,0.003570,7.101613,0.000000,0.000000,417264
B,EXP_DBL_1239,10,16.518798,0.058958,0.003569,7.593809,0.000000,0.000000,417488
A,EXP_DBL_0703,10,10.890753,0.038845,0.003567,6.998062,0.000000,0.000000,417488
A,EXP_ABL_020_UnreachablePropagation,10,10.920746,0.038945,0.003566,7.128242,0.000000,0.000000,417488
A,EXP_DBL_0912,10,10.737612,0.038275,0.003565,7.104105,0.000000,0.000000,420016
A,EXP_DBL_0526,10,10.923772,0.038929,0.003564,7.156950,0.000000,0.000000,417488
A,EXP_DBL_0317,10,10.922864,0.038891,0.003561,7.147878,0.000000,0.000000,417488
A,EXP_DBL_0991,10,10.906585,0.038778,0.003555,7.135053,0.000000,0.000000,417488
A,EXP_DBL_1525,10,10.911555,0.038767,0.003553,7.020381,0.000000,0.000000,417488
A,EXP_DBL_0093,10,10.909277,0.038758,0.003553,7.108861,0.000000,0.000000,417488
A,EXP_DBL_0095,10,10.881331,0.038656,0.003553,7.130727,0.000000,0.000000,417488
A,EXP_DBL_0999,10,10.904051,0.038713,0.003550,7.077674,0.000000,0.000000,417488
A,EXP_DBL_0820,10,10.887721,0.038636,0.003549,7.016783,0.000000,0.000000,417488
A,EXP_DBL_0048,10,10.921523,0.038743,0.003547,7.116147,0.000000,0.000000,417488
A,EXP_DBL_0280,10,10.916255,0.038681,0.003543,7.135830,0.000000,0.000000,417488
B,EXP_DBL_1092,10,16.255964,0.057579,0.003542,6.888994,0.000000,0.000000,416240
A,EXP_DBL_0078,10,10.921846,0.038686,0.003542,7.042817,0.000000,0.000000,417488
A,EXP_DBL_0399,10,10.910353,0.038647,0.003542,7.165315,0.000000,0.000000,417488
B,EXP_DBL_1660,10,16.510920,0.058436,0.003539,7.285296,0.000000,0.000000,417488
A,EXP_DBL_0418,10,10.918353,0.038642,0.003539,7.043140,0.000000,0.000000,417488
A,EXP_DBL_0202,10,10.906313,0.038543,0.003534,7.021625,0.000000,0.000000,417488
A,EXP_DBL_0447,10,10.806518,0.038155,0.003531,7.043927,0.000000,0.000000,417184
A,EXP_DBL_0342,10,10.915573,0.038527,0.003530,7.142869,0.000000,0.000000,417488
B,EXP_DBL_1375,10,16.615090,0.058636,0.003529,6.902585,0.000000,0.000000,418288
B,EXP_DBL_1582,10,16.497348,0.058202,0.003528,7.029196,0.000000,0.000000,417488
A,EXP_DBL_0504,10,10.904510,0.038453,0.003526,7.084265,0.000000,0.000000,417488
A,EXP_DBL_0146,10,10.884978,0.038377,0.003526,6.994726,0.000000,0.000000,417488
A,EXP_DBL_0499,10,10.894393,0.038401,0.003525,7.190698,0.000000,0.000000,417488
A,EXP_DBL_1178,10,10.919705,0.038449,0.003521,7.133339,0.000000,0.000000,417488
A,EXP_ABL_008_disable-vector-combine,10,10.905515,0.038391,0.003520,7.039698,0.000000,0.000000,417520
A,EXP_DBL_1216,10,10.876674,0.038277,0.003519,7.827669,0.000000,0.000000,418784
A,EXP_DBL_0994,10,10.884616,0.038272,0.003516,7.081235,0.000000,0.000000,417488
B,EXP_DBL_1232,10,16.513587,0.058053,0.003515,7.654187,0.000000,0.000000,417488
A,EXP_DBL_0981,10,10.881795,0.038231,0.003513,7.114999,0.000000,0.000000,417488
A,EXP_DBL_0618,10,10.891061,0.038241,0.003511,6.955080,0.000000,0.000000,417488
A,EXP_DBL_1230,10,10.867644,0.038128,0.003508,7.662961,0.000000,0.000000,417488
B,EXP_DBL_0833,10,9.435668,0.033082,0.003506,7.053191,0.000000,0.000000,417648
A,EXP_DBL_1116,10,11.197021,0.039241,0.003505,7.180440,0.000000,0.000000,417616
A,EXP_DBL_0400,10,10.910954,0.038246,0.003505,7.024991,0.000000,0.000000,417488
B,EXP_DBL_0587,10,16.504022,0.057764,0.003500,7.425885,0.000000,0.000000,417488
A,EXP_ABL_031_disable-tail-calls,10,10.906803,0.038171,0.003500,7.033760,0.000000,0.000000,417488
A,EXP_DBL_0049,10,10.898943,0.038145,0.003500,7.028053,0.000000,0.000000,417488
A,EXP_DBL_0924,10,10.890348,0.038114,0.003500,7.187316,0.000000,0.000000,417488
A,EXP_DBL_1282,10,10.858270,0.038005,0.003500,7.585732,0.000000,0.000000,417488
B,EXP_DBL_1610,10,16.495967,0.057702,0.003498,7.193195,0.000000,0.000000,417664
A,EXP_DBL_1012,10,10.891257,0.038052,0.003494,7.248100,0.000000,0.000000,417488
A,EXP_DBL_1598,10,10.928656,0.038148,0.003491,7.093515,0.000000,0.000000,417488
A,EXP_DBL_1542,10,10.900707,0.038035,0.003489,7.028772,0.000000,0.000000,417488
B,EXP_DBL_1216,10,16.522665,0.057595,0.003486,7.827669,0.000000,0.000000,418784
A,EXP_DBL_0695,10,10.898347,0.037992,0.003486,7.093890,0.000000,0.000000,417488
A,EXP_ABL_049_disable-non-allocatable-phys-copy-opt,10,10.897175,0.037985,0.003486,7.094096,0.000000,0.000000,417488
B,EXP_DBL_1659,10,17.140477,0.059731,0.003485,7.241904,0.000000,0.000000,419888
A,EXP_ABL_078_disable-partial-inlining,10,10.901201,0.037966,0.003483,7.083187,0.000000,0.000000,417488
B,EXP_DBL_1571,10,16.491985,0.057429,0.003482,7.049606,0.000000,0.000000,417488
B,EXP_DBL_1027,10,16.502408,0.057446,0.003481,7.094576,0.000000,0.000000,417488
B,EXP_DBL_1143,10,16.790713,0.058432,0.003480,7.236971,0.000000,0.000000,417632
B,EXP_DBL_1600,10,16.513658,0.057432,0.003478,6.995108,0.000000,0.000000,417264
B,EXP_DBL_1634,10,16.542817,0.057482,0.003475,7.241807,0.000000,0.000000,417488
A,EXP_DBL_0167,10,10.902551,0.037890,0.003475,7.029886,0.000000,0.000000,417488
A,EXP_DBL_1234,10,10.809511,0.037485,0.003468,7.641148,0.000000,0.000000,425136
A,EXP_DBL_0068,10,10.897669,0.037782,0.003467,7.051174,0.000000,0.000000,417488
A,EXP_DBL_1068,10,10.828309,0.037547,0.003467,7.195137,0.000000,0.000000,425136
A,EXP_DBL_0008,10,10.917962,0.037814,0.003463,7.009452,0.000000,0.000000,417520
B,EXP_DBL_1102,10,16.264297,0.056272,0.003460,7.302341,0.000000,0.000000,417392
A,EXP_DBL_1268,10,10.897406,0.037702,0.003460,7.626950,0.000000,0.000000,417264
A,EXP_DBL_1157,10,11.171613,0.038631,0.003458,7.185564,0.000000,0.000000,417616
