Variant,ConfigName,n,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_med,compile_iqr,compile_iqr_ratio,size_med
S,EXP_DBL_1594,10,4.683444,0.028250,0.006032,0.564945,0.008434,0.014929,451632
S,EXP_DBL_1638,10,4.102165,0.024732,0.006029,0.567667,0.016111,0.028381,452288
L,EXP_DBL_1547,10,4.414827,0.026559,0.006016,0.558698,0.005234,0.009368,452288
L,EXP_DBL_1606,10,4.419285,0.026566,0.006011,0.565085,0.010800,0.019112,452288
B,EXP_DBL_1574,10,4.406201,0.026376,0.005986,0.561107,0.011593,0.020661,452576
L,EXP_DBL_1550,10,4.386241,0.026132,0.005958,0.557022,0.006258,0.011235,452288
B,EXP_DBL_1654,10,4.498409,0.026659,0.005926,0.566399,0.015821,0.027933,452288
B,EXP_DBL_1637,10,4.495868,0.026616,0.005920,0.565381,0.011030,0.019509,452288
B,EXP_DBL_1566,10,4.219271,0.024956,0.005915,0.554029,0.011250,0.020306,452432
B,EXP_DBL_1617,10,4.513536,0.026577,0.005888,0.570488,0.004707,0.008251,452288
B,EXP_DBL_1632,10,4.491630,0.026317,0.005859,0.564043,0.008950,0.015868,452288
S,EXP_DBL_1558,10,4.032659,0.023591,0.005850,0.559455,0.018766,0.033543,452320
L,EXP_DBL_1552,10,4.397827,0.025722,0.005849,0.554551,0.013856,0.024986,452288
B,EXP_DBL_1577,10,4.496982,0.026230,0.005833,0.561584,0.009796,0.017444,452288
B,EXP_DBL_1599,10,4.501621,0.026204,0.005821,0.564751,0.006129,0.010853,452288
B,EXP_DBL_1616,10,4.503611,0.026001,0.005773,0.564762,0.005351,0.009475,452288
B,EXP_DBL_1546,10,4.471623,0.025744,0.005757,0.554377,0.009082,0.016382,452288
B,EXP_DBL_1640,10,4.506834,0.025658,0.005693,0.564739,0.009568,0.016942,452288
B,EXP_DBL_1550,10,4.471775,0.025373,0.005674,0.557022,0.006258,0.011235,452288
B,EXP_DBL_1613,10,4.500440,0.025499,0.005666,0.559370,0.010187,0.018212,452288
L,EXP_DBL_1541,10,4.409162,0.024810,0.005627,0.554976,0.016355,0.029470,452288
L,EXP_DBL_1644,10,4.430432,0.024836,0.005606,0.568624,0.012120,0.021315,452288
L,EXP_DBL_1617,10,4.427226,0.024624,0.005562,0.570488,0.004707,0.008251,452288
B,EXP_DBL_1655,10,4.496081,0.024864,0.005530,0.566554,0.011577,0.020434,452288
B,EXP_DBL_1612,10,4.506966,0.024497,0.005435,0.563204,0.010820,0.019212,452288
L,EXP_DBL_1616,10,4.437098,0.024085,0.005428,0.564762,0.005351,0.009475,452288
L,EXP_DBL_1584,10,4.424919,0.023896,0.005400,0.564680,0.010176,0.018021,452288
B,EXP_DBL_1560,10,4.472236,0.023944,0.005354,0.556380,0.009046,0.016259,452288
L,EXP_DBL_1620,10,4.430995,0.023595,0.005325,0.565341,0.008701,0.015391,452288
S,EXP_DBL_1597,10,4.105024,0.021852,0.005323,0.554158,0.008204,0.014804,452288
S,EXP_DBL_1640,10,4.121524,0.021593,0.005239,0.564739,0.009568,0.016942,452288
B,EXP_DBL_1639,10,4.488995,0.023424,0.005218,0.563452,0.011585,0.020561,452288
B,EXP_DBL_1573,10,4.495516,0.023294,0.005182,0.562180,0.007416,0.013192,452288
L,EXP_DBL_1609,10,4.423235,0.022641,0.005119,0.564277,0.010559,0.018712,452288
L,EXP_DBL_1621,10,4.439640,0.022652,0.005102,0.560516,0.014454,0.025787,452288
L,EXP_DBL_1642,10,4.432462,0.022606,0.005100,0.561342,0.014904,0.026551,452288
L,EXP_DBL_1555,10,4.409873,0.022459,0.005093,0.559891,0.010210,0.018236,452288
S,EXP_DBL_1605,10,4.116091,0.020645,0.005016,0.566819,0.006988,0.012328,452288
S,EXP_DBL_1544,10,4.338345,0.021702,0.005002,0.551654,0.011620,0.021064,451840
B,EXP_DBL_1629,10,4.503466,0.022496,0.004995,0.557241,0.015906,0.028544,452288
B,EXP_DBL_1590,10,4.128923,0.020609,0.004991,0.564094,0.014300,0.025350,452336
B,EXP_DBL_1562,10,4.458182,0.022100,0.004957,0.546532,0.016526,0.030238,452288
B,EXP_DBL_1567,10,4.499612,0.022275,0.004950,0.547794,0.012426,0.022684,452288
B,EXP_DBL_1659,10,4.435714,0.021746,0.004902,0.561268,0.012318,0.021947,452384
S,EXP_DBL_1547,10,4.036470,0.019572,0.004849,0.558698,0.005234,0.009368,452288
B,EXP_DBL_1594,10,4.993545,0.024161,0.004838,0.564945,0.008434,0.014929,451632
L,EXP_DBL_1638,10,4.431069,0.020875,0.004711,0.567667,0.016111,0.028381,452288
B,EXP_DBL_1543,10,4.484583,0.021039,0.004691,0.555358,0.013113,0.023612,452288
B,EXP_DBL_1554,10,4.484964,0.020748,0.004626,0.553856,0.013305,0.024022,452288
B,EXP_DBL_1641,10,4.406649,0.020093,0.004560,0.563489,0.007809,0.013858,452320
B,EXP_DBL_1549,10,4.499664,0.020395,0.004533,0.559490,0.008310,0.014853,452288
B,EXP_DBL_1555,10,4.468286,0.020246,0.004531,0.559891,0.010210,0.018236,452288
B,EXP_DBL_1556,10,4.495627,0.020259,0.004506,0.555568,0.013274,0.023893,452288
L,EXP_DBL_1651,10,4.424703,0.019917,0.004501,0.567703,0.005414,0.009537,452288
B,EXP_DBL_1544,10,4.031706,0.017648,0.004377,0.551654,0.011620,0.021064,451840
B,EXP_DBL_1626,10,4.504134,0.019108,0.004242,0.559802,0.012891,0.023028,452288
B,EXP_DBL_1575,10,4.501934,0.019096,0.004242,0.557268,0.015804,0.028360,452288
L,EXP_DBL_1553,10,4.410595,0.018687,0.004237,0.558690,0.008794,0.015740,452288
L,EXP_DBL_1565,10,4.440394,0.018535,0.004174,0.553187,0.020243,0.036593,452288
L,EXP_DBL_1630,10,4.428565,0.018379,0.004150,0.562998,0.014876,0.026423,452288
B,EXP_DBL_1602,10,4.501848,0.017818,0.003958,0.561554,0.012839,0.022863,452288
B,EXP_DBL_1608,10,4.499536,0.017604,0.003912,0.560931,0.014684,0.026178,452288
B,EXP_DBL_1621,10,4.481926,0.017389,0.003880,0.560516,0.014454,0.025787,452288
L,EXP_DBL_1540,10,4.184569,0.016014,0.003827,0.556768,0.020432,0.036698,452256
S,EXP_DBL_1618,10,4.647285,0.017558,0.003778,0.564634,0.007784,0.013786,452336
B,EXP_DBL_1618,10,4.495413,0.016521,0.003675,0.564634,0.007784,0.013786,452336
L,EXP_DBL_1554,10,4.396591,0.016020,0.003644,0.553856,0.013305,0.024022,452288
B,EXP_DBL_1638,10,4.482156,0.015803,0.003526,0.567667,0.016111,0.028381,452288
L,EXP_DBL_1587,10,4.411808,0.014644,0.003319,0.562434,0.005123,0.009109,452352
L,EXP_DBL_1566,10,4.290528,0.014147,0.003297,0.554029,0.011250,0.020306,452432
B,EXP_DBL_1551,10,4.484594,0.014348,0.003199,0.558034,0.008059,0.014442,452288
B,EXP_DBL_1553,10,4.472859,0.013560,0.003032,0.558690,0.008794,0.015740,452288
L,EXP_DBL_1551,10,4.395223,0.013117,0.002984,0.558034,0.008059,0.014442,452288
B,EXP_DBL_1610,10,4.502959,0.013407,0.002977,0.562409,0.010729,0.019077,452288
B,EXP_DBL_1545,10,4.614407,0.011821,0.002562,0.554782,0.004350,0.007841,452272
L,EXP_DBL_1579,10,4.431600,0.010385,0.002343,0.564183,0.010172,0.018030,452288
B,EXP_DBL_1587,10,4.066113,0.008996,0.002212,0.562434,0.005123,0.009109,452352
B,EXP_DBL_1540,10,4.174555,0.008291,0.001986,0.556768,0.020432,0.036698,452256
L,EXP_DBL_1580,10,4.428255,0.007694,0.001737,0.568448,0.007522,0.013233,452288
