Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,compile_mean,compile_med,compile_iqr,size_mean,size_med
quinn,EXP_DBL_0070,10,5.599017,5.577927,0.129471,49.282411,49.282411,0.000000,90062224.000000,90062224
quinn,EXP_DBL_0071,10,5.611264,5.594979,0.132363,51.492043,51.492043,0.000000,90062224.000000,90062224
quinn,EXP_DBL_0072,10,5.721526,5.717690,0.102468,48.905674,48.905674,0.000000,90081568.000000,90081568
quinn,EXP_DBL_0073,10,5.601058,5.601635,0.131104,48.829533,48.829533,0.000000,90062224.000000,90062224
quinn,EXP_DBL_0074,10,5.576552,5.568594,0.067788,48.652658,48.652658,0.000000,90078096.000000,90078096
quinn,EXP_DBL_0075,10,5.547275,5.532338,0.079702,49.323778,49.323778,0.000000,90062224.000000,90062224
quinn,EXP_DBL_0076,10,5.509547,5.492881,0.076403,50.377335,50.377335,0.000000,90126784.000000,90126784
quinn,EXP_DBL_0077,10,5.504550,5.490989,0.083926,51.096677,51.096677,0.000000,90062224.000000,90062224
quinn,EXP_DBL_0078,10,5.504042,5.494757,0.101529,48.101505,48.101505,0.000000,90062224.000000,90062224
quinn,EXP_DBL_0079,10,5.504490,5.516911,0.105680,50.587190,50.587190,0.000000,90062224.000000,90062224
quinn,EXP_DBL_0080,10,5.578894,5.589723,0.093201,48.784692,48.784692,0.000000,90327344.000000,90327344
quinn,EXP_DBL_0081,10,5.526942,5.517741,0.078142,50.472374,50.472374,0.000000,90062224.000000,90062224
quinn,EXP_DBL_0082,10,5.579218,5.601458,0.139421,50.771896,50.771896,0.000000,90323256.000000,90323256
quinn,EXP_DBL_0083,10,5.559202,5.560881,0.113143,48.582701,48.582701,0.000000,90062224.000000,90062224
quinn,EXP_DBL_0084,10,5.588740,5.562582,0.090521,48.038312,48.038312,0.000000,89743008.000000,89743008
quinn,EXP_DBL_0085,10,5.580544,5.568425,0.096576,50.311769,50.311769,0.000000,89742808.000000,89742808
quinn,EXP_DBL_0086,10,5.555619,5.566958,0.152867,50.316351,50.316351,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0087,10,5.611917,5.594248,0.089697,48.464549,48.464549,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0088,10,5.621433,5.611303,0.068076,50.097370,50.097370,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0089,10,5.714074,5.723310,0.111093,55.187561,55.187561,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0090,10,5.473698,5.475227,0.096464,50.958741,50.958741,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0091,10,5.639413,5.627298,0.105081,49.504961,49.504961,0.000000,89749200.000000,89749200
quinn,EXP_DBL_0092,10,5.533740,5.534702,0.140156,48.155727,48.155727,0.000000,89614328.000000,89614328
quinn,EXP_DBL_0093,10,5.513466,5.500864,0.097147,50.006478,50.006478,0.000000,89737064.000000,89737064
quinn,EXP_DBL_0094,10,5.452446,5.446183,0.009730,49.991074,49.991074,0.000000,89727936.000000,89727936
quinn,EXP_DBL_0095,10,5.506630,5.512655,0.062187,48.431836,48.431836,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0096,10,5.615883,5.622751,0.062241,46.800075,46.800075,0.000000,90360352.000000,90360352
quinn,EXP_DBL_0097,10,5.589211,5.572869,0.101824,50.472720,50.472720,0.000000,89813656.000000,89813656
quinn,EXP_DBL_0098,10,5.592937,5.579804,0.072451,50.316182,50.316182,0.000000,89743640.000000,89743640
quinn,EXP_DBL_0099,10,5.587768,5.578142,0.054885,49.005592,49.005592,0.000000,89755696.000000,89755696
quinn,EXP_DBL_0100,10,5.768092,5.770430,0.195511,49.883376,49.883376,0.000000,87497088.000000,87497088
quinn,EXP_DBL_0101,10,5.699051,5.665796,0.138697,50.855188,50.855188,0.000000,90307032.000000,90307032
quinn,EXP_DBL_0102,10,5.662895,5.658254,0.076562,50.630323,50.630323,0.000000,89743528.000000,89743528
quinn,EXP_DBL_0103,10,5.694324,5.678539,0.064458,49.202727,49.202727,0.000000,89731992.000000,89731992
quinn,EXP_DBL_0104,10,5.708514,5.706194,0.037446,52.126653,52.126653,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0105,10,5.734546,5.690335,0.111162,51.749101,51.749101,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0106,10,5.665108,5.666711,0.075985,49.301674,49.301674,0.000000,89785288.000000,89785288
quinn,EXP_DBL_0107,10,5.707034,5.686262,0.146584,49.655308,49.655308,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0108,10,5.693843,5.714411,0.113837,51.227970,51.227970,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0109,10,5.667837,5.657255,0.115531,51.077775,51.077775,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0110,10,5.674176,5.671785,0.066791,50.963168,50.963168,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0111,10,5.565368,5.577589,0.075894,50.529680,50.529680,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0112,10,5.536039,5.524885,0.091424,50.785161,50.785161,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0113,10,5.526763,5.517787,0.080100,50.447968,50.447968,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0114,10,5.482344,5.464717,0.136732,50.315892,50.315892,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0115,10,5.862422,5.909523,0.170642,50.669664,50.669664,0.000000,89715080.000000,89715080
quinn,EXP_DBL_0116,10,5.644865,5.568534,0.107857,51.170684,51.170684,0.000000,89738864.000000,89738864
quinn,EXP_DBL_0117,10,5.586283,5.605241,0.080818,50.358264,50.358264,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0118,10,5.558229,5.535391,0.151244,50.208891,50.208891,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0119,10,5.618419,5.613693,0.104166,50.035293,50.035293,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0120,10,5.702697,5.703987,0.092205,48.374268,48.374268,0.000000,89742960.000000,89742960
quinn,EXP_DBL_0121,10,5.696950,5.685183,0.215232,51.400681,51.400681,0.000000,89744352.000000,89744352
quinn,EXP_DBL_0122,10,5.604715,5.609449,0.063402,50.806184,50.806184,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0123,10,5.508832,5.507245,0.149728,50.807220,50.807220,0.000000,89734968.000000,89734968
quinn,EXP_DBL_0124,10,5.802653,5.794569,0.146335,48.295085,48.295085,0.000000,89737736.000000,89737736
quinn,EXP_DBL_0125,10,5.844289,5.822834,0.169557,52.352302,52.352302,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0126,10,5.495078,5.504084,0.116641,50.783233,50.783233,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0127,10,5.697354,5.705214,0.044399,49.665083,49.665083,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0128,10,5.820002,5.821344,0.061075,51.528124,51.528124,0.000000,89939528.000000,89939528
quinn,EXP_DBL_0129,10,5.701323,5.700469,0.226059,48.792599,48.792599,0.000000,89777376.000000,89777376
quinn,EXP_DBL_0130,10,5.571261,5.568803,0.092726,50.053676,50.053676,0.000000,90005112.000000,90005112
quinn,EXP_DBL_0131,10,5.521284,5.515073,0.183001,50.864062,50.864062,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0132,10,5.590213,5.589663,0.092087,48.213071,48.213071,0.000000,89742872.000000,89742872
quinn,EXP_DBL_0133,10,5.725442,5.698792,0.184662,47.969345,47.969345,0.000000,89692552.000000,89692552
quinn,EXP_DBL_0134,10,5.630571,5.593756,0.096168,50.057618,50.057618,0.000000,89696272.000000,89696272
quinn,EXP_DBL_0135,10,5.582283,5.558122,0.084790,50.202338,50.202338,0.000000,89742872.000000,89742872
