Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med
regex-cli,EXP_ABL_019_UnreachableEnumBranching,10,3.763740,3.733121,0.091641,0.024548,40.774256,40.814563,0.364024,0.008919,34505240.000000,34505240
regex-cli,EXP_DBL_1037,10,3.782209,3.774106,0.092628,0.024543,40.593629,40.618773,0.498422,0.012271,34528264.000000,34528264
regex-cli,EXP_DBL_0940,10,3.751994,3.770665,0.092522,0.024537,41.288489,41.256495,0.223239,0.005411,34541128.000000,34541128
regex-cli,EXP_DBL_0998,10,3.817372,3.789482,0.092949,0.024528,40.790384,40.796448,0.237528,0.005822,34533472.000000,34533472
regex-cli,EXP_DBL_0899,10,3.897549,3.897964,0.095607,0.024527,41.519105,41.485456,0.129094,0.003112,33071040.000000,33071040
regex-cli,EXP_DBL_0406,10,3.795704,3.794458,0.093040,0.024520,41.034008,40.951915,0.333034,0.008132,34531848.000000,34531848
regex-cli,EXP_DBL_0113,10,3.724639,3.727859,0.091388,0.024515,41.762234,41.769906,0.285129,0.006826,34529072.000000,34529072
regex-cli,EXP_DBL_0043,10,3.774101,3.753257,0.091885,0.024481,41.234552,41.242380,0.307360,0.007453,34477480.000000,34477480
regex-cli,EXP_ABL_079_disable-partial-libcall-inlining,10,3.745799,3.740492,0.091567,0.024480,41.416195,41.511299,0.338498,0.008154,34529072.000000,34529072
regex-cli,EXP_DBL_1495,10,3.770225,3.759346,0.091985,0.024468,40.594031,40.546383,0.358280,0.008836,34505240.000000,34505240
regex-cli,EXP_DBL_0884,10,3.825568,3.795688,0.092865,0.024466,41.453866,41.453801,0.579305,0.013975,33125832.000000,33125832
regex-cli,EXP_DBL_0820,10,3.755245,3.757786,0.091893,0.024454,40.519904,40.569272,0.254860,0.006282,34529072.000000,34529072
regex-cli,EXP_DBL_1030,10,3.729381,3.711878,0.090708,0.024437,40.964809,41.065443,0.206398,0.005026,34533336.000000,34533336
regex-cli,EXP_DBL_1479,10,3.809333,3.813468,0.093184,0.024436,45.057960,45.074849,0.150646,0.003342,34521400.000000,34521400
regex-cli,EXP_DBL_0681,10,3.828013,3.848661,0.094032,0.024432,40.302444,40.272318,0.173426,0.004306,33721048.000000,33721048
regex-cli,EXP_DBL_0564,10,3.754844,3.782020,0.092371,0.024424,40.779135,40.743912,0.335923,0.008245,34529072.000000,34529072
regex-cli,EXP_DBL_1362,10,3.817136,3.824418,0.093379,0.024417,41.651836,41.720815,0.156576,0.003753,34518944.000000,34518944
regex-cli,EXP_DBL_1652,10,3.779483,3.781276,0.092303,0.024411,41.144655,41.120750,0.726485,0.017667,34529072.000000,34529072
regex-cli,EXP_DBL_0256,10,3.813601,3.812866,0.093071,0.024410,41.888617,41.935080,0.440503,0.010504,34501952.000000,34501952
regex-cli,EXP_DBL_0470,10,3.748534,3.714266,0.090465,0.024356,40.237296,40.163329,0.409816,0.010204,34528976.000000,34528976
regex-cli,EXP_DBL_0538,10,3.776617,3.762752,0.091570,0.024336,40.188243,40.210625,0.476233,0.011843,34527320.000000,34527320
regex-cli,EXP_DBL_1460,10,3.795529,3.783013,0.092016,0.024323,44.864854,44.949897,0.427061,0.009501,34521400.000000,34521400
regex-cli,EXP_DBL_0039,10,3.770156,3.739040,0.090928,0.024319,41.527994,41.564926,0.242418,0.005832,34477480.000000,34477480
regex-cli,EXP_DBL_0955,10,3.757337,3.755470,0.091327,0.024318,40.777270,40.766503,0.444882,0.010913,34541128.000000,34541128
regex-cli,EXP_DBL_1041,10,3.759149,3.761119,0.091431,0.024310,40.457039,40.471705,0.526825,0.013017,34675664.000000,34675664
regex-cli,EXP_ABL_076_disable-i2p-p2i-opt,10,3.820699,3.785474,0.092003,0.024304,41.344240,41.322249,0.553968,0.013406,34545584.000000,34545584
regex-cli,EXP_ABL_013_disable-lsr,10,3.780407,3.762875,0.091442,0.024301,39.978404,39.784468,0.483151,0.012144,34579216.000000,34579216
regex-cli,EXP_DBL_0164,10,3.761845,3.784564,0.091884,0.024279,40.314750,40.318694,0.421652,0.010458,34529072.000000,34529072
regex-cli,EXP_DBL_0307,10,3.818055,3.824910,0.092810,0.024265,41.359755,41.489720,0.587562,0.014162,34501952.000000,34501952
regex-cli,EXP_DBL_0391,10,3.804818,3.808562,0.092392,0.024259,42.163362,42.177743,0.536090,0.012710,34511088.000000,34511088
regex-cli,EXP_DBL_0786,10,3.750168,3.761965,0.091262,0.024259,40.591790,40.643516,0.423444,0.010418,34529072.000000,34529072
regex-cli,EXP_DBL_0904,10,3.891188,3.908332,0.094765,0.024247,40.987353,40.924080,0.300967,0.007354,33091208.000000,33091208
regex-cli,EXP_DBL_0159,10,3.840487,3.831212,0.092853,0.024236,40.724088,40.813042,0.524559,0.012853,34545584.000000,34545584
regex-cli,EXP_DBL_0832,10,3.826112,3.850138,0.093216,0.024211,40.742103,40.600741,0.398386,0.009812,33071616.000000,33071616
regex-cli,EXP_DBL_0714,10,3.814020,3.815278,0.092218,0.024171,40.690839,40.684371,0.474436,0.011661,34442488.000000,34442488
regex-cli,EXP_DBL_0732,10,3.805009,3.789310,0.091550,0.024160,40.937230,41.005780,0.609295,0.014859,34537040.000000,34537040
regex-cli,EXP_DBL_0647,10,3.727983,3.701502,0.089318,0.024130,40.341446,40.425810,0.309083,0.007646,34529072.000000,34529072
regex-cli,EXP_DBL_1065,10,3.738559,3.729815,0.089988,0.024127,40.695795,40.747954,0.439730,0.010791,34533336.000000,34533336
regex-cli,EXP_DBL_0636,10,3.762245,3.777806,0.091099,0.024114,40.327365,40.444803,0.121010,0.002992,34529072.000000,34529072
regex-cli,EXP_DBL_1579,10,3.817229,3.813090,0.091925,0.024108,40.735614,40.785412,0.597889,0.014659,34529208.000000,34529208
regex-cli,EXP_DBL_0892,10,3.921522,3.924728,0.094583,0.024099,41.071861,41.168412,0.388319,0.009432,33071040.000000,33071040
regex-cli,EXP_DBL_0419,10,3.764526,3.759455,0.090584,0.024095,41.080607,41.246440,0.364303,0.008832,34528976.000000,34528976
regex-cli,EXP_DBL_0687,10,3.786230,3.803524,0.091589,0.024080,40.612760,40.639336,0.618342,0.015215,34533736.000000,34533736
regex-cli,EXP_DBL_1367,10,3.803219,3.788901,0.091208,0.024072,41.999390,42.089579,0.369038,0.008768,34518944.000000,34518944
regex-cli,EXP_DBL_0666,10,3.763405,3.756831,0.090360,0.024052,40.368224,40.493937,0.465105,0.011486,34537160.000000,34537160
regex-cli,EXP_DBL_1437,10,3.822590,3.821412,0.091863,0.024039,43.439257,42.321386,2.948316,0.069665,34521400.000000,34521400
regex-cli,EXP_DBL_1313,10,3.793250,3.797639,0.091205,0.024016,40.471641,40.406422,0.404629,0.010014,34463808.000000,34463808
regex-cli,EXP_DBL_0177,10,3.789526,3.770512,0.090549,0.024015,40.428686,40.460901,0.267497,0.006611,34578840.000000,34578840
regex-cli,EXP_DBL_1433,10,3.791500,3.785716,0.090902,0.024012,41.996561,42.076828,0.301569,0.007167,34521400.000000,34521400
regex-cli,EXP_DBL_0417,10,3.838406,3.839947,0.092151,0.023998,41.097935,41.103431,0.154123,0.003750,34529104.000000,34529104
regex-cli,EXP_ABL_019_disable-cgp-branch-opts,10,3.747838,3.744144,0.089847,0.023997,40.754148,40.686331,0.477895,0.011746,34529488.000000,34529488
regex-cli,EXP_DBL_0227,10,3.776277,3.771109,0.090458,0.023987,41.317281,41.329257,0.571427,0.013826,34559432.000000,34559432
regex-cli,EXP_DBL_0013,10,3.803077,3.782316,0.090677,0.023974,40.483437,40.604278,0.237020,0.005837,34530208.000000,34530208
regex-cli,EXP_DBL_1485,10,3.820104,3.802166,0.091138,0.023970,44.827465,44.891103,0.364272,0.008115,34542176.000000,34542176
regex-cli,EXP_DBL_0109,10,3.735184,3.732669,0.089468,0.023969,41.790641,41.763587,0.159065,0.003809,34529072.000000,34529072
regex-cli,EXP_DBL_0457,10,3.750571,3.759205,0.090073,0.023961,40.241776,40.133311,0.343383,0.008556,34528976.000000,34528976
regex-cli,EXP_DBL_1163,10,3.774710,3.777043,0.090491,0.023958,40.938348,41.038146,0.672574,0.016389,34528624.000000,34528624
regex-cli,EXP_DBL_1212,10,3.769691,3.770982,0.090257,0.023935,42.154695,42.000968,0.677480,0.016130,34439552.000000,34439552
regex-cli,EXP_DBL_0012,10,3.808664,3.832417,0.091718,0.023932,41.361258,41.421715,0.368504,0.008896,34477480.000000,34477480
regex-cli,EXP_DBL_1281,10,3.797684,3.802669,0.091005,0.023932,41.057020,41.073574,0.148825,0.003623,34463808.000000,34463808
regex-cli,EXP_DBL_1339,10,3.793649,3.783269,0.090528,0.023929,40.701588,40.576614,0.742811,0.018306,34539088.000000,34539088
regex-cli,EXP_DBL_0608,10,3.731862,3.732031,0.089305,0.023929,40.366272,40.382898,0.367017,0.009088,34529072.000000,34529072
regex-cli,EXP_ABL_068_disable-thinlto-funcattrs,10,3.747489,3.732847,0.089224,0.023902,41.195444,41.089757,0.569458,0.013859,34529072.000000,34529072
regex-cli,EXP_DBL_1267,10,3.801465,3.784615,0.090448,0.023899,40.731282,40.848118,0.382381,0.009361,34463808.000000,34463808
regex-cli,EXP_DBL_1149,10,3.878777,3.863815,0.092305,0.023890,40.571566,40.579717,0.368292,0.009076,34313032.000000,34313032
regex-cli,EXP_DBL_1033,10,3.775027,3.775285,0.090142,0.023877,40.574633,40.505101,0.552775,0.013647,34534584.000000,34534584
regex-cli,EXP_ABL_015_disable-postra-machine-licm,10,3.775261,3.781339,0.090242,0.023865,40.515149,40.471652,0.402335,0.009941,34529384.000000,34529384
regex-cli,EXP_DBL_1022,10,3.708541,3.683192,0.087822,0.023844,40.818975,40.892840,0.807440,0.019745,34533336.000000,34533336
regex-cli,EXP_DBL_1466,10,3.797798,3.778876,0.090070,0.023835,44.813865,44.836819,0.428739,0.009562,34521400.000000,34521400
regex-cli,EXP_DBL_1541,10,3.830694,3.833016,0.091313,0.023823,42.071970,42.209401,0.850726,0.020155,34704344.000000,34704344
regex-cli,EXP_DBL_1564,10,3.794726,3.797488,0.090461,0.023821,40.767291,40.785753,0.592900,0.014537,34505240.000000,34505240
regex-cli,EXP_DBL_0499,10,3.749826,3.750750,0.089309,0.023811,40.312721,40.331790,0.492066,0.012200,34529072.000000,34529072
regex-cli,EXP_DBL_0836,10,3.888380,3.863300,0.091947,0.023800,40.870489,40.894436,0.202671,0.004956,33071040.000000,33071040
regex-cli,EXP_DBL_0168,10,3.772867,3.749347,0.089220,0.023796,40.494651,40.502320,0.264055,0.006520,34559560.000000,34559560
regex-cli,EXP_DBL_0839,10,3.873356,3.852978,0.091678,0.023794,40.639138,40.479980,0.562795,0.013903,32997880.000000,32997880
regex-cli,EXP_DBL_1038,10,3.786130,3.814071,0.090702,0.023781,40.932119,40.951340,0.294034,0.007180,34533336.000000,34533336
regex-cli,EXP_DBL_0977,10,3.768446,3.751031,0.088983,0.023722,40.580981,40.557272,0.212435,0.005238,34547888.000000,34547888
regex-cli,EXP_DBL_1220,10,3.759603,3.734043,0.088513,0.023704,41.038701,41.070866,0.336104,0.008184,34528624.000000,34528624
regex-cli,EXP_DBL_0367,10,3.778510,3.766267,0.089269,0.023702,41.237994,41.176493,0.330626,0.008029,34511088.000000,34511088
regex-cli,EXP_DBL_0390,10,3.820485,3.810523,0.090304,0.023699,42.038871,42.022756,0.535729,0.012749,34511088.000000,34511088
regex-cli,EXP_ABL_012_InstSimplify-after-simplifycfg,10,3.757431,3.761998,0.089059,0.023673,40.147736,40.074349,0.276236,0.006893,34541128.000000,34541128
regex-cli,EXP_DBL_0407,10,3.797162,3.772734,0.089295,0.023669,40.852400,40.833918,0.429594,0.010521,34511088.000000,34511088
regex-cli,EXP_DBL_0513,10,3.783087,3.764194,0.089046,0.023656,40.397903,40.370998,0.264358,0.006548,34529384.000000,34529384
regex-cli,EXP_DBL_1611,10,3.761957,3.775099,0.089252,0.023642,40.497146,40.486767,0.378573,0.009351,34529072.000000,34529072
regex-cli,EXP_ABL_066_disable-ra-fsprofile-loader,10,3.775284,3.790487,0.089579,0.023633,41.096043,41.070966,0.382181,0.009305,34529072.000000,34529072
regex-cli,EXP_DBL_1235,10,3.757227,3.737550,0.088293,0.023623,42.572467,42.647039,0.447371,0.010490,34528624.000000,34528624
regex-cli,EXP_DBL_0382,10,3.799131,3.824425,0.090307,0.023613,41.618570,41.612886,0.321218,0.007719,34418456.000000,34418456
regex-cli,EXP_DBL_0817,10,3.724431,3.706152,0.087486,0.023606,40.541263,40.552491,0.401779,0.009908,34529072.000000,34529072
regex-cli,EXP_ABL_043_disable-gep-const-evaluation,10,3.746384,3.755306,0.088624,0.023600,41.161860,41.056374,0.580159,0.014131,34529072.000000,34529072
regex-cli,EXP_DBL_1548,10,3.804334,3.795254,0.089561,0.023598,42.663888,42.754115,0.766971,0.017939,34569320.000000,34569320
regex-cli,EXP_DBL_0306,10,3.789188,3.803433,0.089657,0.023573,41.348897,41.350237,0.343632,0.008310,34501952.000000,34501952
regex-cli,EXP_DBL_0619,10,3.761803,3.737407,0.088094,0.023571,40.241731,40.146428,0.278732,0.006943,34529160.000000,34529160
regex-cli,EXP_DBL_0087,10,3.753954,3.733373,0.087838,0.023528,42.002311,41.982745,0.156976,0.003739,34529072.000000,34529072
regex-cli,EXP_DBL_0793,10,3.751628,3.747653,0.088158,0.023524,40.712991,40.697404,0.783805,0.019259,34525472.000000,34525472
regex-cli,EXP_DBL_1181,10,3.763813,3.739755,0.087925,0.023511,41.019323,40.926454,0.412847,0.010088,34529032.000000,34529032
regex-cli,EXP_DBL_1183,10,3.771508,3.757242,0.088258,0.023490,40.945203,40.973107,0.469582,0.011461,34528624.000000,34528624
regex-cli,EXP_DBL_0420,10,3.740248,3.714155,0.087192,0.023476,41.302762,41.321981,0.407945,0.009872,34528976.000000,34528976
regex-cli,EXP_ABL_001_CopyProp,10,3.768797,3.739303,0.087771,0.023473,40.274752,40.218585,0.382047,0.009499,34477480.000000,34477480
regex-cli,EXP_DBL_1133,10,3.907666,3.914524,0.091872,0.023470,41.022832,41.047818,0.470465,0.011461,34365832.000000,34365832
regex-cli,EXP_DBL_0194,10,3.791963,3.795395,0.089009,0.023452,41.326953,41.285496,0.492388,0.011926,34559432.000000,34559432
regex-cli,EXP_DBL_0556,10,3.742753,3.740905,0.087724,0.023450,40.558131,40.483727,0.333692,0.008243,34529072.000000,34529072
regex-cli,EXP_DBL_1578,10,3.765249,3.784424,0.088735,0.023447,40.475904,40.434826,0.289655,0.007164,34529072.000000,34529072
regex-cli,EXP_DBL_1650,10,3.749110,3.717812,0.087082,0.023423,40.962752,40.957043,0.740188,0.018072,34529072.000000,34529072
regex-cli,EXP_DBL_0672,10,3.823588,3.829641,0.089621,0.023402,40.086613,40.059033,0.341100,0.008515,34537384.000000,34537384
regex-cli,EXP_DBL_0741,10,3.791407,3.768849,0.088188,0.023399,41.015591,41.045648,0.379846,0.009254,34537040.000000,34537040
regex-cli,EXP_DBL_1180,10,3.771721,3.764462,0.088026,0.023383,40.858783,40.945667,0.583387,0.014248,34862528.000000,34862528
regex-cli,EXP_DBL_0880,10,3.883265,3.903636,0.091247,0.023375,40.963100,41.004741,0.220577,0.005379,33001816.000000,33001816
regex-cli,EXP_ABL_009_disable-advanced-peeling,10,3.754169,3.749954,0.087566,0.023351,40.459544,40.419199,0.475944,0.011775,34422424.000000,34422424
regex-cli,EXP_DBL_0249,10,3.790088,3.762269,0.087836,0.023347,40.991085,40.930344,0.461291,0.011270,34559432.000000,34559432
regex-cli,EXP_DBL_0343,10,3.813490,3.821070,0.089208,0.023346,40.954063,40.845074,0.664302,0.016264,34507656.000000,34507656
regex-cli,EXP_DBL_0052,10,3.776675,3.782178,0.088286,0.023343,41.363248,41.421930,0.364059,0.008789,34477480.000000,34477480
regex-cli,EXP_DBL_0626,10,3.722104,3.710940,0.086440,0.023293,40.148516,40.009607,0.443055,0.011074,34671400.000000,34671400
regex-cli,EXP_DBL_1099,10,3.822620,3.791624,0.088155,0.023250,40.669345,40.721729,0.153602,0.003772,34306296.000000,34306296
regex-cli,EXP_DBL_0843,10,3.858662,3.891057,0.090457,0.023247,40.625724,40.722423,0.332439,0.008164,33175264.000000,33175264
regex-cli,EXP_DBL_0968,10,3.749076,3.737090,0.086772,0.023219,40.620760,40.713198,0.573243,0.014080,34541128.000000,34541128
regex-cli,EXP_DBL_1638,10,3.743693,3.739301,0.086819,0.023218,40.820740,40.894452,0.339775,0.008309,34529072.000000,34529072
regex-cli,EXP_DBL_0250,10,3.772886,3.761020,0.087292,0.023210,40.804691,40.766517,0.783632,0.019222,34501952.000000,34501952
regex-cli,EXP_DBL_1232,10,3.814182,3.819805,0.088633,0.023204,41.955197,41.874128,1.130741,0.027003,34528624.000000,34528624
regex-cli,EXP_DBL_1405,10,3.803215,3.808258,0.088256,0.023175,41.298539,41.303148,0.180678,0.004374,34518944.000000,34518944
regex-cli,EXP_DBL_1165,10,3.769784,3.777342,0.087502,0.023165,40.976237,41.019396,0.306176,0.007464,34528624.000000,34528624
regex-cli,EXP_DBL_0162,10,3.736311,3.727245,0.086302,0.023154,40.537150,40.543148,0.292399,0.007212,34529072.000000,34529072
regex-cli,EXP_DBL_0911,10,3.901080,3.925949,0.090860,0.023143,42.351681,42.379971,0.173599,0.004096,33071040.000000,33071040
regex-cli,EXP_DBL_0399,10,3.837472,3.842562,0.088929,0.023143,41.574029,41.609681,0.395435,0.009503,34511088.000000,34511088
regex-cli,EXP_DBL_0765,10,3.814161,3.816244,0.088246,0.023124,41.740966,41.718954,0.202468,0.004853,34863400.000000,34863400
regex-cli,EXP_DBL_0522,10,3.778324,3.779966,0.087335,0.023105,40.171537,40.077186,0.386459,0.009643,34529072.000000,34529072
regex-cli,EXP_DBL_1634,10,3.732376,3.733334,0.086236,0.023099,40.534812,40.555118,0.223276,0.005505,34529072.000000,34529072
regex-cli,EXP_DBL_0026,10,3.806551,3.816449,0.088100,0.023084,41.440265,41.463301,0.421576,0.010167,34477480.000000,34477480
regex-cli,EXP_DBL_0160,10,3.735841,3.729898,0.086015,0.023061,40.435200,40.360033,0.377120,0.009344,34529072.000000,34529072
regex-cli,EXP_DBL_0536,10,3.757575,3.729929,0.085982,0.023052,40.332676,40.310469,0.220734,0.005476,34529160.000000,34529160
regex-cli,EXP_DBL_0216,10,3.785613,3.787098,0.087264,0.023042,40.740041,40.611076,0.570315,0.014043,34472672.000000,34472672
regex-cli,EXP_DBL_0462,10,3.826845,3.826303,0.088157,0.023040,40.113001,40.240060,0.419942,0.010436,34700808.000000,34700808
regex-cli,EXP_DBL_0984,10,3.745704,3.714601,0.085572,0.023037,40.765605,40.720100,0.096629,0.002373,34541128.000000,34541128
regex-cli,EXP_DBL_0010,10,3.768995,3.783176,0.086930,0.022978,41.189115,41.017937,0.535841,0.013064,34465824.000000,34465824
regex-cli,EXP_DBL_0802,10,3.752587,3.751330,0.086174,0.022972,40.214035,40.138829,0.376723,0.009386,34529072.000000,34529072
regex-cli,EXP_DBL_0734,10,3.820567,3.843294,0.088255,0.022963,41.249902,41.114306,0.353870,0.008607,34537040.000000,34537040
regex-cli,EXP_DBL_1527,10,3.774138,3.762258,0.086369,0.022957,41.104503,41.025622,0.411628,0.010033,34513336.000000,34513336
regex-cli,EXP_DBL_0461,10,3.788834,3.778704,0.086694,0.022943,40.087738,40.006847,0.459571,0.011487,34525376.000000,34525376
regex-cli,EXP_DBL_0468,10,3.735783,3.739864,0.085773,0.022935,40.315083,40.379926,0.371691,0.009205,34528976.000000,34528976
regex-cli,EXP_DBL_0019,10,3.786283,3.776409,0.086325,0.022859,41.329904,41.164663,0.431826,0.010490,34477896.000000,34477896
regex-cli,EXP_DBL_1060,10,3.773591,3.772893,0.086235,0.022856,40.529464,40.492111,0.201470,0.004976,34540088.000000,34540088
regex-cli,EXP_DBL_0150,10,3.746012,3.726330,0.085160,0.022854,41.034380,40.930747,0.607711,0.014847,34529072.000000,34529072
regex-cli,EXP_DBL_0469,10,3.779804,3.785213,0.086438,0.022836,40.549632,40.653154,0.313290,0.007706,34591432.000000,34591432
regex-cli,EXP_DBL_1186,10,3.760841,3.725139,0.084996,0.022817,40.748616,40.724892,0.300925,0.007389,34528624.000000,34528624
regex-cli,EXP_DBL_1556,10,3.779552,3.761432,0.085801,0.022811,42.286320,42.291280,0.953518,0.022546,34505240.000000,34505240
regex-cli,EXP_DBL_1333,10,3.810105,3.804139,0.086765,0.022808,42.550241,42.469956,0.484522,0.011409,34518944.000000,34518944
regex-cli,EXP_DBL_1403,10,3.793062,3.805741,0.086765,0.022798,41.844005,41.804425,0.498150,0.011916,34518944.000000,34518944
regex-cli,EXP_DBL_0644,10,3.760698,3.769812,0.085932,0.022795,40.228318,40.145725,0.313456,0.007808,34529072.000000,34529072
regex-cli,EXP_DBL_1569,10,3.772983,3.777273,0.086076,0.022788,40.730822,40.708604,0.908307,0.022312,34505240.000000,34505240
regex-cli,EXP_DBL_0642,10,3.759984,3.774676,0.086016,0.022788,40.435673,40.511122,0.400251,0.009880,34529072.000000,34529072
regex-cli,EXP_DBL_0774,10,3.770664,3.795505,0.086441,0.022775,40.633216,40.629590,0.294223,0.007242,34529072.000000,34529072
regex-cli,EXP_DBL_1140,10,3.925866,3.927354,0.089417,0.022768,40.746082,40.676490,0.197168,0.004847,34313032.000000,34313032
regex-cli,EXP_DBL_1291,10,3.786816,3.768387,0.085764,0.022759,40.548922,40.450823,0.586404,0.014497,34459688.000000,34459688
regex-cli,EXP_DBL_1644,10,3.748139,3.737744,0.085023,0.022747,40.778993,40.773310,0.190186,0.004664,34529072.000000,34529072
regex-cli,EXP_DBL_0375,10,3.804252,3.827079,0.087046,0.022745,41.365995,41.429955,0.372759,0.008997,34511088.000000,34511088
regex-cli,EXP_DBL_0868,10,3.887214,3.852669,0.087526,0.022718,41.026493,40.959305,0.684283,0.016706,33072000.000000,33072000
regex-cli,EXP_DBL_0353,10,3.782075,3.767582,0.085590,0.022717,41.235191,41.269708,0.343031,0.008312,34511088.000000,34511088
regex-cli,EXP_DBL_1358,10,3.797250,3.796944,0.086208,0.022705,41.466742,41.421440,0.259151,0.006256,34518944.000000,34518944
regex-cli,EXP_DBL_1576,10,3.777074,3.775982,0.085734,0.022705,40.660167,40.556469,0.805910,0.019871,34620888.000000,34620888
regex-cli,EXP_DBL_1538,10,3.791416,3.803498,0.086294,0.022688,42.387327,42.378495,0.662008,0.015621,34505240.000000,34505240
regex-cli,EXP_DBL_1632,10,3.750766,3.748775,0.085030,0.022682,40.699918,40.817372,0.317109,0.007769,34529072.000000,34529072
regex-cli,EXP_ABL_004_DeadStoreElimination-initial,10,3.778944,3.756634,0.085180,0.022675,40.243573,40.262415,0.394560,0.009800,34501952.000000,34501952
regex-cli,EXP_DBL_0465,10,3.771652,3.770336,0.085391,0.022648,40.135837,40.180462,0.371183,0.009238,34435576.000000,34435576
regex-cli,EXP_DBL_0055,10,3.789716,3.791027,0.085831,0.022641,41.593245,41.582493,0.586076,0.014094,34477480.000000,34477480
regex-cli,EXP_DBL_1246,10,3.807769,3.831923,0.086744,0.022637,41.751217,41.716475,0.251541,0.006030,34463808.000000,34463808
regex-cli,EXP_DBL_0286,10,3.799216,3.776451,0.085454,0.022628,41.443624,41.419358,0.325896,0.007868,34503192.000000,34503192
regex-cli,EXP_DBL_0974,10,3.720571,3.694126,0.083588,0.022627,40.725547,40.773049,0.343789,0.008432,34541128.000000,34541128
regex-cli,EXP_DBL_0054,10,3.773133,3.773757,0.085377,0.022624,41.584929,41.556035,0.479200,0.011531,34537752.000000,34537752
regex-cli,EXP_DBL_0495,10,3.838620,3.845422,0.086947,0.022611,40.355257,40.471005,0.371698,0.009184,34651416.000000,34651416
regex-cli,EXP_DBL_0125,10,3.746259,3.764489,0.085108,0.022608,41.642849,41.431686,0.786023,0.018972,34529072.000000,34529072
regex-cli,EXP_DBL_0740,10,3.887191,3.874558,0.087549,0.022596,41.471614,41.396257,0.754245,0.018220,34557936.000000,34557936
regex-cli,EXP_DBL_0748,10,3.742328,3.739199,0.084488,0.022595,40.798037,40.843754,0.608894,0.014908,34529072.000000,34529072
regex-cli,EXP_DBL_0051,10,3.809469,3.809210,0.086045,0.022589,41.032657,40.963313,0.539561,0.013172,34456776.000000,34456776
regex-cli,EXP_DBL_0003,10,3.783469,3.786741,0.085461,0.022568,41.424945,41.420388,0.579638,0.013994,34477480.000000,34477480
regex-cli,EXP_ABL_069_disable-vp,10,3.718679,3.689392,0.083209,0.022554,41.130010,41.084899,0.586583,0.014277,34529072.000000,34529072
regex-cli,EXP_DBL_0606,10,3.728986,3.712568,0.083703,0.022546,40.265677,40.169218,0.368379,0.009171,34529072.000000,34529072
regex-cli,EXP_DBL_0950,10,3.769188,3.730799,0.084033,0.022524,40.578472,40.549818,0.505833,0.012474,34542376.000000,34542376
regex-cli,EXP_DBL_0614,10,3.804815,3.812928,0.085876,0.022522,40.358215,40.431753,0.404307,0.010000,34537760.000000,34537760
regex-cli,EXP_DBL_1418,10,3.788994,3.796388,0.085482,0.022517,42.121468,42.172114,0.493168,0.011694,34521400.000000,34521400
regex-cli,EXP_ABL_003_DeadStoreElimination-final,10,3.752835,3.741097,0.084227,0.022514,40.289717,40.204844,0.316784,0.007879,34559432.000000,34559432
regex-cli,EXP_DBL_0840,10,3.849425,3.840290,0.086435,0.022507,40.987591,41.059523,0.396748,0.009663,33066576.000000,33066576
regex-cli,EXP_DBL_0408,10,3.905161,3.920518,0.088210,0.022500,41.202936,41.180633,0.435952,0.010586,34529416.000000,34529416
regex-cli,EXP_DBL_0656,10,3.739758,3.725581,0.083823,0.022499,40.312850,40.271080,0.282131,0.007006,34529072.000000,34529072
regex-cli,EXP_DBL_1471,10,3.797843,3.774120,0.084870,0.022487,44.894583,44.931559,0.381242,0.008485,34521400.000000,34521400
regex-cli,EXP_DBL_0217,10,3.760784,3.737474,0.084040,0.022486,40.984331,40.953195,0.311333,0.007602,34539280.000000,34539280
regex-cli,EXP_DBL_0480,10,3.745977,3.720381,0.083641,0.022482,40.232432,40.153879,0.270498,0.006737,34528976.000000,34528976
regex-cli,EXP_DBL_1162,10,3.900360,3.905526,0.087752,0.022469,40.835892,40.837737,0.338934,0.008300,34313032.000000,34313032
regex-cli,EXP_DBL_0200,10,3.783789,3.794639,0.085229,0.022460,41.229285,41.358481,0.237562,0.005744,34559432.000000,34559432
regex-cli,EXP_DBL_0751,10,3.750239,3.736521,0.083877,0.022448,40.952198,41.004053,0.082822,0.002020,34529072.000000,34529072
regex-cli,EXP_DBL_1301,10,3.800173,3.764152,0.084328,0.022403,40.286783,40.255830,0.251864,0.006257,34463808.000000,34463808
regex-cli,EXP_DBL_0951,10,3.753541,3.730020,0.083531,0.022394,40.653218,40.638919,0.561370,0.013814,34541216.000000,34541216
regex-cli,EXP_DBL_1640,10,3.769945,3.783647,0.084698,0.022385,40.918825,40.928208,0.346925,0.008476,34529072.000000,34529072
regex-cli,EXP_DBL_0394,10,3.783672,3.773525,0.084466,0.022384,42.219384,42.128211,0.452177,0.010733,34511088.000000,34511088
regex-cli,EXP_DBL_1618,10,3.798281,3.758478,0.084128,0.022384,40.290398,40.450310,0.521289,0.012887,34524000.000000,34524000
regex-cli,EXP_DBL_0291,10,3.817726,3.814614,0.085233,0.022344,41.205513,41.249406,0.635222,0.015400,34501952.000000,34501952
regex-cli,EXP_DBL_0675,10,3.826822,3.849920,0.086010,0.022341,40.035409,40.095047,0.280870,0.007005,34537056.000000,34537056
regex-cli,EXP_DBL_0491,10,3.827815,3.812295,0.085039,0.022307,40.152622,40.134788,0.095081,0.002369,34545488.000000,34545488
