Variant,ConfigName,n,runtime_med,compile_med,size_med,alloca_med,load_med,store_med,gep_med,phi_med,bb_med
A,EXP_DBL_1036,3,3.306362,1.020192,449952,17,65,31,54,71,13
A,EXP_DBL_1037,3,3.231674,0.999144,449968,17,65,31,54,71,13
A,EXP_DBL_1038,3,3.215494,0.989922,449968,17,65,31,54,71,13
A,EXP_DBL_1039,3,3.199342,0.896471,449968,17,65,31,54,71,13
A,EXP_DBL_1040,3,3.224308,0.951384,449968,17,65,31,54,71,13
A,EXP_DBL_1041,3,3.212375,0.966951,449984,17,65,31,54,71,13
A,EXP_DBL_1042,3,3.206646,0.928516,450000,17,65,31,54,71,13
A,EXP_DBL_1043,3,3.233167,0.916849,449968,17,65,31,54,71,13
A,EXP_DBL_1044,3,3.172269,0.897538,449968,17,65,31,54,71,13
A,EXP_DBL_1045,3,3.313712,0.946957,449968,17,65,31,54,71,13
A,EXP_DBL_1046,3,3.236128,0.945440,449952,17,65,31,54,71,13
A,EXP_DBL_1047,3,3.186257,1.077094,449968,17,65,31,54,71,13
A,EXP_DBL_1048,3,3.218370,2.050010,449968,17,65,31,54,71,13
A,EXP_DBL_1049,3,3.188189,1.177991,449968,17,65,31,54,71,13
A,EXP_DBL_1050,3,3.190851,1.022462,449968,17,65,31,54,71,13
A,EXP_DBL_1051,3,3.250685,0.950916,449968,17,65,31,54,71,13
A,EXP_DBL_1052,3,3.181227,1.052859,449968,17,65,31,54,71,13
A,EXP_DBL_1053,3,3.153117,0.949968,449968,17,65,31,54,71,13
A,EXP_DBL_1054,3,3.041491,1.006928,449968,17,65,31,54,71,13
A,EXP_DBL_1055,3,3.039794,0.993302,449968,17,65,31,54,71,13
A,EXP_DBL_1056,3,3.012127,0.961129,449968,17,65,31,54,71,13
A,EXP_DBL_1057,3,3.204314,0.964926,449968,17,65,31,54,71,13
A,EXP_DBL_1058,3,2.907339,0.842263,449968,17,65,31,54,71,13
A,EXP_DBL_1059,3,2.277822,0.864937,449968,17,65,31,54,71,13
A,EXP_DBL_1060,3,3.323615,0.974192,450000,17,65,31,54,71,13
A,EXP_DBL_1061,3,3.103562,0.971090,449968,17,65,31,54,71,13
A,EXP_DBL_1062,3,3.248615,0.968219,449968,17,65,31,54,71,13
A,EXP_DBL_1063,3,3.226052,1.044945,449968,17,65,31,54,71,13
A,EXP_DBL_1064,3,3.147940,1.119233,449968,17,65,31,54,71,13
A,EXP_DBL_1065,3,3.112006,0.978046,449968,17,65,31,54,71,13
A,EXP_DBL_1066,3,3.190783,1.009755,449968,17,65,31,54,71,13
A,EXP_DBL_1067,3,3.142310,0.911169,449968,17,65,31,54,71,13
A,EXP_DBL_1068,3,3.247828,1.043042,449984,17,65,31,54,71,13
A,EXP_DBL_1069,3,3.120084,0.993254,449968,17,65,31,54,71,13
A,EXP_DBL_1070,3,3.252166,0.968081,449968,17,65,31,54,71,13
A,EXP_DBL_1071,3,3.256844,1.029572,449968,17,65,31,54,71,13
A,EXP_DBL_1072,3,3.245511,1.019849,449968,17,65,31,54,71,13
A,EXP_DBL_1073,3,3.302257,0.923112,449968,17,65,31,54,71,13
A,EXP_DBL_1074,3,3.228255,1.064595,449968,17,65,31,54,71,13
A,EXP_DBL_1075,3,3.363749,0.990493,449968,17,65,31,54,71,13
A,EXP_DBL_1076,3,3.208410,1.060132,450144,17,65,31,54,71,13
A,EXP_DBL_1077,3,3.227525,0.975728,449968,17,65,31,54,71,13
A,EXP_DBL_1078,3,3.251504,0.920182,449984,17,65,31,54,71,13
A,EXP_DBL_1079,3,3.180029,0.969754,449968,17,65,31,54,71,13
A,EXP_DBL_1080,3,3.251623,0.920553,449968,17,65,31,54,71,13
A,EXP_DBL_1081,3,3.246093,1.052662,449968,17,65,31,54,71,13
A,EXP_DBL_1082,3,3.261207,0.951057,449968,17,65,31,54,71,13
A,EXP_DBL_1083,3,3.128354,0.901620,449968,17,65,31,54,71,13
A,EXP_DBL_1084,3,3.232932,0.942882,449968,17,65,31,54,71,13
A,EXP_DBL_1085,3,3.282390,0.915968,449968,17,65,31,54,71,13
A,EXP_DBL_1086,3,3.268528,0.933783,449968,17,65,31,54,71,13
A,EXP_DBL_1087,3,3.266252,0.899459,449968,17,65,31,54,71,13
A,EXP_DBL_1088,3,3.242892,0.975276,449968,17,65,31,54,71,13
A,EXP_DBL_1089,3,3.288522,1.014879,449968,17,65,31,54,71,13
A,EXP_DBL_1090,3,3.266692,0.966128,449968,17,65,31,54,71,13
A,EXP_DBL_1091,3,3.283237,0.999897,449968,17,65,31,54,71,13
A,EXP_DBL_1092,3,2.772183,1.040852,449984,17,65,31,54,71,13
A,EXP_DBL_1093,3,2.137529,0.715143,449888,17,65,31,54,71,13
A,EXP_DBL_1094,3,3.188096,0.883325,449968,17,65,31,54,71,13
A,EXP_DBL_1095,3,3.169092,0.999643,449968,17,65,31,54,71,13
A,EXP_DBL_1096,3,3.228990,0.968535,449856,17,65,31,54,71,13
A,EXP_DBL_1097,3,3.117193,1.153482,449952,17,65,31,54,71,13
A,EXP_DBL_1098,3,3.210086,0.987187,449968,17,65,31,54,71,13
A,EXP_DBL_1099,3,3.311639,0.984942,449968,17,65,31,54,71,13
A,EXP_DBL_1100,3,3.188824,1.013423,449968,17,65,31,54,71,13
A,EXP_DBL_1101,3,3.272020,1.013366,449968,17,65,31,54,71,13
A,EXP_DBL_1102,3,3.186322,1.087709,449968,17,65,31,54,71,13
A,EXP_DBL_1103,3,3.289770,1.011871,449968,17,65,31,54,71,13
A,EXP_DBL_1104,3,3.175336,0.976206,449968,17,65,31,54,71,13
A,EXP_DBL_1105,3,3.180821,1.005908,449968,17,65,31,54,71,13
A,EXP_DBL_1106,3,3.224389,0.942803,449968,17,65,31,54,71,13
A,EXP_DBL_1107,3,3.352211,0.985955,449968,17,65,31,54,71,13
A,EXP_DBL_1108,3,3.294423,1.037746,449968,17,65,31,54,71,13
A,EXP_DBL_1109,3,3.260363,0.985332,449968,17,65,31,54,71,13
A,EXP_DBL_1110,3,3.277341,1.029846,449968,17,65,31,54,71,13
A,EXP_DBL_1111,3,3.229634,1.075956,449968,17,65,31,54,71,13
A,EXP_DBL_1112,3,3.310088,1.004255,449968,17,65,31,54,71,13
A,EXP_DBL_1113,3,3.241689,1.053472,449968,17,65,31,54,71,13
A,EXP_DBL_1114,3,3.325976,1.164015,449968,17,65,31,54,71,13
A,EXP_DBL_1115,3,3.107286,1.071872,449968,17,65,31,54,71,13
A,EXP_DBL_1116,3,3.350592,0.978303,449968,17,65,31,54,71,13
A,EXP_DBL_1117,3,3.312941,0.974367,449968,17,65,31,54,71,13
A,EXP_DBL_1118,3,3.416474,1.017727,449968,17,65,31,54,71,13
A,EXP_DBL_1119,3,3.312449,0.999950,449952,17,65,31,54,71,13
A,EXP_DBL_1120,3,3.210221,0.958819,449968,17,65,31,54,71,13
A,EXP_DBL_1121,3,3.197114,0.988168,449968,17,65,31,54,71,13
A,EXP_DBL_1122,3,3.374568,1.008657,449968,17,65,31,54,71,13
A,EXP_DBL_1123,3,3.315260,0.935702,449968,17,65,31,54,71,13
A,EXP_DBL_1124,3,3.243067,0.958759,449984,17,65,31,54,71,13
A,EXP_DBL_1125,3,3.278787,0.980829,450000,17,65,31,54,71,13
A,EXP_DBL_1126,3,3.246352,1.061401,449968,17,65,31,54,71,13
A,EXP_DBL_1127,3,3.021684,0.942211,449968,17,65,31,54,71,13
A,EXP_DBL_1128,3,2.310261,0.775377,449968,17,65,31,54,71,13
A,EXP_DBL_1129,3,3.223962,1.006693,449952,17,65,31,54,71,13
A,EXP_DBL_1130,3,3.144599,1.013649,449968,17,65,31,54,71,13
A,EXP_DBL_1131,3,3.264934,0.986241,449968,17,65,31,54,71,13
A,EXP_DBL_1132,3,3.290481,1.019784,449968,17,65,31,54,71,13
A,EXP_DBL_1133,3,3.264166,1.598898,449968,17,65,31,54,71,13
A,EXP_DBL_1134,3,3.194710,1.504681,449968,17,65,31,54,71,13
A,EXP_DBL_1135,3,3.212614,1.591072,449968,17,65,31,54,71,13
A,EXP_DBL_1136,3,3.138188,1.440329,449968,17,65,31,54,71,13
A,EXP_DBL_1137,3,3.139923,1.469261,449968,17,65,31,54,71,13
A,EXP_DBL_1138,3,3.334177,1.012908,449968,17,65,31,54,71,13
A,EXP_DBL_1139,3,3.281536,1.056368,449968,17,65,31,54,71,13
A,EXP_DBL_1140,3,3.315965,0.995960,449968,17,65,31,54,71,13
A,EXP_DBL_1141,3,3.294362,0.947430,449968,17,65,31,54,71,13
A,EXP_DBL_1142,3,3.227642,1.022376,449968,17,65,31,54,71,13
A,EXP_DBL_1143,3,3.246162,1.005980,450000,17,65,31,54,71,13
A,EXP_DBL_1144,3,3.216599,0.988500,449968,17,65,31,54,71,13
A,EXP_DBL_1145,3,3.115528,0.944349,449968,17,65,31,54,71,13
A,EXP_DBL_1146,3,3.156649,0.933139,449968,17,65,31,54,71,13
A,EXP_DBL_1147,3,3.296273,1.008639,449968,17,65,31,54,71,13
A,EXP_DBL_1148,3,3.330800,0.940413,449968,17,65,31,54,71,13
A,EXP_DBL_1149,3,3.248301,1.001519,449968,17,65,31,54,71,13
A,EXP_DBL_1150,3,3.348288,0.976932,449968,17,65,31,54,71,13
A,EXP_DBL_1151,3,3.225488,1.003574,449984,17,65,31,54,71,13
A,EXP_DBL_1152,3,3.168953,0.941150,449968,17,65,31,54,71,13
A,EXP_DBL_1153,3,3.231986,1.010651,449968,17,65,31,54,71,13
A,EXP_DBL_1154,3,3.369009,0.981846,449968,17,65,31,54,71,13
A,EXP_DBL_1155,3,3.305431,1.047998,449968,17,65,31,54,71,13
A,EXP_DBL_1156,3,3.198575,0.930051,449968,17,65,31,54,71,13
A,EXP_DBL_1157,3,3.258232,0.959972,449968,17,65,31,54,71,13
A,EXP_DBL_1158,3,3.436064,0.977080,449968,17,65,31,54,71,13
A,EXP_DBL_1159,3,3.344735,1.007244,450144,17,65,31,54,71,13
A,EXP_DBL_1160,3,3.313334,0.990130,449968,17,65,31,54,71,13
A,EXP_DBL_1161,3,2.742873,1.956022,449984,17,65,31,54,71,13
A,EXP_DBL_1162,3,3.108902,1.481422,449968,17,65,31,54,71,13
A,EXP_DBL_1163,3,3.233614,0.941008,449968,17,65,31,54,71,13
A,EXP_DBL_1164,3,3.150164,1.026796,449968,17,65,31,54,71,13
A,EXP_DBL_1165,3,3.466605,1.167236,449968,17,65,31,54,71,13
A,EXP_DBL_1166,3,3.404167,1.058472,449968,17,65,31,54,71,13
A,EXP_DBL_1167,3,3.129701,1.042988,449968,17,65,31,54,71,13
A,EXP_DBL_1168,3,3.187725,0.967577,449968,17,65,31,54,71,13
A,EXP_DBL_1169,3,3.244962,0.960227,449968,17,65,31,54,71,13
A,EXP_DBL_1170,3,3.295743,0.988841,449968,17,65,31,54,71,13
A,EXP_DBL_1171,3,3.320483,0.940705,449968,17,65,31,54,71,13
A,EXP_DBL_1172,3,3.292266,0.968015,449968,17,65,31,54,71,13
A,EXP_DBL_1173,3,3.345563,0.963945,449968,17,65,31,54,71,13
A,EXP_DBL_1174,3,3.395189,1.096465,449968,17,65,31,54,71,13
A,EXP_DBL_1175,3,3.412233,1.041354,449984,17,65,31,54,71,13
A,EXP_DBL_1176,3,3.332797,1.026349,449888,17,65,31,54,71,13
A,EXP_DBL_1177,3,3.230068,1.018677,449968,17,65,31,54,71,13
A,EXP_DBL_1178,3,3.291931,1.015842,449968,17,65,31,54,71,13
A,EXP_DBL_1179,3,3.209750,1.000230,449856,17,65,31,54,71,13
A,EXP_DBL_1180,3,3.369730,0.968388,449952,17,65,31,54,71,13
A,EXP_DBL_1181,3,3.392432,1.002629,449968,17,65,31,54,71,13
A,EXP_DBL_1182,3,3.295913,0.976487,449968,17,65,31,54,71,13
A,EXP_DBL_1183,3,3.316090,1.032471,449968,17,65,31,54,71,13
A,EXP_DBL_1184,3,3.307125,0.952156,449968,17,65,31,54,71,13
A,EXP_DBL_1185,3,3.312024,0.991704,449968,17,65,31,54,71,13
A,EXP_DBL_1186,3,3.459275,1.040320,449968,17,65,31,54,71,13
A,EXP_DBL_1187,3,3.262529,1.012474,449968,17,65,31,54,71,13
A,EXP_DBL_1188,3,3.250463,1.012939,449968,17,65,31,54,71,13
A,EXP_DBL_1189,3,3.243950,0.945207,449968,17,65,31,54,71,13
A,EXP_DBL_1190,3,3.331272,1.014244,449968,17,65,31,54,71,13
A,EXP_DBL_1191,3,3.317855,0.951545,449968,17,65,31,54,71,13
A,EXP_DBL_1192,3,3.258252,1.004107,449968,17,65,31,54,71,13
A,EXP_DBL_1193,3,3.283885,0.980795,449968,17,65,31,54,71,13
A,EXP_DBL_1194,3,3.244735,0.972505,449968,17,65,31,54,71,13
A,EXP_DBL_1195,3,3.001284,0.910035,449968,17,65,31,54,71,13
A,EXP_DBL_1196,3,2.203480,0.782296,449968,17,65,31,54,71,13
A,EXP_DBL_1197,3,3.140553,0.938213,449968,17,65,31,54,71,13
A,EXP_DBL_1198,3,3.041969,0.931648,449968,17,65,31,54,71,13
A,EXP_DBL_1199,3,3.209490,1.445127,449968,17,65,31,54,71,13
A,EXP_DBL_1200,3,3.273787,0.999942,449968,17,65,31,54,71,13
A,EXP_DBL_1201,3,3.026489,0.991437,449968,17,65,31,54,71,13
A,EXP_DBL_1202,3,3.206730,0.926898,449952,17,65,31,54,71,13
A,EXP_DBL_1203,3,3.258769,1.034959,449968,17,65,31,54,71,13
A,EXP_DBL_1204,3,3.297876,1.130842,449968,17,65,31,54,71,13
A,EXP_DBL_1205,3,3.297659,0.990721,449968,17,65,31,54,71,13
A,EXP_DBL_1206,3,3.302876,1.021852,449968,17,65,31,54,71,13
A,EXP_DBL_1207,3,3.315454,1.364758,449984,17,65,31,54,71,13
A,EXP_DBL_1208,3,3.267729,1.069187,450000,17,65,31,54,71,13
A,EXP_DBL_1209,3,3.274466,0.976853,449968,17,65,31,54,71,13
A,EXP_DBL_1210,3,3.297445,0.949817,449968,17,65,31,54,71,13
A,EXP_DBL_1211,3,3.269232,0.967860,449968,17,65,31,54,71,13
A,EXP_DBL_1212,3,3.249944,0.984613,449952,17,65,31,54,71,13
A,EXP_DBL_1213,3,3.257955,1.136164,449968,17,65,31,54,71,13
A,EXP_DBL_1214,3,3.229992,0.989954,449968,17,65,31,54,71,13
A,EXP_DBL_1215,3,3.294816,1.016640,449968,17,65,31,54,71,13
A,EXP_DBL_1216,3,3.292039,1.002671,449968,17,65,31,54,71,13
A,EXP_DBL_1217,3,3.278165,1.106117,449968,17,65,31,54,71,13
A,EXP_DBL_1218,3,3.250856,0.924758,449968,17,65,31,54,71,13
A,EXP_DBL_1219,3,3.237915,0.985217,449968,17,65,31,54,71,13
A,EXP_DBL_1220,3,3.257319,1.024204,449968,17,65,31,54,71,13
A,EXP_DBL_1221,3,3.231523,0.984563,449968,17,65,31,54,71,13
A,EXP_DBL_1222,3,3.235742,0.901422,449968,17,65,31,54,71,13
A,EXP_DBL_1223,3,3.275624,0.979544,449968,17,65,31,54,71,13
A,EXP_DBL_1224,3,3.359496,0.994855,449968,17,65,31,54,71,13
A,EXP_DBL_1225,3,3.350329,1.026387,449968,17,65,31,54,71,13
A,EXP_DBL_1226,3,3.357305,1.013616,450000,17,65,31,54,71,13
A,EXP_DBL_1227,3,3.302804,1.009898,449968,17,65,31,54,71,13
A,EXP_DBL_1228,3,3.287758,0.959632,449968,17,65,31,54,71,13
A,EXP_DBL_1229,3,3.317830,1.101430,449968,17,65,31,54,71,13
A,EXP_DBL_1230,3,3.283235,0.897949,449968,17,65,31,54,71,13
A,EXP_DBL_1231,3,2.463124,0.778414,449968,17,65,31,54,71,13
A,EXP_DBL_1232,3,3.021432,0.867281,449968,17,65,31,54,71,13
A,EXP_DBL_1233,3,3.305853,0.992592,449968,17,65,31,54,71,13
A,EXP_DBL_1234,3,3.317353,0.931125,449984,17,65,31,54,71,13
A,EXP_DBL_1235,3,3.201255,1.042616,449968,17,65,31,54,71,13
A,EXP_DBL_1236,3,3.266114,0.956043,449968,17,65,31,54,71,13
A,EXP_DBL_1237,3,3.188324,0.970372,449968,17,65,31,54,71,13
A,EXP_DBL_1238,3,3.244318,0.959131,449968,17,65,31,54,71,13
A,EXP_DBL_1239,3,3.260627,1.020778,449968,17,65,31,54,71,13
A,EXP_DBL_1240,3,3.298668,1.011647,449968,17,65,31,54,71,13
A,EXP_DBL_1241,3,3.250445,0.889659,449968,17,65,31,54,71,13
A,EXP_DBL_1242,3,3.272603,1.053019,450144,17,65,31,54,71,13
A,EXP_DBL_1243,3,3.227647,1.019714,449968,17,65,31,54,71,13
A,EXP_DBL_1244,3,3.341503,1.029144,449984,17,65,31,54,71,13
A,EXP_DBL_1245,3,3.391096,0.962974,449968,17,65,31,54,71,13
A,EXP_DBL_1246,3,3.155980,0.980402,449968,17,65,31,54,71,13
A,EXP_DBL_1247,3,3.229927,0.974105,449968,17,65,31,54,71,13
A,EXP_DBL_1248,3,3.180145,0.980837,449968,17,65,31,54,71,13
A,EXP_DBL_1249,3,3.256429,0.906096,449968,17,65,31,54,71,13
A,EXP_DBL_1250,3,3.240044,1.058879,449968,17,65,31,54,71,13
A,EXP_DBL_1251,3,3.177455,0.997781,449968,17,65,31,54,71,13
A,EXP_DBL_1252,3,3.274483,0.990420,449968,17,65,31,54,71,13
A,EXP_DBL_1253,3,3.277620,0.993563,449968,17,65,31,54,71,13
A,EXP_DBL_1254,3,3.312875,0.936007,449968,17,65,31,54,71,13
A,EXP_DBL_1255,3,3.236153,0.966398,449968,17,65,31,54,71,13
A,EXP_DBL_1256,3,3.242428,0.993177,449968,17,65,31,54,71,13
A,EXP_DBL_1257,3,3.194763,1.017204,449968,17,65,31,54,71,13
A,EXP_DBL_1258,3,3.237484,0.928327,449984,17,65,31,54,71,13
A,EXP_DBL_1259,3,3.240602,1.029756,449888,17,65,31,54,71,13
A,EXP_DBL_1260,3,3.299949,0.944136,449968,17,65,31,54,71,13
A,EXP_DBL_1261,3,3.140883,0.931360,449968,17,65,31,54,71,13
A,EXP_DBL_1262,3,3.221288,0.959074,449856,17,65,31,54,71,13
A,EXP_DBL_1263,3,3.227601,1.634464,449952,17,65,31,54,71,13
A,EXP_DBL_1264,3,3.277523,0.935031,449968,17,65,31,54,71,13
A,EXP_DBL_1265,3,3.325716,0.917551,449968,17,65,31,54,71,13
A,EXP_DBL_1266,3,2.750852,0.773052,449968,17,65,31,54,71,13
A,EXP_DBL_1267,3,2.412639,0.832744,449968,17,65,31,54,71,13
A,EXP_DBL_1268,3,3.212289,1.101613,449968,17,65,31,54,71,13
A,EXP_DBL_1269,3,3.173354,0.982237,449968,17,65,31,54,71,13
A,EXP_DBL_1270,3,3.234420,0.899684,449968,17,65,31,54,71,13
A,EXP_DBL_1271,3,3.196347,0.982287,449968,17,65,31,54,71,13
A,EXP_DBL_1272,3,3.339906,0.915098,449968,17,65,31,54,71,13
A,EXP_DBL_1273,3,3.300493,0.957953,449968,17,65,31,54,71,13
A,EXP_DBL_1274,3,3.226782,1.096784,449968,17,65,31,54,71,13
A,EXP_DBL_1275,3,3.278829,0.948470,449968,17,65,31,54,71,13
A,EXP_DBL_1276,3,3.360774,0.942410,449968,17,65,31,54,71,13
A,EXP_DBL_1277,3,3.324006,0.991424,449968,17,65,31,54,71,13
A,EXP_DBL_1278,3,3.306644,0.936227,449968,17,65,31,54,71,13
A,EXP_DBL_1279,3,3.183263,0.937622,449968,17,65,31,54,71,13
A,EXP_DBL_1280,3,3.115715,1.017961,449968,17,65,31,54,71,13
A,EXP_DBL_1281,3,3.262533,1.024031,449968,17,65,31,54,71,13
A,EXP_DBL_1282,3,3.191499,0.913137,449968,17,65,31,54,71,13
A,EXP_DBL_1283,3,3.209877,0.934608,449968,17,65,31,54,71,13
A,EXP_DBL_1284,3,3.257644,1.075746,449968,17,65,31,54,71,13
A,EXP_DBL_1285,3,3.222340,0.858850,449952,17,65,31,54,71,13
A,EXP_DBL_1286,3,3.204338,1.102999,449968,17,65,31,54,71,13
A,EXP_DBL_1287,3,3.227792,0.892092,449968,17,65,31,54,71,13
A,EXP_DBL_1288,3,3.198781,0.937781,449968,17,65,31,54,71,13
A,EXP_DBL_1289,3,3.232729,0.923686,449968,17,65,31,54,71,13
A,EXP_DBL_1290,3,3.150357,1.053487,449984,17,65,31,54,71,13
A,EXP_DBL_1291,3,3.198545,0.912718,450000,17,65,31,54,71,13
A,EXP_DBL_1292,3,3.178614,0.931953,449968,17,65,31,54,71,13
A,EXP_DBL_1293,3,3.685529,0.984374,449968,17,65,31,54,71,13
A,EXP_DBL_1294,3,3.264803,0.997054,449968,17,65,31,54,71,13
A,EXP_DBL_1295,3,3.182673,0.961891,449952,17,65,31,54,71,13
A,EXP_DBL_1296,3,3.246978,0.902850,449968,17,65,31,54,71,13
A,EXP_DBL_1297,3,3.186760,0.966843,449968,17,65,31,54,71,13
A,EXP_DBL_1298,3,3.224268,0.922259,449968,17,65,31,54,71,13
A,EXP_DBL_1299,3,3.204887,0.921928,449968,17,65,31,54,71,13
A,EXP_DBL_1300,3,3.233239,0.957859,449968,17,65,31,54,71,13
A,EXP_DBL_1301,3,3.177694,0.929813,449968,17,65,31,54,71,13
A,EXP_DBL_1302,3,3.032404,0.830227,449968,17,65,31,54,71,13
A,EXP_DBL_1303,3,2.447953,0.768446,449968,17,65,31,54,71,13
A,EXP_DBL_1304,3,3.236333,0.954156,449968,17,65,31,54,71,13
A,EXP_DBL_1305,3,3.210458,0.899665,449968,17,65,31,54,71,13
A,EXP_DBL_1306,3,3.240310,0.948434,449968,17,65,31,54,71,13
A,EXP_DBL_1307,3,3.213365,0.951746,449968,17,65,31,54,71,13
A,EXP_DBL_1308,3,3.291277,0.941892,449968,17,65,31,54,71,13
A,EXP_DBL_1309,3,3.251251,0.895976,450000,17,65,31,54,71,13
A,EXP_DBL_1310,3,3.233212,0.954428,449968,17,65,31,54,71,13
A,EXP_DBL_1311,3,3.173895,0.885713,449968,17,65,31,54,71,13
A,EXP_DBL_1312,3,3.217140,0.959229,449968,17,65,31,54,71,13
A,EXP_DBL_1313,3,3.242332,0.945728,449968,17,65,31,54,71,13
A,EXP_DBL_1314,3,3.269428,0.888259,449968,17,65,31,54,71,13
A,EXP_DBL_1315,3,3.204389,0.958430,449968,17,65,31,54,71,13
A,EXP_DBL_1316,3,3.269055,0.961769,449968,17,65,31,54,71,13
A,EXP_DBL_1317,3,3.296230,0.936247,449984,17,65,31,54,71,13
A,EXP_DBL_1318,3,3.330830,0.899588,449968,17,65,31,54,71,13
A,EXP_DBL_1319,3,3.271095,0.882653,449968,17,65,31,54,71,13
A,EXP_DBL_1320,3,3.268966,0.921346,449968,17,65,31,54,71,13
A,EXP_DBL_1321,3,3.207293,0.916391,449968,17,65,31,54,71,13
A,EXP_DBL_1322,3,3.195699,1.000938,449968,17,65,31,54,71,13
A,EXP_DBL_1323,3,3.309939,1.259173,449968,17,65,31,54,71,13
A,EXP_DBL_1324,3,3.231452,1.136230,449968,17,65,31,54,71,13
A,EXP_DBL_1325,3,3.273342,0.890514,450144,17,65,31,54,71,13
A,EXP_DBL_1326,3,3.211584,0.991252,449968,17,65,31,54,71,13
A,EXP_DBL_1327,3,3.196856,0.973733,449984,17,65,31,54,71,13
A,EXP_DBL_1328,3,3.245046,0.973014,449968,17,65,31,54,71,13
A,EXP_DBL_1329,3,3.120237,0.981213,449968,17,65,31,54,71,13
A,EXP_DBL_1330,3,3.243415,0.917565,449968,17,65,31,54,71,13
A,EXP_DBL_1331,3,3.136203,1.075452,449968,17,65,31,54,71,13
A,EXP_DBL_1332,3,3.277671,0.940430,449968,17,65,31,54,71,13
A,EXP_DBL_1333,3,3.181204,1.023427,449968,17,65,31,54,71,13
A,EXP_DBL_1334,3,3.275925,0.945191,449968,17,65,31,54,71,13
A,EXP_DBL_1335,3,3.252562,1.036596,449968,17,65,31,54,71,13
A,EXP_DBL_1336,3,3.237599,0.991772,449968,17,65,31,54,71,13
A,EXP_DBL_1337,3,3.276188,0.985596,449968,17,65,31,54,71,13
A,EXP_DBL_1338,3,3.301990,1.116978,449968,17,65,31,54,71,13
A,EXP_DBL_1339,3,2.421806,0.790037,449968,17,65,31,54,71,13
A,EXP_DBL_1340,3,3.147800,0.849806,449968,17,65,31,54,71,13
A,EXP_DBL_1341,3,3.206715,0.924788,449984,17,65,31,54,71,13
A,EXP_DBL_1342,3,3.161283,1.004442,449888,17,65,31,54,71,13
A,EXP_DBL_1343,3,3.273577,0.952682,449968,17,65,31,54,71,13
A,EXP_DBL_1344,3,3.212972,0.953829,449968,17,65,31,54,71,13
A,EXP_DBL_1345,3,3.252922,0.925047,449856,17,65,31,54,71,13
A,EXP_DBL_1346,3,3.129155,1.062586,449952,17,65,31,54,71,13
A,EXP_DBL_1347,3,3.216142,0.977621,449968,17,65,31,54,71,13
A,EXP_DBL_1348,3,3.260844,0.942928,449968,17,65,31,54,71,13
A,EXP_DBL_1349,3,3.315660,0.989076,449968,17,65,31,54,71,13
A,EXP_DBL_1350,3,3.349289,1.022845,449968,17,65,31,54,71,13
A,EXP_DBL_1351,3,3.265892,0.996243,449968,17,65,31,54,71,13
A,EXP_DBL_1352,3,3.284300,0.927939,449968,17,65,31,54,71,13
A,EXP_DBL_1353,3,3.294543,0.966350,449968,17,65,31,54,71,13
A,EXP_DBL_1354,3,3.394439,1.376368,449968,17,65,31,54,71,13
A,EXP_DBL_1355,3,3.204356,0.933245,449968,17,65,31,54,71,13
A,EXP_DBL_1356,3,3.247894,0.932211,449968,17,65,31,54,71,13
A,EXP_DBL_1357,3,3.314885,0.983356,449968,17,65,31,54,71,13
A,EXP_DBL_1358,3,3.444486,1.021317,449968,17,65,31,54,71,13
A,EXP_DBL_1359,3,3.229693,0.970473,449968,17,65,31,54,71,13
A,EXP_DBL_1360,3,3.255631,0.959072,449968,17,65,31,54,71,13
A,EXP_DBL_1361,3,3.316928,0.956129,449968,17,65,31,54,71,13
A,EXP_DBL_1362,3,3.374727,1.024495,449968,17,65,31,54,71,13
A,EXP_DBL_1363,3,3.153830,1.029563,449968,17,65,31,54,71,13
A,EXP_DBL_1364,3,3.282032,1.033189,449968,17,65,31,54,71,13
A,EXP_DBL_1365,3,3.274509,1.033621,449968,17,65,31,54,71,13
A,EXP_DBL_1366,3,3.258546,0.922296,449968,17,65,31,54,71,13
A,EXP_DBL_1367,3,3.379643,1.306232,449968,17,65,31,54,71,13
A,EXP_DBL_1368,3,3.211963,0.954246,449952,17,65,31,54,71,13
A,EXP_DBL_1369,3,3.386645,1.031623,449968,17,65,31,54,71,13
A,EXP_DBL_1370,3,3.341866,0.984432,449968,17,65,31,54,71,13
A,EXP_DBL_1371,3,3.429043,1.002989,449968,17,65,31,54,71,13
A,EXP_DBL_1372,3,3.296184,0.976239,449968,17,65,31,54,71,13
A,EXP_DBL_1373,3,3.264298,1.072945,449984,17,65,31,54,71,13
A,EXP_DBL_1374,3,3.174589,0.847803,450000,17,65,31,54,71,13
A,EXP_DBL_1375,3,2.344100,0.760605,449968,17,65,31,54,71,13
A,EXP_DBL_1376,3,3.313146,0.974490,449968,17,65,31,54,71,13
A,EXP_DBL_1377,3,3.282376,0.927021,449968,17,65,31,54,71,13
A,EXP_DBL_1378,3,3.242259,0.984779,449952,17,65,31,54,71,13
A,EXP_DBL_1379,3,3.246910,0.976002,449968,17,65,31,54,71,13
A,EXP_DBL_1380,3,3.324973,0.958529,449968,17,65,31,54,71,13
A,EXP_DBL_1381,3,3.239239,1.003602,449968,17,65,31,54,71,13
A,EXP_DBL_1382,3,3.326044,1.008978,449968,17,65,31,54,71,13
A,EXP_DBL_1383,3,3.275526,0.930600,449968,17,65,31,54,71,13
