Variant,ConfigName,n,wall_mean,wall_med,wall_iqr,ns_mean,ns_med,ns_iqr,ns_iqr_ratio,mbps_mean,mbps_med,mbps_iqr,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med
tokio,EXP_DBL_0861,10,9.747179,9.498939,0.710866,993.299000,967.690000,90.610000,0.093635,,,,62.273347,62.273347,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_1143,10,10.052599,10.021248,0.106628,904.685000,875.370000,74.907500,0.085572,,,,59.070527,59.070527,0.000000,0.000000,4067904.000000,4067904
tokio,EXP_DBL_0989,10,10.098125,10.122359,0.138598,925.782000,905.325000,74.137500,0.081890,,,,58.293134,58.293134,0.000000,0.000000,4046320.000000,4046320
tokio,EXP_DBL_1085,10,10.069249,10.043677,0.096820,898.941000,870.925000,66.097500,0.075893,,,,59.403867,59.403867,0.000000,0.000000,4047664.000000,4047664
tokio,EXP_DBL_0741,10,10.081517,10.023905,0.173088,901.267000,881.645000,66.120000,0.074996,,,,58.489563,58.489563,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0803,10,9.974323,10.021746,0.044584,908.666000,886.560000,64.465000,0.072714,,,,58.989445,58.989445,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1141,10,10.060325,10.013515,0.115937,900.008000,875.910000,62.645000,0.071520,,,,58.909208,58.909208,0.000000,0.000000,4047664.000000,4047664
tokio,EXP_DBL_0319,10,10.128356,10.109692,0.126304,915.101000,888.795000,62.645000,0.070483,,,,59.409329,59.409329,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0859,10,9.734775,9.502203,0.721975,978.498000,955.780000,62.595000,0.065491,,,,61.830553,61.830553,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_0901,10,9.955848,9.946524,0.991109,977.557000,955.205000,61.485000,0.064368,,,,61.751760,61.751760,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_0886,10,9.862591,9.559812,0.924273,993.191000,986.865000,58.937500,0.059722,,,,61.451203,61.451203,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_1211,10,10.076419,10.047919,0.114616,899.241000,886.090000,50.650000,0.057161,,,,58.826402,58.826402,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_1252,10,10.055854,10.034515,0.079180,895.682000,880.500000,48.795000,0.055417,,,,59.897544,59.897544,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_0257,10,10.083566,10.053793,0.097161,912.626000,883.680000,47.432500,0.053676,,,,58.275270,58.275270,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0464,10,9.971025,10.064986,0.082643,904.192000,894.060000,47.320000,0.052927,,,,58.673658,58.673658,0.000000,0.000000,4041376.000000,4041376
tokio,EXP_DBL_0889,10,9.829110,9.523686,0.926602,977.864000,955.185000,49.365000,0.051681,,,,61.503291,61.503291,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_0651,10,10.147293,10.044431,0.102616,896.837000,880.170000,45.325000,0.051496,,,,59.540660,59.540660,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0398,10,10.032463,10.117427,0.085895,905.741000,895.625000,43.987500,0.049114,,,,59.923180,59.923180,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_0911,10,10.014792,10.000556,0.940935,975.139000,957.065000,44.410000,0.046402,,,,63.992297,63.992297,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_0749,10,10.038093,10.005011,0.099368,890.768000,875.920000,40.342500,0.046057,,,,58.598293,58.598293,0.000000,0.000000,4041432.000000,4041432
tokio,EXP_DBL_0731,10,10.069716,10.050605,0.079130,902.192000,880.695000,40.332500,0.045796,,,,58.321657,58.321657,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0782,10,10.032477,10.018739,0.048614,898.370000,883.405000,40.210000,0.045517,,,,58.958745,58.958745,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0550,10,10.068186,10.032058,0.082463,896.650000,884.065000,39.472500,0.044649,,,,59.320025,59.320025,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1314,10,10.122053,10.096418,0.046627,905.511000,889.625000,39.707500,0.044634,,,,61.305763,61.305763,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_0631,10,10.075027,10.059563,0.097961,896.220000,883.745000,39.430000,0.044617,,,,58.846376,58.846376,0.000000,0.000000,4039832.000000,4039832
tokio,EXP_DBL_0379,10,10.093503,10.150993,0.073426,912.387000,898.830000,39.785000,0.044263,,,,59.921741,59.921741,0.000000,0.000000,4044312.000000,4044312
tokio,EXP_DBL_0776,10,10.046897,10.025859,0.098373,900.561000,882.305000,38.247500,0.043350,,,,58.783892,58.783892,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0572,10,10.099444,10.075287,0.050125,903.505000,898.540000,38.947500,0.043345,,,,58.838951,58.838951,0.000000,0.000000,4041160.000000,4041160
tokio,EXP_DBL_0995,10,9.970920,10.138612,0.073910,909.204000,890.735000,37.922500,0.042574,,,,58.202844,58.202844,0.000000,0.000000,4069560.000000,4069560
tokio,EXP_DBL_1301,10,10.026581,10.101854,0.093844,894.374000,887.265000,37.377500,0.042127,,,,60.456629,60.456629,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_0807,10,10.070830,10.041708,0.081701,897.275000,876.995000,36.580000,0.041711,,,,59.054604,59.054604,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1241,10,10.073696,10.061225,0.084593,898.386000,885.205000,36.875000,0.041657,,,,59.303543,59.303543,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_0307,10,9.932996,10.079260,0.088449,910.378000,892.795000,37.120000,0.041577,,,,59.783356,59.783356,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0791,10,10.091029,10.070363,0.071005,903.963000,886.015000,36.187500,0.040843,,,,59.420895,59.420895,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1465,10,9.942322,10.094198,0.103023,907.335000,899.560000,36.580000,0.040664,,,,61.307000,61.307000,0.000000,0.000000,4049488.000000,4049488
tokio,EXP_ABL_001_CopyProp,10,10.349377,10.427750,0.046382,900.484000,891.305000,34.537500,0.038749,,,,70.706115,70.706115,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0290,10,10.012893,10.080554,0.089357,893.438000,883.565000,34.067500,0.038557,,,,59.231515,59.231515,0.000000,0.000000,4058984.000000,4058984
tokio,EXP_DBL_1539,10,10.140629,10.136519,0.077212,896.970000,892.365000,34.405000,0.038555,,,,60.919008,60.919008,0.000000,0.000000,4046176.000000,4046176
tokio,EXP_DBL_0274,10,9.948961,10.115574,0.038430,904.609000,894.700000,34.092500,0.038105,,,,60.054605,60.054605,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_1246,10,10.061103,10.046750,0.050436,899.021000,883.635000,33.507500,0.037920,,,,58.691929,58.691929,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_0479,10,10.050057,10.010458,0.085554,893.362000,875.135000,32.907500,0.037603,,,,58.339029,58.339029,0.000000,0.000000,4061824.000000,4061824
tokio,EXP_DBL_0155,10,10.159233,10.132129,0.114319,924.323000,904.955000,33.750000,0.037295,,,,59.297960,59.297960,0.000000,0.000000,4072776.000000,4072776
tokio,EXP_DBL_0207,10,10.078736,10.066908,0.074226,900.126000,882.005000,32.670000,0.037041,,,,58.497111,58.497111,0.000000,0.000000,4043544.000000,4043544
tokio,EXP_DBL_1498,10,10.201367,10.095806,0.087773,904.522000,890.660000,32.785000,0.036810,,,,60.894045,60.894045,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_1563,10,10.028964,10.098738,0.066255,902.036000,887.050000,32.590000,0.036740,,,,60.927053,60.927053,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_0771,10,10.058969,10.034367,0.065826,897.348000,883.500000,32.145000,0.036384,,,,59.581456,59.581456,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1622,10,9.930310,10.100260,0.096191,897.576000,888.345000,32.162500,0.036205,,,,60.430316,60.430316,0.000000,0.000000,4044088.000000,4044088
tokio,EXP_DBL_0516,10,10.061463,10.046636,0.068865,904.924000,891.085000,32.190000,0.036124,,,,59.023536,59.023536,0.000000,0.000000,4054760.000000,4054760
tokio,EXP_DBL_0896,10,9.945151,9.970129,0.925353,978.364000,975.765000,34.862500,0.035728,,,,61.895797,61.895797,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_1415,10,10.011099,10.073967,0.086756,894.366000,886.805000,31.577500,0.035608,,,,60.794965,60.794965,0.000000,0.000000,4042528.000000,4042528
tokio,EXP_DBL_0374,10,9.923318,10.068990,0.045404,900.358000,887.070000,31.572500,0.035592,,,,59.841955,59.841955,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_0683,10,10.244290,10.073041,0.172585,905.627000,883.750000,31.325000,0.035446,,,,58.165148,58.165148,0.000000,0.000000,4042288.000000,4042288
tokio,EXP_DBL_1243,10,10.088574,10.067614,0.087570,900.145000,883.265000,31.075000,0.035182,,,,58.942567,58.942567,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_1043,10,10.007723,10.067555,0.124855,898.430000,888.685000,31.202500,0.035111,,,,58.917226,58.917226,0.000000,0.000000,4039240.000000,4039240
tokio,EXP_DBL_0089,10,9.971544,10.024361,0.076950,895.433000,879.525000,30.852500,0.035079,,,,59.825907,59.825907,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1422,10,10.037826,10.116486,0.062740,889.966000,882.145000,30.707500,0.034810,,,,61.176833,61.176833,0.000000,0.000000,4038696.000000,4038696
tokio,EXP_DBL_0891,10,10.059680,10.368011,0.861048,965.664000,956.965000,32.927500,0.034408,,,,62.322441,62.322441,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_0998,10,10.265737,10.072114,0.102810,906.885000,895.295000,30.707500,0.034299,,,,58.657750,58.657750,0.000000,0.000000,4041448.000000,4041448
tokio,EXP_DBL_1153,10,10.163472,10.044092,0.100929,895.163000,880.600000,29.992500,0.034059,,,,58.812525,58.812525,0.000000,0.000000,4047696.000000,4047696
tokio,EXP_DBL_0359,10,10.041913,10.129478,0.055988,895.917000,888.120000,30.232500,0.034041,,,,60.035622,60.035622,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_1231,10,10.059487,10.062172,0.054006,902.476000,897.090000,30.495000,0.033993,,,,58.786079,58.786079,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_0284,10,10.115671,10.118555,0.060081,899.765000,891.655000,30.207500,0.033878,,,,59.358567,59.358567,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0665,10,9.937497,10.017383,0.051974,895.835000,883.135000,29.815000,0.033760,,,,58.065993,58.065993,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_1222,10,10.038803,10.025616,0.069197,889.445000,876.455000,29.572500,0.033741,,,,58.982298,58.982298,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_1076,10,10.161575,10.055114,0.017580,906.009000,898.390000,30.185000,0.033599,,,,58.764459,58.764459,0.000000,0.000000,4083832.000000,4083832
tokio,EXP_DBL_0309,10,9.957508,10.127125,0.067689,902.883000,896.340000,30.022500,0.033495,,,,59.404789,59.404789,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0288,10,10.094477,10.068669,0.038934,904.298000,892.180000,29.855000,0.033463,,,,59.632251,59.632251,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0879,10,9.730824,9.441975,0.746076,975.865000,953.975000,31.917500,0.033457,,,,62.009899,62.009899,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_0161,10,10.064815,10.045145,0.076394,900.672000,891.830000,29.792500,0.033406,,,,59.186732,59.186732,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0681,10,10.114471,10.107093,0.049204,905.228000,895.000000,29.895000,0.033402,,,,58.103712,58.103712,0.000000,0.000000,3976960.000000,3976960
tokio,EXP_DBL_1333,10,10.063707,10.114874,0.057918,893.845000,876.135000,28.982500,0.033080,,,,61.525943,61.525943,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_0256,10,10.059448,10.041640,0.079469,895.724000,885.780000,29.242500,0.033013,,,,58.559875,58.559875,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0851,10,9.802943,9.438766,1.020883,968.353000,950.905000,31.237500,0.032850,,,,61.530880,61.530880,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_0368,10,10.135433,10.126195,0.089313,907.737000,892.905000,29.307500,0.032823,,,,60.552638,60.552638,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_0706,10,10.090558,10.071448,0.088371,903.285000,877.010000,28.675000,0.032696,,,,58.674241,58.674241,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_1048,10,10.209051,10.022729,0.097774,889.079000,877.250000,28.527500,0.032519,,,,58.483373,58.483373,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_0568,10,10.043551,10.045783,0.062107,889.802000,884.115000,28.572500,0.032318,,,,58.785107,58.785107,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0243,10,10.079216,10.082944,0.084432,897.655000,894.175000,28.895000,0.032315,,,,58.589919,58.589919,0.000000,0.000000,4041304.000000,4041304
tokio,EXP_DBL_0066,10,10.141383,10.048023,0.055977,888.221000,883.230000,28.500000,0.032268,,,,59.673752,59.673752,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0828,10,10.153942,10.041106,0.045809,889.344000,877.535000,28.305000,0.032255,,,,59.273622,59.273622,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1224,10,10.051155,10.033554,0.037126,897.390000,883.905000,28.497500,0.032240,,,,59.185811,59.185811,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_1285,10,9.988220,10.054720,0.041316,906.074000,896.085000,28.882500,0.032232,,,,60.287725,60.287725,0.000000,0.000000,4049384.000000,4049384
tokio,EXP_DBL_1591,10,10.002623,10.086699,0.086999,889.326000,879.985000,28.260000,0.032114,,,,60.335168,60.335168,0.000000,0.000000,4027768.000000,4027768
tokio,EXP_DBL_0593,10,10.029188,10.020614,0.030804,896.758000,883.955000,28.380000,0.032106,,,,59.882808,59.882808,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1640,10,10.076248,10.075565,0.080650,889.739000,879.085000,28.187500,0.032065,,,,60.525774,60.525774,0.000000,0.000000,4041416.000000,4041416
tokio,EXP_DBL_0434,10,10.043640,10.025486,0.043134,881.859000,872.880000,27.935000,0.032003,,,,59.889640,59.889640,0.000000,0.000000,4041392.000000,4041392
tokio,EXP_DBL_0827,10,10.180458,10.085553,0.130099,912.452000,894.390000,28.592500,0.031969,,,,59.274015,59.274015,0.000000,0.000000,4083816.000000,4083816
tokio,EXP_DBL_1074,10,10.143373,10.044760,0.098804,889.870000,881.575000,28.162500,0.031946,,,,58.921089,58.921089,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_1091,10,10.140123,10.045376,0.089465,887.450000,874.865000,27.852500,0.031836,,,,58.523141,58.523141,0.000000,0.000000,4047664.000000,4047664
tokio,EXP_DBL_0465,10,10.065638,10.074676,0.058416,897.757000,885.420000,28.115000,0.031753,,,,59.343004,59.343004,0.000000,0.000000,4039840.000000,4039840
tokio,EXP_DBL_1019,10,9.982961,10.049338,0.043579,901.426000,886.925000,28.092500,0.031674,,,,59.638838,59.638838,0.000000,0.000000,4040760.000000,4040760
tokio,EXP_DBL_0723,10,9.952473,10.102128,0.052274,895.235000,892.280000,28.192500,0.031596,,,,61.670294,61.670294,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0241,10,10.053923,10.050338,0.062889,894.221000,883.580000,27.880000,0.031553,,,,58.914154,58.914154,0.000000,0.000000,4041304.000000,4041304
tokio,EXP_DBL_0744,10,10.238062,10.097253,0.642895,900.445000,877.750000,27.647500,0.031498,,,,59.144397,59.144397,0.000000,0.000000,4084368.000000,4084368
tokio,EXP_DBL_1247,10,10.073382,10.065217,0.062437,890.877000,880.485000,27.705000,0.031466,,,,59.526988,59.526988,0.000000,0.000000,4050440.000000,4050440
tokio,EXP_DBL_0650,10,10.250549,10.102826,0.199337,895.713000,884.200000,27.805000,0.031447,,,,58.629436,58.629436,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1021,10,10.038030,10.025887,0.046488,897.565000,880.050000,27.485000,0.031231,,,,58.524704,58.524704,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_0873,10,10.115544,10.357000,0.736500,977.779000,961.305000,29.935000,0.031140,,,,62.070417,62.070417,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_0285,10,10.094209,10.079909,0.058798,898.112000,892.430000,27.737500,0.031081,,,,59.537291,59.537291,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0264,10,10.068011,10.053424,0.045948,900.909000,896.020000,27.782500,0.031007,,,,58.373667,58.373667,0.000000,0.000000,4056680.000000,4056680
tokio,EXP_DBL_1128,10,9.967481,10.034344,0.053688,885.696000,872.280000,26.902500,0.030842,,,,59.342010,59.342010,0.000000,0.000000,4047664.000000,4047664
tokio,EXP_DBL_1402,10,10.000664,10.084950,0.111496,889.573000,884.310000,27.252500,0.030818,,,,59.730109,59.730109,0.000000,0.000000,4045336.000000,4045336
tokio,EXP_DBL_1474,10,10.093798,10.074925,0.059530,894.562000,882.575000,27.017500,0.030612,,,,60.953515,60.953515,0.000000,0.000000,4042440.000000,4042440
tokio,EXP_DBL_0405,10,9.941661,10.102080,0.090073,895.517000,882.980000,26.842500,0.030400,,,,60.118977,60.118977,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_1571,10,9.933632,10.108664,0.043953,905.581000,902.840000,27.342500,0.030285,,,,60.599316,60.599316,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_0107,10,10.047681,10.034332,0.071775,888.264000,887.045000,26.830000,0.030246,,,,59.003782,59.003782,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_ABL_080_disable-peephole,10,10.110187,10.115091,0.059682,911.508000,893.225000,26.815000,0.030020,,,,60.242371,60.242371,0.000000,0.000000,4083816.000000,4083816
tokio,EXP_DBL_0484,10,10.060815,10.025861,0.109329,893.070000,880.965000,26.210000,0.029751,,,,59.104640,59.104640,0.000000,0.000000,4041376.000000,4041376
tokio,EXP_DBL_0065,10,10.064128,10.062110,0.019188,888.613000,885.480000,26.317500,0.029721,,,,58.834046,58.834046,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0352,10,10.047671,10.108572,0.057723,908.540000,890.990000,26.437500,0.029672,,,,59.882266,59.882266,0.000000,0.000000,4047592.000000,4047592
tokio,EXP_DBL_0730,10,9.958389,10.010644,0.064942,901.272000,886.320000,26.195000,0.029555,,,,58.439223,58.439223,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_1633,10,10.190354,10.107629,0.102561,899.213000,881.985000,26.067500,0.029555,,,,60.736566,60.736566,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0747,10,10.034465,10.020633,0.052602,900.289000,878.855000,25.970000,0.029550,,,,58.116161,58.116161,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0645,10,9.943053,10.014333,0.059901,897.916000,889.715000,26.192500,0.029439,,,,58.229398,58.229398,0.000000,0.000000,4061824.000000,4061824
tokio,EXP_DBL_0326,10,10.083513,10.172202,0.128477,902.072000,898.795000,26.455000,0.029434,,,,60.440137,60.440137,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0242,10,10.140204,10.041282,0.105744,898.818000,879.720000,25.892500,0.029433,,,,58.598450,58.598450,0.000000,0.000000,4041672.000000,4041672
tokio,EXP_DBL_0848,10,9.424889,9.415841,0.050444,974.266000,969.200000,28.480000,0.029385,,,,61.112700,61.112700,0.000000,0.000000,4123448.000000,4123448
tokio,EXP_DBL_0287,10,9.998348,10.059711,0.064733,901.975000,890.375000,26.127500,0.029344,,,,60.171144,60.171144,0.000000,0.000000,4056792.000000,4056792
tokio,EXP_DBL_0583,10,10.132323,10.049704,0.041575,885.597000,878.430000,25.772500,0.029339,,,,58.793584,58.793584,0.000000,0.000000,4041432.000000,4041432
tokio,EXP_DBL_0743,10,10.057062,10.033208,0.042803,908.550000,890.650000,26.092500,0.029296,,,,58.130172,58.130172,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0800,10,10.144265,10.038950,0.113147,890.243000,873.305000,25.575000,0.029285,,,,58.672940,58.672940,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1154,10,10.163247,10.073460,0.031640,885.548000,874.040000,25.562500,0.029246,,,,58.556212,58.556212,0.000000,0.000000,4047664.000000,4047664
tokio,EXP_DBL_0718,10,10.055221,10.050045,0.097739,900.941000,882.885000,25.815000,0.029239,,,,58.377124,58.377124,0.000000,0.000000,4048624.000000,4048624
tokio,EXP_DBL_1436,10,10.008469,10.083499,0.029898,888.190000,878.535000,25.675000,0.029225,,,,60.865691,60.865691,0.000000,0.000000,4042528.000000,4042528
tokio,EXP_DBL_0536,10,9.949307,10.014378,0.051236,890.075000,882.525000,25.740000,0.029166,,,,58.784730,58.784730,0.000000,0.000000,4041464.000000,4041464
tokio,EXP_DBL_0391,10,9.974451,10.131757,0.085780,892.299000,885.800000,25.832500,0.029163,,,,60.701378,60.701378,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_1017,10,10.232359,10.019046,0.132347,895.604000,877.825000,25.540000,0.029095,,,,58.665598,58.665598,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_0869,10,9.928587,9.930553,0.934667,962.392000,957.395000,27.795000,0.029032,,,,61.600376,61.600376,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_1317,10,10.193119,10.239368,0.073976,925.751000,923.525000,26.805000,0.029025,,,,61.265284,61.265284,0.000000,0.000000,4081848.000000,4081848
tokio,EXP_DBL_0211,10,10.097766,10.087615,0.080560,900.061000,883.375000,25.567500,0.028943,,,,58.874752,58.874752,0.000000,0.000000,4042840.000000,4042840
tokio,EXP_DBL_0216,10,10.087526,10.083657,0.044689,892.077000,895.585000,25.760000,0.028763,,,,58.549504,58.549504,0.000000,0.000000,4039272.000000,4039272
tokio,EXP_DBL_0784,10,10.146849,10.026921,0.097369,891.780000,883.025000,25.395000,0.028759,,,,58.767689,58.767689,0.000000,0.000000,4041352.000000,4041352
tokio,EXP_DBL_1558,10,10.191286,10.088448,0.088356,895.750000,883.100000,25.365000,0.028723,,,,61.069706,61.069706,0.000000,0.000000,4065776.000000,4065776
tokio,EXP_DBL_1651,10,10.108565,10.093135,0.104658,895.479000,886.430000,25.407500,0.028663,,,,61.251483,61.251483,0.000000,0.000000,4041160.000000,4041160
tokio,EXP_DBL_1595,10,10.080955,10.072015,0.058011,891.897000,883.095000,25.005000,0.028315,,,,60.667209,60.667209,0.000000,0.000000,4054760.000000,4054760
tokio,EXP_DBL_0578,10,10.070230,10.076632,0.058761,898.580000,896.905000,25.365000,0.028281,,,,59.098323,59.098323,0.000000,0.000000,4083816.000000,4083816
tokio,EXP_DBL_0574,10,10.248096,10.060446,0.055769,888.369000,876.720000,24.787500,0.028273,,,,59.118360,59.118360,0.000000,0.000000,4042296.000000,4042296
tokio,EXP_DBL_1657,10,10.133843,10.128980,0.052671,900.088000,894.715000,25.272500,0.028246,,,,60.790656,60.790656,0.000000,0.000000,4083816.000000,4083816
tokio,EXP_DBL_1334,10,10.023650,10.106598,0.017120,900.221000,893.705000,25.162500,0.028155,,,,60.729155,60.729155,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_0128,10,10.056170,10.020072,0.076492,891.298000,879.455000,24.745000,0.028137,,,,59.551402,59.551402,0.000000,0.000000,4044088.000000,4044088
tokio,EXP_DBL_1213,10,10.040204,10.033787,0.062428,890.625000,875.020000,24.597500,0.028111,,,,59.501536,59.501536,0.000000,0.000000,4037688.000000,4037688
tokio,EXP_DBL_1315,10,9.976862,10.115369,0.052553,893.827000,890.560000,24.980000,0.028050,,,,60.879151,60.879151,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_0254,10,10.191606,10.084709,0.105015,897.717000,890.915000,24.892500,0.027940,,,,58.293628,58.293628,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0919,10,10.163896,10.222050,0.025351,900.993000,898.865000,25.112500,0.027938,,,,63.167944,63.167944,0.000000,0.000000,4046360.000000,4046360
tokio,EXP_DBL_0905,10,9.842405,9.495088,0.974696,967.665000,952.720000,26.595000,0.027915,,,,61.900977,61.900977,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_0796,10,10.128372,10.011235,0.116379,894.200000,875.505000,24.397500,0.027867,,,,58.832376,58.832376,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0142,10,10.123674,10.040112,0.079489,886.266000,876.325000,24.407500,0.027852,,,,59.035229,59.035229,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0417,10,10.144435,10.143178,0.065838,892.304000,891.235000,24.722500,0.027740,,,,60.320707,60.320707,0.000000,0.000000,4041440.000000,4041440
tokio,EXP_DBL_0308,10,10.122427,10.102673,0.156237,899.001000,885.440000,24.492500,0.027661,,,,59.581529,59.581529,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_1570,10,9.915583,10.078432,0.042016,896.872000,894.600000,24.717500,0.027630,,,,60.849249,60.849249,0.000000,0.000000,4045288.000000,4045288
tokio,EXP_DBL_0386,10,10.095002,10.178624,0.086508,930.432000,918.390000,25.357500,0.027611,,,,59.599460,59.599460,0.000000,0.000000,4054392.000000,4054392
tokio,EXP_DBL_1597,10,10.090894,10.082735,0.066795,895.560000,891.815000,24.582500,0.027565,,,,61.076364,61.076364,0.000000,0.000000,4041064.000000,4041064
tokio,EXP_DBL_0332,10,10.056995,10.110077,0.078957,902.526000,889.895000,24.522500,0.027557,,,,59.733450,59.733450,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_1298,10,10.099575,10.078287,0.065051,891.547000,881.205000,24.247500,0.027516,,,,61.488690,61.488690,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_1072,10,10.248841,10.079259,0.107014,899.413000,886.660000,24.355000,0.027468,,,,58.572844,58.572844,0.000000,0.000000,4042288.000000,4042288
tokio,EXP_DBL_1306,10,10.128438,10.096852,0.058632,894.849000,881.925000,24.200000,0.027440,,,,61.969361,61.969361,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_1641,10,9.930355,10.090707,0.073257,908.619000,903.285000,24.750000,0.027400,,,,60.604304,60.604304,0.000000,0.000000,4061824.000000,4061824
tokio,EXP_DBL_0397,10,10.130831,10.098211,0.092248,897.118000,879.505000,24.095000,0.027396,,,,59.911885,59.911885,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_1177,10,10.141696,10.024617,0.072601,891.661000,881.575000,24.080000,0.027315,,,,58.214008,58.214008,0.000000,0.000000,4037432.000000,4037432
tokio,EXP_DBL_0122,10,10.141841,10.040482,0.096872,892.289000,878.040000,23.910000,0.027231,,,,59.068683,59.068683,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0072,10,10.245676,10.135781,0.052341,924.853000,917.590000,24.937500,0.027177,,,,58.683714,58.683714,0.000000,0.000000,4073872.000000,4073872
