Variant,ConfigName,n,wall_mean,wall_med,wall_iqr,ns_mean,ns_med,ns_iqr,ns_iqr_ratio,mbps_mean,mbps_med,mbps_iqr,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med
tokio,EXP_DBL_1520,10,10.134426,10.089377,0.093127,902.421000,888.455000,18.255000,0.020547,,,,60.934516,60.934516,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_1180,10,10.153696,10.058475,0.026997,891.535000,892.405000,18.307500,0.020515,,,,58.492417,58.492417,0.000000,0.000000,4050840.000000,4050840
tokio,EXP_DBL_0962,10,10.138275,10.132228,0.060458,889.644000,889.375000,18.215000,0.020481,,,,58.474402,58.474402,0.000000,0.000000,4046360.000000,4046360
tokio,EXP_DBL_0059,10,9.946945,10.037308,0.033487,885.302000,882.200000,18.067500,0.020480,,,,58.818673,58.818673,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0085,10,10.171157,10.066034,0.048571,887.443000,875.000000,17.917500,0.020477,,,,59.603362,59.603362,0.000000,0.000000,4041432.000000,4041432
tokio,EXP_DBL_1364,10,9.997543,10.061035,0.048652,892.842000,879.485000,17.965000,0.020427,,,,60.136750,60.136750,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_1339,10,10.145681,10.152933,0.066908,900.117000,890.305000,18.160000,0.020398,,,,60.951396,60.951396,0.000000,0.000000,4042480.000000,4042480
tokio,EXP_DBL_1278,10,9.927236,10.094032,0.063983,891.221000,884.895000,18.022500,0.020367,,,,60.934074,60.934074,0.000000,0.000000,4050712.000000,4050712
tokio,EXP_DBL_1367,10,10.134244,10.110007,0.064034,897.688000,882.815000,17.942500,0.020324,,,,59.280100,59.280100,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_1508,10,10.129231,10.108649,0.099430,892.949000,888.350000,18.035000,0.020302,,,,60.581337,60.581337,0.000000,0.000000,4031024.000000,4031024
tokio,EXP_DBL_1069,10,10.139498,10.057939,0.078257,888.066000,882.385000,17.907500,0.020294,,,,58.755611,58.755611,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_0511,10,10.155303,10.040114,0.034636,881.182000,875.410000,17.752500,0.020279,,,,56.485556,56.485556,0.000000,0.000000,4034136.000000,4034136
tokio,EXP_DBL_1601,10,10.095581,10.096708,0.046129,892.833000,881.090000,17.865000,0.020276,,,,60.776830,60.776830,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_ABL_004_disable-loop-idiom-vectorize-all,10,10.281698,10.276950,0.052312,891.851000,881.315000,17.865000,0.020271,,,,61.605998,61.605998,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0788,10,10.057184,10.040705,0.080343,894.113000,879.510000,17.780000,0.020216,,,,58.503776,58.503776,0.000000,0.000000,4043736.000000,4043736
tokio,EXP_DBL_0797,10,10.163881,10.066614,0.066909,897.095000,881.100000,17.780000,0.020179,,,,58.657738,58.657738,0.000000,0.000000,4039832.000000,4039832
tokio,EXP_DBL_0420,10,10.255082,10.088238,0.088770,883.944000,881.300000,17.782500,0.020178,,,,59.605261,59.605261,0.000000,0.000000,4041376.000000,4041376
tokio,EXP_DBL_0156,10,10.040816,10.043323,0.037028,887.763000,879.555000,17.745000,0.020175,,,,58.940706,58.940706,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1362,10,10.090435,10.088255,0.042425,883.929000,884.565000,17.827500,0.020154,,,,59.191569,59.191569,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_0685,10,10.065234,10.053123,0.055361,888.832000,880.015000,17.732500,0.020150,,,,58.236924,58.236924,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0125,10,10.114322,10.044397,0.036902,893.910000,880.650000,17.732500,0.020136,,,,58.990247,58.990247,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0357,10,10.043084,10.115222,0.054373,895.869000,887.625000,17.860000,0.020121,,,,60.125851,60.125851,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_0684,10,10.046798,10.030279,0.073276,884.516000,871.805000,17.525000,0.020102,,,,58.269462,58.269462,0.000000,0.000000,4041696.000000,4041696
tokio,EXP_DBL_0600,10,10.243488,10.084858,0.088667,882.163000,879.575000,17.647500,0.020064,,,,58.507593,58.507593,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_1253,10,10.065234,10.060849,0.047179,884.389000,874.860000,17.547500,0.020057,,,,58.667250,58.667250,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_0709,10,10.071971,10.060975,0.043576,888.684000,884.685000,17.737500,0.020050,,,,58.798811,58.798811,0.000000,0.000000,4043456.000000,4043456
tokio,EXP_DBL_0342,10,10.131718,10.110838,0.089035,887.416000,884.680000,17.727500,0.020038,,,,59.936082,59.936082,0.000000,0.000000,4044696.000000,4044696
tokio,EXP_DBL_0210,10,10.062115,10.061680,0.042299,888.517000,881.505000,17.662500,0.020037,,,,59.122992,59.122992,0.000000,0.000000,4041304.000000,4041304
tokio,EXP_DBL_0885,10,10.017013,10.358678,0.955738,972.151000,955.690000,19.095000,0.019980,,,,61.234331,61.234331,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_1191,10,10.035266,10.020682,0.062175,880.871000,875.785000,17.495000,0.019976,,,,58.563775,58.563775,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_0093,10,10.062817,10.048775,0.061016,885.066000,886.625000,17.707500,0.019972,,,,59.756859,59.756859,0.000000,0.000000,4037944.000000,4037944
tokio,EXP_DBL_1559,10,10.125586,10.124115,0.070487,887.020000,882.820000,17.627500,0.019967,,,,60.750313,60.750313,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_0680,10,10.127975,10.030262,0.053340,884.675000,876.160000,17.487500,0.019959,,,,58.236046,58.236046,0.000000,0.000000,4041968.000000,4041968
tokio,EXP_DBL_0520,10,9.977481,10.033372,0.062577,894.547000,887.935000,17.690000,0.019923,,,,59.090545,59.090545,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0113,10,10.034776,10.015590,0.058206,882.933000,880.135000,17.527500,0.019915,,,,59.325348,59.325348,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1453,10,10.125326,10.117812,0.054255,899.340000,883.425000,17.585000,0.019905,,,,61.398287,61.398287,0.000000,0.000000,4042528.000000,4042528
tokio,EXP_DBL_1430,10,10.118330,10.115453,0.086221,898.521000,884.190000,17.582500,0.019885,,,,61.193625,61.193625,0.000000,0.000000,4042544.000000,4042544
tokio,EXP_DBL_0209,10,10.110846,10.096419,0.056375,897.152000,888.705000,17.645000,0.019855,,,,59.869381,59.869381,0.000000,0.000000,4041304.000000,4041304
tokio,EXP_DBL_0946,10,9.976109,10.121706,0.125035,890.186000,885.915000,17.590000,0.019855,,,,59.469659,59.469659,0.000000,0.000000,4046632.000000,4046632
tokio,EXP_DBL_0339,10,10.160654,10.124441,0.143102,893.954000,885.755000,17.585000,0.019853,,,,59.899729,59.899729,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_1346,10,10.020744,10.093163,0.043361,892.128000,890.815000,17.652500,0.019816,,,,60.587602,60.587602,0.000000,0.000000,4058776.000000,4058776
tokio,EXP_DBL_1052,10,10.025191,10.019326,0.066205,883.839000,878.985000,17.390000,0.019784,,,,58.649275,58.649275,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_1229,10,9.966934,10.032456,0.055980,890.898000,884.330000,17.480000,0.019766,,,,58.945976,58.945976,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_0371,10,10.022450,10.096645,0.073480,888.283000,882.860000,17.450000,0.019765,,,,59.761534,59.761534,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_0932,10,10.278731,10.279974,0.153847,898.876000,895.860000,17.687500,0.019744,,,,61.771194,61.771194,0.000000,0.000000,4046376.000000,4046376
tokio,EXP_DBL_0205,10,10.064729,10.060332,0.085666,896.973000,888.910000,17.540000,0.019732,,,,59.754133,59.754133,0.000000,0.000000,4041304.000000,4041304
tokio,EXP_DBL_0105,10,10.037238,10.028004,0.059537,884.934000,878.950000,17.322500,0.019708,,,,59.434110,59.434110,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0215,10,10.046101,10.031730,0.054561,884.222000,877.240000,17.277500,0.019695,,,,58.610693,58.610693,0.000000,0.000000,4041304.000000,4041304
tokio,EXP_DBL_1544,10,10.109564,10.128018,0.095848,886.699000,884.275000,17.407500,0.019686,,,,60.792777,60.792777,0.000000,0.000000,4043328.000000,4043328
tokio,EXP_DBL_1250,10,10.059202,10.063280,0.046271,889.896000,879.050000,17.267500,0.019643,,,,59.244852,59.244852,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_1240,10,9.945824,10.013700,0.038967,889.061000,891.105000,17.480000,0.019616,,,,59.804709,59.804709,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_0842,10,9.874083,9.870347,0.933287,958.200000,950.300000,18.625000,0.019599,,,,61.899298,61.899298,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_1353,10,10.121363,10.114521,0.039446,883.205000,879.135000,17.222500,0.019590,,,,60.735377,60.735377,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_1170,10,10.159481,10.062178,0.064956,884.649000,879.860000,17.207500,0.019557,,,,59.401268,59.401268,0.000000,0.000000,4037464.000000,4037464
tokio,EXP_DBL_1411,10,10.093549,10.086697,0.031608,880.176000,877.455000,17.107500,0.019497,,,,61.042146,61.042146,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_1189,10,10.044866,10.013901,0.040124,880.602000,875.790000,17.075000,0.019497,,,,58.887010,58.887010,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_0195,10,10.142842,10.037755,0.125482,893.392000,884.090000,17.207500,0.019464,,,,58.798037,58.798037,0.000000,0.000000,4041304.000000,4041304
tokio,EXP_DBL_1427,10,10.101147,10.113239,0.015694,882.032000,880.530000,17.137500,0.019463,,,,60.611586,60.611586,0.000000,0.000000,4042112.000000,4042112
tokio,EXP_DBL_0581,10,10.136103,10.033434,0.043216,890.776000,878.580000,17.087500,0.019449,,,,59.346716,59.346716,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1119,10,10.046219,10.040541,0.050681,876.264000,875.735000,17.025000,0.019441,,,,58.490612,58.490612,0.000000,0.000000,4046896.000000,4046896
tokio,EXP_DBL_1612,10,10.084192,10.086536,0.068484,882.967000,880.110000,17.095000,0.019424,,,,61.350268,61.350268,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0542,10,10.061768,10.038753,0.058894,884.889000,885.750000,17.190000,0.019407,,,,58.644114,58.644114,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1545,10,10.121583,10.108664,0.070998,886.422000,886.930000,17.197500,0.019390,,,,60.906168,60.906168,0.000000,0.000000,4044624.000000,4044624
tokio,EXP_DBL_1531,10,10.117760,10.115189,0.040798,884.996000,879.945000,17.060000,0.019388,,,,61.044448,61.044448,0.000000,0.000000,4044320.000000,4044320
tokio,EXP_DBL_1499,10,10.015334,10.095724,0.059907,895.537000,895.420000,17.357500,0.019385,,,,61.100052,61.100052,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_0698,10,10.241910,10.040198,0.138001,890.966000,881.795000,17.090000,0.019381,,,,58.884289,58.884289,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_1371,10,10.047345,10.126697,0.094247,886.305000,886.225000,17.162500,0.019366,,,,60.420425,60.420425,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_1377,10,10.088221,10.073339,0.074239,879.322000,878.870000,17.015000,0.019360,,,,59.446127,59.446127,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_1061,10,10.227534,10.058497,0.123036,884.739000,876.455000,16.967500,0.019359,,,,58.612759,58.612759,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_1542,10,10.217263,10.103873,0.095745,895.883000,891.140000,17.240000,0.019346,,,,61.567839,61.567839,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_0385,10,10.221000,10.118064,0.091974,891.531000,882.370000,17.060000,0.019334,,,,59.913040,59.913040,0.000000,0.000000,4047896.000000,4047896
tokio,EXP_DBL_0076,10,10.162464,10.064804,0.075797,894.694000,887.660000,17.147500,0.019318,,,,58.871094,58.871094,0.000000,0.000000,4043128.000000,4043128
tokio,EXP_DBL_1011,10,10.087223,10.065440,0.041838,891.448000,884.215000,17.072500,0.019308,,,,58.893904,58.893904,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_0670,10,10.165064,10.057042,0.039422,892.536000,883.065000,17.037500,0.019294,,,,58.689394,58.689394,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0949,10,10.228033,10.217009,0.070733,895.650000,887.725000,17.105000,0.019268,,,,59.207913,59.207913,0.000000,0.000000,4046360.000000,4046360
tokio,EXP_ABL_016_ReferencePropagation,10,10.281482,10.264504,0.090125,881.712000,879.800000,16.932500,0.019246,,,,62.199669,62.199669,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_1555,10,10.122827,10.108655,0.080304,890.891000,894.170000,17.202500,0.019239,,,,61.405238,61.405238,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_0849,10,10.185136,10.340810,1.049040,965.286000,953.215000,18.335000,0.019235,,,,61.801201,61.801201,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_1410,10,10.079665,10.149214,0.057499,892.434000,888.555000,17.087500,0.019231,,,,60.813149,60.813149,0.000000,0.000000,4068728.000000,4068728
tokio,EXP_ABL_077_disable-mr-partial-inlining,10,10.072219,10.073950,0.063759,879.968000,876.990000,16.862500,0.019228,,,,60.097052,60.097052,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1475,10,9.984829,10.079785,0.050161,888.029000,888.460000,17.045000,0.019185,,,,60.361091,60.361091,0.000000,0.000000,4064608.000000,4064608
tokio,EXP_DBL_0110,10,9.918454,9.997422,0.028472,879.084000,873.940000,16.760000,0.019178,,,,59.132816,59.132816,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0458,10,10.051092,10.050728,0.087895,889.272000,881.165000,16.887500,0.019165,,,,58.874721,58.874721,0.000000,0.000000,4041376.000000,4041376
tokio,EXP_ABL_006_EarlyOtherwiseBranch,10,10.342496,10.332103,0.064850,887.061000,887.555000,16.975000,0.019126,,,,64.258162,64.258162,0.000000,0.000000,4041376.000000,4041376
tokio,EXP_DBL_0349,10,10.103452,10.093487,0.058144,884.394000,882.590000,16.865000,0.019109,,,,60.048583,60.048583,0.000000,0.000000,3981800.000000,3981800
tokio,EXP_DBL_1423,10,10.017000,10.078097,0.076286,891.738000,887.900000,16.957500,0.019098,,,,60.705067,60.705067,0.000000,0.000000,4042528.000000,4042528
tokio,EXP_DBL_1391,10,10.171467,10.059083,0.077148,885.226000,877.095000,16.740000,0.019086,,,,60.120306,60.120306,0.000000,0.000000,4045456.000000,4045456
tokio,EXP_DBL_0910,10,10.163935,10.381221,0.615017,958.089000,953.235000,18.177500,0.019069,,,,65.407653,65.407653,0.000000,0.000000,4150648.000000,4150648
tokio,EXP_DBL_0333,10,10.151425,10.122210,0.077914,891.173000,890.180000,16.957500,0.019050,,,,61.018369,61.018369,0.000000,0.000000,4047912.000000,4047912
tokio,EXP_DBL_1629,10,10.089762,10.098114,0.060148,890.871000,890.985000,16.972500,0.019049,,,,60.706234,60.706234,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0483,10,10.030221,10.015333,0.032135,893.898000,881.120000,16.780000,0.019044,,,,58.628105,58.628105,0.000000,0.000000,4041376.000000,4041376
tokio,EXP_DBL_0672,10,10.182576,10.055196,0.075853,892.855000,887.750000,16.902500,0.019040,,,,58.190701,58.190701,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_1360,10,10.157035,10.130828,0.046562,916.180000,911.575000,17.340000,0.019022,,,,61.351397,61.351397,0.000000,0.000000,4043624.000000,4043624
tokio,EXP_DBL_0874,10,9.925508,9.893690,0.953898,968.660000,955.730000,18.177500,0.019019,,,,61.766062,61.766062,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_1437,10,10.133887,10.107956,0.087370,885.650000,886.165000,16.852500,0.019017,,,,60.871208,60.871208,0.000000,0.000000,4042528.000000,4042528
tokio,EXP_DBL_0689,10,10.072050,10.071423,0.068945,888.130000,882.090000,16.767500,0.019009,,,,58.218267,58.218267,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_0895,10,9.844162,9.524665,0.930836,955.039000,950.190000,18.045000,0.018991,,,,62.146555,62.146555,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_ABL_059_disable-cgdata-for-merging,10,10.066437,10.054908,0.103048,880.716000,874.110000,16.600000,0.018991,,,,59.706711,59.706711,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0655,10,10.032468,10.031161,0.020422,887.118000,876.750000,16.640000,0.018979,,,,59.450601,59.450601,0.000000,0.000000,4041160.000000,4041160
tokio,EXP_DBL_0143,10,10.057780,10.063421,0.045674,889.755000,884.965000,16.785000,0.018967,,,,59.662706,59.662706,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0887,10,10.056080,10.381889,0.965371,964.657000,954.815000,18.095000,0.018951,,,,61.480002,61.480002,0.000000,0.000000,4108264.000000,4108264
tokio,EXP_DBL_1319,10,10.141445,10.140560,0.038536,898.571000,896.360000,16.985000,0.018949,,,,60.784538,60.784538,0.000000,0.000000,4050184.000000,4050184
tokio,EXP_DBL_0115,10,10.154976,10.041712,0.120864,881.359000,876.600000,16.605000,0.018943,,,,59.021514,59.021514,0.000000,0.000000,4039384.000000,4039384
tokio,EXP_DBL_1147,10,10.171061,10.094372,0.072581,883.457000,877.660000,16.617500,0.018934,,,,59.497486,59.497486,0.000000,0.000000,4047664.000000,4047664
tokio,EXP_DBL_0199,10,10.051949,10.034380,0.083080,896.121000,878.200000,16.622500,0.018928,,,,59.171441,59.171441,0.000000,0.000000,4041528.000000,4041528
tokio,EXP_DBL_1118,10,10.057922,10.032636,0.053143,890.927000,877.130000,16.602500,0.018928,,,,58.610734,58.610734,0.000000,0.000000,4047664.000000,4047664
tokio,EXP_DBL_0943,10,10.025959,10.183108,0.053981,903.733000,894.510000,16.905000,0.018899,,,,59.557376,59.557376,0.000000,0.000000,4046360.000000,4046360
tokio,EXP_DBL_1210,10,10.045869,10.033355,0.065351,887.892000,875.525000,16.540000,0.018892,,,,58.577788,58.577788,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_0488,10,10.053528,10.043873,0.030067,887.900000,880.970000,16.620000,0.018866,,,,59.565613,59.565613,0.000000,0.000000,4041376.000000,4041376
tokio,EXP_DBL_1173,10,10.056622,10.042435,0.083234,880.918000,880.095000,16.587500,0.018847,,,,58.430531,58.430531,0.000000,0.000000,4033768.000000,4033768
tokio,EXP_DBL_1251,10,10.069800,10.047507,0.040616,887.651000,881.530000,16.610000,0.018842,,,,59.292868,59.292868,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_0191,10,10.078788,10.059012,0.065460,893.032000,883.180000,16.632500,0.018833,,,,58.934278,58.934278,0.000000,0.000000,4041304.000000,4041304
tokio,EXP_DBL_0912,10,9.504334,9.501397,0.054879,992.834000,982.235000,18.480000,0.018814,,,,64.785253,64.785253,0.000000,0.000000,4131304.000000,4131304
tokio,EXP_DBL_0087,10,10.130575,10.036299,0.038662,881.919000,885.345000,16.632500,0.018786,,,,59.057448,59.057448,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0459,10,10.040557,10.038073,0.029367,890.097000,882.600000,16.580000,0.018785,,,,58.571033,58.571033,0.000000,0.000000,4041376.000000,4041376
tokio,EXP_DBL_0736,10,10.253660,10.144057,0.097597,915.295000,904.885000,16.997500,0.018784,,,,58.300270,58.300270,0.000000,0.000000,4071600.000000,4071600
tokio,EXP_DBL_0588,10,10.221101,9.998116,0.057470,885.605000,879.335000,16.507500,0.018773,,,,58.569895,58.569895,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0704,10,10.225980,10.076736,0.117875,884.547000,877.005000,16.447500,0.018754,,,,58.003886,58.003886,0.000000,0.000000,4041952.000000,4041952
tokio,EXP_DBL_1068,10,10.148650,10.139401,0.062293,921.526000,908.310000,17.030000,0.018749,,,,58.587586,58.587586,0.000000,0.000000,4072792.000000,4072792
tokio,EXP_DBL_0504,10,10.140892,10.057710,0.050800,883.466000,884.345000,16.580000,0.018748,,,,59.448820,59.448820,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1354,10,10.105152,10.111429,0.029771,887.446000,880.160000,16.490000,0.018735,,,,60.797765,60.797765,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_1117,10,10.259100,10.074454,0.166110,880.103000,874.345000,16.370000,0.018723,,,,58.744684,58.744684,0.000000,0.000000,4047456.000000,4047456
tokio,EXP_DBL_1176,10,10.057826,10.048241,0.076460,887.638000,876.665000,16.405000,0.018713,,,,58.445464,58.445464,0.000000,0.000000,4023800.000000,4023800
tokio,EXP_DBL_0269,10,10.096301,10.088216,0.071377,908.056000,895.740000,16.752500,0.018702,,,,59.133720,59.133720,0.000000,0.000000,4056392.000000,4056392
tokio,EXP_DBL_1230,10,10.124992,10.033250,0.061898,887.534000,875.360000,16.367500,0.018698,,,,59.244792,59.244792,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_1332,10,10.116376,10.115806,0.074087,884.668000,882.065000,16.465000,0.018666,,,,60.855932,60.855932,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_1505,10,10.114982,10.117570,0.080570,882.598000,878.910000,16.397500,0.018657,,,,60.883423,60.883423,0.000000,0.000000,4040312.000000,4040312
tokio,EXP_DBL_0126,10,10.127939,10.032374,0.079570,885.317000,873.540000,16.297500,0.018657,,,,59.002262,59.002262,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1522,10,10.124124,10.104904,0.035895,888.248000,888.650000,16.540000,0.018613,,,,60.761021,60.761021,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_1092,10,10.041839,10.016343,0.071390,875.110000,874.225000,16.270000,0.018611,,,,56.431170,56.431170,0.000000,0.000000,4041104.000000,4041104
tokio,EXP_DBL_0948,10,10.290343,10.196083,0.075507,889.620000,887.070000,16.480000,0.018578,,,,59.020962,59.020962,0.000000,0.000000,4046360.000000,4046360
tokio,EXP_DBL_1232,10,10.145607,10.044907,0.025913,887.561000,880.220000,16.352500,0.018578,,,,59.435779,59.435779,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_1560,10,10.094427,10.108835,0.086839,887.721000,884.595000,16.427500,0.018571,,,,60.678876,60.678876,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_0297,10,10.133639,10.120048,0.065425,897.709000,894.465000,16.605000,0.018564,,,,59.308647,59.308647,0.000000,0.000000,4056696.000000,4056696
tokio,EXP_DBL_0048,10,10.151642,10.018779,0.125480,878.974000,873.690000,16.202500,0.018545,,,,58.759904,58.759904,0.000000,0.000000,4042272.000000,4042272
tokio,EXP_DBL_1089,10,10.044754,10.018704,0.088660,887.152000,872.100000,16.165000,0.018536,,,,59.316680,59.316680,0.000000,0.000000,4043464.000000,4043464
tokio,EXP_DBL_1495,10,10.156102,10.131954,0.105978,886.094000,884.205000,16.387500,0.018534,,,,60.612082,60.612082,0.000000,0.000000,4044352.000000,4044352
tokio,EXP_DBL_0585,10,10.149995,10.071467,0.080041,883.962000,880.230000,16.310000,0.018529,,,,59.527567,59.527567,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0382,10,10.100215,10.089825,0.043146,882.517000,881.215000,16.327500,0.018528,,,,60.168672,60.168672,0.000000,0.000000,4045416.000000,4045416
tokio,EXP_DBL_1561,10,10.140716,10.135613,0.066563,886.214000,886.535000,16.407500,0.018507,,,,60.934631,60.934631,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_0136,10,10.030843,10.020051,0.060795,891.998000,887.210000,16.415000,0.018502,,,,59.414004,59.414004,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0985,10,10.267715,10.253834,0.053769,920.564000,913.710000,16.887500,0.018482,,,,58.247906,58.247906,0.000000,0.000000,4078296.000000,4078296
tokio,EXP_DBL_1300,10,9.910560,10.064424,0.021102,890.830000,878.640000,16.230000,0.018472,,,,60.617131,60.617131,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_ABL_067_disable-sample-loader-inlining,10,10.035927,10.003241,0.110514,880.076000,878.205000,16.172500,0.018415,,,,58.992473,58.992473,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_0591,10,10.070380,10.077610,0.056109,893.214000,889.380000,16.372500,0.018409,,,,58.634263,58.634263,0.000000,0.000000,4037944.000000,4037944
tokio,EXP_DBL_0500,10,10.080544,10.066351,0.040972,883.562000,882.220000,16.227500,0.018394,,,,59.582124,59.582124,0.000000,0.000000,4041432.000000,4041432
tokio,EXP_DBL_1160,10,10.073218,10.058649,0.041113,889.143000,879.560000,16.175000,0.018390,,,,58.625791,58.625791,0.000000,0.000000,4047664.000000,4047664
tokio,EXP_DBL_0783,10,10.166840,10.064989,0.098152,900.654000,880.645000,16.147500,0.018336,,,,59.767141,59.767141,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1386,10,10.075573,10.043077,0.023891,884.536000,879.740000,16.127500,0.018332,,,,59.246509,59.246509,0.000000,0.000000,4045544.000000,4045544
tokio,EXP_DBL_1223,10,10.043894,10.021370,0.036032,889.482000,877.045000,16.070000,0.018323,,,,59.899572,59.899572,0.000000,0.000000,4037448.000000,4037448
tokio,EXP_DBL_0428,10,10.038892,10.020426,0.071763,881.064000,881.605000,16.132500,0.018299,,,,56.987639,56.987639,0.000000,0.000000,4034144.000000,4034144
tokio,EXP_DBL_1523,10,10.103956,10.091169,0.038064,888.819000,888.185000,16.245000,0.018290,,,,61.393742,61.393742,0.000000,0.000000,4044336.000000,4044336
tokio,EXP_DBL_1307,10,9.893997,10.057806,0.054853,884.564000,879.120000,16.072500,0.018282,,,,60.715837,60.715837,0.000000,0.000000,4050376.000000,4050376
tokio,EXP_DBL_0092,10,10.045642,10.019036,0.049052,884.897000,876.865000,15.977500,0.018221,,,,59.042451,59.042451,0.000000,0.000000,4033128.000000,4033128
tokio,EXP_DBL_1026,10,10.059566,10.085543,0.113198,878.449000,875.815000,15.885000,0.018137,,,,58.595718,58.595718,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_0551,10,10.016822,10.027881,0.039849,890.287000,880.415000,15.960000,0.018128,,,,58.981492,58.981492,0.000000,0.000000,4041368.000000,4041368
tokio,EXP_DBL_1627,10,10.130876,10.131308,0.051037,895.110000,900.175000,16.317500,0.018127,,,,61.125152,61.125152,0.000000,0.000000,4039832.000000,4039832
tokio,EXP_DBL_0493,10,10.152478,10.068610,0.066629,887.918000,883.505000,16.015000,0.018127,,,,58.800306,58.800306,0.000000,0.000000,4041376.000000,4041376
tokio,EXP_DBL_1054,10,10.050521,10.053648,0.056678,886.904000,876.755000,15.875000,0.018107,,,,59.360371,59.360371,0.000000,0.000000,4041384.000000,4041384
tokio,EXP_DBL_0852,10,9.999226,10.361714,0.965221,957.701000,952.130000,17.225000,0.018091,,,,61.631134,61.631134,0.000000,0.000000,4108264.000000,4108264
